,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"621Graziano PellèParma Calcio 1913, 36, FW","Graziano Pellè Parma Calcio 1913, 36, FW",0(1),9,-,-,1,-,-,1,-,-,5.89,-,-,-,-,-,-,1,-,4,50,-,-,-
1,"622Mirco AntenucciCatania, 37, AM(C),FW","Mirco Antenucci Catania, 37, AM(C),FW",0(1),14,-,-,-,-,-,-,-,-,5.84,-,-,1,-,1,2,1,-,5,80,-,-,-
2,"623Leonardo MelazziGenoa, 31, Forward","Leonardo Melazzi Genoa, 31, Forward",0(2),28,-,-,1,-,-,-,-,-,5.84,-,-,-,-,-,-,0.5,-,1,100,-,-,-
3,"624Alberto CerriParma Calcio 1913, 26, FW","Alberto Cerri Parma Calcio 1913, 26, FW",0(1),14,-,-,2,-,-,-,-,-,5.8,-,-,-,-,-,-,2,1,3,-,-,-,-
4,"625Ferdinando CoppolaTorino, 44, GK","Ferdinando Coppola Torino, 44, GK",1,90,-,-,-,-,-,-,-,-,5.77,-,-,-,-,-,-,-,-,28,89.3,-,9,-
5,"626Carlos LabrínPalermo FC, 31, D(C)","Carlos Labrín Palermo FC, 31, D(C)",0(1),19,-,-,1,-,2,1,-,-,5.19,-,-,-,1,-,-,-,1,9,77.8,-,-,-
0,"611Luka KrajncGenoa, 27, D(CL)","Luka Krajnc Genoa, 27, D(CL)",1(2),69,0.3,0.3,-,-,1.7,-,-,-,5.97,-,-,-,-,-,-,-,-,9.0,77.8,-,0.7,-
1,"612Takayuki MorimotoCatania, 34, AM(C),FW","Takayuki Morimoto Catania, 34, AM(C),FW",1(4),112,-,0.4,1.2,-,-,0.4,-,-,5.96,-,-,0.4,0.4,0.4,0.2,0.6,-,6.0,83.3,-,-,-
2,"613Andelko SavicSampdoria, 29, Forward","Andelko Savic Sampdoria, 29, Forward",0(1),13,-,-,-,-,-,-,-,-,5.96,-,-,-,-,-,-,-,-,2.0,50.0,-,-,-
3,"614Dario Del FabroCagliari, 27, D(C)","Dario Del Fabro Cagliari, 27, D(C)",1(2),150,-,-,0.7,0.7,3.7,-,0.7,-,5.95,-,-,-,-,0.3,-,-,-,10.7,81.3,-,0.7,-
