,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"471Deniz KadahHannover, 36, AM(CL),FW","Deniz Kadah Hannover, 36, AM(CL),FW",0(2),18,-,-,0.5,-,-,-,-,-,5.76,-,-,-,-,-,-,0.5,-,0.5,100.0,-,-,-
1,"472Nejmeddin DaghfousMainz, 35, AM(CLR),FW","Nejmeddin Daghfous Mainz, 35, AM(CLR),FW",0(1),15,-,-,-,-,-,1,-,-,5.74,-,-,-,-,-,-,-,1,6.0,83.3,-,-,-
2,"473Marc LaisFreiburg, 31, DMC","Marc Lais Freiburg, 31, DMC",0(1),9,-,-,-,-,-,2,-,-,5.73,-,-,-,-,-,-,-,-,7.0,100.0,-,-,-
3,"474Heinz MüllerMainz, 44, GK","Heinz Müller Mainz, 44, GK",3,270,0.3,-,-,-,1,0.3,-,1,5.73,-,-,-,-,-,-,-,-,35.7,72.0,-,14.3,-
4,"475Somen TchoyiAugsburg, 39, M(C)","Somen Tchoyi Augsburg, 39, M(C)",0(2),33,-,-,0.5,-,-,-,-,-,5.68,-,-,1.5,-,-,0.5,0.5,0.5,3.0,66.7,-,-,-
5,"476Dorge KouemahaEintracht Frankfurt, 38, AM(L)","Dorge Kouemaha Eintracht Frankfurt, 38, AM(L)",0(2),42,-,-,0.5,-,-,-,-,-,5.59,-,-,0.5,-,-,0.5,2,0.5,8.0,81.3,-,0.5,-
6,"477Mamadou BahStuttgart, 34, Midfielder","Mamadou Bah Stuttgart, 34, Midfielder",0(1),24,1,-,-,-,1,1,-,-,5.58,-,-,-,-,-,-,1,-,10.0,100.0,-,-,-
7,"478EduSchalke, 40, FW","Edu Schalke, 40, FW",0(1),16,-,-,1,-,-,-,-,-,5.5,-,-,-,-,-,-,1,1,4.0,50.0,-,-,-
8,"479Marcos AntonioNuernberg, 39, Defender","Marcos Antonio Nuernberg, 39, Defender",1,16,-,-,1,-,1,-,-,-,5.19,-,-,-,-,-,-,-,-,20.0,90.0,-,2,-
0,"461Simon JentzschAugsburg, 46, GK","Simon Jentzsch Augsburg, 46, GK",5,450,-,-,-,-,-,-,-,-,5.94,-,-,-,-,-,-,-,-,29.6,63.5,-,10.4,-
1,"462Gerrit WegkampFortuna Duesseldorf, 29, Forward","Gerrit Wegkamp Fortuna Duesseldorf, 29, Forward",0(3),22,0.3,-,-,-,-,-,-,-,5.92,-,-,0.3,-,-,-,0.3,-,0.3,100,-,-,-
2,"463Paul ScharnerHamburg, 42, D(C)","Paul Scharner Hamburg, 42, D(C)",1(3),51,0.3,0.3,1.3,-,0.3,0.3,-,-,5.9,-,-,0.3,-,-,-,-,0.3,5.8,73.9,-,0.5,-
3,"464Soufian BenyaminaStuttgart, 32, Forward","Soufian Benyamina Stuttgart, 32, Forward",0(2),11,-,-,-,-,-,-,-,-,5.9,-,-,0.5,-,-,-,-,-,0.5,-,-,-,-
4,"465Christofer HeimerothBorussia M.Gladbach, 40, GK","Christofer Heimeroth Borussia M.Gladbach, 40, GK",0(1),15,-,-,-,-,-,-,-,-,5.88,-,-,-,-,-,-,-,-,3.0,100,-,1,-
5,"466Djiby FallGreuther Fuerth, 37, Forward","Djiby Fall Greuther Fuerth, 37, Forward",2,128,1,-,2,-,-,1,-,-,5.88,-,-,2,0.5,2,1,1.5,2,11.5,82.6,-,-,-
6,"467Rasmus JönssonWolfsburg, 32, Forward","Rasmus Jönsson Wolfsburg, 32, Forward",0(6),89,0.2,-,0.3,-,-,0.2,-,-,5.88,-,-,0.2,0.2,0.2,0.2,0.3,0.3,4.2,80,0.2,0.2,-
7,"468Aleksandar StevanovicWerder Bremen, 30, Midfielder","Aleksandar Stevanovic Werder Bremen, 30, Midfielder",0(2),22,-,0.5,-,-,-,-,-,-,5.86,-,-,-,-,-,-,1,-,7.5,80,-,-,-
