,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"561Johann DurandEvian, 40, Goalkeeper","Johann Durand Evian, 40, Goalkeeper",1(1),121,-,-,0.5,-,1,0.5,-,-,5.21,-,-,-,-,-,-,-,-,12,45.8,-,3.5,-
1,"562Innocent EmegharaLorient, 33, FW","Innocent Emeghara Lorient, 33, FW",0(1),4,-,-,1.0,-,-,-,-,-,5.15,-,-,1,-,-,-,-,-,-,-,-,-,-
0,"551Jonathan TinhanMontpellier, 33, Forward","Jonathan Tinhan Montpellier, 33, Forward",0(1),8,-,-,1,-,-,-,-,-,5.92,-,-,-,-,-,-,-,1,5,80,-,-,-
1,"552Matthieu SansSC Bastia, 33, Defender","Matthieu Sans SC Bastia, 33, Defender",2(4),244,0.3,1.7,0.3,0.3,2.5,0.3,0.2,-,5.91,-,-,0.2,-,0.3,-,-,-,9,68.5,-,1.2,-
2,"553Jean-Landry BassilekinNancy, 30, Forward","Jean-Landry Bassilekin Nancy, 30, Forward",0(1),8,-,-,-,-,-,-,-,-,5.89,-,-,-,-,-,-,-,1,1,-,-,-,-
3,"554Billel OmraniMarseille, 29, Forward","Billel Omrani Marseille, 29, Forward",0(1),24,1,-,1,-,-,1,-,-,5.86,-,-,-,-,1,-,2,4,4,50,-,-,-
4,"555Kafoumba CoulibalyNice, 36, D(CR),M(CR)","Kafoumba Coulibaly Nice, 36, D(CR),M(CR)",1,43,-,-,-,-,-,-,-,-,5.85,-,-,-,-,-,-,-,-,-,-,-,-,-
5,"556David GigliottiAC Ajaccio, 37, Forward","David Gigliotti AC Ajaccio, 37, Forward",0(1),33,-,-,3,-,-,-,-,-,5.75,-,-,-,-,1,2,1,1,2,-,-,-,-
6,"557Ejike UzoenyiRennes, 30, Midfielder","Ejike Uzoenyi Rennes, 30, Midfielder",0(1),3,-,-,-,-,-,-,-,-,5.68,-,-,-,-,-,-,1,-,2,100,-,-,-
7,"558David OberhauserAC Ajaccio, 31, Goalkeeper","David Oberhauser AC Ajaccio, 31, Goalkeeper",0(1),28,-,-,-,-,-,-,-,1,5.66,-,-,1,-,-,-,-,-,9,11.1,-,1,-
8,"559Ronan Le CromPSG, 47, GK","Ronan Le Crom PSG, 47, GK",0(1),20,-,1,1,-,2,-,-,-,5.55,-,-,-,-,-,-,-,-,2,100,-,2,-
9,"560Jires Kembo-EkokoRennes, 34, M(LR),FW","Jires Kembo-Ekoko Rennes, 34, M(LR),FW",1,30,1,-,1,-,-,1,-,-,5.22,-,-,2,1,-,-,1,-,8,100,1,-,-
0,"541Georges Gope-FenepejTroyes, 33, Forward","Georges Gope-Fenepej Troyes, 33, Forward",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,1,-,-,1,100,-,-,-
1,"542Ibrahim AmadouNancy, 29, D(C),DMC","Ibrahim Amadou Nancy, 29, D(C),DMC",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,1,-,-,-,-,1,100,1,-,-
2,"543Yassin El AzzouziSC Bastia, 39, Forward","Yassin El Azzouzi SC Bastia, 39, Forward",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,1,100,-,-,-
3,"544Hadi SackoBordeaux, 28, AM(LR)","Hadi Sacko Bordeaux, 28, AM(LR)",0(4),43,-,0.3,0.5,-,0.3,0.5,-,-,5.99,-,-,-,-,0.3,-,0.8,0.8,3,66.7,-,-,-
4,"545Kévin RodriguesToulouse, 28, D(L),M(L)","Kévin Rodrigues Toulouse, 28, D(L),M(L)",0(1),8,-,-,1,-,-,-,-,-,5.99,-,-,1,-,-,-,-,-,4,50,-,-,-
