,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"541Daniel AranzubiaAtletico, 42, GK","Daniel Aranzubia Atletico, 42, GK",1,84,-,-,1,-,-,-,-,-,3.89,-,-,-,-,-,-,1,-,11,90.9,-,6,-
0,"531José NúñezOsasuna, 33, Forward","José Núñez Osasuna, 33, Forward",0(1),17,-,-,-,-,-,-,-,-,5.99,-,-,-,1,-,-,-,-,3.0,66.7,-,1.0,-
1,"532CasadoMalaga, 35, D(L)","Casado Malaga, 35, D(L)",0(2),53,0.5,-,-,0.5,0.5,-,-,-,5.94,-,-,0.5,0.5,-,-,1,-,12.5,80.0,0.5,2.5,-
2,"533Álvaro VázquezGetafe, 31, FW","Álvaro Vázquez Getafe, 31, FW",0(1),27,-,-,-,-,-,-,-,-,5.89,-,-,3,-,-,-,-,-,7.0,42.9,-,1.0,-
3,"534Joan RománVillarreal, 29, Midfielder","Joan Román Villarreal, 29, Midfielder",1(1),90,-,-,1,-,-,1,-,-,5.87,-,-,0.5,-,1.5,-,2,1,15.0,70.0,-,0.5,-
4,"535David CobeñoRayo Vallecano, 40, GK","David Cobeño Rayo Vallecano, 40, GK",6(1),603,-,-,-,-,1.6,0.1,-,-,5.85,-,-,-,-,-,-,-,0.3,16.1,80.5,-,4.0,-
5,"536Germán ParreñoEspanyol, 29, Goalkeeper","Germán Parreño Espanyol, 29, Goalkeeper",1,90,-,-,-,-,-,-,-,-,5.77,-,-,-,-,-,-,-,-,14.0,14.3,-,2.0,-
6,"537Eñaut ZubikaraiReal Sociedad, 38, GK","Eñaut Zubikarai Real Sociedad, 38, GK",1,90,-,-,-,-,1,-,-,-,5.75,-,-,-,-,-,-,-,-,34.0,64.7,-,15.0,-
7,"538Hans MartínezAlmeria, 35, Defender","Hans Martínez Almeria, 35, Defender",1,90,1,-,-,-,7,4,-,-,5.7,-,-,-,-,-,-,-,-,22.0,95.5,-,2.0,-
8,"539Alberto LopoGetafe, 42, D(C)","Alberto Lopo Getafe, 42, D(C)",1(2),133,-,1,0.3,0.3,2,0.3,0.7,1,5.68,-,-,-,-,0.3,-,-,-,11.3,64.7,-,0.3,-
9,"540RodriRayo Vallecano, 37, DMC","Rodri Rayo Vallecano, 37, DMC",1,90,-,3,3,1,2,1,1,-,5.66,-,-,-,-,1,-,-,1,63.0,76.2,-,13.0,-
