,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"551Cheick DiarraRennes, 30, FW","Cheick Diarra Rennes, 30, FW",0(1),12,-,-,1,-,-,-,-,-,5.91,-,-,-,-,-,-,-,-,5.0,60.0,-,-,-
1,"552Rémy VercoutreLyon, 41, GK","Rémy Vercoutre Lyon, 41, GK",7,622,-,-,0.1,-,0.6,-,-,-,5.91,-,-,-,-,-,-,-,0.1,9.3,50.8,-,2.7,-
2,"553Brice SambaMarseille, 28, GK","Brice Samba Marseille, 28, GK",0(1),67,-,-,-,-,1,-,-,-,5.85,-,-,-,-,-,-,-,1,10.0,80.0,-,2,-
3,"554Lucas VeroneseNice, 31, GK","Lucas Veronese Nice, 31, GK",5,450,-,-,0.2,-,1,0.2,-,-,5.81,-,-,-,-,0.2,-,-,0.2,20.2,52.5,-,4,-
4,"555Larry AzouniLorient, 28, DMC","Larry Azouni Lorient, 28, DMC",0(2),15,0.5,-,0.5,-,-,-,-,-,5.62,-,-,0.5,-,0.5,-,-,-,4.5,44.4,-,-,-
5,"556Demba CamaraAC Ajaccio, 27, AM(L),FW","Demba Camara AC Ajaccio, 27, AM(L),FW",1,56,-,-,3,-,-,-,-,-,5.54,-,-,1,-,-,-,1,5,10.0,70.0,-,-,-
6,"557Grégory CerdanGuingamp, 39, D(C),DMC","Grégory Cerdan Guingamp, 39, D(C),DMC",2(2),182,-,0.5,0.8,0.3,2,0.3,0.5,-,5.47,-,-,-,0.3,0.3,-,-,0.3,20.5,74.4,-,2,-
0,"541PedrinhoLorient, 37, D(R)","Pedrinho Lorient, 37, D(R)",0(2),11,-,0.5,-,-,-,-,-,-,6.01,-,-,-,-,-,-,-,-,7,71.4,-,-,-
1,"542Anthony MandréaNice, 25, GK","Anthony Mandréa Nice, 25, GK",0(1),39,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,10,70,-,-,-
2,"543Enzo CrivelliBordeaux, 27, AM(L),FW","Enzo Crivelli Bordeaux, 27, AM(L),FW",0(2),12,-,-,1,-,-,-,-,-,6.0,-,-,-,-,-,0.5,-,0.5,1.5,66.7,-,-,-
