,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"581Anastasios DonisReims, 25, AM(CR),FW","Anastasios Donis Reims, 25, AM(CR),FW",1(2),98,1.3,-,1,-,-,-,-,-,5.75,-,-,0.3,-,-,1,-,1.3,6.3,57.9,0.3,-,-
1,"582Aleksandar RadovanovicLens, 28, D(C)","Aleksandar Radovanovic Lens, 28, D(C)",1,90,1,-,1,1,1,-,1,-,5.72,-,-,-,-,-,-,-,-,45.0,68.9,-,3,-
2,"583Marcin BulkaPSG, 22, Goalkeeper","Marcin Bulka PSG, 22, Goalkeeper",1,90,-,-,-,-,1,-,-,-,5.55,-,-,-,-,-,-,-,-,21.0,81.0,-,3,-
3,"584Stefan BajicSaint-Etienne, 20, GK","Stefan Bajic Saint-Etienne, 20, GK",1,90,-,-,-,-,2,-,-,-,5.01,-,-,-,-,-,-,-,-,28.0,50.0,-,5,-
0,"571Danilo BarbosaNice, 26, D(C),DMC","Danilo Barbosa Nice, 26, D(C),DMC",3(1),251,1.5,0.5,0.8,0.3,2.8,0.5,0.3,-,5.94,-,-,0.5,-,1,-,-,0.8,50.5,88.1,-,1.5,-
1,"572Bandiougou FadigaBrest, 21, Midfielder","Bandiougou Fadiga Brest, 21, Midfielder",0(4),39,-,-,-,-,-,0.5,-,-,5.92,-,-,-,0.3,0.3,-,0.3,0.8,7.0,85.7,-,0.3,-
2,"573Édouard MendyRennes, 30, GK","Édouard Mendy Rennes, 30, GK",1,90,-,-,-,-,1,-,-,-,5.92,-,-,-,1,-,-,-,-,27.0,81.5,-,8,-
3,"574Tristan DingoméReims, 31, M(C)","Tristan Dingomé Reims, 31, M(C)",0(1),14,-,-,1,-,-,1,-,-,5.92,-,-,-,-,-,-,-,-,15.0,80,-,-,-
4,"575Noah FatarAngers, 20, Midfielder","Noah Fatar Angers, 20, Midfielder",0(2),19,0.5,-,1.5,-,-,-,-,-,5.91,-,-,-,-,-,-,0.5,0.5,4.5,77.8,-,-,-
5,"576Andy DioufRennes, 19, Midfielder","Andy Diouf Rennes, 19, Midfielder",0(1),11,-,-,2,-,-,-,-,-,5.9,-,-,-,-,1,-,-,-,1.0,100,-,-,-
6,"577Yassin FortunéAngers, 23, Forward","Yassin Fortuné Angers, 23, Forward",0(1),14,-,-,-,-,-,-,-,-,5.9,-,-,-,-,-,-,-,-,4.0,75,-,-,-
7,"578Zinédine Ould KhaledAngers, 22, Defender","Zinédine Ould Khaled Angers, 22, Defender",0(3),35,-,0.3,0.3,-,-,-,-,-,5.89,-,-,-,-,0.3,-,0.3,-,6.3,94.7,-,-,-
8,"579Abdoulaye SidibéSaint-Etienne, 20, Forward","Abdoulaye Sidibé Saint-Etienne, 20, Forward",0(1),10,1,-,1,-,-,1,-,-,5.89,-,-,-,-,-,-,-,1,1.0,-,-,-,-
9,"580Habib KeitaLyon, 20, Forward","Habib Keita Lyon, 20, Forward",0(1),5,-,-,-,-,-,-,-,-,5.81,-,-,1,-,-,-,-,1,3.0,100,-,-,-
0,"561Patrick BurnerNice, 26, D(R)","Patrick Burner Nice, 26, D(R)",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1,"562Strahinja PavlovicMonaco, 21, D(C)","Strahinja Pavlovic Monaco, 21, D(C)",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,1,-,-,-,-
2,"563Wilfried KangaAngers, 24, FW","Wilfried Kanga Angers, 24, FW",2,134,-,-,1,-,1,0.5,-,-,6.0,-,-,0.5,-,0.5,-,1.5,1,9.5,78.9,-,-,-
3,"564Clement DepresNimes, 27, Forward","Clement Depres Nimes, 27, Forward",0(1),14,-,-,-,-,-,-,-,-,5.99,-,-,-,-,-,-,-,-,5,80,-,-,-
4,"565Antoine ValérioNimes, 22, Midfielder","Antoine Valério Nimes, 22, Midfielder",1,71,-,2,2,-,-,1,-,-,5.97,-,-,-,2,-,-,-,2,18,83.3,-,1,-
5,"566Mathys SabanSaint-Etienne, 20, Midfielder","Mathys Saban Saint-Etienne, 20, Midfielder",0(1),12,-,-,-,-,-,-,-,-,5.97,-,-,-,-,-,-,1,-,3,100,-,-,-
6,"567Rachid AliouiAngers, 29, FW","Rachid Alioui Angers, 29, FW",0(1),14,-,-,-,-,-,1,-,-,5.97,-,-,-,-,1,-,1,1,8,100,-,-,-
7,"568Waniss TaibiAngers, 20, Midfielder","Waniss Taibi Angers, 20, Midfielder",0(2),36,-,-,0.5,-,-,1,-,-,5.96,-,-,-,0.5,-,-,-,0.5,14.5,89.7,-,0.5,-
8,"569Cheick Tidiane SabalyMetz, 23, Forward","Cheick Tidiane Sabaly Metz, 23, Forward",0(1),11,-,-,-,-,-,-,-,-,5.95,-,-,1,-,-,-,-,1,4,75,-,-,-
9,"570Samuel MoutoussamyNantes, 25, M(CL)","Samuel Moutoussamy Nantes, 25, M(CL)",1,83,-,-,2,-,-,1,-,-,5.95,-,-,2,-,1,-,-,2,27,96.3,-,-,-
0,"551JeséPSG, 29, AM(LR),FW","Jesé PSG, 29, AM(LR),FW",0(2),22,-,-,-,-,-,0.5,-,-,6.02,-,-,-,-,-,-,-,0.5,3.5,42.9,-,-,-
