,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"581Unai DufurEibar, 23, Defender","Unai Dufur Eibar, 23, Defender",1,63,2,1,1,-,-,2,-,-,5.61,-,-,-,-,-,-,-,1,33,63.6,-,1,-
1,"582Eñaut MendíaEibar, 22, Midfielder","Eñaut Mendía Eibar, 22, Midfielder",1,62,2,-,3,-,-,1,1,-,5.53,-,-,1,-,-,1,3,1,9,44.4,-,-,-
2,"583Jokin EzkietaAthletic Bilbao, 25, Goalkeeper","Jokin Ezkieta Athletic Bilbao, 25, Goalkeeper",1,90,-,-,-,-,-,-,-,-,5.49,-,-,-,-,-,-,-,-,19,84.2,-,2,-
0,"571Josete MirandaGetafe, 23, Forward","Josete Miranda Getafe, 23, Forward",0(4),23,-,-,0.5,-,-,0.3,-,-,5.94,-,-,0.3,-,0.5,-,0.5,0.3,3.5,64.3,-,-,-
1,"572FerroValencia, 25, D(C)","Ferro Valencia, 25, D(C)",2(1),181,0.3,-,-,0.7,2,1,-,-,5.93,-,-,-,-,-,-,0.3,-,26.3,84.8,-,3,-
2,"573Isma RuizGranada, 21, Midfielder","Isma Ruiz Granada, 21, Midfielder",1,67,1,-,-,-,2,1,-,-,5.93,-,-,-,-,-,-,1,1,20.0,70.0,-,2,-
3,"574Lautaro de LeónCelta Vigo, 21, Forward","Lautaro de León Celta Vigo, 21, Forward",0(1),13,-,-,1,-,1,-,-,-,5.93,-,-,-,-,-,1,1,2,3.0,66.7,-,-,-
4,"575Unai ArietaleanizbeaskoaEibar, 23, Forward","Unai Arietaleanizbeaskoa Eibar, 23, Forward",0(4),43,0.3,-,0.8,-,-,-,-,-,5.92,-,-,0.3,-,0.3,0.3,-,0.8,1.8,57.1,-,-,-
5,"576Gerónimo RulliVillarreal, 30, GK","Gerónimo Rulli Villarreal, 30, GK",3,181,-,-,-,-,-,-,-,-,5.91,-,-,-,-,-,-,-,-,26.3,77.2,-,2.7,-
6,"577John DonaldElche, 21, Midfielder","John Donald Elche, 21, Midfielder",1(1),50,-,-,-,0.5,0.5,-,-,-,5.88,-,-,-,-,-,-,-,0.5,9.0,100.0,-,1,-
7,"578Marc BaróCadiz, 22, Defender","Marc Baró Cadiz, 22, Defender",1,90,2,2,1,-,1,2,-,-,5.84,-,-,1,2,3,-,-,-,7.0,71.4,2,-,-
8,"579Rubén MartínezOsasuna, 37, GK","Rubén Martínez Osasuna, 37, GK",3,188,-,-,0.3,-,0.3,-,-,-,5.7,-,-,-,-,-,-,-,-,19.0,66.7,-,11.3,-
9,"580Koke VegasLevante, 26, GK","Koke Vegas Levante, 26, GK",2,91,-,-,-,-,1,-,-,-,5.68,-,-,-,-,-,-,-,-,13.0,61.5,-,2,-
0,"561Bobby AdekanyeCadiz, 23, AM(R)","Bobby Adekanye Cadiz, 23, AM(R)",0(3),34,-,-,0.3,-,-,0.3,-,-,5.98,-,-,0.3,-,-,-,-,1,2.7,87.5,-,-,-
1,"562Álex MillánVillarreal, 22, FW","Álex Millán Villarreal, 22, FW",0(1),1,-,-,1,-,-,-,-,-,5.97,-,-,-,-,-,-,-,-,1.0,-,-,-,-
2,"563Sergio GonzálezCadiz, 25, Defender","Sergio González Cadiz, 25, Defender",1,90,1,2,1,-,-,1,-,-,5.97,-,-,1,-,1,-,2,1,30.0,66.7,-,1,-
3,"564David GilCadiz, 28, Goalkeeper","David Gil Cadiz, 28, Goalkeeper",4,360,-,-,-,-,1.5,0.3,-,-,5.97,-,-,-,-,0.3,-,-,-,28.3,33.6,-,8.5,-
4,"565Gabriel VeigaCelta Vigo, 20, Midfielder","Gabriel Veiga Celta Vigo, 20, Midfielder",1(5),114,0.5,0.5,0.7,-,-,0.5,-,-,5.97,-,-,-,0.2,0.5,-,0.3,1,5.0,80,-,-,-
5,"566Borja MayoralReal Madrid, 25, FW","Borja Mayoral Real Madrid, 25, FW",0(2),21,-,-,1,-,-,0.5,-,-,5.96,-,-,-,-,-,1,-,1.5,2.5,60,-,-,-
6,"567Daniel PlomerGranada, 23, Forward","Daniel Plomer Granada, 23, Forward",0(1),45,-,-,-,-,-,1,-,-,5.96,-,-,-,-,-,-,1,-,3.0,100,-,-,-
7,"568John PatrickGetafe, 18, Midfielder","John Patrick Getafe, 18, Midfielder",0(6),60,0.3,-,0.3,-,-,-,-,-,5.96,-,-,0.3,-,-,-,0.7,1,2.5,60,-,-,-
8,"569Álvaro BastidaCadiz, 18, Midfielder","Álvaro Bastida Cadiz, 18, Midfielder",0(1),34,-,-,-,-,-,-,-,-,5.95,-,-,-,-,-,-,-,-,8.0,50,-,-,-
9,"570Nano MesaCadiz, 27, Forward","Nano Mesa Cadiz, 27, Forward",0(1),8,-,-,-,-,-,-,-,-,5.94,-,-,-,-,-,-,1,-,3.0,33.3,-,-,-
0,"551NinoElche, 42, AM(C)","Nino Elche, 42, AM(C)",0(16),273,-,-,0.3,-,-,0.1,-,-,6.0,-,-,0.2,0.1,0.4,0.1,0.4,0.3,7.1,92.1,-,0.4,-
1,"552Álex BlesaLevante, 20, Midfielder","Álex Blesa Levante, 20, Midfielder",0(1),10,-,-,2,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,12,100,-,-,-
