,posX,posY,Age,Mins,Tackles,Inter,KeyP,Goals,Assists,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB,Rating,CurrentPts,Pts,C_Mins,C_Tackles,C_Inter,C_Goals,C_Assists,C_KeyP,C_AvgP,C_PS%,C_Rating
1883,2.0,0.0,31,1979,1.9,1.4,0.7,0,2,0.5,0.9,37.5,78.0,0.4,1.3,0.0,6.9,29.0,122.0,431.0,1.3,0.7,0,0,0.8,38.8,85.0,6.81
1884,1.5,2.0,24,2134,1.2,0.7,1.4,8,8,1.5,1.3,28.7,79.1,1.1,1.0,0.1,6.93,19.0,92.0,334.0,1.3,0.7,1,1,1.0,20.0,74.3,6.63
1885,1.0,2.0,28,1845,1.0,0.6,1.6,2,3,2.0,1.6,65.0,89.5,0.7,2.0,0.1,6.92,19.0,92.0,431.0,1.0,0.6,1,0,1.2,93.6,89.7,6.9
1886,1.5,1.0,22,1175,1.7,1.2,0.6,0,0,0.5,0.2,49.6,87.3,0.2,1.3,0.0,6.92,23.0,131.0,284.0,1.0,1.0,0,0,0.3,50.8,90.1,6.7
1887,2.0,1.0,24,924,2.0,2.3,0.4,0,0,0.4,1.1,22.6,68.5,0.3,1.2,0.0,6.95,29.0,122.0,450.0,3.0,2.6,0,1,1.0,36.4,79.7,7.63
1888,1.0,2.0,32,1332,1.3,0.5,1.1,0,3,1.0,0.6,49.3,88.9,0.2,3.5,0.2,6.93,23.0,131.0,594.0,1.8,0.9,1,1,0.6,63.3,88.9,6.92
1889,1.0,0.0,22,2133,1.1,1.9,0.0,1,0,0.2,0.3,68.3,92.9,0.0,5.0,0.0,6.98,23.0,131.0,720.0,1.4,1.4,0,0,0.4,79.1,92.7,6.95
1890,1.0,0.0,26,2302,2.0,1.6,0.3,2,3,0.1,0.5,43.7,91.7,0.1,1.6,0.0,7.01,33.0,156.0,345.0,1.0,4.0,0,0,0.0,36.0,92.4,6.94
1891,1.5,1.0,24,2383,2.0,1.5,1.1,0,6,1.0,0.9,49.1,88.0,0.4,1.8,0.0,7.01,23.0,131.0,632.0,1.8,1.3,1,0,0.4,55.8,87.9,6.86
1892,1.0,3.0,22,2270,0.7,0.4,1.0,10,4,1.5,1.8,23.6,83.0,0.3,0.5,0.1,7.01,29.0,122.0,856.0,1.0,0.6,2,0,1.1,26.9,80.5,7.01
1893,1.0,0.0,20,1253,1.6,1.5,0.0,0,0,0.1,0.5,33.3,79.0,0.2,1.3,0.0,7.04,29.0,122.0,305.0,3.5,2.5,0,0,0.5,21.3,64.7,6.92
1894,1.0,3.0,27,2092,2.1,0.3,1.0,7,3,1.6,1.3,30.6,77.5,0.5,1.5,0.2,7.03,19.0,92.0,334.0,1.4,0.6,0,1,1.2,28.4,71.8,6.68
1895,0.0,0.0,23,1928,1.3,1.7,0.3,1,2,0.2,0.3,48.3,87.8,0.0,3.7,0.0,7.03,33.0,156.0,900.0,2.2,1.3,2,0,0.2,49.2,90.2,7.08
1896,0.0,0.0,25,2727,1.5,2.1,0.1,1,1,0.0,0.3,30.4,78.2,0.0,3.6,0.0,7.02,29.0,122.0,829.0,1.4,1.5,0,0,0.1,29.2,77.7,6.83
1897,0.0,1.0,27,2693,2.5,1.4,0.4,0,3,0.6,0.3,66.5,89.9,0.0,4.2,0.0,7.02,23.0,131.0,691.0,2.9,1.8,0,0,0.3,67.0,90.9,7.0
1898,1.0,0.0,30,2489,1.5,2.0,0.2,7,0,0.1,0.5,61.1,89.6,0.0,5.5,0.0,7.1,33.0,156.0,1001.0,2.3,2.6,1,2,0.4,62.7,88.4,7.26
1899,1.0,3.0,26,2336,1.5,0.6,1.5,6,6,1.7,1.6,39.7,83.9,0.2,1.4,0.0,7.08,19.0,92.0,705.0,3.1,0.9,0,1,1.5,50.0,82.5,7.28
1900,0.0,4.0,28,1914,0.6,0.1,1.3,11,5,1.1,1.4,22.1,80.8,0.1,0.7,0.0,7.06,33.0,156.0,952.0,0.5,0.2,5,0,1.5,28.6,83.9,7.12
1901,1.0,2.5,29,1244,1.8,0.7,1.5,3,3,1.3,1.1,39.3,87.1,0.3,1.2,0.1,7.15,23.0,131.0,172.0,0.2,0.2,4,1,0.6,27.6,81.9,7.24
1902,1.0,2.0,23,1078,1.6,0.7,0.8,6,2,1.2,0.8,29.3,92.6,0.1,0.9,0.1,7.15,23.0,131.0,216.0,1.0,0.2,0,0,0.2,22.8,88.3,6.39
1903,0.0,2.0,32,2897,3.5,2.2,0.7,0,0,1.0,0.7,59.9,81.7,0.6,3.9,0.0,7.14,29.0,122.0,990.0,3.0,1.9,0,1,1.4,75.8,85.6,7.15
1904,0.0,2.0,27,3067,1.9,1.1,0.6,2,3,0.8,0.7,79.8,89.9,0.1,4.5,0.1,7.13,19.0,92.0,720.0,2.3,1.6,1,0,1.0,87.3,90.8,7.48
1905,1.0,2.0,22,1689,2.4,0.8,0.6,1,3,1.2,0.8,38.3,91.3,0.0,1.3,0.3,7.12,33.0,156.0,219.0,1.2,0.3,1,0,1.0,33.2,95.5,6.8
1906,0.0,2.0,28,2345,1.6,1.1,0.8,8,5,1.2,1.1,48.5,85.8,0.6,2.7,0.0,7.18,23.0,131.0,595.0,1.3,0.3,0,0,0.7,35.2,86.1,6.47
1907,2.0,1.0,28,2277,1.5,1.3,1.5,2,10,0.9,1.0,47.9,81.6,1.4,3.3,0.1,7.17,33.0,156.0,1001.0,2.3,2.2,0,2,2.1,58.5,83.8,7.45
1908,1.0,0.0,21,1013,2.4,1.9,0.3,0,0,0.4,0.5,27.1,73.7,0.1,2.1,0.0,7.17,29.0,122.0,507.0,3.3,3.3,0,0,0.2,33.0,76.8,7.78
1909,2.0,3.0,23,1334,0.6,0.1,0.7,15,4,1.3,1.2,13.8,78.8,0.2,0.3,0.0,7.17,33.0,156.0,167.0,0.3,0.1,3,1,0.1,8.6,81.8,6.47
1910,0.0,1.0,24,1709,4.0,1.7,0.4,4,0,0.9,0.9,42.4,85.6,0.0,3.9,0.0,7.16,33.0,156.0,827.0,5.3,3.0,2,2,0.6,57.8,86.5,7.77
1911,1.0,2.0,24,3171,2.6,1.4,2.0,4,8,1.5,1.6,70.0,84.0,1.1,4.0,0.1,7.16,29.0,122.0,1044.0,1.8,1.3,0,1,2.1,75.3,85.9,7.09
1912,1.0,3.0,24,1638,1.6,0.6,1.2,10,8,1.5,1.3,40.4,89.4,0.3,1.7,0.3,7.24,33.0,156.0,386.0,0.7,0.2,1,0,1.0,44.7,91.0,6.97
1913,0.0,0.0,30,2706,1.6,2.5,0.2,3,1,0.1,0.4,40.2,79.5,0.0,4.4,0.0,7.23,29.0,122.0,990.0,2.5,2.6,0,0,0.5,41.7,81.3,7.33
1914,0.0,2.0,30,1892,1.5,1.7,1.3,1,2,1.2,0.9,54.6,89.1,0.4,3.6,0.0,7.23,33.0,156.0,983.0,1.0,2.5,0,1,1.2,67.0,89.3,7.28
1915,2.0,0.0,24,2015,2.5,2.0,1.5,0,4,0.7,1.0,52.5,86.9,0.8,2.8,0.0,7.22,33.0,156.0,976.0,2.5,1.5,0,5,1.1,57.1,86.8,7.1
1916,0.0,0.0,33,1081,1.2,1.5,0.4,2,1,0.5,0.5,51.3,85.3,0.1,3.8,0.1,7.22,33.0,156.0,199.0,2.0,1.7,0,0,0.0,43.0,85.3,6.71
1917,2.0,1.0,26,2282,3.1,1.8,0.9,0,3,0.6,1.4,47.6,82.2,0.5,1.8,0.0,7.21,19.0,92.0,720.0,3.8,2.9,1,1,0.9,51.6,83.3,7.6
1918,0.0,0.0,29,2193,1.7,1.5,0.1,2,0,0.2,0.6,69.5,90.2,0.0,6.4,0.0,7.2,23.0,131.0,651.0,1.3,1.3,1,0,0.1,76.3,90.8,7.04
1919,0.5,0.5,24,1488,3.0,2.4,1.1,1,2,0.5,0.5,45.3,86.4,0.4,2.1,0.1,7.41,33.0,156.0,270.0,2.7,1.7,0,1,1.0,47.7,86.0,6.71
1920,1.0,3.0,25,3067,1.3,0.5,1.6,16,8,1.2,1.3,35.6,78.3,0.1,1.2,0.1,7.37,29.0,122.0,1068.0,1.8,0.8,6,2,1.9,44.3,79.7,7.35
1921,2.0,1.0,26,472,1.3,1.3,0.8,2,2,0.5,0.8,52.0,82.4,0.3,2.5,0.0,7.34,23.0,131.0,90.0,3.0,2.0,0,1,1.0,75.0,90.7,8.06
1922,1.0,1.0,21,2544,3.1,1.8,0.8,4,3,1.1,1.5,36.3,77.4,0.1,1.2,0.1,7.31,29.0,122.0,840.0,2.3,1.5,4,0,0.1,34.8,77.0,7.18
1923,1.0,3.0,24,1180,1.3,0.5,2.0,8,6,0.6,1.5,37.9,89.1,1.1,2.1,0.0,7.27,33.0,156.0,318.0,0.8,0.5,0,2,1.7,34.7,88.9,6.81
1924,1.0,3.0,24,2652,1.3,0.3,3.0,13,11,2.8,2.6,50.7,76.5,2.2,2.2,0.3,8.52,23.0,131.0,797.0,1.8,0.2,4,8,2.9,50.7,74.8,8.24
1925,1.0,3.0,28,2833,0.7,0.2,2.3,37,9,2.6,1.4,48.4,80.2,0.3,2.7,0.6,8.47,23.0,131.0,810.0,1.1,0.0,11,2,2.1,53.9,81.4,8.24
1926,1.0,3.0,29,2865,0.5,0.3,1.8,29,13,0.9,2.0,24.9,74.8,0.2,0.9,0.1,7.8,23.0,131.0,810.0,0.9,0.2,3,2,0.8,25.0,71.6,7.09
1927,0.0,2.0,26,2501,2.6,1.1,2.8,3,12,0.5,0.3,71.4,92.2,1.6,8.1,0.1,7.67,33.0,156.0,1027.0,1.9,1.1,1,1,2.8,71.5,93.4,7.25
1928,2.0,3.0,31,2544,0.2,0.3,1.1,25,6,1.3,1.7,26.6,80.0,0.3,0.4,0.0,7.61,33.0,156.0,1200.0,0.2,0.4,12,5,1.5,31.8,86.9,8.06
1929,2.0,0.0,30,3009,3.5,1.9,1.0,3,6,0.9,1.1,52.1,82.7,0.8,2.4,0.0,7.55,29.0,122.0,869.0,3.2,1.4,0,1,0.6,54.9,82.3,7.41
1930,1.0,3.0,26,1425,0.9,0.9,1.2,7,2,0.8,0.8,29.4,78.9,0.5,1.3,0.0,7.49,33.0,156.0,509.0,0.8,1.0,2,1,1.1,28.9,79.2,7.28
1931,1.0,3.0,24,514,0.2,0.2,0.2,3,0,0.3,1.3,8.2,70.1,0.0,0.0,0.0,6.36,17.0,74.0,177.0,0.0,0.0,1,0,0.0,6.6,60.6,6.31
1932,0.0,3.0,22,547,0.2,0.1,0.4,5,0,0.3,1.5,9.4,80.5,0.1,0.4,0.1,6.49,17.0,74.0,199.0,0.3,0.0,3,1,0.5,8.8,77.1,6.95
1933,1.0,2.0,23,1036,1.6,0.2,0.6,0,1,0.6,1.2,16.7,80.3,0.1,1.1,0.0,6.55,33.0,126.0,139.0,0.5,0.3,0,0,0.5,14.5,77.6,6.27
1934,0.0,1.0,18,1040,1.4,1.5,0.6,0,0,0.3,0.4,50.2,89.8,0.0,1.4,0.1,6.62,17.0,74.0,391.0,2.0,0.7,0,0,0.3,62.5,87.7,6.43
1935,2.0,1.0,32,1871,1.1,0.7,0.7,1,2,0.7,0.8,35.7,78.7,0.5,1.1,0.0,6.65,33.0,126.0,73.0,1.0,0.0,0,0,0.0,51.0,90.2,6.69
1936,0.0,1.0,22,896,1.3,0.6,0.4,1,1,0.4,0.7,26.3,90.0,0.2,1.6,0.0,6.66,33.0,126.0,270.0,1.3,1.1,0,0,0.4,24.4,89.5,6.4
1937,1.0,0.0,35,1527,0.8,1.3,0.1,0,0,0.3,0.2,47.4,90.7,0.0,3.7,0.0,6.7,33.0,126.0,717.0,0.8,1.4,0,0,0.0,49.4,92.1,6.68
1938,0.0,2.0,30,1261,1.1,2.0,0.4,1,2,0.7,0.6,47.2,87.6,0.1,5.0,0.1,6.86,33.0,126.0,529.0,1.1,1.0,1,1,0.3,54.5,86.9,6.79
1939,0.0,1.0,25,1618,2.4,0.9,1.0,1,6,0.8,1.3,39.6,86.6,0.2,1.3,0.1,6.92,17.0,74.0,443.0,2.0,0.5,0,0,0.6,29.1,84.1,6.47
1940,2.0,1.0,22,3032,2.1,0.9,0.5,0,1,0.6,0.8,57.3,86.5,0.5,1.7,0.0,6.91,17.0,74.0,630.0,1.9,1.4,0,0,0.4,41.1,79.2,6.58
1941,0.0,0.0,29,2406,1.0,2.1,0.3,3,0,0.2,0.2,65.1,87.2,0.1,7.9,0.0,6.93,33.0,126.0,968.0,1.7,1.8,1,0,0.4,62.1,85.4,7.14
1942,0.0,0.0,30,2297,1.3,0.8,0.3,0,1,0.1,0.1,70.2,86.4,0.0,6.1,0.0,6.95,17.0,74.0,461.0,1.2,1.0,0,0,0.2,58.7,90.1,6.56
1943,1.0,2.0,22,1850,1.0,0.5,1.1,5,7,0.8,0.6,38.0,87.7,0.1,1.8,0.1,6.98,17.0,74.0,306.0,1.1,0.9,0,0,0.9,25.3,89.3,6.41
1944,0.0,2.0,29,2548,1.4,0.9,1.0,5,4,0.6,0.6,45.8,86.3,0.3,2.5,0.1,7.02,33.0,126.0,895.0,0.7,1.1,0,0,0.4,44.4,86.3,6.59
1945,2.0,0.0,25,2379,1.0,1.0,2.0,0,6,0.6,0.7,54.6,87.4,1.8,1.6,0.0,7.04,17.0,74.0,720.0,1.1,1.9,0,3,2.0,48.3,84.7,7.09
1946,2.0,3.0,30,2488,1.1,0.8,1.1,7,4,0.9,1.3,25.7,72.9,0.2,1.0,0.0,7.03,33.0,126.0,914.0,1.7,0.8,3,0,1.0,28.0,68.2,7.29
1947,1.5,1.0,27,1470,1.7,1.4,0.8,0,1,1.2,1.1,43.5,89.8,0.3,2.4,0.0,7.08,33.0,126.0,160.0,1.0,0.7,0,0,1.0,26.3,87.3,6.49
1948,1.0,0.0,26,1124,1.1,1.3,0.2,2,0,0.0,0.2,63.0,93.0,0.1,6.6,0.0,7.06,17.0,74.0,90.0,1.0,1.0,0,0,0.0,79.0,88.6,6.11
1949,1.5,1.0,24,677,1.6,1.4,0.1,1,0,0.0,0.1,66.0,93.0,0.0,3.5,0.0,7.06,17.0,74.0,169.0,1.0,1.5,0,0,0.5,72.5,93.1,6.82
1950,0.0,2.0,31,723,2.1,1.2,0.6,1,0,1.2,0.9,46.0,87.4,0.0,3.2,0.2,7.05,33.0,126.0,95.0,0.0,3.0,0,0,0.0,44.5,94.4,6.77
1951,0.0,0.0,21,1077,1.3,1.5,0.1,2,0,0.2,0.5,55.3,88.9,0.0,2.6,0.0,7.13,33.0,126.0,180.0,1.0,0.0,1,0,0.5,83.0,89.8,7.37
1952,0.0,0.0,31,1638,1.8,1.7,0.2,2,1,0.3,0.5,59.1,87.0,0.1,4.6,0.0,7.12,33.0,126.0,723.0,2.0,1.8,1,0,0.3,49.1,87.1,7.31
1953,1.5,2.0,28,2099,1.6,0.9,1.6,2,6,1.3,1.5,38.1,85.7,1.0,1.6,0.1,7.12,33.0,126.0,586.0,0.8,0.3,1,1,1.3,22.2,86.1,6.7
1954,0.0,0.0,29,1183,2.1,2.5,0.1,1,0,0.3,0.0,57.5,90.7,0.0,3.5,0.0,7.14,33.0,126.0,183.0,0.2,2.0,0,0,0.0,37.2,93.0,6.63
1955,0.0,1.0,24,2148,2.3,2.0,1.4,0,3,0.6,0.4,98.0,90.5,0.1,3.0,0.2,7.24,17.0,74.0,329.0,2.5,3.0,0,0,0.0,84.0,91.1,6.34
1956,0.0,0.0,24,2472,2.0,2.3,0.2,2,0,0.2,0.5,69.6,89.4,0.1,3.5,0.0,7.22,17.0,74.0,720.0,3.0,0.9,0,0,0.1,73.5,88.4,6.68
1957,1.5,1.0,33,1347,2.5,1.5,1.7,2,2,0.9,0.9,60.8,85.4,1.4,3.9,0.1,7.28,33.0,126.0,1001.0,2.8,1.3,3,4,2.6,59.1,87.3,7.75
1958,0.0,4.0,28,2968,0.5,0.2,1.0,24,3,1.4,1.8,20.0,82.6,0.1,2.0,0.1,7.5,33.0,126.0,1039.0,0.6,0.3,5,1,0.7,20.6,79.4,7.14
1959,1.0,3.0,22,2154,0.5,0.7,1.9,11,7,2.1,2.0,35.7,85.4,0.9,2.4,0.3,7.46,33.0,126.0,797.0,0.9,0.4,4,0,1.4,36.6,85.6,7.34
1960,2.0,3.0,29,3149,1.1,0.8,2.1,14,12,0.6,1.0,41.9,85.4,1.0,1.3,0.0,7.42,17.0,74.0,700.0,1.0,0.5,1,1,2.0,28.0,83.5,6.87
1961,0.0,3.0,28,3050,0.9,0.4,2.0,12,10,1.1,0.9,81.2,88.4,0.2,5.1,0.2,7.37,17.0,74.0,652.0,1.3,0.6,2,2,1.3,68.8,85.1,7.03
1962,0.0,2.0,26,2173,1.3,1.1,2.0,5,9,0.8,0.9,54.0,86.7,1.6,3.5,0.2,7.31,33.0,126.0,908.0,2.1,1.5,1,3,1.7,49.3,84.0,7.23
1963,1.0,3.0,29,2566,0.7,0.2,1.6,28,9,0.9,1.7,22.9,76.3,0.2,0.5,0.2,7.76,17.0,74.0,571.0,0.6,0.5,5,2,1.1,23.1,78.4,7.27
1964,1.0,3.0,25,2935,1.0,0.7,1.8,18,9,1.3,1.6,63.3,86.1,0.5,1.9,0.2,7.67,17.0,74.0,498.0,0.9,0.8,1,0,1.3,46.0,83.2,6.57
1965,1.5,1.0,25,2310,2.3,2.1,1.9,3,4,1.4,1.4,47.4,84.6,1.3,3.7,0.0,7.63,33.0,126.0,854.0,2.5,1.2,0,1,1.2,37.5,83.1,7.25
1966,2.0,3.0,25,699,0.7,0.9,0.7,1,1,0.4,0.8,10.7,65.8,0.4,0.1,0.0,6.35,12.0,38.0,32.0,0.3,0.3,0,0,0.0,6.0,83.3,5.93
1967,1.0,2.0,18,618,0.5,0.6,0.2,0,0,0.8,0.5,27.9,88.0,0.1,1.9,0.0,6.43,22.0,139.0,201.0,0.2,0.8,0,0,0.8,31.3,91.5,6.56
1968,1.0,1.0,25,575,0.6,1.3,0.6,1,0,0.8,0.4,31.6,88.9,0.1,1.7,0.0,6.46,22.0,109.0,140.0,1.8,1.3,0,0,0.0,27.3,90.8,6.35
1969,1.0,3.0,25,1264,1.0,1.0,0.5,3,0,1.1,1.2,20.7,75.6,0.1,0.2,0.0,6.52,18.0,75.0,297.0,1.5,1.3,1,1,0.7,20.7,78.2,6.84
1970,1.0,3.0,25,1599,0.9,0.9,0.4,3,1,0.6,1.4,13.7,58.8,0.1,0.3,0.0,6.52,12.0,38.0,342.0,0.5,0.3,1,1,0.5,15.8,57.9,6.59
1971,0.5,0.5,26,1567,1.5,2.0,0.4,0,2,0.4,0.3,42.0,86.1,0.0,4.2,0.0,6.55,12.0,38.0,437.0,2.8,2.6,0,0,0.2,47.8,84.1,6.66
1972,1.0,0.0,25,1258,0.6,1.8,0.2,0,1,0.2,0.3,37.3,84.6,0.0,2.6,0.0,6.6,18.0,75.0,270.0,1.7,2.3,0,0,0.0,54.7,84.1,6.65
1973,2.0,1.0,24,754,2.4,1.3,0.6,0,0,0.3,0.5,38.2,76.9,0.3,1.6,0.1,6.59,12.0,38.0,397.0,3.2,2.4,0,0,0.2,38.2,72.3,6.38
1974,1.5,1.0,18,534,1.5,0.5,0.4,0,0,0.4,0.4,37.6,89.6,0.4,1.1,0.0,6.62,22.0,109.0,180.0,2.5,1.5,1,0,0.0,51.5,85.4,7.23
1975,1.0,2.0,23,1386,1.0,1.2,0.8,0,1,0.7,0.9,23.2,77.0,0.2,1.6,0.0,6.61,12.0,38.0,139.0,0.5,0.0,0,0,1.0,27.0,79.6,6.33
1976,0.0,4.0,32,749,0.8,0.1,0.4,4,1,1.4,0.9,12.2,65.0,0.0,0.2,0.0,6.62,18.0,75.0,207.0,0.7,0.3,0,0,1.7,20.7,75.8,6.91
1977,1.5,1.0,28,1251,1.0,0.9,0.9,3,2,0.5,1.1,19.1,72.9,0.1,0.6,0.1,6.66,12.0,38.0,343.0,1.0,0.8,0,0,0.6,18.8,78.7,6.18
1978,0.0,2.0,27,1822,1.5,2.7,0.7,2,2,0.5,1.1,41.9,79.6,0.2,2.8,0.1,6.66,18.0,75.0,516.0,1.9,2.1,0,0,0.4,32.5,78.5,6.62
1979,1.0,3.0,24,763,0.7,0.9,1.3,1,1,0.7,0.8,35.4,82.5,0.5,0.6,0.0,6.7,22.0,109.0,292.0,2.3,1.3,1,1,2.5,42.0,85.1,7.21
1980,0.0,1.0,28,1566,2.5,2.0,0.6,0,1,0.5,0.5,42.7,86.3,0.0,2.0,0.1,6.71,18.0,75.0,325.0,3.7,1.8,0,0,0.2,29.8,78.2,7.01
1981,1.0,3.0,23,1472,0.9,0.2,1.1,6,2,1.5,1.7,19.0,68.5,0.2,0.4,0.0,6.71,18.0,75.0,329.0,0.3,0.3,1,0,0.7,14.8,75.3,6.54
1982,1.0,3.0,18,476,0.8,0.4,0.8,1,2,0.9,1.8,11.3,75.0,0.4,0.3,0.0,6.71,22.0,109.0,57.0,0.3,0.3,0,0,0.0,9.7,86.2,6.46
1983,1.0,0.0,27,828,1.0,1.0,0.5,0,1,0.1,0.1,51.5,87.6,0.0,6.0,0.0,6.73,22.0,139.0,510.0,1.2,1.8,0,0,0.7,68.3,88.8,6.59
1984,1.0,0.0,20,1423,1.9,2.2,0.1,1,0,0.3,0.6,37.0,73.3,0.0,3.0,0.0,6.72,18.0,75.0,286.0,2.0,1.5,0,0,0.3,25.5,82.4,6.96
1985,0.0,0.0,26,2104,1.4,2.0,0.1,1,0,0.2,0.3,50.1,84.4,0.0,3.2,0.0,6.72,18.0,75.0,540.0,1.3,2.7,0,0,0.0,41.8,80.1,7.04
1986,0.5,0.5,26,1488,1.6,1.8,0.1,0,0,0.2,0.2,42.2,75.2,0.2,1.9,0.0,6.77,12.0,38.0,193.0,2.3,4.3,0,0,0.0,20.3,75.4,6.65
1987,0.5,0.5,22,2475,1.3,1.5,0.3,0,1,0.2,0.3,74.1,87.2,0.1,2.1,0.0,6.8,22.0,109.0,534.0,1.4,0.9,0,1,0.5,57.1,87.1,6.65
1988,2.0,1.0,24,976,1.8,1.4,1.2,0,2,0.8,1.2,35.0,73.0,0.4,1.6,0.0,6.8,22.0,109.0,235.0,1.0,0.8,0,1,0.8,32.3,79.8,6.45
1989,2.0,3.0,19,917,0.6,0.4,1.1,2,1,0.9,0.9,21.4,84.3,0.5,0.5,0.0,6.83,22.0,139.0,35.0,1.5,0.0,0,0,1.0,8.0,100.0,6.51
1990,1.0,2.0,27,1259,0.5,0.5,1.7,1,6,0.9,1.5,32.4,85.3,0.2,1.2,0.1,6.82,22.0,109.0,369.0,0.4,0.4,3,2,1.2,41.8,88.0,7.35
1991,2.0,1.0,30,2462,1.7,2.3,0.9,2,2,0.5,0.5,38.1,80.0,0.9,1.6,0.0,6.85,12.0,38.0,450.0,1.6,1.4,0,0,0.8,37.0,84.9,6.65
1992,1.0,3.0,25,745,0.8,0.7,1.1,2,2,0.9,0.7,16.7,72.1,0.5,0.4,0.0,6.89,22.0,109.0,188.0,1.7,0.3,1,0,0.3,12.0,81.9,6.6
1993,1.0,0.0,19,2111,2.0,2.9,0.4,0,0,0.4,0.8,55.2,84.6,0.2,1.6,0.0,6.89,12.0,38.0,540.0,2.5,1.8,0,0,0.0,41.7,83.6,6.86
1994,0.0,4.0,28,1815,0.2,0.3,0.8,11,3,0.7,1.4,17.9,73.4,0.0,0.5,0.0,6.89,18.0,75.0,653.0,0.8,0.5,1,0,0.1,21.1,72.2,6.78
1995,1.0,3.0,17,1518,0.9,0.6,0.9,3,6,1.6,0.7,18.2,73.2,0.2,0.4,0.0,6.88,22.0,109.0,599.0,1.3,0.6,1,2,1.0,24.1,80.1,7.09
1996,0.0,0.0,20,1637,2.2,2.4,0.2,1,1,0.4,0.3,52.2,82.9,0.0,2.9,0.0,6.92,18.0,75.0,450.0,1.6,2.2,0,0,0.6,34.2,77.2,7.18
1997,1.0,1.0,27,610,3.7,2.0,0.8,0,1,1.1,0.4,33.8,76.6,0.1,1.2,0.1,6.91,18.0,75.0,215.0,5.3,4.3,0,0,1.0,39.3,76.3,7.69
1998,1.5,1.0,30,1021,1.3,1.7,0.7,1,1,0.3,0.3,46.2,89.7,0.6,1.6,0.0,6.91,22.0,139.0,362.0,2.2,1.4,0,1,1.4,70.2,90.6,7.06
1999,1.5,1.0,28,2195,1.8,2.6,0.8,0,1,0.5,0.7,56.8,82.6,0.4,1.2,0.0,6.94,22.0,109.0,541.0,2.0,1.1,0,2,0.7,46.4,88.6,6.94
2000,1.0,3.0,26,1119,1.5,0.8,1.1,2,6,1.6,1.8,25.0,72.3,0.3,0.7,0.1,6.93,18.0,75.0,156.0,4.0,1.0,1,0,1.5,29.5,79.7,7.68
2001,2.0,2.5,28,841,1.8,0.6,1.8,1,3,0.5,0.4,29.6,79.0,0.9,2.2,0.0,6.95,12.0,38.0,226.0,1.3,0.5,0,0,0.3,29.8,73.9,6.51
2002,1.0,3.0,20,2306,0.8,0.9,1.6,3,8,1.8,2.1,33.9,77.7,0.3,1.0,0.1,6.95,18.0,75.0,534.0,0.9,0.6,1,0,1.4,31.8,81.1,6.92
2003,1.0,2.0,25,2539,1.7,2.2,1.3,1,2,1.2,1.1,58.8,83.8,0.3,3.7,0.1,6.94,18.0,75.0,625.0,3.1,2.7,1,2,2.3,62.1,83.9,7.69
2004,1.5,1.0,29,1927,1.5,0.9,1.5,3,6,0.7,0.9,49.9,84.0,0.5,2.3,0.0,6.97,22.0,109.0,443.0,1.6,1.0,1,1,1.0,55.7,89.5,7.07
2005,1.0,3.0,17,1451,0.8,0.8,0.8,4,5,1.8,1.7,30.6,73.7,0.2,0.8,0.0,6.96,18.0,75.0,80.0,0.0,0.0,0,0,0.0,12.3,62.2,5.98
2006,1.5,1.0,22,2529,3.0,2.4,0.8,2,2,0.5,0.8,46.3,79.9,0.4,1.5,0.0,7.01,18.0,75.0,450.0,4.8,2.4,0,1,0.6,58.2,83.2,7.01
2007,1.0,1.0,21,1542,1.4,1.0,1.1,6,1,0.3,0.6,51.5,89.9,0.4,3.1,0.0,6.99,22.0,139.0,319.0,0.6,1.0,3,0,0.5,38.5,91.6,6.77
2008,0.0,1.0,25,1964,3.0,2.5,0.5,0,4,0.8,0.9,64.4,84.9,0.0,2.8,0.0,7.05,12.0,38.0,339.0,4.0,1.2,0,0,0.8,50.8,87.4,6.64
2009,0.0,0.5,20,2782,1.5,2.3,0.2,2,0,0.1,0.4,62.8,91.5,0.0,2.6,0.0,7.01,12.0,38.0,360.0,2.5,2.8,0,0,0.0,32.0,88.3,6.5
2010,0.0,0.5,20,2416,2.2,2.3,0.2,0,0,0.6,0.6,67.6,89.5,0.0,2.7,0.0,7.07,22.0,109.0,799.0,2.8,0.9,1,0,0.3,87.6,92.0,7.07
2011,1.3333333333333333,1.0,19,2427,3.4,3.4,0.6,0,2,0.6,1.0,42.8,75.9,0.3,1.7,0.0,7.06,18.0,75.0,554.0,4.1,3.4,0,1,0.9,38.4,71.4,7.45
2012,2.0,1.0,31,586,3.1,2.7,1.3,0,0,0.4,0.7,35.6,70.7,1.3,3.6,0.0,7.06,18.0,75.0,90.0,2.0,3.0,0,0,0.0,59.0,79.7,6.85
2013,0.0,2.0,20,2281,2.7,1.7,1.0,2,6,1.1,1.0,55.8,81.4,0.1,2.6,0.1,7.09,12.0,38.0,299.0,2.5,1.3,0,1,0.8,41.5,82.5,6.81
2014,1.0,3.0,27,2597,1.3,0.9,1.3,11,3,1.6,2.0,46.2,80.0,0.0,1.2,0.1,7.08,12.0,38.0,386.0,2.2,0.6,2,1,3.4,41.4,76.3,6.75
2015,1.0,3.0,23,1632,1.2,1.0,1.4,6,4,1.3,1.3,32.1,74.4,0.6,0.9,0.0,7.08,12.0,38.0,252.0,3.3,0.5,1,1,1.3,28.3,78.8,6.94
