,posX,posY,Age,Mins,Tackles,Inter,KeyP,Goals,Assists,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB,Rating,CurrentPts,Pts,C_Mins,C_Tackles,C_Inter,C_Goals,C_Assists,C_KeyP,C_AvgP,C_PS%,C_Rating
0,2.0,0.0,19,494,1.7,0.3,0.7,0,1,0.6,0.7,29.8,86.2,0.6,3.0,0.0,6.29,19.0,97.0,152.0,0.5,0.5,0,0,0.0,42.5,78.8,6.43
1,2.0,2.5,30,722,0.5,0.4,1.0,1,3,0.6,0.9,17.9,74.4,0.3,0.2,0.3,6.43,19.0,97.0,264.0,1.0,1.0,0,0,0.3,26.8,69.2,6.43
2,0.0,0.0,24,1167,1.4,0.7,0.3,0,1,0.4,0.6,35.4,90.0,0.1,1.4,0.1,6.55,19.0,97.0,171.0,1.0,0.5,0,0,0.0,26.5,84.9,5.84
3,0.0,0.0,30,847,1.0,0.8,0.1,0,0,0.4,0.1,31.1,89.4,0.0,1.7,0.0,6.58,17.0,47.0,90.0,1.0,1.0,0,0,0.0,62.0,91.9,6.32
4,1.0,0.5,28,920,1.5,0.9,0.7,0,1,0.9,0.5,47.8,91.3,0.1,2.4,0.0,6.6,30.0,119.0,140.0,0.5,2.5,0,0,0.5,40.5,88.9,6.96
5,1.0,2.0,30,1155,0.7,0.4,1.6,2,3,1.7,0.5,26.7,82.7,1.2,0.8,0.1,6.6,30.0,119.0,532.0,0.8,0.9,0,2,1.1,30.6,85.5,6.97
6,0.0,0.0,20,543,0.6,1.1,0.1,1,0,0.3,0.2,25.5,84.0,0.0,0.8,0.0,6.63,17.0,47.0,180.0,0.5,2.5,0,0,0.0,67.5,92.6,6.98
7,1.0,2.0,17,556,0.6,0.4,0.7,2,1,1.9,0.6,15.2,84.4,0.4,1.1,0.1,6.65,19.0,97.0,256.0,0.5,0.5,1,1,1.0,23.8,85.3,7.01
8,0.0,0.0,26,1830,0.8,1.7,0.1,0,0,0.0,0.3,52.0,89.2,0.0,2.3,0.0,6.67,19.0,97.0,450.0,1.2,2.4,0,0,0.2,52.6,87.1,7.08
9,0.0,4.0,23,1477,0.3,0.2,0.8,10,2,1.1,1.3,14.4,82.7,0.2,0.4,0.0,6.69,13.0,125.0,200.0,1.0,0.3,0,0,0.5,17.5,90.0,6.4
10,0.0,2.0,24,1327,1.6,1.5,0.4,0,0,0.7,0.6,49.5,90.2,0.0,3.7,0.1,6.7,30.0,119.0,695.0,2.0,1.8,0,0,0.3,37.3,89.0,6.94
11,0.0,1.0,19,951,2.3,2.1,0.4,0,0,0.6,0.2,41.1,89.5,0.0,3.1,0.0,6.72,30.0,119.0,257.0,4.0,5.3,0,0,0.7,62.7,94.7,7.79
12,2.0,2.0,31,901,0.8,1.1,0.7,4,1,0.7,0.8,21.5,81.1,0.0,0.3,0.2,6.72,19.0,97.0,196.0,2.3,1.7,1,0,1.3,27.3,76.8,7.19
13,0.0,2.0,26,1071,1.7,1.8,0.3,0,0,0.0,0.2,42.7,92.3,0.0,3.4,0.0,6.71,17.0,47.0,271.0,1.4,0.8,0,0,0.4,47.6,95.4,6.37
14,1.0,3.0,25,577,0.7,0.3,1.4,1,1,1.3,1.0,21.2,81.1,0.2,0.4,0.3,6.73,30.0,119.0,333.0,0.6,0.7,2,0,0.4,14.0,83.7,6.55
15,0.0,4.0,27,1904,1.1,0.3,1.0,6,4,1.9,2.2,17.8,74.1,0.3,0.3,0.1,6.76,30.0,119.0,636.0,0.6,0.6,3,4,1.5,15.3,70.6,7.32
16,0.0,2.0,27,644,1.4,1.1,1.1,1,1,0.9,1.0,59.5,89.9,0.3,7.1,0.0,6.75,13.0,125.0,159.0,1.0,1.5,1,0,0.0,70.5,86.5,6.92
17,1.0,2.0,20,2466,1.7,0.8,1.6,2,4,2.6,1.6,56.6,87.3,0.3,3.1,0.2,6.77,19.0,97.0,281.0,1.4,1.6,1,0,0.8,42.4,76.4,6.61
18,1.5,1.0,21,540,2.0,1.9,0.7,0,0,1.0,0.9,39.0,90.8,0.9,0.7,0.0,6.8,30.0,119.0,73.0,1.0,2.0,0,0,0.0,20.0,80.0,6.97
19,0.0,2.0,28,1932,1.3,2.2,1.4,2,3,0.8,0.6,47.0,84.5,0.6,3.1,0.2,6.81,30.0,119.0,768.0,2.2,2.7,2,1,0.5,35.6,80.1,7.14
20,2.0,3.0,24,1688,0.9,0.7,1.3,4,6,1.8,1.5,22.0,84.7,0.1,0.0,0.1,6.8,19.0,97.0,351.0,1.6,0.8,0,1,1.4,20.8,83.7,6.93
21,0.0,4.0,33,1481,0.6,0.4,1.3,5,1,1.8,1.9,16.2,62.6,0.3,0.5,0.3,6.83,30.0,119.0,670.0,1.3,0.9,6,2,1.1,19.9,52.8,7.56
22,1.0,0.0,21,1294,0.9,1.3,0.2,1,0,0.6,0.7,30.5,83.1,0.3,2.2,0.0,6.84,13.0,125.0,278.0,0.8,1.3,0,0,0.0,42.3,88.8,6.58
23,1.0,2.0,20,631,3.2,1.9,0.4,0,1,2.2,0.2,39.3,84.7,0.2,2.1,0.1,6.87,19.0,97.0,68.0,2.0,1.0,0,0,0.0,33.0,87.9,6.18
24,1.0,3.0,22,2749,0.5,0.5,1.2,8,8,1.9,2.3,24.0,79.3,0.5,0.0,0.1,6.86,19.0,97.0,449.0,1.0,0.7,0,1,0.5,18.8,76.1,6.64
25,2.0,1.0,30,2786,2.5,1.6,0.8,0,5,1.1,0.8,43.9,87.8,0.5,2.3,0.1,6.86,30.0,119.0,1085.0,2.9,1.5,0,2,0.6,36.3,88.1,7.24
26,0.0,3.0,30,513,0.7,0.3,0.5,7,0,1.2,0.8,19.7,83.5,0.0,0.3,0.1,6.86,13.0,125.0,188.0,1.7,0.3,1,0,0.7,20.7,79.0,7.11
27,2.0,3.0,21,2269,0.3,0.6,0.8,11,3,2.4,1.5,23.4,81.6,0.2,1.3,0.2,6.88,30.0,119.0,429.0,0.3,0.6,0,1,1.1,19.9,77.0,6.77
28,1.0,2.0,23,1140,0.5,0.5,1.5,6,2,0.7,0.8,21.8,87.7,0.6,1.0,0.1,6.88,17.0,47.0,90.0,0.4,0.0,0,0,0.0,10.0,70.0,6.13
29,1.0,2.0,30,925,2.4,1.2,0.5,2,1,1.1,1.1,28.5,89.5,0.1,0.5,0.0,6.88,13.0,125.0,211.0,2.3,1.8,0,0,0.5,30.0,85.8,6.57
30,1.5,1.0,25,1579,1.6,1.3,1.1,3,5,0.7,0.9,37.9,84.3,0.7,2.0,0.1,6.91,17.0,47.0,211.0,1.5,0.8,0,0,1.3,52.3,87.6,6.79
31,1.0,2.0,30,1760,1.4,0.9,1.5,1,4,1.1,0.6,45.5,85.3,0.5,1.3,0.4,6.93,19.0,97.0,407.0,1.7,0.7,1,0,0.8,44.0,77.7,6.74
32,1.0,2.0,37,1467,1.1,1.2,1.8,2,8,1.7,1.0,40.4,80.2,1.0,2.4,0.3,6.93,13.0,125.0,241.0,1.3,1.3,1,2,3.0,60.7,76.9,7.68
33,1.0,0.0,28,2119,2.3,2.4,0.8,1,2,1.0,0.6,43.1,84.4,0.8,1.9,0.0,6.97,30.0,119.0,685.0,1.8,2.4,0,0,0.5,26.6,81.6,7.06
34,0.0,0.0,32,2565,1.4,1.8,0.1,0,0,0.2,0.2,43.1,90.0,0.0,5.1,0.0,6.99,13.0,125.0,360.0,1.0,2.3,0,0,0.0,55.5,92.3,6.9
35,0.0,0.0,25,855,1.0,1.3,0.1,1,0,0.0,0.3,38.9,85.3,0.0,3.1,0.0,6.98,30.0,119.0,343.0,0.6,0.4,0,0,0.0,23.8,89.9,6.46
36,1.0,0.0,22,2043,1.8,1.2,0.5,1,5,0.7,0.7,26.8,84.3,0.2,0.3,0.0,7.03,17.0,47.0,90.0,5.0,1.0,0,0,2.0,27.0,88.9,6.75
37,2.0,1.0,21,1253,2.1,1.6,0.6,1,0,0.6,0.8,38.8,83.1,0.3,1.0,0.1,7.06,19.0,97.0,253.0,1.0,2.5,0,0,0.3,33.8,81.5,6.55
38,1.0,0.0,28,2688,1.4,1.7,0.2,2,1,0.3,0.4,45.8,87.5,0.0,1.2,0.0,7.05,17.0,47.0,360.0,0.8,1.3,0,0,0.0,69.5,92.4,6.64
39,0.0,4.0,25,1497,0.5,0.5,1.1,14,3,1.3,1.8,17.0,68.8,0.1,0.6,0.1,7.04,17.0,47.0,384.0,0.8,0.8,0,2,1.0,19.6,77.6,6.79
40,0.0,4.0,20,1325,0.7,0.7,0.9,13,1,1.6,1.9,20.5,77.5,0.2,0.5,0.1,7.07,17.0,47.0,181.0,0.3,0.0,2,1,1.0,26.7,85.0,7.23
41,1.0,0.0,25,2478,1.6,2.3,0.3,6,1,0.1,0.6,50.3,85.5,0.1,3.6,0.0,7.13,19.0,97.0,450.0,1.6,2.4,0,1,0.2,51.0,84.7,6.99
42,0.0,2.0,32,2251,1.4,1.2,1.8,11,5,1.1,0.7,51.2,86.9,0.9,4.1,0.4,7.12,30.0,119.0,842.0,2.3,2.5,3,3,1.7,35.7,84.3,7.31
43,1.0,0.0,27,2264,2.0,2.0,0.6,3,1,0.3,0.3,36.8,85.8,0.4,3.9,0.0,7.12,30.0,119.0,930.0,2.4,2.5,2,0,1.0,42.7,85.7,7.62
44,0.0,0.0,30,2790,1.8,1.9,0.4,6,1,0.2,0.3,58.9,91.2,0.0,2.9,0.0,7.11,30.0,119.0,645.0,1.0,1.9,1,0,0.3,36.0,91.0,6.97
45,0.5,0.5,19,2124,2.3,1.7,0.6,1,2,0.6,0.7,39.7,83.9,0.4,2.4,0.0,7.18,13.0,125.0,386.0,1.5,1.5,1,1,0.7,39.5,84.4,7.2
46,1.5,1.0,25,821,1.4,0.8,1.2,2,4,0.2,0.6,37.1,82.0,1.3,1.3,0.0,7.18,17.0,47.0,280.0,1.0,1.4,1,0,1.8,32.0,83.8,7.03
47,1.0,3.0,20,2018,1.3,0.9,1.1,9,4,2.2,2.1,24.5,86.4,0.0,0.5,0.1,7.17,13.0,125.0,116.0,1.0,1.0,2,0,1.0,23.5,85.1,7.57
48,1.0,3.0,27,601,0.8,0.3,2.5,4,3,2.0,1.4,30.8,86.8,0.0,1.0,0.4,7.14,17.0,47.0,9.0,0.0,0.0,0,0,0.0,7.0,57.1,5.97
49,1.0,0.0,28,1701,2.0,1.7,0.9,1,2,0.9,0.2,53.6,85.5,1.0,1.8,0.0,7.14,19.0,97.0,360.0,3.0,2.0,0,0,0.5,55.5,75.7,6.9
50,0.0,2.0,23,2999,2.9,1.9,1.4,1,11,1.6,1.0,66.1,84.3,0.1,3.3,0.7,7.22,19.0,97.0,630.0,5.1,2.4,0,1,0.4,53.9,83.3,7.43
51,1.0,2.0,23,695,2.3,1.5,1.3,2,1,1.3,0.7,51.4,86.0,0.4,4.6,0.1,7.22,13.0,125.0,252.0,2.3,2.0,0,0,0.7,69.0,82.6,7.29
52,1.0,2.0,24,2475,2.8,1.9,0.7,5,1,1.6,1.3,33.3,85.1,0.1,1.0,0.1,7.21,30.0,119.0,857.0,3.6,2.1,3,2,0.9,26.1,83.9,7.56
53,1.0,0.0,23,2428,1.2,1.9,0.4,1,3,0.2,0.2,48.9,90.1,0.0,4.0,0.0,7.21,13.0,125.0,244.0,1.0,2.3,0,0,0.0,42.5,94.1,6.86
54,1.0,2.0,23,2173,0.5,0.9,2.5,5,9,1.8,1.2,52.9,91.1,1.3,1.4,0.5,7.2,17.0,47.0,425.0,0.3,0.0,0,0,1.3,55.5,90.4,6.54
55,0.0,0.5,24,1652,1.4,2.8,0.5,2,1,0.9,0.8,43.9,85.1,0.2,4.9,0.4,7.19,30.0,119.0,1016.0,1.8,2.4,1,0,0.3,49.6,86.8,7.26
56,1.5,1.0,28,1012,3.3,2.3,0.8,2,0,1.1,0.5,51.9,86.2,0.3,1.6,0.1,7.25,19.0,97.0,416.0,3.3,3.0,1,0,0.7,44.7,84.7,7.17
57,2.0,1.0,25,1573,1.4,0.7,1.7,6,7,1.4,0.8,29.4,83.8,1.4,1.5,0.1,7.24,13.0,125.0,245.0,1.0,1.3,1,0,1.7,44.3,88.0,7.22
58,0.0,0.0,25,2874,2.6,2.8,0.4,2,1,0.3,0.5,51.5,84.8,0.2,2.2,0.0,7.24,19.0,97.0,398.0,1.4,5.0,1,0,0.0,41.6,76.9,7.53
59,0.0,2.0,30,2739,2.5,2.1,1.0,1,3,0.8,0.5,64.4,86.4,0.2,3.6,0.2,7.23,17.0,47.0,303.0,3.5,2.3,0,0,0.5,75.0,86.7,7.09
60,0.0,1.0,29,2513,3.0,2.4,1.0,2,3,0.3,0.9,73.1,90.1,0.1,6.0,0.1,7.34,13.0,125.0,360.0,3.0,3.8,0,0,0.5,85.3,91.2,7.15
61,0.0,0.0,25,2774,2.1,2.4,0.3,3,1,0.1,0.2,53.1,86.6,0.0,4.2,0.0,7.32,17.0,47.0,540.0,2.0,2.0,0,0,0.2,62.3,94.4,6.97
62,1.0,2.5,23,2533,0.7,0.6,3.0,6,13,1.7,1.2,43.7,87.0,1.8,2.7,0.4,7.31,30.0,119.0,951.0,0.8,0.7,2,3,1.9,34.3,85.9,7.07
63,1.3333333333333333,1.0,26,1549,3.3,2.1,1.0,1,0,0.7,0.5,39.4,87.4,0.4,0.9,0.1,7.29,17.0,47.0,356.0,2.3,1.8,0,0,1.3,51.0,92.2,7.0
64,0.0,2.0,29,2475,2.5,1.9,2.1,6,2,0.9,0.6,76.9,90.8,1.0,5.2,0.2,7.45,19.0,97.0,540.0,2.2,2.5,0,0,0.2,65.5,90.6,6.99
65,1.0,3.0,23,2602,0.7,0.5,1.7,23,8,2.8,1.5,25.3,86.5,0.1,0.4,0.1,7.45,17.0,47.0,323.0,0.2,0.7,1,0,1.3,19.7,86.4,6.55
66,1.0,3.0,24,2111,1.3,0.9,2.3,8,10,2.2,1.9,36.2,80.2,1.6,0.5,0.1,7.43,13.0,125.0,401.0,2.7,1.5,0,2,1.7,39.8,84.5,7.29
67,0.0,2.0,28,2651,1.7,1.2,1.7,6,6,0.8,0.9,75.6,90.5,0.1,5.5,0.3,7.42,17.0,47.0,515.0,2.0,1.0,3,0,1.3,76.5,89.3,7.48
68,1.5,1.0,30,3239,2.8,1.4,1.1,0,4,0.9,0.9,43.5,86.3,0.4,1.4,0.0,7.38,13.0,125.0,450.0,3.6,1.2,0,0,1.4,60.0,87.3,7.12
69,2.0,0.0,25,2488,2.3,2.7,1.0,0,4,0.5,0.4,50.4,85.5,0.7,2.6,0.1,7.37,17.0,47.0,286.0,2.3,2.8,0,0,0.8,42.3,85.8,7.11
70,0.0,3.0,27,3334,0.5,0.3,2.4,30,10,2.4,1.4,27.2,78.6,1.3,0.7,0.4,7.8,19.0,97.0,493.0,0.6,0.3,4,0,0.7,18.9,69.7,7.01
71,1.0,3.0,25,2839,0.6,0.4,1.5,27,4,2.1,1.5,50.4,80.7,0.3,5.3,0.2,7.73,13.0,125.0,360.0,0.8,1.0,2,0,1.8,61.5,78.9,7.24
72,2.0,1.0,25,2120,2.4,1.1,2.4,4,13,1.1,1.6,44.7,85.6,1.7,1.1,0.1,7.51,13.0,125.0,400.0,1.6,1.4,1,1,1.6,39.2,81.1,6.93
73,1.0,3.0,25,2819,1.3,1.0,2.9,6,15,1.6,1.3,56.1,87.1,1.0,1.6,0.5,7.5,17.0,47.0,509.0,2.3,1.5,1,2,2.2,64.7,87.1,7.36
74,0.0,0.0,29,502,1.0,2.3,0.7,0,0,0.0,0.3,41.5,81.9,0.2,4.5,0.0,7.5,13.0,125.0,111.0,1.0,3.0,0,0,0.0,36.5,91.8,6.16
75,1.0,2.0,22,1232,0.8,0.7,0.4,2,2,1.4,1.3,10.8,71.2,0.3,0.2,0.0,6.36,21.0,73.0,174.0,1.0,1.5,0,0,0.5,13.8,85.5,6.56
76,2.0,3.0,24,771,0.5,0.2,0.3,5,0,0.5,0.2,13.2,88.1,0.1,0.6,0.1,6.4,32.0,105.0,308.0,0.8,0.2,5,0,0.4,27.0,85.2,7.41
77,0.0,4.0,26,1206,0.9,0.8,0.6,4,1,1.1,2.0,9.5,66.5,0.0,0.2,0.0,6.57,4.0,63.0,212.0,1.0,1.0,0,0,0.0,9.7,75.9,6.09
78,0.0,0.0,31,771,1.4,2.9,0.4,0,1,0.2,0.1,25.2,83.4,0.0,1.3,0.2,6.57,4.0,63.0,360.0,3.5,2.0,0,0,0.0,42.0,82.7,6.12
79,1.0,3.0,30,1157,1.3,1.4,0.7,1,2,0.9,0.7,22.6,79.7,0.3,0.5,0.2,6.55,4.0,63.0,101.0,0.0,0.3,0,0,1.0,25.0,86.7,6.13
80,1.0,2.0,23,997,1.3,0.7,0.9,0,0,1.4,0.8,28.7,84.2,0.7,1.5,0.1,6.61,4.0,63.0,472.0,0.7,1.5,1,0,1.0,40.7,82.0,6.48
81,1.0,2.0,23,637,1.5,1.1,0.4,0,1,0.5,0.6,28.9,92.1,0.2,2.8,0.1,6.65,32.0,105.0,210.0,1.4,0.6,0,0,0.4,22.1,93.5,6.49
82,0.0,4.0,30,1286,0.2,0.4,0.7,7,1,0.8,0.8,11.8,69.6,0.1,0.2,0.1,6.67,21.0,73.0,84.0,0.3,0.5,1,0,0.3,4.3,82.4,6.54
83,2.0,2.0,22,1111,1.1,1.6,0.7,4,0,1.2,1.3,17.4,69.1,0.5,0.3,0.0,6.72,4.0,63.0,351.0,1.8,2.6,0,0,1.2,23.8,76.5,6.72
84,1.0,2.0,26,1777,0.9,1.3,1.1,3,3,1.0,0.7,29.0,78.4,0.9,1.7,0.2,6.73,21.0,73.0,364.0,1.3,0.8,1,1,1.2,27.2,82.2,6.91
85,0.0,0.0,27,2064,2.3,2.9,0.0,1,0,0.1,0.2,32.2,79.1,0.0,3.8,0.0,6.75,4.0,63.0,227.0,1.8,1.5,0,0,0.0,14.8,88.1,6.3
86,2.0,0.0,30,1355,2.3,2.4,0.6,1,2,0.4,0.4,37.4,78.5,0.4,1.6,0.0,6.75,4.0,63.0,173.0,1.7,1.0,0,0,0.0,43.0,82.9,6.33
87,0.0,2.0,31,1336,1.0,1.0,0.3,3,1,0.4,0.4,41.6,91.9,0.0,1.9,0.2,6.77,30.0,141.0,432.0,0.9,1.0,0,1,0.4,40.7,93.2,6.7
88,1.0,3.0,23,1640,0.6,0.9,0.8,5,5,1.2,1.3,25.4,88.2,0.2,0.3,0.2,6.78,30.0,141.0,498.0,0.6,0.1,4,0,0.7,33.3,92.3,6.9
89,0.0,0.0,24,1476,1.5,1.3,0.0,2,0,0.2,0.4,46.6,86.0,0.0,4.4,0.0,6.82,30.0,141.0,371.0,1.0,1.2,0,1,0.2,55.6,88.8,7.04
90,2.0,3.0,29,890,0.1,0.4,0.8,5,1,1.1,1.1,17.9,77.2,0.0,0.3,0.3,6.81,30.0,141.0,330.0,1.8,0.3,3,1,1.0,43.3,89.6,7.82
91,0.0,4.0,24,749,1.0,0.8,0.8,3,0,2.9,1.9,21.3,78.1,0.3,0.6,0.1,6.83,4.0,63.0,270.0,0.7,0.7,0,0,0.7,23.0,63.8,6.46
92,1.0,2.0,20,576,1.3,1.3,0.7,1,2,1.2,1.1,29.7,85.9,0.5,2.0,0.1,6.82,21.0,73.0,126.0,1.3,0.7,0,0,1.0,38.7,86.2,6.48
93,0.0,1.0,25,1279,2.9,2.7,0.2,0,0,0.4,0.4,31.6,82.9,0.0,2.1,0.1,6.84,21.0,73.0,270.0,2.3,3.7,0,0,0.3,62.7,89.4,7.35
94,0.0,2.0,24,1880,1.6,1.1,0.5,2,2,0.7,0.5,36.5,87.0,0.0,1.4,0.1,6.85,32.0,105.0,722.0,1.9,1.9,1,0,1.0,50.4,86.1,7.13
95,0.0,4.0,24,2292,0.8,1.1,0.5,9,2,1.5,1.8,14.6,65.6,0.0,0.2,0.1,6.86,4.0,63.0,212.0,1.3,2.0,0,0,0.7,10.0,83.3,6.5
96,1.5,1.0,23,1422,2.0,2.6,0.8,0,0,0.3,0.7,31.4,79.9,0.8,1.5,0.1,6.87,21.0,73.0,90.0,2.0,2.0,0,0,3.0,56.0,87.5,6.85
97,1.0,0.0,26,1131,1.3,3.1,1.0,0,1,0.6,0.8,42.3,76.9,0.6,1.2,0.2,6.92,4.0,63.0,360.0,1.0,1.8,0,0,0.5,43.3,86.7,6.09
98,0.0,0.0,22,1961,1.3,3.6,0.2,0,0,0.1,0.3,53.1,83.2,0.0,5.7,0.0,6.92,21.0,73.0,498.0,0.8,2.3,0,0,0.3,59.2,88.2,6.68
99,0.0,0.0,18,681,1.3,1.3,0.0,1,0,0.1,0.3,38.6,85.6,0.0,4.1,0.0,6.91,32.0,105.0,360.0,1.0,0.8,0,1,0.3,74.8,93.3,7.11
100,0.0,0.0,24,2493,2.4,3.5,0.1,0,1,0.4,0.4,32.3,77.9,0.0,2.8,0.0,6.93,4.0,63.0,346.0,2.0,1.3,0,0,0.5,38.5,85.7,6.58
101,1.0,2.0,29,1942,1.6,2.1,1.3,0,3,1.0,1.0,33.5,73.0,0.3,1.2,0.3,6.93,4.0,63.0,217.0,1.0,2.3,1,0,1.0,45.3,78.7,7.01
102,1.0,3.0,29,1385,0.6,0.4,1.4,5,7,1.6,0.9,29.1,85.0,0.4,1.3,0.4,6.95,32.0,105.0,444.0,0.5,0.4,3,5,1.8,28.6,85.2,7.52
103,0.0,2.0,22,1000,2.1,2.1,1.3,0,0,0.9,0.7,48.8,89.6,1.1,5.1,0.0,6.94,21.0,73.0,133.0,2.0,1.3,0,0,2.0,41.7,90.4,7.05
104,1.0,3.0,27,2110,0.6,0.8,1.0,10,5,1.2,1.4,30.0,77.8,0.2,2.3,0.5,6.94,21.0,73.0,361.0,1.6,0.4,3,3,2.6,39.6,80.3,7.62
105,1.0,2.0,21,2108,1.6,2.3,1.0,6,4,1.4,1.6,26.7,75.1,0.5,0.7,0.2,6.97,21.0,73.0,295.0,1.8,1.8,0,0,0.7,24.5,91.2,6.79
106,0.0,0.0,33,1920,1.7,1.7,0.2,3,0,0.3,0.4,44.0,90.7,0.1,2.0,0.0,6.95,30.0,141.0,743.0,1.4,1.7,0,0,0.1,46.0,91.3,6.75
107,0.0,2.0,26,1147,3.9,1.4,0.5,0,0,1.9,0.9,42.4,86.7,0.2,3.0,0.0,6.99,32.0,105.0,194.0,2.3,1.0,0,1,1.0,33.8,91.9,7.02
108,0.0,2.0,26,2033,1.6,2.0,1.1,5,2,1.3,0.9,49.3,78.8,1.1,4.2,0.3,6.99,21.0,73.0,232.0,2.3,2.7,1,2,3.0,65.3,86.7,8.04
109,2.0,0.0,24,1870,3.5,3.7,0.1,0,0,0.9,0.6,40.4,75.5,0.3,0.9,0.0,6.99,4.0,63.0,186.0,2.3,3.3,0,1,0.3,25.7,79.2,6.95
110,2.0,1.0,23,1215,2.7,1.8,0.8,0,3,0.9,0.7,32.1,84.9,0.2,1.3,0.2,7.01,32.0,105.0,607.0,2.1,2.4,0,0,0.5,45.1,87.5,7.07
111,1.0,0.0,27,2363,2.1,3.2,0.8,0,3,0.5,0.6,32.0,74.2,0.9,1.7,0.0,7.01,21.0,73.0,509.0,3.2,2.0,0,1,1.0,35.2,77.7,7.19
112,0.0,0.0,25,611,2.3,1.8,0.3,0,0,0.0,0.3,28.5,77.2,0.0,1.8,0.0,7.0,32.0,105.0,191.0,1.6,0.4,0,0,0.0,32.8,87.8,6.47
113,1.5,1.0,20,1872,2.8,3.4,0.4,1,0,0.3,0.5,33.1,71.7,0.3,1.0,0.0,7.0,4.0,63.0,278.0,2.3,1.5,0,0,0.5,26.0,75.0,6.26
114,0.0,4.0,26,2454,0.6,0.6,1.0,17,3,0.9,1.3,17.1,73.4,0.1,0.3,0.2,7.02,21.0,73.0,516.0,0.5,0.7,5,1,1.3,20.3,73.8,7.32
115,2.0,1.0,22,2541,2.2,3.2,0.9,2,5,1.4,0.7,35.2,78.9,0.5,1.4,0.1,7.01,21.0,73.0,226.0,2.8,1.3,0,0,0.5,30.0,85.8,6.51
116,0.0,0.0,33,602,2.1,1.4,0.4,0,1,0.1,0.3,44.5,89.9,0.0,3.1,0.3,7.01,32.0,105.0,180.0,2.0,4.5,0,0,0.0,64.0,91.4,7.5
117,0.0,0.0,25,2970,1.5,2.9,0.3,2,1,0.3,0.5,46.5,81.1,0.1,6.0,0.0,7.03,21.0,73.0,540.0,1.2,1.8,1,0,0.0,65.8,88.1,7.17
118,0.0,0.0,31,1765,2.0,2.5,0.4,0,2,0.4,0.5,62.5,89.9,0.2,3.8,0.1,7.07,30.0,141.0,495.0,0.5,2.0,0,0,0.5,60.8,91.8,6.86
119,2.0,0.0,31,925,2.5,2.6,0.8,0,2,0.9,0.8,35.4,75.8,0.8,1.9,0.0,7.07,21.0,73.0,450.0,3.6,3.6,0,1,1.2,53.2,82.3,7.4
120,2.0,1.0,20,1076,0.9,0.6,1.0,2,2,1.1,0.8,32.4,88.8,1.0,0.1,0.1,7.05,30.0,141.0,347.0,0.9,0.6,0,4,1.1,26.0,91.8,7.06
121,0.0,0.0,20,2650,2.5,5.0,0.2,0,0,0.5,0.3,37.6,81.1,0.0,3.5,0.0,7.07,4.0,63.0,450.0,2.0,3.0,0,0,0.0,40.4,88.1,6.43
122,0.6666666666666666,1.0,34,2093,3.2,2.5,0.8,5,1,0.9,0.5,40.8,79.9,0.5,2.8,0.0,7.14,4.0,63.0,223.0,2.0,1.5,0,0,0.3,33.3,75.9,6.37
123,0.0,2.0,33,1599,2.9,3.9,0.5,0,0,0.4,0.3,42.8,82.2,0.0,3.5,0.2,7.13,21.0,73.0,262.0,2.3,2.7,0,0,0.3,63.7,87.4,6.61
124,1.5,1.0,26,1733,1.3,2.2,0.5,1,5,1.0,0.5,43.7,89.9,0.5,1.6,0.1,7.13,30.0,141.0,450.0,0.6,0.6,0,1,0.6,39.1,93.8,6.86
125,1.0,2.0,26,3151,1.4,2.1,2.1,5,6,2.4,1.4,51.3,82.3,1.2,3.5,0.5,7.18,4.0,63.0,258.0,1.3,1.0,0,0,2.0,51.0,87.6,6.54
126,2.0,0.0,28,2226,2.7,2.1,0.6,0,3,1.3,0.6,46.4,89.1,0.2,2.1,0.1,7.18,32.0,105.0,737.0,2.2,1.9,0,0,0.0,45.2,86.5,6.88
127,0.0,0.0,28,2550,2.4,2.1,0.3,1,0,0.4,0.2,49.8,85.4,0.0,6.8,0.0,7.21,32.0,105.0,841.0,2.0,2.7,0,0,0.2,53.9,81.4,7.15
128,1.0,0.0,25,3055,2.3,2.3,0.6,3,4,0.4,0.5,58.2,86.0,0.2,5.8,0.1,7.39,32.0,105.0,979.0,2.1,1.5,1,1,0.5,67.7,89.1,7.2
129,0.0,4.0,23,2258,0.8,0.3,1.2,21,7,1.6,1.2,26.7,81.8,0.1,0.9,0.3,7.39,32.0,105.0,764.0,0.5,0.3,7,5,2.3,27.7,81.0,7.83
130,1.0,2.0,22,2591,1.3,0.7,2.9,4,17,1.9,1.8,46.8,87.1,1.3,2.1,0.6,7.37,32.0,105.0,810.0,1.1,0.5,2,3,3.1,48.8,85.9,7.48
131,0.0,4.0,23,1716,0.6,0.5,0.8,22,7,1.3,0.8,18.7,84.8,0.1,1.0,0.1,7.31,32.0,105.0,530.0,0.5,0.4,3,2,0.6,17.1,88.3,6.77
132,0.0,2.0,22,1065,2.8,2.1,2.0,0,1,3.1,1.2,76.2,85.3,0.8,6.2,0.8,7.42,21.0,73.0,279.0,1.8,0.5,0,0,1.3,66.0,87.1,6.66
133,0.0,1.0,27,2738,3.6,3.5,0.1,0,0,0.3,0.4,67.2,88.7,0.0,7.2,0.0,7.42,30.0,141.0,900.0,2.7,2.3,0,0,0.3,60.6,90.1,7.06
