,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"541Rober PierDeportivo, 27, D(C),DMC","Rober Pier Deportivo, 27, D(C),DMC",0(2),50,0.5,-,1,-,-,0.5,-,-,5.97,-,-,0.5,-,-,-,-,-,17.5,80.0,-,1.5,-
1,"542Dejan DrazicCelta Vigo, 26, Midfielder","Dejan Drazic Celta Vigo, 26, Midfielder",1(5),104,-,-,0.2,-,0.2,0.2,-,-,5.95,-,-,0.2,-,0.2,0.3,0.3,-,5.0,83.3,-,-,-
2,"543MendiSporting Gijon, 28, Forward","Mendi Sporting Gijon, 28, Forward",0(1),29,-,-,1,-,-,-,-,-,5.94,-,-,1,-,1,1,1,-,7.0,57.1,-,-,-
3,"544Iago HerrerínAthletic Bilbao, 34, GK","Iago Herrerín Athletic Bilbao, 34, GK",1(1),174,0.5,-,-,-,1,-,-,-,5.8,-,-,-,-,-,-,-,-,39.0,50.0,-,16.5,-
4,"545Michael CianiEspanyol, 38, D(C)","Michael Ciani Espanyol, 38, D(C)",2,136,2,3,0.5,0.5,5,0.5,-,-,5.7,-,-,-,-,0.5,-,0.5,1,42.5,77.6,-,3.5,-
5,"546Giedrius ArlauskisEspanyol, 34, GK","Giedrius Arlauskis Espanyol, 34, GK",3,226,0.7,-,-,-,2,-,-,-,5.47,-,-,-,-,-,-,-,-,18.7,33.9,-,3.7,-
6,"547Salva RuizGranada, 27, Defender","Salva Ruiz Granada, 27, Defender",1(1),74,0.5,0.5,1,-,0.5,-,-,-,5.4,-,-,-,-,0.5,-,0.5,1,12.0,87.5,-,-,-
0,"531José Joaquín MatosSevilla, 27, Defender","José Joaquín Matos Sevilla, 27, Defender",1,90,2,-,-,1,1,-,-,-,6.01,-,-,-,-,1,-,1,1,35,82.9,-,1,-
1,"532DoriaGranada, 27, D(C)","Doria Granada, 27, D(C)",7(1),624,1,2.3,0.9,0.1,3.6,0.3,0.1,-,6.01,-,-,0.3,-,-,-,-,0.3,20.3,60.5,-,2,-
2,"533Imanol CorralEibar, 28, Defender","Imanol Corral Eibar, 28, Defender",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
3,"534Ivan KelavaGranada, 34, GK","Ivan Kelava Granada, 34, GK",1,1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
4,"535Lévy MadindaCelta Vigo, 29, M(C)","Lévy Madinda Celta Vigo, 29, M(C)",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,1,-,2,100,-,-,-
5,"536Lucas OrbánLevante, 33, D(CL)","Lucas Orbán Levante, 33, D(CL)",3,270,3.3,1.3,1.3,1,2.3,4.3,-,-,5.99,-,-,-,-,2.7,-,0.7,0.7,31.3,76.6,-,1.3,-
6,"537Carlos FernándezSevilla, 26, AM(C),FW","Carlos Fernández Sevilla, 26, AM(C),FW",0(1),27,-,-,-,-,-,-,-,-,5.99,-,-,-,1,1,-,1,-,9,88.9,-,-,-
7,"538TropiValencia, 27, Midfielder","Tropi Valencia, 27, Midfielder",0(1),2,-,-,-,-,-,-,-,-,5.98,-,-,-,-,-,-,-,-,2,50,-,-,-
8,"539Zhang ChengdongRayo Vallecano, 33, D(CR),M(CLR)","Zhang Chengdong Rayo Vallecano, 33, D(CR),M(CLR)",0(1),8,-,1,-,-,-,-,1,-,5.98,-,-,-,-,-,-,-,-,1,100,-,1,-
