,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"691Olivier GiroudChelsea, 35, FW","Olivier Giroud Chelsea, 35, FW",1,67,-,-,2,-,1,1,-,-,5.63,-,-,1,-,1,4,-,-,20,70,-,1,-
1,"692Domagoj VidaBesiktas, 33, D(CR)","Domagoj Vida Besiktas, 33, D(CR)",1,16,-,-,1,-,3,-,2,-,5.53,-,-,-,-,-,-,-,-,4,50,-,-,-
2,"693Stefanos KapinoOlympiacos, 28, GK","Stefanos Kapino Olympiacos, 28, GK",1,90,-,-,-,-,-,-,-,-,5.46,-,-,-,-,-,-,-,-,25,76,-,8,-
0,"681Kevin N'DoramMonaco, 26, DMC","Kevin N'Doram Monaco, 26, DMC",1,90,-,1,-,-,-,2,-,-,5.86,-,-,1,-,-,-,-,-,45,75.6,-,1,-
1,"682Thomas MeunierPSG, 30, D(R),M(R)","Thomas Meunier PSG, 30, D(R),M(R)",0(1),24,-,-,1,-,-,-,-,-,5.86,-,-,-,-,-,-,-,-,8,87.5,1,-,-
2,"683Soualiho MeitéMonaco, 28, M(C)","Soualiho Meité Monaco, 28, M(C)",1,66,-,-,2,-,-,1,-,-,5.85,-,-,2,1,1,-,-,1,21,85.7,-,3,-
3,"684Olivier DeschachtAnderlecht, 41, D(CL)","Olivier Deschacht Anderlecht, 41, D(CL)",4,327,0.8,0.8,0.5,0.5,2.5,0.3,0.5,-,5.84,-,-,-,-,1,-,-,0.5,32,81.3,0.3,2.8,-
4,"685Aaron SamuelCSKA Moscow, 28, FW","Aaron Samuel CSKA Moscow, 28, FW",1,67,-,-,4,-,-,-,-,-,5.83,-,-,-,-,2,1,1,5,5,100.0,-,-,-
5,"686Josué SáAnderlecht, 29, D(C),DMC","Josué Sá Anderlecht, 29, D(C),DMC",0(3),91,0.7,0.3,-,-,1.3,0.3,0.3,-,5.81,-,-,-,-,-,-,-,-,24,95.8,-,3.3,-
6,"687Jesús VallejoReal Madrid, 25, D(CR)","Jesús Vallejo Real Madrid, 25, D(CR)",1,90,-,-,1,1,2,-,1,-,5.81,-,-,-,-,-,-,-,-,40,97.5,-,4,-
7,"688Julio CésarBenfica, 42, GK","Julio César Benfica, 42, GK",1,90,-,-,-,-,-,-,-,-,5.81,-,-,-,-,-,-,-,-,26,57.7,-,4,-
8,"689Thanasis AndroutsosOlympiacos, 25, M(R)","Thanasis Androutsos Olympiacos, 25, M(R)",1,90,1,-,-,-,1,4,-,-,5.76,-,-,-,-,-,-,1,4,24,87.5,-,1,-
9,"690Oleksandr ZinchenkoMan City, 25, D(L),M(CLR)","Oleksandr Zinchenko Man City, 25, D(L),M(CLR)",1,90,1,1,1,-,1,4,-,-,5.72,-,-,-,1,1,-,1,2,134,85.8,-,3,-
0,"671Dino HoticMaribor, 26, AM(CR)","Dino Hotic Maribor, 26, AM(CR)",1(4),152,0.2,0.2,0.8,-,0.2,0.4,-,-,5.91,-,-,-,0.4,0.4,-,1.4,1.4,9.8,81.6,-,0.2,-
1,"672Viktor KovalenkoShakhtar, 26, M(C)","Viktor Kovalenko Shakhtar, 26, M(C)",0(5),43,-,-,0.2,-,-,0.2,-,-,5.9,-,-,0.2,0.2,0.2,-,0.4,0.6,2.8,85.7,-,-,-
2,"673Márcio AzevedoShakhtar, 36, D(L)","Márcio Azevedo Shakhtar, 36, D(L)",0(1),26,-,-,-,-,-,1,-,-,5.9,-,-,-,-,1,-,-,-,6,100,-,-,-
3,"674Fabrizio CaligaraJuventus, 22, Midfielder","Fabrizio Caligara Juventus, 22, Midfielder",0(1),3,-,-,1,-,-,-,-,-,5.88,-,-,-,-,-,-,-,-,-,-,-,-,-
4,"675Ivan PetryakShakhtar, 28, M(L)","Ivan Petryak Shakhtar, 28, M(L)",0(1),1,-,-,-,-,-,-,-,-,5.88,-,-,-,-,-,1,-,-,1,100,-,-,-
5,"676Danijel SubasicMonaco, 37, GK","Danijel Subasic Monaco, 37, GK",3,270,-,-,-,-,-,-,-,-,5.87,-,-,-,-,-,-,-,-,26,57.7,-,6.7,-
6,"677Eboue KouassiCeltic, 24, DMC","Eboue Kouassi Celtic, 24, DMC",0(1),21,-,-,-,-,-,-,-,-,5.87,-,-,-,-,1,-,-,1,13,84.6,-,-,-
7,"678HernâniPorto, 30, AM(LR)","Hernâni Porto, 30, AM(LR)",0(2),17,-,-,0.5,-,-,1,-,-,5.87,-,-,0.5,-,-,-,0.5,0.5,1.5,100,-,-,-
8,"679Tonny VilhenaFeyenoord, 27, D(L),M(CL)","Tonny Vilhena Feyenoord, 27, D(L),M(CL)",6,533,1.3,1.3,1.3,-,1.3,1.3,-,-,5.87,-,1,0.8,0.3,1.3,-,0.8,1.7,26,74.4,-,0.8,-
9,"680Alan RuizSporting, 28, AM(CR),FW","Alan Ruiz Sporting, 28, AM(CR),FW",1,46,1,-,1,-,-,-,-,-,5.86,-,-,-,-,1,-,3,-,15,73.3,-,-,-
0,"661Konrad LaimerRBL, 25, D(R),M(CR)","Konrad Laimer RBL, 25, D(R),M(CR)",0(1),11,-,-,-,-,-,-,-,-,5.96,-,-,-,-,-,-,1,-,5.0,80.0,-,-,-
1,"662André SchürrleBorussia Dortmund, 31, M(CLR),FW","André Schürrle Borussia Dortmund, 31, M(CLR),FW",0(1),4,-,-,-,-,-,-,-,-,5.95,-,-,1,-,-,-,1,-,1.0,100.0,-,-,-
2,"663Bradley JonesFeyenoord, 40, GK","Bradley Jones Feyenoord, 40, GK",5,450,-,0.2,-,-,1.2,0.2,-,-,5.95,-,-,-,-,0.2,-,-,-,35.0,50.9,-,6.6,-
3,"664Odsonne ÉdouardCeltic, 24, AM(L),FW","Odsonne Édouard Celtic, 24, AM(L),FW",0(2),37,-,-,-,-,0.5,1,-,-,5.95,-,-,-,-,0.5,1,0.5,1,4.0,50.0,-,-,-
4,"665Dani QuintanaQarabag FK, 35, AM(R)","Dani Quintana Qarabag FK, 35, AM(R)",0(4),39,-,-,-,-,-,0.8,-,-,5.94,-,-,-,-,0.3,-,0.3,0.3,3.8,60.0,-,-,-
5,"666Uros DjurdjevicOlympiacos, 28, FW","Uros Djurdjevic Olympiacos, 28, FW",2(3),207,-,0.2,1,-,0.2,0.4,-,-,5.93,-,-,0.6,-,0.8,0.6,1.2,0.4,4.8,83.3,-,0.2,-
6,"667José SáPorto, 29, GK","José Sá Porto, 29, GK",5,450,-,-,-,-,1.6,0.2,-,-,5.93,-,-,-,-,0.2,-,-,-,28.0,67.1,-,5.4,-
7,"668Agabala RamazanovQarabag FK, 29, Forward","Agabala Ramazanov Qarabag FK, 29, Forward",0(1),5,-,-,-,-,-,1,-,-,5.92,-,-,-,-,-,-,-,1,1.0,100.0,-,-,-
8,"669Aleksandar RajcevicMaribor, 35, D(C)","Aleksandar Rajcevic Maribor, 35, D(C)",4,360,0.3,1.8,0.8,0.5,5.3,0.5,1.3,-,5.91,-,-,0.3,-,-,-,-,0.3,25.0,88.0,-,2.5,-
9,"670LuisãoBenfica, 41, D(C)","Luisão Benfica, 41, D(C)",4,360,1.5,2,1.3,1.8,4.3,0.8,0.3,-,5.91,-,-,-,-,0.5,-,-,-,51.3,89.3,-,2.8,-
0,"651Victor WanyamaTottenham, 30, DMC","Victor Wanyama Tottenham, 30, DMC",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1,"652DentinhoShakhtar, 33, Midfielder","Dentinho Shakhtar, 33, Midfielder",0(5),34,0.2,-,0.2,-,-,-,-,-,5.99,-,-,-,-,-,0.2,-,0.4,3.8,78.9,-,-,-
2,"653El Fardou Ben NabouhaneOlympiacos, 33, AM(R),FW","El Fardou Ben Nabouhane Olympiacos, 33, AM(R),FW",0(2),37,-,-,0.5,-,0.5,-,-,-,5.99,-,-,1,-,1,-,0.5,-,2,75,-,0.5,-
3,"654Anthony RalstonCeltic, 23, D(R)","Anthony Ralston Celtic, 23, D(R)",1,90,3,1,3,-,6,2,1,-,5.98,-,-,-,-,-,-,1,-,32,81.3,-,3,-
4,"655Cedric IttenFC Basel 1893, 25, FW","Cedric Itten FC Basel 1893, 25, FW",0(1),6,-,-,-,-,-,-,-,-,5.98,-,-,-,-,-,-,-,-,2,50,-,-,-
5,"656RafaBenfica, 29, AM(CLR),FW","Rafa Benfica, 29, AM(CLR),FW",0(1),1,-,-,-,-,-,-,-,-,5.98,-,-,-,-,-,-,-,-,2,50,-,-,-
6,"657Tobias FigueiredoSporting, 28, D(C)","Tobias Figueiredo Sporting, 28, D(C)",0(1),12,-,-,-,-,1,-,-,-,5.98,-,-,-,-,-,-,-,-,11,100,-,1,-
7,"658Gonçalo PaciênciaPorto, 27, FW","Gonçalo Paciência Porto, 27, FW",0(2),26,1,-,1,-,-,0.5,-,-,5.98,-,-,-,-,0.5,0.5,-,1.5,2.5,40,-,-,-
8,"659Alexander IsakBorussia Dortmund, 22, FW","Alexander Isak Borussia Dortmund, 22, FW",0(1),8,-,-,1,-,-,-,-,-,5.97,-,-,-,-,-,-,-,-,-,-,-,-,-
9,"660Albian AjetiFC Basel 1893, 25, FW","Albian Ajeti FC Basel 1893, 25, FW",1(2),98,0.3,-,1,-,-,0.3,-,-,5.97,-,-,0.3,-,0.3,1.3,0.7,0.3,3.3,90,-,-,-
0,"641Diogo GonçalvesBenfica, 25, D(R),M(LR)","Diogo Gonçalves Benfica, 25, D(R),M(LR)",4,267,-,-,0.5,-,-,0.5,-,-,6.0,-,-,1.8,0.5,1.5,-,1.5,2.5,19,80.3,-,0.5,-
1,"642Anthony GeorgiouTottenham, 25, Midfielder","Anthony Georgiou Tottenham, 25, Midfielder",0(1),6,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,1,2,100,-,-,-
2,"643Juan BernatBayern, 29, D(L),M(CL)","Juan Bernat Bayern, 29, D(L),M(CL)",1,46,1,-,2,-,2,-,-,-,6.0,-,-,-,-,1,-,-,-,27,81.5,-,-,-
3,"644Kazaiah SterlingTottenham, 23, Forward","Kazaiah Sterling Tottenham, 23, Forward",0(1),2,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,1,-,-,-,-,-,-
4,"645Khetag KhosonovCSKA Moscow, 23, Midfielder","Khetag Khosonov CSKA Moscow, 23, Midfielder",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,1,-,-,-,-,-,1,100,-,-,-
5,"646MattheusSporting, 27, M(CL)","Mattheus Sporting, 27, M(CL)",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,3,33.3,-,-,-
