,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"551Luca SparandeoBenevento, 22, Defender","Luca Sparandeo Benevento, 22, Defender",0(1),31,-,-,4,-,-,1,-,-,5.33,-,-,-,-,-,-,-,-,16,87.5,-,2,-
1,"552Luca CrostaCagliari, 24, Goalkeeper","Luca Crosta Cagliari, 24, Goalkeeper",1,90,-,-,1,-,3,-,-,-,5.09,-,-,-,-,-,-,-,-,19,47.4,-,4,-
0,"541Ognjen StijepovicSampdoria, 22, Midfielder","Ognjen Stijepovic Sampdoria, 22, Midfielder",0(1),5,-,-,-,-,-,-,-,-,5.99,-,-,-,-,-,-,-,-,1.0,100.0,-,-,-
1,"542Andrea PinamontiInter, 23, FW","Andrea Pinamonti Inter, 23, FW",0(1),13,-,-,-,-,-,-,-,-,5.98,-,-,1,-,-,-,1,-,3.0,100.0,-,-,-
2,"543Nenad TomovicFiorentina, 34, D(CLR)","Nenad Tomovic Fiorentina, 34, D(CLR)",2,136,1,1.5,2,0.5,2,1,-,-,5.98,-,-,-,1,-,0.5,-,-,40.0,87.5,1,2.5,0.5
3,"544Marios OikonomouSPAL 2013, 29, D(C)","Marios Oikonomou SPAL 2013, 29, D(C)",2(2),174,1.3,1,1,-,3,0.5,-,-,5.97,-,-,-,0.3,-,-,-,0.3,15.0,78.3,-,1,-
4,"545Lubomir TuptaVerona, 24, Forward","Lubomir Tupta Verona, 24, Forward",0(2),30,-,-,1,-,-,1.5,-,-,5.95,-,-,-,0.5,1,-,1,0.5,6.5,69.2,-,-,-
5,"546Cheick KeitaBologna, 26, D(L),M(L)","Cheick Keita Bologna, 26, D(L),M(L)",1(2),125,0.7,0.7,2,0.3,0.3,0.7,-,-,5.94,-,-,-,-,0.7,-,0.7,1.7,8.7,84.6,-,-,-
6,"547Ricardo CenturiónGenoa, 29, AM(CLR),FW","Ricardo Centurión Genoa, 29, AM(CLR),FW",2(2),53,0.3,-,-,-,-,-,-,-,5.94,-,-,-,-,-,0.3,1,0.3,4.8,68.4,-,-,-
7,"548Mehdi LérisChievo, 24, M(CR)","Mehdi Léris Chievo, 24, M(CR)",0(4),39,0.3,0.3,-,-,-,0.3,-,-,5.93,-,-,-,-,0.3,-,0.3,-,3.0,75.0,-,0.3,-
8,"549Umar SadiqTorino, 25, FW","Umar Sadiq Torino, 25, FW",3,226,-,0.3,3.7,-,0.7,1,-,-,5.92,-,-,1,-,3,2,3,5.7,17.0,49.0,-,-,-
9,"550Fabio CeravoloBenevento, 35, FW","Fabio Ceravolo Benevento, 35, FW",1,58,-,-,-,-,-,1,-,-,5.73,-,-,1,-,1,2,1,3,11.0,63.6,-,1,-
0,"531Mamadou KanoutéBenevento, 28, Forward","Mamadou Kanouté Benevento, 28, Forward",0(2),32,-,0.5,-,-,-,-,-,-,6.04,-,-,0.5,-,1,-,1,2,8,87.5,-,-,-
1,"532Enrico BearzottiVerona, 25, Midfielder","Enrico Bearzotti Verona, 25, Midfielder",4(2),410,0.5,0.7,0.3,0.2,3,0.5,0.2,-,6.03,-,-,0.7,0.2,0.3,-,0.8,1.8,22.3,76.9,0.2,0.8,-
2,"533Niccolò GiannettiCagliari, 31, Forward","Niccolò Giannetti Cagliari, 31, Forward",3(5),290,0.6,0.1,1.3,-,0.3,0.5,-,-,6.03,-,-,0.6,0.1,1.1,0.3,0.4,0.9,7.4,67.8,0.3,0.1,-
3,"534Giovanni VolpicelliBenevento, 22, Midfielder","Giovanni Volpicelli Benevento, 22, Midfielder",0(1),2,-,-,-,-,-,1,-,-,6.01,-,-,1,-,-,-,-,-,1,100,-,-,-
4,"535MauricioLazio, 33, D(C)","Mauricio Lazio, 33, D(C)",0(1),4,-,-,-,-,-,-,-,-,6.01,-,-,-,-,-,-,-,-,1,100,-,-,-
5,"536Christian RutjensBenevento, 24, Defender","Christian Rutjens Benevento, 24, Defender",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,6,66.7,-,-,-
6,"537Emanuele TorrasiAC Milan, 23, Midfielder","Emanuele Torrasi AC Milan, 23, Midfielder",0(1),5,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,1,11,100,-,-,-
7,"538Filip DjuricicSampdoria, 30, AM(CLR),FW","Filip Djuricic Sampdoria, 30, AM(CLR),FW",0(1),6,-,-,-,-,-,1,-,-,6.0,-,-,-,1,-,-,-,1,10,60,-,-,-
8,"539Gabriele MarchegianiSPAL 2013, 26, Goalkeeper","Gabriele Marchegiani SPAL 2013, 26, Goalkeeper",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
9,"540Marco TumminelloRoma, 23, Forward","Marco Tumminello Roma, 23, Forward",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
0,"521Han Kwang-SongCagliari, 23, Forward","Han Kwang-Song Cagliari, 23, Forward",3(4),276,0.1,-,0.6,-,-,0.6,-,-,6.08,-,-,0.4,0.1,0.1,0.9,1.6,1.9,7.1,78.0,0.3,0.3,-
1,"522Nicholas PieriniSassuolo, 23, Forward","Nicholas Pierini Sassuolo, 23, Forward",0(3),40,0.3,0.3,-,-,-,-,-,-,6.08,-,-,-,-,-,-,1.3,0.7,5.7,94.1,-,-,-
2,"523Samuel GustafsonTorino, 27, AM(C)","Samuel Gustafson Torino, 27, AM(C)",0(4),74,0.8,-,0.8,-,-,0.5,-,-,6.07,-,-,-,-,-,-,0.8,0.3,8.5,70.6,-,0.3,-
3,"524Boukary DraméSPAL 2013, 36, D(L),M(L)","Boukary Dramé SPAL 2013, 36, D(L),M(L)",1(4),91,0.2,0.4,-,-,0.6,-,-,-,6.07,-,-,-,-,0.2,-,-,-,9.2,78.3,-,-,-
4,"525Federico BonazzoliSPAL 2013, 25, AM(C),FW","Federico Bonazzoli SPAL 2013, 25, AM(C),FW",2(9),170,0.1,-,0.5,-,-,0.1,-,-,6.07,-,-,0.8,0.1,0.6,-,0.2,0.5,3.4,81.1,0.1,0.2,-
5,"526Karamoko CisséBenevento, 33, Forward","Karamoko Cissé Benevento, 33, Forward",0(2),11,0.5,-,-,-,-,-,-,-,6.07,-,-,-,0.5,-,0.5,-,0.5,2.0,50.0,-,0.5,-
6,"527Santiago GentilettiGenoa, 37, D(C)","Santiago Gentiletti Genoa, 37, D(C)",3(1),290,1,0.8,1.8,-,2.8,1.3,-,-,6.07,-,-,-,-,0.3,-,-,-,56.0,90.6,-,3,-
7,"528EmersonRoma, 27, D(L),M(L)","Emerson Roma, 27, D(L),M(L)",0(1),16,-,-,-,-,-,-,-,-,6.05,-,-,-,-,-,-,-,-,15.0,100.0,-,1,-
8,"529Nicolas HaasAtalanta, 26, M(C)","Nicolas Haas Atalanta, 26, M(C)",1(8),168,0.1,0.1,0.1,-,0.4,0.2,0.1,-,6.04,-,-,0.2,0.1,0.1,-,0.2,0.3,10.1,85.7,0.1,0.7,-
9,"530Eros SchiavonSPAL 2013, 39, Midfielder","Eros Schiavon SPAL 2013, 39, Midfielder",3(9),370,0.5,0.2,0.8,-,0.2,0.5,0.2,-,6.04,-,-,0.1,0.1,0.3,-,0.4,0.3,9.3,67.6,-,0.3,-
0,"511Lee Seung-WooVerona, 24, AM(L)","Lee Seung-Woo Verona, 24, AM(L)",1(13),344,0.2,0.1,0.6,-,-,0.4,-,-,6.12,1,-,0.8,0.2,0.7,-,0.6,1,11.3,77.8,0.1,0.4,-
1,"512Carlo PinsoglioJuventus, 32, Goalkeeper","Carlo Pinsoglio Juventus, 32, Goalkeeper",0(1),27,-,-,-,-,-,-,-,-,6.11,-,-,-,-,-,-,-,-,2.0,50.0,-,-,-
2,"513Alessandro DeiolaCagliari, 26, M(C)","Alessandro Deiola Cagliari, 26, M(C)",4(9),444,0.7,0.3,0.5,0.1,0.8,0.5,-,-,6.11,-,-,0.8,0.2,0.2,0.1,0.5,1.2,11.2,69.2,0.2,0.2,-
3,"514Mattia ZaccagniVerona, 26, AM(CL),FW","Mattia Zaccagni Verona, 26, AM(CL),FW",2(4),149,1.2,0.8,0.7,-,-,0.2,-,-,6.11,-,-,0.5,-,0.8,0.2,0.8,0.2,9.7,75.9,-,0.3,-
4,"515Gianluca ScamaccaSassuolo, 23, FW","Gianluca Scamacca Sassuolo, 23, FW",0(3),22,-,-,0.3,-,-,-,-,-,6.11,-,-,1,0.3,0.3,-,-,0.7,5.3,68.8,0.3,0.3,-
5,"516Oliver KraglCrotone, 32, AM(L)","Oliver Kragl Crotone, 32, AM(L)",0(5),93,0.2,0.4,0.6,-,0.4,-,-,-,6.11,-,-,-,0.6,0.6,-,1.2,0.4,7.4,70.3,0.2,0.4,-
