,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
3,"464Noah Sarenren BazeeHannover, 25, AM(R)","Noah Sarenren Bazee Hannover, 25, AM(R)",0(7),112,-,-,0.4,-,0.4,-,-,-,6.03,-,-,-,-,0.7,0.3,0.7,0.7,2.7,47.4,-,-,-
4,"465Cedric TeuchertSchalke, 25, AM(CLR),FW","Cedric Teuchert Schalke, 25, AM(CLR),FW",0(4),31,-,-,-,-,-,-,-,-,6.03,-,-,1.3,-,-,-,0.3,0.5,2,87.5,-,-,-
5,"466Filip KusicFC Koln, 26, D(C)","Filip Kusic FC Koln, 26, D(C)",0(1),14,-,-,1,-,1,-,-,-,6.03,-,-,-,-,1,-,-,1,-,-,-,-,-
6,"467Christoph JankerAugsburg, 37, D(C)","Christoph Janker Augsburg, 37, D(C)",0(5),73,0.8,0.2,0.2,-,0.6,0.2,-,-,6.02,-,-,-,-,-,-,-,-,2.4,50,-,-,-
7,"468Anto GrgicStuttgart, 25, DMC","Anto Grgic Stuttgart, 25, DMC",0(1),5,-,-,1,-,-,-,-,-,6.01,-,-,-,-,-,-,1,-,10,100,-,2,-
8,"469Ebenezer OforiStuttgart, 26, DMC","Ebenezer Ofori Stuttgart, 26, DMC",0(1),9,-,-,2,-,-,1,-,-,6.01,-,-,-,-,-,-,-,-,8,75,-,1,-
9,"470Nikolas NarteyFC Koln, 22, M(CL)","Nikolas Nartey FC Koln, 22, M(CL)",0(1),6,-,-,-,-,-,-,-,-,6.01,-,-,-,-,-,-,-,-,5,100,-,-,-
0,"451Sebastian MaierHannover, 28, AM(CL)","Sebastian Maier Hannover, 28, AM(CL)",2(8),262,1.1,0.4,0.5,-,-,1,0.1,-,6.11,-,-,0.5,0.3,0.1,-,0.4,0.4,11.9,68.9,0.5,0.7,-
1,"452Elvis RexhbecajWolfsburg, 24, M(C)","Elvis Rexhbecaj Wolfsburg, 24, M(C)",1(3),124,1,0.5,0.8,-,0.5,-,-,-,6.09,-,-,-,-,0.5,-,1,0.5,12.5,72.0,-,1.3,-
2,"453Meritan ShabaniBayern, 23, Midfielder","Meritan Shabani Bayern, 23, Midfielder",1,56,2,-,-,-,-,1,-,-,6.09,-,-,-,-,1,1,1,2,16.0,68.8,-,-,-
3,"454Landry DimataWolfsburg, 24, FW","Landry Dimata Wolfsburg, 24, FW",9(12),899,0.3,0.1,1.2,-,0.2,-,0.1,-,6.09,-,1,0.6,0.3,1.9,-,1.4,1.3,8.9,79.1,-,0.1,-
4,"455Julian SchieberHertha Berlin, 33, FW","Julian Schieber Hertha Berlin, 33, FW",0(3),53,0.3,-,0.7,-,0.7,-,-,-,6.09,-,-,0.3,-,0.3,-,-,-,4.3,46.2,-,0.3,-
5,"456Johannes EggesteinWerder Bremen, 24, AM(CR),FW","Johannes Eggestein Werder Bremen, 24, AM(CR),FW",0(7),94,-,0.1,-,-,-,0.1,0.1,-,6.07,-,-,0.3,0.4,0.3,-,0.3,0.3,4.1,69.0,-,-,-
6,"457Kilian JakobAugsburg, 24, Defender","Kilian Jakob Augsburg, 24, Defender",1,51,-,-,-,-,-,-,-,-,6.07,-,-,1,-,1,1,1,-,8.0,62.5,1,-,-
7,"458Ryan KentFreiburg, 25, AM(CLR)","Ryan Kent Freiburg, 25, AM(CLR)",1(5),244,0.7,0.2,0.5,-,0.2,0.5,-,-,6.06,-,-,1.3,0.2,0.5,-,0.7,1,9.7,72.4,-,0.5,-
8,"459Jairo SamperioMainz, 28, M(LR)","Jairo Samperio Mainz, 28, M(LR)",0(2),34,0.5,-,-,-,-,-,-,-,6.06,-,-,0.5,-,0.5,-,0.5,0.5,3.0,66.7,-,-,-
9,"460Matthias ZimmermannStuttgart, 29, D(R),DMC,M(R)","Matthias Zimmermann Stuttgart, 29, D(R),DMC,M(R)",1(2),76,1,0.3,-,-,1.3,0.3,-,-,6.05,-,-,0.3,-,-,-,-,-,11.3,70.6,-,-,-
0,"441Renato SteffenWolfsburg, 30, M(CLR)","Renato Steffen Wolfsburg, 30, M(CLR)",6(10),656,0.6,0.3,1.3,-,0.3,0.3,-,-,6.13,-,-,0.3,0.3,0.9,-,0.4,0.9,13.1,79.9,-,0.7,-
1,"442Birk RisaFC Koln, 24, Defender","Birk Risa FC Koln, 24, Defender",1(1),81,0.5,-,1,-,-,1.5,0.5,-,6.13,-,-,1,0.5,0.5,0.5,-,2,9.0,61.1,-,0.5,-
2,"443Jacob Bruun LarsenBorussia Dortmund, 23, AM(CL)","Jacob Bruun Larsen Borussia Dortmund, 23, AM(CL)",0(1),6,1,-,1,-,-,1,-,-,6.13,-,-,-,-,-,-,-,-,2.0,100.0,-,-,-
3,"444Sergio GómezBorussia Dortmund, 21, D(L)","Sergio Gómez Borussia Dortmund, 21, D(L)",0(2),7,-,-,-,-,-,-,-,-,6.13,-,-,-,0.5,-,-,-,-,3.0,100.0,0.5,0.5,-
4,"445Anthony UjahMainz, 31, FW","Anthony Ujah Mainz, 31, FW",2(9),201,0.4,-,0.4,-,0.5,-,-,-,6.12,-,-,0.7,0.4,0.2,0.4,-,0.4,4.8,45.3,0.1,0.1,-
5,"446Ji Dong-WonAugsburg, 31, AM(CLR),FW","Ji Dong-Won Augsburg, 31, AM(CLR),FW",0(3),17,0.7,0.3,0.7,-,-,-,0.3,-,6.12,-,-,-,-,-,-,-,-,1.3,50.0,-,-,-
6,"447Konstantinos StafylidisAugsburg, 28, D(LR),DMC,M(L)","Konstantinos Stafylidis Augsburg, 28, D(LR),DMC,M(L)",0(2),31,0.5,-,-,0.5,0.5,-,-,-,6.12,-,-,0.5,-,-,-,-,-,3.0,50.0,-,0.5,-
7,"448Pablo ÍnsuaSchalke, 28, D(C)","Pablo Ínsua Schalke, 28, D(C)",0(1),26,-,-,1,-,1,-,1,-,6.12,-,-,-,-,-,-,-,-,6.0,83.3,-,1,-
8,"449André RamalhoLeverkusen, 30, D(C),DMC","André Ramalho Leverkusen, 30, D(C),DMC",0(3),29,1,0.3,-,-,0.3,-,-,-,6.12,-,-,-,-,-,-,-,-,4.7,78.6,-,-,-
9,"450Branimir HrgotaEintracht Frankfurt, 29, AM(LR),FW","Branimir Hrgota Eintracht Frankfurt, 29, AM(LR),FW",2(4),195,0.8,-,1,-,0.2,0.5,-,-,6.11,-,-,0.5,0.3,0.5,0.5,1.5,0.3,7.5,71.1,-,0.3,-
0,"431Mandela EgboBorussia M.Gladbach, 24, D(R)","Mandela Egbo Borussia M.Gladbach, 24, D(R)",0(1),10,-,-,-,-,2,-,-,-,6.18,-,-,-,-,-,-,-,1,1.0,100.0,-,-,-
1,"432Sergio CórdovaAugsburg, 24, FW","Sergio Córdova Augsburg, 24, FW",3(23),568,0.2,-,0.8,-,0.2,-,0.1,-,6.18,2,-,0.5,0.3,0.5,0.3,0.6,0.7,5.5,77.5,0.1,-,-
2,"433Victor OsimhenWolfsburg, 23, FW","Victor Osimhen Wolfsburg, 23, FW",3(9),280,0.3,0.2,0.8,-,0.6,0.3,0.1,-,6.18,-,-,0.7,0.1,0.7,0.2,0.4,1.2,7.0,66.7,0.1,0.3,-
3,"434Manuel SchmiedebachHannover, 33, M(C)","Manuel Schmiedebach Hannover, 33, M(C)",2(4),164,0.8,0.8,0.7,-,0.5,0.8,-,-,6.18,-,-,-,0.5,0.2,-,0.8,0.3,11.3,69.1,0.2,0.5,-
4,"435Joel PohjanpaloLeverkusen, 27, FW","Joel Pohjanpalo Leverkusen, 27, FW",0(7),110,-,-,0.3,-,0.3,0.3,0.1,-,6.17,1,-,0.7,-,0.3,-,-,-,2.9,60.0,-,-,-
5,"436Viktor FischerMainz, 28, AM(CLR),FW","Viktor Fischer Mainz, 28, AM(CLR),FW",3(7),331,0.4,0.3,0.4,-,0.1,0.3,-,-,6.17,-,-,0.7,0.5,0.2,0.3,0.4,1.1,10.3,77.7,0.1,0.6,-
6,"437Felix PasslackBorussia Dortmund, 24, D(LR),M(CR)","Felix Passlack Borussia Dortmund, 24, D(LR),M(CR)",0(1),12,-,1,-,-,-,-,-,-,6.15,-,-,-,-,-,-,-,-,6.0,100.0,-,-,-
7,"438Alexander IsakBorussia Dortmund, 22, FW","Alexander Isak Borussia Dortmund, 22, FW",1(4),116,0.2,-,0.4,-,-,0.2,-,-,6.15,-,-,1,0.4,-,0.4,0.6,0.4,4.8,75.0,-,-,-
8,"439Caleb StankoFreiburg, 28, DMC","Caleb Stanko Freiburg, 28, DMC",1(5),188,0.3,0.2,0.5,0.2,1,0.2,-,1,6.14,-,-,0.2,-,0.3,-,0.5,0.8,21.7,79.2,-,0.8,-
9,"440Kenan KodroMainz, 28, FW","Kenan Kodro Mainz, 28, FW",2(6),227,0.1,0.4,0.3,-,-,-,-,-,6.14,-,-,0.3,0.5,0.3,0.1,0.5,0.5,8.5,77.9,-,0.5,-
0,"421Simon AstaAugsburg, 21, D(R),M(R)","Simon Asta Augsburg, 21, D(R),M(R)",0(1),10,2,-,-,-,-,-,-,-,6.22,-,-,-,-,-,-,-,-,4.0,75.0,-,-,-
1,"422Slobodan MedojevicEintracht Frankfurt, 31, DMC","Slobodan Medojevic Eintracht Frankfurt, 31, DMC",0(1),28,-,-,-,-,-,-,-,-,6.22,-,-,-,-,-,-,-,-,14.0,71.4,-,-,-
2,"423Valentin StockerHertha Berlin, 33, AM(CLR)","Valentin Stocker Hertha Berlin, 33, AM(CLR)",0(3),49,0.3,-,1.3,-,-,-,-,-,6.21,-,-,1,0.3,0.3,-,0.3,0.3,5.3,68.8,-,-,-
3,"424Sebastian JungWolfsburg, 31, D(R)","Sebastian Jung Wolfsburg, 31, D(R)",1(1),79,1,-,0.5,-,2,-,-,-,6.21,-,-,-,-,0.5,-,-,0.5,12.5,52.0,-,1,-
4,"425Dzenis BurnicStuttgart, 24, M(C)","Dzenis Burnic Stuttgart, 24, M(C)",3(3),304,1.5,0.7,2.3,-,0.5,1,-,-,6.2,-,-,1.2,0.8,0.2,-,0.3,0.2,43.3,91.9,0.3,1.2,0.2
5,"426Jérôme GondorfWerder Bremen, 33, M(CR)","Jérôme Gondorf Werder Bremen, 33, M(CR)",7(14),796,0.6,0.3,1,-,0.4,0.7,0.1,-,6.2,1,1,0.8,0.3,1.2,0.3,0.7,0.9,11.3,70.6,0.1,0.4,-
6,"427Karim GuédéFreiburg, 37, FW","Karim Guédé Freiburg, 37, FW",1(1),60,1,0.5,0.5,-,-,-,0.5,-,6.2,-,-,-,-,1,-,0.5,-,4.5,44.4,-,-,-
7,"428Daichi KamadaEintracht Frankfurt, 25, AM(CLR),FW","Daichi Kamada Eintracht Frankfurt, 25, AM(CLR),FW",2(1),145,0.3,0.3,0.7,-,-,-,-,-,6.19,-,-,0.7,0.3,0.7,1,1,0.3,10.3,87.1,-,0.7,-
8,"429Riechedly BazoerWolfsburg, 25, D(C),DMC","Riechedly Bazoer Wolfsburg, 25, D(C),DMC",6(7),590,0.6,0.6,0.8,-,0.2,0.2,0.1,-,6.19,-,-,0.5,0.2,1,0.2,0.4,0.5,19.1,84.7,0.2,1.7,-
9,"430Izet HajrovicWerder Bremen, 30, AM(R)","Izet Hajrovic Werder Bremen, 30, AM(R)",0(9),185,0.1,0.2,0.7,-,0.1,0.1,-,-,6.19,-,-,0.8,0.6,0.3,0.1,0.9,0.2,7.3,74.2,0.6,0.3,-
0,"411Christian MatheniaHamburg, 30, GK","Christian Mathenia Hamburg, 30, GK",24,2160,-,-,-,-,0.7,0.1,-,-,6.28,-,-,-,-,0.1,-,-,-,26.1,54.0,-,6.2,-
1,"412Felix PasslackHoffenheim, 24, D(LR),M(CR)","Felix Passlack Hoffenheim, 24, D(LR),M(CR)",1(1),62,1,-,-,0.5,1,0.5,-,-,6.28,-,-,-,0.5,-,-,-,0.5,18.5,86.5,-,1.5,-
2,"413Robert ZuljHoffenheim, 30, AM(C),FW","Robert Zulj Hoffenheim, 30, AM(C),FW",1(4),205,0.6,-,1,-,0.4,-,-,-,6.27,-,-,1.2,0.6,1.2,-,0.6,0.6,19.2,74.0,-,-,-
3,"414Dominik KaiserRBL, 33, M(CR)","Dominik Kaiser RBL, 33, M(CR)",3(7),273,0.5,0.1,0.4,-,0.8,0.7,-,-,6.26,-,-,0.4,0.3,0.7,-,0.2,0.1,13.1,73.3,0.5,0.3,-
4,"415Gian-Luca WaldschmidtHamburg, 26, AM(CLR),FW","Gian-Luca Waldschmidt Hamburg, 26, AM(CLR),FW",5(16),790,0.5,0.1,0.7,-,-,0.3,-,-,6.26,1,-,1.5,0.3,0.7,0.3,0.5,1.1,11.0,72.4,0.1,0.1,0.1
5,"416Florian KathFreiburg, 27, Forward","Florian Kath Freiburg, 27, Forward",3(21),659,0.6,0.3,0.9,-,-,0.3,-,-,6.25,1,-,0.7,0.3,1.4,-,1.2,0.3,8.0,68.4,-,0.4,-
6,"417Yvon MvogoRBL, 28, GK","Yvon Mvogo RBL, 28, GK",1,90,-,-,-,-,1,-,-,-,6.25,-,-,-,-,-,-,-,-,36.0,80.6,-,11,-
7,"418László BénesBorussia M.Gladbach, 24, AM(C)","László Bénes Borussia M.Gladbach, 24, AM(C)",0(2),37,-,0.5,1,-,0.5,0.5,0.5,-,6.24,-,-,0.5,1.5,0.5,-,-,-,14.5,79.3,0.5,1.5,-
8,"419Raúl BobadillaBorussia M.Gladbach, 34, AM(R),FW","Raúl Bobadilla Borussia M.Gladbach, 34, AM(R),FW",5(8),445,0.5,-,1.3,-,0.1,0.3,-,-,6.23,-,-,1.2,0.5,0.9,0.4,1.2,0.9,8.9,75.0,0.2,0.1,0.1
9,"420Anas OuahimFC Koln, 24, AM(CLR),FW","Anas Ouahim FC Koln, 24, AM(CLR),FW",0(1),18,1,-,-,-,-,-,-,-,6.22,-,-,1,-,-,-,2,-,7.0,85.7,-,-,-
0,"401Bakery JattaHamburg, 24, AM(LR),FW","Bakery Jatta Hamburg, 24, AM(LR),FW",3(7),295,1.4,0.3,0.8,-,0.5,0.2,0.1,-,6.31,-,1,0.3,0.3,0.7,0.1,0.7,1.0,9.7,64.9,0.1,0.2,-
1,"402Karim OnisiwoMainz, 30, AM(LR),FW","Karim Onisiwo Mainz, 30, AM(LR),FW",2(6),250,0.9,0.1,1.1,-,0.9,0.5,-,-,6.31,-,-,0.3,0.4,1.3,0.1,1.1,1.0,8.8,67.1,-,0.1,-
2,"403Jeremy ToljanHoffenheim, 27, D(LR),M(LR)","Jeremy Toljan Hoffenheim, 27, D(LR),M(LR)",2,180,1.5,-,1.5,-,0.5,0.5,-,-,6.31,-,-,-,0.5,1.5,-,1.5,1.0,33.5,88.1,-,1,-
3,"404Bartosz KapustkaFreiburg, 25, Midfielder","Bartosz Kapustka Freiburg, 25, Midfielder",3(4),235,1.3,0.4,0.6,-,-,0.3,-,-,6.3,1,-,0.6,-,0.4,0.3,0.6,1.4,9.9,52.2,0.1,0.1,-
4,"405Matthias LehmannFC Koln, 39, M(C)","Matthias Lehmann FC Koln, 39, M(C)",17(3),1519,1.7,1.3,0.6,0.1,1.2,0.6,0.4,-,6.3,-,-,0.6,0.2,0.4,-,0.3,0.5,41.8,81.2,0.1,3.2,-
5,"406Charlison BenschopHannover, 32, FW","Charlison Benschop Hannover, 32, FW",2(5),182,0.6,0.3,0.6,0.1,0.3,0.7,-,-,6.3,1,-,0.7,0.1,0.1,-,1.0,0.7,7.1,76.0,-,0.3,-
6,"407Philipp OchsHoffenheim, 25, D(L),M(CL)","Philipp Ochs Hoffenheim, 25, D(L),M(CL)",0(3),72,1.7,0.3,-,-,-,0.3,-,-,6.29,-,-,1.3,0.3,-,0.3,0.7,0.7,6.3,73.7,-,0.3,-
7,"408Genki HaraguchiHertha Berlin, 31, M(CLR)","Genki Haraguchi Hertha Berlin, 31, M(CLR)",2(5),206,0.9,0.3,0.9,-,0.4,0.6,-,-,6.28,-,1,-,0.3,0.6,-,0.4,0.3,8.4,66.1,0.1,-,-
8,"409Sven SchipplockHamburg, 33, FW","Sven Schipplock Hamburg, 33, FW",3(7),335,0.7,0.1,1,-,0.2,0.1,-,-,6.28,-,-,0.5,0.4,1.1,-,0.3,0.6,8.1,59.3,-,-,-
9,"410Takuma AsanoStuttgart, 27, AM(CLR),FW","Takuma Asano Stuttgart, 27, AM(CLR),FW",7(8),719,0.5,0.2,0.7,-,0.1,0.4,-,-,6.28,1,-,1.1,0.7,0.5,0.9,0.9,1.1,11.1,77.2,0.1,0.3,0.1
0,"391Eugen PolanskiHoffenheim, 36, M(C)","Eugen Polanski Hoffenheim, 36, M(C)",2(7),257,0.9,0.4,0.4,-,0.4,0.1,0.1,-,6.34,-,1,0.4,0.3,0.3,-,0.7,0.3,15.1,86.0,-,0.7,-
1,"392Robert BauerWerder Bremen, 27, D(CLR),DMC,M(LR)","Robert Bauer Werder Bremen, 27, D(CLR),DMC,M(LR)",12(4),957,1.9,1.3,0.8,0.1,1.2,0.6,0.1,-,6.34,-,-,0.1,0.3,0.7,-,0.2,0.6,26.8,76.9,0.3,1.7,-
2,"393Sejad SalihovicHamburg, 37, D(L),M(CL)","Sejad Salihovic Hamburg, 37, D(L),M(CL)",4(6),368,0.7,0.5,0.8,-,-,0.3,-,-,6.34,1,-,0.9,0.8,0.4,-,0.9,0.8,20.4,78.9,0.7,1.6,-
3,"394Jann-Fiete ArpHamburg, 22, FW","Jann-Fiete Arp Hamburg, 22, FW",8(10),846,0.4,0.1,1.2,-,0.4,0.3,-,-,6.33,2,-,0.9,0.2,1,0.2,0.9,1.7,8.3,58.4,-,0.2,-
4,"395Marcel HellerAugsburg, 36, M(LR)","Marcel Heller Augsburg, 36, M(LR)",14(10),1302,1.5,0.4,0.9,-,0.3,0.7,-,-,6.33,-,1,0.5,0.7,0.6,0.5,1.2,1.2,11.0,65.8,0.5,0.2,-
5,"396Kenan KaramanHannover, 28, AM(CLR),FW","Kenan Karaman Hannover, 28, AM(CLR),FW",8(14),848,0.7,-,0.5,-,0.5,-,0.2,-,6.33,1,-,0.8,0.3,0.8,-,1.3,1.0,11.5,76.4,0.1,0.2,-
6,"397Jhon CórdobaFC Koln, 29, FW","Jhon Córdoba FC Koln, 29, FW",9(9),951,0.7,0.1,1.6,-,0.5,0.2,0.1,-,6.32,-,2,1.9,0.4,2.1,0.8,1.1,1.9,11.4,69.8,0.1,0.2,-
7,"398Florian HübnerHannover, 31, D(C)","Florian Hübner Hannover, 31, D(C)",4(5),326,1.1,0.7,0.7,0.1,2.3,0.4,0.2,-,6.32,-,-,-,0.1,0.8,-,-,0.2,17.3,85.3,-,1.4,-
8,"399Tony JantschkeBorussia M.Gladbach, 32, D(CR),DMC","Tony Jantschke Borussia M.Gladbach, 32, D(CR),DMC",8(5),718,1,0.5,0.6,0.1,1.6,0.4,0.1,-,6.32,-,1,0.1,0.2,0.7,-,0.2,0.3,25.9,69.1,0.1,1.3,-
9,"400Danny BlumEintracht Frankfurt, 31, AM(LR),FW","Danny Blum Eintracht Frankfurt, 31, AM(LR),FW",0(2),27,-,0.5,1.5,-,-,-,-,-,6.32,1,-,1,-,-,-,-,2.0,5.5,63.6,-,-,-
0,"381Simon ZollerFC Koln, 30, AM(LR),FW","Simon Zoller FC Koln, 30, AM(LR),FW",12(5),969,0.6,0.5,0.9,-,0.5,0.2,0.1,-,6.37,2,1,0.6,0.6,0.5,0.4,0.3,0.8,16.6,73.4,0.1,0.6,-
1,"382Aron JóhannssonWerder Bremen, 31, FW","Aron Jóhannsson Werder Bremen, 31, FW",2(10),272,0.3,0.1,0.3,-,0.4,0.5,-,-,6.37,1,-,0.8,0.6,0.6,0.2,0.3,0.3,7.9,80.0,0.2,-,0.1
2,"383Bobby WoodHamburg, 29, AM(C),FW","Bobby Wood Hamburg, 29, AM(C),FW",18(6),1610,0.5,0.1,1.3,-,0.5,0.3,-,-,6.37,2,-,1.6,0.8,1,0.3,1.9,2,15.2,72.5,-,0.2,-
3,"384Stephan AmbrosiusHamburg, 23, D(C)","Stephan Ambrosius Hamburg, 23, D(C)",1,46,-,1,-,-,4,-,1,-,6.36,-,-,-,-,-,1,-,-,34.0,94.1,-,-,-
4,"385Ondrej DudaHertha Berlin, 27, AM(C),FW","Ondrej Duda Hertha Berlin, 27, AM(C),FW",9(8),746,0.9,0.2,1.4,-,0.4,0.5,-,-,6.36,1,-,0.5,0.2,1,0.1,0.9,1.1,18.3,82.3,0.1,0.4,-
5,"386Erik ThommyAugsburg, 27, M(CLR)","Erik Thommy Augsburg, 27, M(CLR)",2(4),166,1,0.8,0.3,-,-,0.8,-,-,6.36,-,-,0.8,0.5,0.3,0.2,0.2,0.7,10.0,83.3,0.3,0.3,-
6,"387Christian ClemensFC Koln, 30, M(LR)","Christian Clemens FC Koln, 30, M(LR)",6(8),640,0.9,0.3,0.9,-,0.3,0.6,-,-,6.36,1,-,1.2,0.7,0.4,-,0.4,0.5,13.3,73.7,0.6,0.6,-
7,"388Aymen BarkokEintracht Frankfurt, 24, AM(CR)","Aymen Barkok Eintracht Frankfurt, 24, AM(CR)",2(7),311,1.2,0.2,0.7,-,0.3,0.2,0.2,-,6.35,-,1,0.3,0.8,0.2,0.3,0.8,1,12.8,74.8,0.1,0.4,-
8,"389Benno SchmitzRBL, 27, D(CLR)","Benno Schmitz RBL, 27, D(CLR)",1(1),82,1.5,-,-,-,0.5,0.5,-,-,6.35,-,-,-,1,0.5,-,-,-,24.0,81.3,-,1.5,-
9,"390Florian MayerBorussia M.Gladbach, 24, Defender","Florian Mayer Borussia M.Gladbach, 24, Defender",0(1),18,1,-,-,-,1,-,-,-,6.34,-,-,-,-,1,-,-,-,8.0,100.0,-,1,-
0,"371Yann BisseckFC Koln, 21, Defender","Yann Bisseck FC Koln, 21, Defender",1(2),155,0.7,1,0.3,-,2.3,-,0.3,-,6.4,-,-,-,-,0.3,-,-,0.3,27.0,92.6,-,2.3,-
1,"372Florian NiederlechnerFreiburg, 31, AM(CR),FW","Florian Niederlechner Freiburg, 31, AM(CR),FW",9(1),701,0.8,0.3,1.6,-,0.5,0.3,0.1,-,6.4,2,-,2.4,0.7,2.1,0.9,0.9,1.6,12.9,76.0,-,0.6,-
2,"373Nigel de JongMainz, 37, M(C)","Nigel de Jong Mainz, 37, M(C)",10(1),743,1.5,1.1,1,-,2,0.4,0.1,-,6.4,-,-,0.1,0.4,1,-,0.6,0.3,32.7,83.3,-,1.4,-
3,"374Marco FriedlWerder Bremen, 24, D(CL),M(L)","Marco Friedl Werder Bremen, 24, D(CL),M(L)",6(3),597,1,0.9,0.6,0.3,1.6,0.3,0.1,-,6.4,-,-,0.6,0.3,1,-,1,0.6,31.7,78.2,0.2,2.2,-
4,"375Josip DrmicBorussia M.Gladbach, 29, AM(LR),FW","Josip Drmic Borussia M.Gladbach, 29, AM(LR),FW",4(9),463,-,-,0.3,-,0.1,0.3,-,-,6.39,4,1,1.3,0.2,0.5,0.3,0.6,1.1,10.5,67.9,-,0.2,-
5,"376Vasilije JanjicicHamburg, 23, DMC","Vasilije Janjicic Hamburg, 23, DMC",3(4),319,2,0.4,0.9,-,0.7,0.3,0.1,-,6.39,-,-,0.3,0.4,0.7,-,0.1,0.4,21.3,80.5,-,0.1,-
6,"377Kevin KamplLeverkusen, 31, M(CLR)","Kevin Kampl Leverkusen, 31, M(CLR)",0(1),29,1,-,-,-,-,-,-,-,6.39,-,-,1,1,-,-,-,-,34.0,88.2,-,5.0,-
