,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"541Damien GregoriniNancy, 43, GK","Damien Gregorini Nancy, 43, GK",7,630,-,-,-,-,0.9,-,-,-,5.91,-,-,-,-,0.3,-,-,-,15.3,37.4,-,4.6,-
1,"542Vujadin SavicBordeaux, 31, D(C)","Vujadin Savic Bordeaux, 31, D(C)",1,90,-,3,2,-,5,-,1,-,5.8,-,-,1,-,1,-,-,-,32.0,84.4,-,-,-
2,"543Yoric RavetSaint-Etienne, 32, M(R)","Yoric Ravet Saint-Etienne, 32, M(R)",0(1),28,-,-,2,-,-,-,-,-,5.76,-,-,-,-,-,1,-,-,3.0,100.0,-,-,-
3,"544Sidy KonéLyon, 30, Midfielder","Sidy Koné Lyon, 30, Midfielder",1(1),70,1,1.5,2,-,-,0.5,-,-,5.73,-,-,-,-,0.5,-,1,-,22.5,84.4,-,2,-
4,"545Timothée KolodziejczakLyon, 30, D(CL),M(L)","Timothée Kolodziejczak Lyon, 30, D(CL),M(L)",1,90,-,1,4,-,4,1,-,-,5.7,-,-,-,-,-,-,-,-,33.0,81.8,-,4,-
5,"546Jean-Daniel PadovaniDijon, 42, Goalkeeper","Jean-Daniel Padovani Dijon, 42, Goalkeeper",1,90,-,-,-,-,-,-,-,-,5.53,-,-,-,2,-,-,-,-,19.0,31.6,-,6,-
0,"531Danijel AleksicSaint-Etienne, 31, AM(CLR)","Danijel Aleksic Saint-Etienne, 31, AM(CLR)",0(1),7,-,-,1,-,-,-,-,-,5.99,-,-,-,-,-,-,-,-,1.0,100.0,-,-,-
1,"532Jung Jo-GookAuxerre, 38, Forward","Jung Jo-Gook Auxerre, 38, Forward",0(1),4,-,-,-,-,-,-,-,-,5.99,-,-,-,-,-,-,-,-,3.0,100.0,-,-,-
2,"533Lynel KitambalaLorient, 33, AM(L)","Lynel Kitambala Lorient, 33, AM(L)",1(3),98,-,-,1.3,-,-,-,-,-,5.97,-,-,0.5,0.3,0.8,-,0.8,1.3,9.8,87.2,-,0.3,0.3
3,"534Yannick AguemonToulouse, 30, Forward","Yannick Aguemon Toulouse, 30, Forward",0(2),16,-,-,1,-,-,-,-,-,5.97,-,-,-,-,-,-,0.5,-,3.0,66.7,-,-,-
