,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"461James McFaddenEverton, 39, M(C),FW","James McFadden Everton, 39, M(C),FW",2(5),166,0.7,0.4,0.4,-,0.1,0.4,-,-,6.3,-,-,1,0.4,0.1,0.3,1.3,0.7,11.3,74.7,0.6,0.1,-
1,"462Wilson PalaciosStoke, 37, M(C)","Wilson Palacios Stoke, 37, M(C)",9(9),800,1.4,0.7,1,0.1,0.6,0.7,0.2,-,6.3,-,-,0.2,0.2,0.7,-,0.6,0.2,17.5,83.5,0.1,1.4,-
2,"463Sylvain MarveauxNewcastle, 36, AM(CLR),FW","Sylvain Marveaux Newcastle, 36, AM(CLR),FW",1(6),136,0.4,-,-,-,0.3,-,-,-,6.29,-,1,0.1,0.7,0.3,-,0.4,0.3,11.4,83.8,0.3,0.6,-
3,"464Simon CoxWest Brom, 35, M(C),FW","Simon Cox West Brom, 35, M(C),FW",7(11),756,0.4,0.6,0.8,-,0.4,0.4,0.1,-,6.29,-,1,1.1,0.9,0.3,0.1,0.6,0.9,14.3,79.1,0.1,0.3,0.2
4,"465Carl JenkinsonArsenal, 30, D(R)","Carl Jenkinson Arsenal, 30, D(R)",5(4),494,1.7,0.3,1.1,0.7,1.4,0.4,0.2,-,6.29,-,1,0.1,0.7,0.1,-,0.6,0.7,29.8,86.2,0.6,3,-
5,"466Danny RoseTottenham, 31, D(L),M(L)","Danny Rose Tottenham, 31, D(L),M(L)",3(8),311,1.1,0.8,0.5,0.1,0.6,-,0.3,-,6.28,-,-,0.1,0.1,0.5,0.1,0.3,0.9,14.5,84.9,0.3,0.5,-
6,"467Orlando SáFulham, 34, FW","Orlando Sá Fulham, 34, FW",3(4),281,0.3,-,0.6,-,0.1,-,-,-,6.28,1,-,1.4,0.4,0.6,0.6,0.7,1.3,7.3,78.4,-,-,-
7,"468Simon DaviesFulham, 42, D(C),M(C),FW","Simon Davies Fulham, 42, D(C),M(C),FW",3(3),300,0.8,1,0.5,-,0.5,0.7,-,-,6.27,-,-,0.3,0.5,-,-,0.7,0.8,25.3,87.5,0.3,0.5,-
8,"469Tommy SmithQPR, 42, M(C),FW","Tommy Smith QPR, 42, M(C),FW",4(13),540,0.2,0.4,0.1,-,0.2,0.1,0.1,-,6.27,2,-,0.6,0.4,0.4,0.2,0.4,0.7,11.6,74.7,0.2,0.4,-
9,"470Jody CraddockWolves, 46, D(CL)","Jody Craddock Wolves, 46, D(CL)",1,74,1.0,1,1,-,7.0,1,1,-,6.27,-,-,-,-,-,-,-,-,34.0,73.5,-,2,-
0,"451Sam HutchinsonChelsea, 32, D(C),DMC","Sam Hutchinson Chelsea, 32, D(C),DMC",1(1),77,1.5,1,-,-,-,-,-,-,6.33,-,-,-,-,-,-,-,-,27.5,87.3,-,0.5,-
1,"452Radosav PetrovicBlackburn, 33, M(C)","Radosav Petrovic Blackburn, 33, M(C)",10(9),981,1.3,1.6,1.5,-,1.7,0.6,0.3,-,6.32,-,-,0.6,0.2,0.4,-,0.6,0.4,23.5,78.7,-,1.8,0.1
2,"453DoniLiverpool, 42, GK","Doni Liverpool, 42, GK",4,295,-,-,0.5,-,0.8,-,-,-,6.32,-,-,-,-,-,-,-,-,19.5,71.8,-,7.3,-
3,"454Darren PratleyBolton, 37, D(C),M(CL)","Darren Pratley Bolton, 37, D(C),M(CL)",14(11),1273,1.6,1,1.2,-,0.8,0.5,0.1,-,6.32,1,-,0.7,0.2,0.6,0.1,0.5,0.8,18.0,79.3,0.1,0.7,-
4,"455Sotirios KyrgiakosSunderland, 42, D(L),DMC","Sotirios Kyrgiakos Sunderland, 42, D(L),DMC",2(1),189,0.7,1.3,1.3,-,5.3,-,-,-,6.31,-,-,-,-,0.3,-,-,-,19.7,62.7,-,1.3,-
5,"456Fábio AurélioLiverpool, 42, D(C),FW","Fábio Aurélio Liverpool, 42, D(C),FW",1(1),67,-,0.5,0.5,-,1,-,-,-,6.31,-,-,-,1.5,-,-,-,-,23.5,85.1,1.5,0.5,-
6,"457Ryan NelsenTottenham, 44, D(C)","Ryan Nelsen Tottenham, 44, D(C)",0(5),110,0.4,0.6,0.6,0.2,2.2,0.2,0.4,-,6.3,-,-,0.2,-,0.2,-,-,-,14.8,87.8,-,1.4,-
7,"458Cameron JeromeStoke, 35, FW","Cameron Jerome Stoke, 35, FW",7(16),838,0.7,0.2,0.7,-,0.5,0.1,-,-,6.3,4,1,1.1,0.2,0.5,0.3,0.9,1.2,8.6,66.0,-,0.1,-
8,"459Denis StracqualursiEverton, 34, FW","Denis Stracqualursi Everton, 34, FW",7(14),736,0.3,0.3,1.1,-,0.4,0.1,-,-,6.3,1,1,1,0.2,0.8,0.8,1,1,8.5,75.3,-,-,0.1
9,"460David PizarroMan City, 42, M(C)","David Pizarro Man City, 42, M(C)",1(4),164,0.4,0.8,0.6,-,0.2,0.2,-,-,6.3,-,1,0.2,1,0.8,-,1,0.4,27.4,92.0,0.4,3.6,0.2
0,"441Fitz HallQPR, 41, D(L)","Fitz Hall QPR, 41, D(L)",11(3),924,1.1,0.6,0.4,0.4,5.6,0.2,0.9,-,6.36,-,-,0.3,0.1,0.5,-,-,0.3,14.6,69.6,-,0.9,-
1,"442Magaye GueyeEverton, 31, AM(LR),FW","Magaye Gueye Everton, 31, AM(LR),FW",3(14),528,0.2,0.4,0.3,-,0.1,0.3,-,-,6.36,1,2,0.9,0.7,0.2,0.1,0.8,0.6,13.8,80.3,0.6,0.2,-
2,"443Romelu LukakuChelsea, 29, AM(R),FW","Romelu Lukaku Chelsea, 29, AM(R),FW",1(7),158,0.3,-,0.4,-,0.3,-,-,-,6.35,-,1,1.1,0.6,0.1,0.3,1.5,0.6,6.6,81.1,0.3,-,-
3,"444Apostolos VelliosEverton, 30, FW","Apostolos Vellios Everton, 30, FW",2(11),248,0.2,0.2,0.3,-,0.2,-,0.1,-,6.35,3,-,0.7,0.3,0.2,0.2,0.4,0.6,5.8,69.3,-,0.2,-
4,"445Andrew CroftsNorwich, 38, DMC","Andrew Crofts Norwich, 38, DMC",13(11),1289,1.3,0.8,0.7,-,0.7,1.2,0.1,-,6.34,-,1,0.7,0.7,0.6,-,0.6,0.7,19.5,78,0.3,1.3,-
5,"446Cameron LancasterTottenham, 29, Forward","Cameron Lancaster Tottenham, 29, Forward",0(1),11,1.0,-,-,-,-,-,-,-,6.34,-,-,1,1,-,-,-,-,4,100,-,-,-
