,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"691Kevin De BruyneGenk, 30, M(CLR),FW","Kevin De Bruyne Genk, 30, M(CLR),FW",4,360,0.5,1.5,1.5,-,0.8,2,-,-,5.92,-,-,2,1,0.8,-,1.8,2,37.3,75.8,1.3,4.8,-
1,"692Pawel BrozekTrabzonspor, 39, Forward","Pawel Brozek Trabzonspor, 39, Forward",0(2),46,0.5,-,-,-,-,-,-,-,5.91,-,-,0.5,1,-,1.5,1,0.5,10.5,90.5,-,1,-
2,"693Ibrahim AfellayBarcelona, 36, M(CLR)","Ibrahim Afellay Barcelona, 36, M(CLR)",0(1),6,-,-,-,-,-,1,-,-,5.85,-,-,1,-,-,-,-,-,9.0,100.0,-,-,-
3,"694Johan DjourouArsenal, 35, D(C)","Johan Djourou Arsenal, 35, D(C)",1(3),171,1,0.5,1.3,0.3,2.3,0.3,0.8,-,5.84,-,-,-,-,0.3,-,0.3,0.5,26.5,84.9,0.3,1.3,-
4,"695Marinos SatsiasAPOEL Nicosia, 46, Midfielder","Marinos Satsias APOEL Nicosia, 46, Midfielder",0(1),12,-,-,2,-,-,2,-,-,5.81,-,-,-,-,-,-,-,-,2.0,100.0,-,-,-
5,"696Vito MannoneArsenal, 34, GK","Vito Mannone Arsenal, 34, GK",0(1),65,-,-,-,-,2,-,-,-,5.71,-,-,-,-,-,-,-,-,23.0,60.9,-,10,-
6,"697Lukasz FabianskiArsenal, 37, GK","Lukasz Fabianski Arsenal, 37, GK",1,28,-,-,-,-,-,1,-,-,5.45,-,-,-,-,-,-,-,-,14.0,50.0,-,2,-
7,"698Leandro CufréDinamo Zagreb, 44, Defender","Leandro Cufré Dinamo Zagreb, 44, Defender",1,90,3,1,4,1,3,1,1,-,5.36,-,-,-,-,-,-,-,-,27.0,74.1,-,-,-
8,"699Yuri ZhevnovZenit, 41, GK","Yuri Zhevnov Zenit, 41, GK",1,90,-,-,-,-,-,-,-,-,5.34,-,-,-,-,-,-,-,1,34.0,44.1,-,7,-
0,"681JoseluVillarreal, 31, Forward","Joselu Villarreal, 31, Forward",1(2),119,0.3,0.3,0.3,-,-,1,-,-,5.95,-,-,-,0.3,-,1,-,0.3,7.3,81.8,-,-,-
1,"682Daniel SchwaabLeverkusen, 33, D(CR),DMC","Daniel Schwaab Leverkusen, 33, D(CR),DMC",4(1),328,0.8,1,0.6,1.2,1.6,0.4,0.4,-,5.95,-,-,-,-,0.2,-,-,0.2,29.0,77.9,-,2.6,-
2,"683Tijani BelaidAPOEL Nicosia, 34, Midfielder","Tijani Belaid APOEL Nicosia, 34, Midfielder",0(1),29,-,-,-,-,-,-,-,-,5.94,-,-,1,-,1,-,-,-,16.0,81.3,-,1,-
3,"684AlexBATE, 34, Forward","Alex BATE, 34, Forward",0(1),14,-,-,2,-,-,-,-,-,5.93,-,-,-,-,-,-,1,1,3.0,100.0,-,-,-
4,"685Bryan CristanteAC Milan, 27, D(C),M(C)","Bryan Cristante AC Milan, 27, D(C),M(C)",0(1),9,-,-,2,-,-,-,-,-,5.93,-,-,-,-,-,-,1,-,4.0,75.0,-,-,-
5,"686Jérémy PiedLyon, 33, D(LR),M(CLR)","Jérémy Pied Lyon, 33, D(LR),M(CLR)",0(1),11,-,-,-,-,-,2,-,-,5.93,-,-,-,-,-,-,1,-,11.0,72.7,-,-,-
6,"687Vadim KurlovichBATE, 29, Midfielder","Vadim Kurlovich BATE, 29, Midfielder",0(1),8,-,-,-,-,-,1,-,-,5.93,-,-,-,-,-,-,-,1,5.0,80.0,-,-,-
7,"688Nikola PokrivacDinamo Zagreb, 36, Midfielder","Nikola Pokrivac Dinamo Zagreb, 36, Midfielder",1(3),132,0.3,1,0.3,-,0.3,0.3,-,-,5.93,-,-,0.5,0.3,0.5,-,0.3,0.8,13.5,81.5,-,0.8,-
8,"689Sime VrsaljkoDinamo Zagreb, 30, D(LR),M(R)","Sime Vrsaljko Dinamo Zagreb, 30, D(LR),M(R)",2,180,3,-,1,0.5,2,0.5,1,-,5.93,-,-,1,-,2,-,0.5,0.5,34.5,84.1,-,1.5,-
9,"690Djamel MesbahAC Milan, 37, D(L),M(L)","Djamel Mesbah AC Milan, 37, D(L),M(L)",1(1),106,1,1,2,-,1.5,1,-,-,5.92,-,-,0.5,0.5,-,-,-,1,20.5,75.6,-,1,-
0,"671Mustafa YumluTrabzonspor, 34, D(C)","Mustafa Yumlu Trabzonspor, 34, D(C)",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1,"672Radoslav KovácFC Basel 1893, 42, D(C)","Radoslav Kovác FC Basel 1893, 42, D(C)",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2,"673Marcelo MartinsShakhtar, 34, FW","Marcelo Martins Shakhtar, 34, FW",0(1),6,-,-,1,-,-,-,-,-,5.99,-,-,-,-,-,-,1,-,2,100,-,-,-
3,"674Mehmed AlispahicDinamo Zagreb, 34, Midfielder","Mehmed Alispahic Dinamo Zagreb, 34, Midfielder",1(1),70,2,-,0.5,-,-,0.5,-,-,5.99,-,-,0.5,-,1,-,0.5,1,10,90,-,1,-
4,"675Abou DiabyArsenal, 36, M(C)","Abou Diaby Arsenal, 36, M(C)",0(1),5,-,-,-,-,-,-,-,-,5.99,-,-,-,-,-,-,-,-,4,75,-,-,-
5,"676Alessandro RosinaZenit, 38, AM(C)","Alessandro Rosina Zenit, 38, AM(C)",0(1),1,-,-,1,-,-,-,-,-,5.98,-,-,-,-,-,-,-,-,-,-,-,-,-
6,"677Taulant XhakaFC Basel 1893, 31, D(R),DMC","Taulant Xhaka FC Basel 1893, 31, D(R),DMC",0(1),1,-,-,-,-,-,1,-,-,5.98,-,-,-,-,-,-,-,-,1,100,-,-,-
7,"678Arijan AdemiDinamo Zagreb, 31, M(C)","Arijan Ademi Dinamo Zagreb, 31, M(C)",1(1),117,1.5,0.5,1,-,2.5,-,-,-,5.97,-,-,-,0.5,-,-,0.5,-,18.5,91.9,-,2.5,-
8,"679Carlos TevezMan City, 38, AM(CL),FW","Carlos Tevez Man City, 38, AM(CL),FW",0(1),9,-,-,1,-,-,-,-,-,5.97,-,-,1,-,-,-,1,-,7,57.1,-,-,-
9,"680Marian CisovskyViktoria Plzen, 42, D(C)","Marian Cisovsky Viktoria Plzen, 42, D(C)",5,382,2,2.8,1.2,0.2,3.8,0.2,0.6,-,5.95,-,1,0.4,0.2,0.4,-,-,0.4,20.4,80.4,-,1.4,-
0,"661Maksim VolodkoBATE, 29, D(L),M(L)","Maksim Volodko BATE, 29, D(L),M(L)",0(1),7,-,-,-,-,-,-,-,-,6.02,-,-,-,-,-,-,-,-,1,100,-,-,-
1,"662Davy KlaassenAjax, 29, M(CL)","Davy Klaassen Ajax, 29, M(CL)",0(2),19,-,0.5,-,-,-,-,-,-,6.01,-,-,0.5,-,-,-,-,1,5,80,-,-,-
2,"663Radim ReznikViktoria Plzen, 33, D(R)","Radim Reznik Viktoria Plzen, 33, D(R)",0(2),13,-,-,-,-,-,-,-,-,6.01,-,-,-,-,-,-,-,-,4,100,-,-,-
3,"664Thierry HenryArsenal, 44, AM(L),FW","Thierry Henry Arsenal, 44, AM(L),FW",0(1),45,-,-,-,-,-,-,-,-,6.01,-,-,-,1,-,-,-,-,13,84.6,-,1,-
4,"665Genséric KusungaFC Basel 1893, 34, Defender","Genséric Kusunga FC Basel 1893, 34, Defender",0(2),3,-,-,-,-,-,-,-,-,6.01,-,-,-,-,-,-,-,-,3.5,71.4,-,-,-
5,"666Tasos PapazoglouOlympiacos, 33, Defender","Tasos Papazoglou Olympiacos, 33, Defender",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
6,"667Danny da CostaLeverkusen, 28, D(R),M(R)","Danny da Costa Leverkusen, 28, D(R),M(R)",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
7,"668Gennaro BraciglianoMarseille, 42, GK","Gennaro Bracigliano Marseille, 42, GK",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
8,"669Gianluca GravaNapoli, 45, D(C),M(R)","Gianluca Grava Napoli, 45, D(C),M(R)",0(1),1,-,-,-,-,2,1,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
9,"670Lorenzo CrisetigInter, 29, M(C)","Lorenzo Crisetig Inter, 29, M(C)",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,2,50,-,-,-
0,"651Jean Philippe SaboMarseille, 35, Defender","Jean Philippe Sabo Marseille, 35, Defender",0(1),1,-,-,-,-,-,-,-,-,6.04,-,-,-,-,-,-,-,-,2,100,-,-,-
1,"652Petr TrappViktoria Plzen, 36, Midfielder","Petr Trapp Viktoria Plzen, 36, Midfielder",0(1),12,-,-,-,-,-,-,-,-,6.04,-,-,-,-,-,-,-,-,6,66.7,-,1,-
2,"653Renato AugustoLeverkusen, 34, M(CLR),FW","Renato Augusto Leverkusen, 34, M(CLR),FW",3(1),247,0.3,1,1,-,-,0.5,0.3,-,6.04,-,-,1.5,0.5,0.5,0.3,1.5,1.5,23.3,77.4,-,1.3,-
3,"654Aykut AkgunTrabzonspor, 34, DMC","Aykut Akgun Trabzonspor, 34, DMC",0(3),12,0.3,-,-,-,-,-,-,-,6.04,-,-,-,-,-,-,-,1,3,88.9,-,-,-
4,"655Goran PandevNapoli, 38, M(CR),FW","Goran Pandev Napoli, 38, M(CR),FW",0(7),68,-,-,0.3,-,-,-,0.1,-,6.04,-,-,0.4,-,0.3,0.3,0.1,0.3,4,75,-,0.1,-
5,"656Elvir RahimicCSKA Moscow, 46, DMC","Elvir Rahimic CSKA Moscow, 46, DMC",0(1),3,-,-,-,-,-,-,-,-,6.03,-,-,-,-,-,-,-,-,-,-,-,-,-
6,"657Ioannis PotouridisOlympiacos, 30, midfielder","Ioannis Potouridis Olympiacos, 30, midfielder",0(1),1,-,-,-,-,-,-,-,-,6.03,-,-,-,-,-,-,-,-,-,-,-,-,-
7,"658Pak Kwang-RyongFC Basel 1893, 29, Forward","Pak Kwang-Ryong FC Basel 1893, 29, Forward",0(3),11,0.7,-,0.3,-,0.3,0.3,-,-,6.03,-,-,-,-,-,-,0.3,0.7,0.3,100,-,-,-
8,"659Domagoj VidaDinamo Zagreb, 33, D(CR)","Domagoj Vida Dinamo Zagreb, 33, D(CR)",6,513,1.7,1.3,1,1.5,4.2,0.8,0.2,-,6.03,-,-,0.2,-,0.3,-,0.5,0.7,30.5,80.9,-,1.8,-
9,"660Mario SantanaNapoli, 40, M(L)","Mario Santana Napoli, 40, M(L)",0(3),4,-,-,-,-,-,0.3,-,-,6.02,-,-,-,-,0.3,-,-,-,1,66.7,-,-,-
0,"641Mario SitumDinamo Zagreb, 30, M(R)","Mario Situm Dinamo Zagreb, 30, M(R)",0(3),56,0.3,-,-,-,-,-,-,-,6.07,-,-,0.3,-,0.7,-,0.3,-,5.7,76.5,-,0.3,-
1,"642David de GeaMan Utd, 31, GK","David de Gea Man Utd, 31, GK",4,360,-,-,-,-,1,-,-,-,6.06,-,-,-,-,0.3,-,-,-,26.8,59.8,-,8.8,-
2,"643Giuseppe MascaraNapoli, 42, AM(CL),FW","Giuseppe Mascara Napoli, 42, AM(CL),FW",0(2),12,-,0.5,-,-,-,-,-,-,6.05,-,-,-,-,1,0.5,-,-,4.5,55.6,-,0.5,-
3,"644Kirill AleksiyanBATE, 31, Midfielder","Kirill Aleksiyan BATE, 31, Midfielder",0(1),31,-,1,1,-,-,-,-,-,6.05,-,-,-,-,-,-,-,1,7.0,85.7,-,-,-
4,"645Maximiliano LópezAC Milan, 38, FW","Maximiliano López AC Milan, 38, FW",0(1),7,-,-,-,-,-,-,-,-,6.05,-,-,-,-,-,-,1,-,2.0,50.0,-,-,-
5,"646Mateja KezmanBATE, 43, AM(L)","Mateja Kezman BATE, 43, AM(L)",3(2),230,0.2,-,0.8,-,-,-,-,-,6.05,-,-,1.2,0.2,1.4,0.2,0.8,0.4,7.4,75.7,-,-,-
6,"647Elianiv BardaGenk, 40, Forward","Elianiv Barda Genk, 40, Forward",2(4),211,0.2,0.2,0.7,-,-,0.3,-,-,6.05,-,-,0.7,0.7,1.8,0.7,1.5,1.5,10.3,72.6,0.2,0.8,-
7,"648Ronny RodelinLille, 32, AM(CLR),FW","Ronny Rodelin Lille, 32, AM(CLR),FW",0(2),5,-,0.5,-,-,-,-,-,-,6.05,-,-,-,-,-,-,-,-,2.0,50.0,-,-,-
8,"649Ezekiel FryersMan Utd, 29, D(CL)","Ezekiel Fryers Man Utd, 29, D(CL)",0(1),1,-,-,-,-,-,-,-,-,6.04,-,-,-,-,-,-,-,-,1.0,100.0,-,-,-
9,"650Ishak BelfodilLyon, 30, AM(LR),FW","Ishak Belfodil Lyon, 30, AM(LR),FW",0(2),11,-,-,-,-,-,-,-,-,6.04,-,-,-,0.5,-,-,-,0.5,4.5,88.9,-,0.5,-
0,"631Marti RiverolaBarcelona, 31, Midfielder","Marti Riverola Barcelona, 31, Midfielder",0(1),11,-,1,-,-,-,-,-,-,6.11,-,-,-,-,-,-,-,1,13.0,84.6,-,1,-
1,"632Takashi UsamiBayern, 30, AM(LR)","Takashi Usami Bayern, 30, AM(LR)",0(1),9,-,-,-,-,-,-,-,-,6.11,-,-,-,1,-,-,-,-,8.0,100.0,-,-,-
2,"633Nektarious AlexandrouAPOEL Nicosia, 38, M(L)","Nektarious Alexandrou APOEL Nicosia, 38, M(L)",3(3),211,0.5,0.7,1,-,1.2,0.7,0.3,-,6.1,-,-,-,-,0.5,-,0.5,1.2,11.0,66.7,-,0.2,-
3,"634CataláVillarreal, 37, D(CL)","Catalá Villarreal, 37, D(CL)",4,360,1,1.8,1.5,-,1.5,0.3,0.8,-,6.09,-,-,0.3,0.5,1,-,0.3,0.5,43.3,86.7,-,1.8,-
4,"635NilmarVillarreal, 37, FW","Nilmar Villarreal, 37, FW",3,212,1,1,0.3,-,0.3,1,-,-,6.09,-,-,1.7,-,2.3,-,3,4.3,9.7,75.9,-,-,-
5,"636Oleksandr ChizhovShakhtar, 35, Defender","Oleksandr Chizhov Shakhtar, 35, Defender",2,163,3.5,2,2,-,3.5,1.5,-,-,6.09,-,-,0.5,-,-,-,0.5,-,29.5,94.9,-,2,-
6,"637Kennedy NwangangaGenk, 31, Forward","Kennedy Nwanganga Genk, 31, Forward",2(3),185,0.8,0.2,0.6,-,-,0.2,-,-,6.08,-,-,0.4,0.4,0.4,-,0.6,1.8,7.4,70.3,-,0.2,-
7,"638Danko LazovicZenit, 39, Forward","Danko Lazovic Zenit, 39, Forward",1(5),161,0.2,0.3,0.5,-,-,0.2,-,-,6.08,-,-,0.7,0.5,1.5,0.8,0.5,0.3,7.2,74.4,0.3,0.7,-
8,"639Edgar OlekhnovichBATE, 35, DMC","Edgar Olekhnovich BATE, 35, DMC",2(3),254,0.8,1,0.6,-,1.4,0.4,0.2,-,6.08,-,-,0.2,0.4,0.6,-,0.8,0.2,23.0,80.9,-,2.2,-
9,"640Szabolcs HusztiZenit, 39, M(CLR)","Szabolcs Huszti Zenit, 39, M(CLR)",0(1),4,-,1,1,-,-,-,-,-,6.07,-,-,-,-,-,-,1,-,2.0,50.0,-,-,-
0,"621Diego LópezVillarreal, 40, GK","Diego López Villarreal, 40, GK",6,540,-,-,-,-,0.2,0.2,-,-,6.12,-,-,-,-,-,-,-,-,24.7,70.3,-,9.3,-
1,"622Gerard BordasVillarreal, 40, Midfielder","Gerard Bordas Villarreal, 40, Midfielder",0(1),13,-,1,-,-,-,-,-,-,6.12,-,-,-,-,1,-,1,1,7,85.7,-,1,-
2,"623Laurent BonnartLille, 42, D(L)","Laurent Bonnart Lille, 42, D(L)",0(1),6,-,-,1,-,-,-,-,-,6.12,-,-,-,-,1,-,-,-,4,50,1,-,-
3,"624Simone GanzAC Milan, 28, Forward","Simone Ganz AC Milan, 28, Forward",0(1),7,-,-,-,-,-,-,-,-,6.12,-,-,-,-,-,-,-,-,4,75,-,-,-
4,"625Deividas SemberasCSKA Moscow, 43, DMC","Deividas Semberas CSKA Moscow, 43, DMC",1(3),109,0.5,1,0.5,-,0.3,1.3,-,-,6.11,-,-,-,-,0.3,-,0.3,0.3,14.8,88.1,-,-,-
5,"626Esteban SolariAPOEL Nicosia, 42, Forward","Esteban Solari APOEL Nicosia, 42, Forward",1(6),175,0.3,0.3,0.9,-,0.1,0.1,-,-,6.11,1,-,0.7,0.6,0.3,0.6,0.3,1,8.1,77.2,-,0.4,-
6,"627Marko PantelicOlympiacos, 43, Forward","Marko Pantelic Olympiacos, 43, Forward",0(3),23,-,-,-,-,0.3,-,-,-,6.11,-,-,-,-,-,0.7,0.3,-,3,55.6,-,-,-
7,"628Gabriel VigliantiOtelul Galati, 42, Midfielder","Gabriel Viglianti Otelul Galati, 42, Midfielder",0(4),69,0.5,-,0.8,-,-,-,-,-,6.11,-,-,0.3,0.3,0.3,0.3,0.3,-,4.5,66.7,0.3,0.3,-
8,"629Gerard DeulofeuBarcelona, 28, AM(CLR),FW","Gerard Deulofeu Barcelona, 28, AM(CLR),FW",0(1),20,-,2,-,-,-,-,-,-,6.11,-,-,-,-,-,-,-,1,15,66.7,-,-,-
9,"630Marcos GullónVillarreal, 33, D(C),M(C)","Marcos Gullón Villarreal, 33, D(C),M(C)",0(1),2,-,-,-,-,2,-,-,-,6.11,-,-,-,-,1,-,-,-,-,-,-,-,-
0,"611Ionut NeaguOtelul Galati, 32, M(C)","Ionut Neagu Otelul Galati, 32, M(C)",4,302,1.5,1.3,2.3,-,-,1.8,-,-,6.14,-,-,1,1.5,2,0.3,2.3,2.8,43.3,71.7,-,2.8,-
1,"612Abel MasueroGenk, 34, D(CR)","Abel Masuero Genk, 34, D(CR)",1,46,2,3,-,1,-,2,-,-,6.14,-,-,-,-,1,-,-,-,15.0,86.7,-,3,-
2,"613Ireneusz JelenLille, 41, AM(LR),FW","Ireneusz Jelen Lille, 41, AM(LR),FW",1(1),64,0.5,-,0.5,-,-,-,-,-,6.13,-,-,1,-,0.5,1,-,-,7.5,86.7,-,-,-
3,"614Jordan AyewMarseille, 30, AM(CLR),FW","Jordan Ayew Marseille, 30, AM(CLR),FW",2(4),227,0.7,0.7,1.8,-,-,0.3,-,-,6.13,-,-,1.2,0.5,0.5,0.3,1.7,1.5,11.0,81.8,-,-,-
4,"615Branko GrahovacOtelul Galati, 38, GK","Branko Grahovac Otelul Galati, 38, GK",6,540,-,-,0.2,-,0.7,-,-,-,6.13,-,-,-,-,-,-,-,0.2,22.0,40.9,-,4.8,-
5,"616Javier CamuñasVillarreal, 41, AM(CL),FW","Javier Camuñas Villarreal, 41, AM(CL),FW",0(3),101,-,0.3,0.7,-,-,0.3,-,-,6.13,-,-,0.3,1,0.7,-,1.3,2,25.0,86.7,0.3,0.3,-
6,"617Adam JohnsonMan City, 34, M(CLR)","Adam Johnson Man City, 34, M(CLR)",1(4),90,0.4,-,-,-,0.2,-,-,-,6.13,-,-,0.4,-,0.4,0.2,0.4,0.4,10.0,70.0,-,0.6,-
7,"618Josip SimunicDinamo Zagreb, 44, D(C)","Josip Simunic Dinamo Zagreb, 44, D(C)",2(1),225,1.3,0.7,1,0.3,3,-,0.3,-,6.12,-,-,0.3,-,0.7,-,-,0.3,34.7,80.8,-,1.3,-
8,"619Carlos MarchenaVillarreal, 42, D(C)","Carlos Marchena Villarreal, 42, D(C)",4,360,3.5,2,2.3,1.8,3.8,0.5,-,1,6.12,-,-,-,-,1.3,-,0.3,0.5,42.0,82.7,-,4.5,-
