,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"551Ikechukwu UcheReal Zaragoza, 38, FW","Ikechukwu Uche Real Zaragoza, 38, FW",1,90,1,-,1,-,1,-,-,-,5.84,-,-,1,-,5,1,4,1,25,72,-,1,-
0,"541Sergio RodríguezReal Betis, 29, Midfielder","Sergio Rodríguez Real Betis, 29, Midfielder",0(3),114,-,1,-,-,-,0.3,-,-,6.0,-,-,0.7,-,1,-,0.7,1.7,18.3,81.8,-,-,-
1,"542Aitor NúñezRayo Vallecano, 34, D(R)","Aitor Núñez Rayo Vallecano, 34, D(R)",0(1),61,3,-,3,-,3,2,1,-,6.0,-,-,-,-,-,-,-,-,10,70,-,2,-
2,"543Cristian AlfonsoEspanyol, 33, Midfielder","Cristian Alfonso Espanyol, 33, Midfielder",0(5),48,0.4,-,0.6,-,-,-,-,-,6.0,-,-,0.4,-,-,-,0.4,1,5.8,93.1,-,0.2,-
3,"544Pedro MartínAtletico, 30, Forward","Pedro Martín Atletico, 30, Forward",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,1,-,-,-,-,-,-,-,-
4,"545Joel ValenciaReal Zaragoza, 27, Forward","Joel Valencia Real Zaragoza, 27, Forward",0(1),8,-,1,-,-,-,-,-,-,5.98,-,-,-,-,-,-,1,-,4,100,-,-,-
5,"546JeséReal Madrid, 29, AM(LR),FW","Jesé Real Madrid, 29, AM(LR),FW",0(1),9,-,-,-,-,-,-,-,-,5.97,-,-,-,-,-,-,-,1,7,85.7,-,-,-
6,"547Rober CorreaRayo Vallecano, 29, D(R)","Rober Correa Rayo Vallecano, 29, D(R)",2,93,0.5,0.5,2,-,0.5,1,1,-,5.92,-,-,-,-,0.5,-,-,-,6.5,46.2,-,-,-
7,"548Sergio AsenjoAtletico, 32, GK","Sergio Asenjo Atletico, 32, GK",1(1),156,-,-,-,-,0.5,0.5,-,-,5.92,-,-,-,-,0.5,-,-,-,27,38.9,-,9.5,-
8,"549Rubén MartínezMalaga, 37, GK","Rubén Martínez Malaga, 37, GK",2(2),248,-,-,-,-,1.3,0.8,-,-,5.89,-,-,-,-,0.3,-,-,-,12.8,56.9,-,3.5,-
