,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
6,"547Jaume GrauOsasuna, 25, DMC","Jaume Grau Osasuna, 25, DMC",0(1),2,1.0,-,-,-,-,1,-,-,6.11,-,-,-,-,-,-,-,-,4,50,-,-,-
7,"548Loren MorónReal Betis, 28, FW","Loren Morón Real Betis, 28, FW",0(1),3,1.0,-,-,-,-,-,-,-,6.11,-,-,-,-,-,-,-,1,-,-,-,-,-
8,"549Mamadou SyllaDeportivo Alaves, 28, FW","Mamadou Sylla Deportivo Alaves, 28, FW",4(9),391,0.2,0.1,0.6,-,0.4,0.1,-,-,6.11,-,-,0.2,0.2,0.5,0.5,0.2,1.2,4.8,61.9,0.2,0.1,-
9,"550JosemaElche, 25, D(CL)","Josema Elche, 25, D(CL)",1(5),181,0.5,-,0.5,-,1.8,0.3,0.2,-,6.11,-,-,-,0.2,0.7,-,-,0.7,7.7,67.4,-,0.5,-
0,"531Alex PetxarromanAthletic Bilbao, 25, Defender","Alex Petxarroman Athletic Bilbao, 25, Defender",1(16),401,0.7,0.2,0.6,-,0.4,0.2,0.1,-,6.15,-,-,0.1,0.1,0.7,-,0.2,0.5,12.4,75.2,-,0.8,0.1
1,"532Oier SanjurjoOsasuna, 36, D(CR),M(C)","Oier Sanjurjo Osasuna, 36, D(CR),M(C)",9(17),751,0.4,-,0.7,-,0.3,0.7,0.1,-,6.15,1,-,0.3,0.1,0.2,0.1,0.2,0.3,11.9,72.2,0.1,0.7,-
2,"533Orbelín PinedaCelta Vigo, 26, Midfielder","Orbelín Pineda Celta Vigo, 26, Midfielder",0(7),94,0.6,-,0.3,-,0.1,0.1,-,-,6.14,-,-,0.7,0.1,0.6,-,0.4,0.3,9.3,87.7,-,0.6,-
3,"534BaldeBarcelona, 18, Defender","Balde Barcelona, 18, Defender",2(3),188,0.4,0.2,0.8,-,-,-,0.4,-,6.14,-,-,0.2,0.2,0.8,-,0.6,0.8,27.8,95.7,0.4,-,-
4,"535Dídac ViláEspanyol, 32, D(L),M(L)","Dídac Vilá Espanyol, 32, D(L),M(L)",1(8),197,0.8,0.3,0.8,0.1,0.9,0.6,0.1,-,6.14,-,-,-,0.3,0.1,-,-,0.7,7.8,80.0,-,0.1,-
5,"536Augusto SolariCelta Vigo, 30, AM(CR)","Augusto Solari Celta Vigo, 30, AM(CR)",4(22),700,0.9,0.3,0.9,-,0.3,0.8,0.2,-,6.14,-,-,0.3,0.2,0.4,-,0.5,0.7,14.3,69.3,0.3,0.4,-
6,"537Sergio RicoMallorca, 28, GK","Sergio Rico Mallorca, 28, GK",14,1260,-,-,-,-,0.6,-,-,-,6.13,-,-,-,0.1,-,-,-,-,22.1,62.9,-,7.5,-
7,"538Wu LeiEspanyol, 30, AM(CLR),FW","Wu Lei Espanyol, 30, AM(CLR),FW",4(19),461,0.1,0.2,0.2,-,0.1,0.2,-,-,6.13,1,-,0.3,0.3,0.2,0.2,-,0.3,3.6,69.9,-,0.1,-
8,"539Álvaro BastidaCadiz, 18, Midfielder","Álvaro Bastida Cadiz, 18, Midfielder",2(4),195,1.2,0.5,0.2,-,0.2,0.2,-,-,6.13,-,-,-,-,-,-,-,-,8.8,77.4,-,0.7,-
9,"540Jaime MataGetafe, 33, FW","Jaime Mata Getafe, 33, FW",5(18),664,0.3,-,1.1,-,0.2,0.3,-,-,6.13,1,-,0.4,0.3,0.7,0.4,0.3,1.5,8.4,68.4,-,0.1,-
0,"521Daniel WassAtletico, 32, D(LR),M(CLR)","Daniel Wass Atletico, 32, D(LR),M(CLR)",0(1),45,-,-,1,-,3,-,-,-,6.17,-,-,-,-,1,1,-,-,17.0,76.5,-,-,-
1,"522Saul GarcíaDeportivo Alaves, 27, Defender","Saul García Deportivo Alaves, 27, Defender",0(1),3,1,-,-,-,-,-,-,-,6.17,-,-,-,-,-,-,-,-,3.0,33.3,-,1,-
2,"523Koba KoindrediValencia, 20, Midfielder","Koba Koindredi Valencia, 20, Midfielder",1(9),175,0.4,0.4,0.8,-,0.4,0.4,-,-,6.16,-,-,0.1,0.2,0.6,-,0.3,0.6,4.4,68.2,-,0.2,-
3,"524Diego LainezReal Betis, 21, AM(R)","Diego Lainez Real Betis, 21, AM(R)",1(6),136,0.1,0.1,0.6,-,-,0.4,-,-,6.16,-,-,0.1,0.4,0.1,-,1.1,0.4,7.7,79.6,-,0.1,-
4,"525José MacíasGetafe, 22, Forward","José Macías Getafe, 22, Forward",2(5),202,0.1,0.1,0.1,-,-,0.1,-,-,6.16,-,-,0.6,-,1.6,0.6,0.3,1.4,5.9,73.2,-,-,-
5,"526Pere PonsDeportivo Alaves, 29, M(C)","Pere Pons Deportivo Alaves, 29, M(C)",17(10),1376,1,0.2,0.9,-,0.4,0.5,-,-,6.16,1,-,0.6,0.4,0.6,0.1,0.4,1.3,13.3,73.1,0.1,0.4,-
6,"527Manu VallejoDeportivo Alaves, 25, FW","Manu Vallejo Deportivo Alaves, 25, FW",2(9),366,0.7,-,0.4,-,0.2,0.8,-,-,6.15,1,1,0.3,0.4,0.3,-,0.4,1.2,9.0,75.8,0.4,0.3,-
7,"528José FontánCelta Vigo, 22, D(CL)","José Fontán Celta Vigo, 22, D(CL)",3(6),274,0.6,1.1,1.1,0.1,1.1,0.4,0.1,-,6.15,-,-,0.1,0.2,-,-,0.1,-,21.4,85.5,0.2,0.9,-
8,"529Kévin RodriguesRayo Vallecano, 28, D(L),M(L)","Kévin Rodrigues Rayo Vallecano, 28, D(L),M(L)",5(8),434,1.2,0.5,0.4,0.1,0.3,0.3,0.1,-,6.15,-,-,0.3,0.2,0.5,-,0.4,0.8,13.1,71.2,0.1,0.5,-
9,"530Iván ChapelaCadiz, 23, Forward","Iván Chapela Cadiz, 23, Forward",4(5),400,0.4,0.4,0.4,-,0.6,0.2,0.1,-,6.15,-,-,0.3,0.2,1,0.1,0.3,0.9,8.3,69.3,-,1,-
0,"511Jordi MboulaMallorca, 23, AM(R)","Jordi Mboula Mallorca, 23, AM(R)",5(6),433,0.7,0.3,0.5,-,0.2,0.4,0.1,-,6.19,-,-,0.5,0.3,0.8,0.5,0.7,1,6.9,64.5,0.1,-,-
1,"512PeterReal Madrid, 19, Midfielder","Peter Real Madrid, 19, Midfielder",0(3),25,-,0.3,-,-,-,-,-,-,6.19,-,-,0.7,0.7,0.7,-,0.3,0.3,5.3,81.3,-,0.3,-
2,"513Sergio PostigoLevante, 33, D(C)","Sergio Postigo Levante, 33, D(C)",10(3),849,0.8,0.5,0.4,0.5,3.5,0.3,0.4,-,6.19,-,-,0.2,0.2,0.2,-,0.1,0.2,27.9,83.5,-,1.4,-
3,"514MonchuGranada, 22, M(C)","Monchu Granada, 22, M(C)",7(7),665,1.1,0.3,2.1,-,0.3,0.4,0.2,-,6.18,-,-,0.6,0.2,0.8,-,0.6,0.9,23.7,80.4,0.1,1.5,-
4,"515Facundo PellistriDeportivo Alaves, 20, AM(R)","Facundo Pellistri Deportivo Alaves, 20, AM(R)",6(15),665,0.4,0.3,0.4,-,0.2,0.4,0.1,-,6.18,-,-,0.3,0.3,1,0.1,0.6,1.1,6.4,77,-,-,-
5,"516José PozoRayo Vallecano, 26, AM(C)","José Pozo Rayo Vallecano, 26, AM(C)",0(5),68,0.4,-,0.6,-,0.2,0.2,-,-,6.18,-,-,0.6,0.6,0.4,-,0.4,0.4,9.8,91.8,0.2,0.6,0.4
6,"517Diego CondeGetafe, 23, Goalkeeper","Diego Conde Getafe, 23, Goalkeeper",0(1),5,-,-,-,-,-,-,-,-,6.18,-,-,-,-,-,-,-,-,6.0,-,-,-,-
7,"518Isma RuizGranada, 21, Midfielder","Isma Ruiz Granada, 21, Midfielder",3(5),282,0.4,0.4,0.3,-,0.3,1,0.3,-,6.18,-,-,0.5,0.3,0.4,0.1,0.1,0.1,15.4,83.7,-,0.9,-
8,"519Enric FranquesaLevante, 25, Defender","Enric Franquesa Levante, 25, Defender",6(10),618,0.3,0.4,0.4,0.1,0.5,0.1,-,-,6.18,-,-,0.1,0.2,0.4,0.1,0.5,0.6,12.4,73.9,0.1,0.4,-
9,"520Daniel VillahermosaEspanyol, 21, Midfielder","Daniel Villahermosa Espanyol, 21, Midfielder",0(1),22,-,-,-,-,1,-,-,-,6.17,-,-,-,-,1,-,1,1,7.0,57.1,-,1,-
0,"501Nikola VukcevicLevante, 30, DMC","Nikola Vukcevic Levante, 30, DMC",0(6),114,0.5,0.3,0.7,-,0.2,0.2,-,-,6.21,-,-,0.2,0.3,0.2,-,-,0.3,12.2,82.2,-,-,-
1,"502Jakub JanktoGetafe, 26, M(CLR)","Jakub Jankto Getafe, 26, M(CLR)",7(8),585,0.7,0.3,0.2,0.1,0.5,0.5,-,-,6.2,-,2,0.4,0.3,0.5,-,0.3,0.5,12.5,70.6,0.3,0.4,-
2,"503Carlos BaccaGranada, 35, FW","Carlos Bacca Granada, 35, FW",5(13),509,0.2,0.1,0.2,-,0.2,0.2,-,-,6.2,-,1,0.5,0.4,0.4,0.3,0.2,0.4,5.2,65.6,-,0.1,0.1
3,"504Yusuf DemirBarcelona, 18, Forward","Yusuf Demir Barcelona, 18, Forward",2(4),191,0.5,0.3,-,-,0.2,0.5,-,-,6.2,-,-,0.2,-,0.7,-,0.8,1.3,12.5,90.7,-,-,-
4,"505TachiDeportivo Alaves, 24, D(C)","Tachi Deportivo Alaves, 24, D(C)",2(3),238,1.2,0.2,0.6,0.6,1.8,0.4,0.6,-,6.2,-,-,-,0.2,0.8,-,-,0.4,17.2,62.8,0.2,2.6,-
5,"506Germán ValeraReal Sociedad, 20, Forward","Germán Valera Real Sociedad, 20, Forward",0(3),49,1.0,-,1,-,0.3,-,-,-,6.2,-,-,0.3,-,-,-,0.3,1.3,5.7,82.4,-,0.3,-
6,"507Roberto SoldadoLevante, 36, FW","Roberto Soldado Levante, 36, FW",7(11),664,0.2,0.1,0.5,0.1,0.4,0.1,-,-,6.2,3,2,0.9,0.4,0.3,0.5,0.2,0.7,8.1,66.2,0.1,0.2,-
7,"508Loren MorónEspanyol, 28, FW","Loren Morón Espanyol, 28, FW",4(17),556,0.3,0.1,0.5,-,0.4,0.6,-,-,6.2,1,-,0.5,0.2,0.7,0.3,0.4,0.8,4.0,58.8,-,-,-
8,"509Matías ArezoGranada, 19, Forward","Matías Arezo Granada, 19, Forward",1(7),156,0.6,0.1,0.4,-,0.1,0.6,-,-,6.2,-,-,0.6,0.8,0.1,-,0.4,1.1,4.1,51.5,-,-,-
9,"510Miguel De la FuenteDeportivo Alaves, 22, FW","Miguel De la Fuente Deportivo Alaves, 22, FW",10(12),828,0.3,-,0.9,-,0.3,0.6,-,-,6.19,1,1,1,0.2,0.9,0.2,0.5,1.5,6.9,66.4,-,0.1,-
