,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"601Jérôme HergaultLorient, 36, D(LR),M(R)","Jérôme Hergault Lorient, 36, D(LR),M(R)",5(3),354,0.4,0.5,0.9,0.1,0.9,0.4,0.1,-,5.86,-,-,0.1,0.1,0.4,-,0.3,1,19.6,75.2,0.4,0.5,-
1,"602Yadaly DiabyClermont Foot, 21, Midfielder","Yadaly Diaby Clermont Foot, 21, Midfielder",0(5),64,-,0.4,0.4,-,0.4,0.2,-,-,5.85,-,-,0.4,-,0.2,-,0.2,0.4,3.6,66.7,-,-,-
2,"603Charles AbiSaint-Etienne, 22, FW","Charles Abi Saint-Etienne, 22, FW",1,46,-,-,1.0,-,-,1,-,-,5.84,-,-,-,-,-,-,-,3,6.0,50.0,-,-,-
3,"604Amadou TraoréBordeaux, 20, Forward","Amadou Traoré Bordeaux, 20, Forward",0(1),18,-,-,1.0,-,-,-,-,-,5.71,-,-,-,-,-,-,1,-,3.0,66.7,-,-,-
4,"605Maxwel CornetLyon, 25, D(L),M(LR),FW","Maxwel Cornet Lyon, 25, D(L),M(LR),FW",1,65,3,1,2.0,-,1,1,-,-,5.06,-,-,-,1,1,-,1,-,35.0,85.7,1,-,-
0,"591Romain PhilippoteauxBrest, 34, AM(LR)","Romain Philippoteaux Brest, 34, AM(LR)",0(1),23,1,-,-,-,-,-,-,-,5.95,-,-,-,-,-,1,-,2,6.0,100.0,-,-,-
1,"592Jeanuël BelocianRennes, 17, Defender","Jeanuël Belocian Rennes, 17, Defender",0(1),11,-,-,-,-,-,-,-,-,5.94,-,-,-,-,1,-,-,-,10.0,80.0,-,-,-
2,"593Johaneko Louis JeanBordeaux, 17, Defender","Johaneko Louis Jean Bordeaux, 17, Defender",0(1),11,-,-,-,-,-,-,-,-,5.94,-,-,-,-,-,-,1,1,6.0,83.3,-,1,-
3,"594Oussama TarghallineMarseille, 20, Midfielder","Oussama Targhalline Marseille, 20, Midfielder",0(2),4,-,-,1,-,-,-,-,-,5.94,-,-,-,-,-,-,-,-,3.5,100.0,-,-,-
4,"595Abdoulaye SyllaNantes, 22, Defender","Abdoulaye Sylla Nantes, 22, Defender",2,158,2,0.5,2.5,-,1.5,1,1.5,-,5.93,-,-,-,-,-,-,-,-,38.0,71.1,-,2.5,-
5,"596Tiago RibeiroMonaco, 20, Defender","Tiago Ribeiro Monaco, 20, Defender",0(1),1,-,-,-,-,-,-,-,-,5.91,-,-,-,-,-,-,-,-,2.0,100.0,-,-,-
6,"597Lucas CalodatSaint-Etienne, 20, Defender","Lucas Calodat Saint-Etienne, 20, Defender",0(1),4,-,-,-,-,-,-,-,-,5.9,-,-,-,-,-,-,-,-,2.0,100.0,-,-,-
7,"598Josh MajaBordeaux, 23, FW","Josh Maja Bordeaux, 23, FW",0(2),8,-,-,-,-,-,-,-,-,5.9,-,-,-,0.5,-,-,-,1.5,2.5,80.0,-,-,-
8,"599Jason MbockAngers, 22, Forward","Jason Mbock Angers, 22, Forward",0(1),16,-,-,-,-,-,-,-,-,5.88,-,-,-,-,2,1,1,-,4.0,75.0,-,-,-
9,"600Ibrahim DiakitéReims, 18, Defender","Ibrahim Diakité Reims, 18, Defender",0(1),3,-,-,-,-,-,1,-,-,5.86,-,-,-,-,-,-,-,-,2.0,50.0,-,-,-
0,"581Théo Le BrisLorient, 19, Defender","Théo Le Bris Lorient, 19, Defender",0(4),57,0.5,-,-,-,0.3,0.3,-,-,6.0,-,-,-,-,-,-,0.3,0.5,4,75,-,-,-
1,"582Farid El MelaliAngers, 25, AM(R)","Farid El Melali Angers, 25, AM(R)",0(2),12,-,-,-,-,0.5,0.5,-,-,5.99,-,-,0.5,-,-,-,0.5,-,1.5,66.7,-,-,-
