,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"751Youssef En-NesyriSevilla, 24, FW","Youssef En-Nesyri Sevilla, 24, FW",1(1),83,-,-,2.5,-,0.5,-,-,-,5.48,-,-,1.5,-,1.5,-,1,2,4,75,-,-,-
0,"741Francisco ConceiçãoPorto, 19, Forward","Francisco Conceição Porto, 19, Forward",0(2),37,-,0.5,0.5,-,-,1,-,-,5.87,-,-,0.5,-,-,-,-,0.5,6.0,75.0,-,-,-
1,"742Vladyslav SupryahaDynamo Kyiv, 22, Forward","Vladyslav Supryaha Dynamo Kyiv, 22, Forward",1(1),81,0.5,-,1,-,-,-,-,-,5.86,-,-,-,0.5,1,0.5,-,2.5,8.0,93.8,-,-,-
2,"743Oleksandr AndrievskyiDynamo Kyiv, 27, DMC","Oleksandr Andrievskyi Dynamo Kyiv, 27, DMC",1(1),94,1.5,1,-,-,-,2,-,-,5.83,-,-,-,0.5,0.5,-,-,2.5,24.5,83.7,-,2.5,-
3,"744Emre CanBorussia Dortmund, 28, D(CLR),DMC","Emre Can Borussia Dortmund, 28, D(CLR),DMC",0(2),74,0.5,-,0.5,-,-,1,-,-,5.81,-,-,-,0.5,0.5,-,-,0.5,20.5,90.2,-,2,0.5
4,"745André OnanaAjax, 26, GK","André Onana Ajax, 26, GK",2,180,-,-,-,-,0.5,-,-,-,5.74,-,-,-,-,0.5,-,-,-,25.5,82.4,-,1,-
5,"746Youssoufa MoukokoBorussia Dortmund, 17, Forward","Youssoufa Moukoko Borussia Dortmund, 17, Forward",0(1),20,-,-,2,-,-,1,-,-,5.73,-,-,2,-,-,-,1,-,5.0,100.0,-,-,-
6,"747Matteo LovatoAtalanta, 22, D(C)","Matteo Lovato Atalanta, 22, D(C)",0(1),45,-,1,1,-,1,-,-,-,5.7,-,-,-,-,-,-,-,1,18.0,77.8,-,-,-
7,"748Benjamin VerbicDynamo Kyiv, 28, AM(L),FW","Benjamin Verbic Dynamo Kyiv, 28, AM(L),FW",1(2),91,0.3,-,1,-,-,0.3,-,-,5.66,-,-,1,0.7,1.3,-,0.3,2,7.7,73.9,-,-,-
8,"749Eric LarssonMalmoe FF, 30, D(R),M(R)","Eric Larsson Malmoe FF, 30, D(R),M(R)",3(1),274,-,0.5,1.3,0.3,1.5,1,-,-,5.63,-,-,0.3,0.8,2,-,0.8,1,21.5,75.6,0.8,1.3,-
9,"750Cisse SandraClub Bruges, 18, Midfielder","Cisse Sandra Club Bruges, 18, Midfielder",1,57,-,-,-,-,-,-,-,-,5.62,-,-,1,-,-,-,4,1,14.0,64.3,-,-,-
0,"731Erdal RakipMalmoe FF, 26, M(CR)","Erdal Rakip Malmoe FF, 26, M(CR)",4(2),273,1,-,2,-,-,0.5,0.2,-,5.93,-,-,0.5,-,1,-,0.3,0.8,12.0,63.9,-,0.2,-
1,"732Malik AbubakariMalmoe FF, 22, Forward","Malik Abubakari Malmoe FF, 22, Forward",0(4),115,-,-,1.3,-,0.8,-,-,-,5.91,-,-,0.5,0.3,1,-,1,1.5,7.3,79.3,-,0.3,-
2,"733Tyler AdamsRBL, 23, D(R),M(CR)","Tyler Adams RBL, 23, D(R),M(CR)",3(2),293,1.8,0.4,1.2,-,0.6,1,0.6,-,5.91,-,-,-,-,0.4,-,0.6,0.2,34.0,86.5,-,1.4,-
3,"734Steffen TiggesBorussia Dortmund, 23, Forward","Steffen Tigges Borussia Dortmund, 23, Forward",1(1),99,0.5,-,2,-,-,1,0.5,-,5.91,-,-,0.5,-,0.5,0.5,1.5,2,10.0,50,-,0.5,-
4,"735Volodymyr ShepelevDynamo Kyiv, 24, DMC","Volodymyr Shepelev Dynamo Kyiv, 24, DMC",0(2),54,-,0.5,1.5,-,-,1,-,-,5.91,-,-,-,-,-,0.5,0.5,1.5,14.5,82.8,-,-,-
5,"736Wesley MoraesClub Bruges, 25, FW","Wesley Moraes Club Bruges, 25, FW",0(2),26,-,-,-,-,-,-,-,-,5.91,-,-,-,-,0.5,-,0.5,0.5,4.5,66.7,-,0.5,-
6,"737Dani RabaVillarreal, 26, AM(CR)","Dani Raba Villarreal, 26, AM(CR)",0(1),11,-,-,-,-,-,-,-,-,5.9,-,-,-,-,-,-,-,-,4.0,75,-,-,-
7,"738DentinhoShakhtar, 33, Midfielder","Dentinho Shakhtar, 33, Midfielder",0(1),4,-,-,1,-,-,-,-,-,5.89,-,-,-,-,-,-,-,-,2.0,100,-,-,-
8,"739Daniel GinczekWolfsburg, 31, AM(R),FW","Daniel Ginczek Wolfsburg, 31, AM(R),FW",0(1),2,-,-,-,-,-,-,-,-,5.89,-,-,-,-,-,-,-,-,1.0,-,-,-,-
9,"740Rúben VinagreSporting, 23, D(L),M(L)","Rúben Vinagre Sporting, 23, D(L),M(L)",1(1),64,-,-,-,-,1,0.5,0.5,-,5.88,-,-,-,-,0.5,-,0.5,1,12.5,76,-,-,-
0,"721Liam DelapMan City, 19, Forward","Liam Delap Man City, 19, Forward",0(1),5,-,-,2,-,-,-,-,-,5.97,-,-,-,-,-,-,-,1,-,-,-,-,-
1,"722Stjepan RadeljicFC Sheriff, 24, Defender","Stjepan Radeljic FC Sheriff, 24, Defender",0(3),78,-,-,0.3,-,1.3,0.3,-,-,5.97,-,-,-,-,-,-,-,0.3,12,75,-,-,-
2,"723Mauro IcardiPSG, 29, FW","Mauro Icardi PSG, 29, FW",0(3),47,-,-,-,-,0.3,0.3,-,-,5.97,-,-,0.3,0.3,-,1.3,-,-,3,55.6,-,-,-
3,"724Brian BrobbeyAjax, 20, FW","Brian Brobbey Ajax, 20, FW",0(1),9,-,-,-,-,-,-,-,-,5.96,-,-,-,-,1,2,-,-,1,-,-,-,-
4,"725Maxim CojocaruFC Sheriff, 24, Midfielder","Maxim Cojocaru FC Sheriff, 24, Midfielder",0(2),15,-,-,0.5,-,0.5,-,-,-,5.95,-,-,-,-,-,-,-,0.5,1,100,-,-,-
5,"726Ridvan YilmazBesiktas, 21, D(L),M(L)","Ridvan Yilmaz Besiktas, 21, D(L),M(L)",2,136,2,2,0.5,-,1,-,0.5,-,5.95,-,-,-,-,1,-,0.5,2,28,82.1,-,0.5,-
6,"727Noah EileMalmoe FF, 19, Defender","Noah Eile Malmoe FF, 19, Defender",0(1),3,-,-,-,-,1,-,-,-,5.94,-,-,-,-,-,-,-,-,1,-,-,-,-
7,"728Eric RamírezDynamo Kyiv, 23, Forward","Eric Ramírez Dynamo Kyiv, 23, Forward",0(2),16,-,-,0.5,-,-,-,-,-,5.94,-,-,-,-,-,0.5,0.5,0.5,1.5,66.7,-,-,-
8,"729Felix NmechaWolfsburg, 21, Midfielder","Felix Nmecha Wolfsburg, 21, Midfielder",0(2),36,-,-,0.5,-,-,-,-,-,5.94,-,-,-,-,0.5,-,-,1,7,92.9,-,0.5,-
9,"730WelintonBesiktas, 33, D(C)","Welinton Besiktas, 33, D(C)",4,313,3.5,1.5,1.5,0.3,2.8,1.3,0.8,-,5.93,-,-,-,-,0.3,-,-,0.5,44.8,83.2,-,3.5,-
0,"711Max WoltmanLiverpool, 18, Forward","Max Woltman Liverpool, 18, Forward",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
1,"712Serafim CojocariFC Sheriff, 21, Defender","Serafim Cojocari FC Sheriff, 21, Defender",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2,"713Tom HeatonMan Utd, 36, GK","Tom Heaton Man Utd, 36, GK",0(1),22,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,8,62.5,-,2,-
3,"714Rubén PeñaVillarreal, 30, D(R),M(LR)","Rubén Peña Villarreal, 30, D(R),M(LR)",0(2),18,1,-,0.5,-,0.5,-,-,-,6.0,-,-,-,-,-,-,0.5,-,4.5,66.7,-,-,-
4,"715Denis ZakariaJuventus, 25, D(C),DMC","Denis Zakaria Juventus, 25, D(C),DMC",0(1),9,-,-,-,-,-,-,-,-,5.99,-,-,-,-,-,-,-,-,4,75,-,-,-
5,"716Gareth BaleReal Madrid, 32, M(CLR),FW","Gareth Bale Real Madrid, 32, M(CLR),FW",0(2),7,-,-,-,-,-,-,-,-,5.99,-,-,-,-,-,-,-,-,1.5,66.7,-,-,-
6,"717Wilfried KangaYoung Boys, 24, FW","Wilfried Kanga Young Boys, 24, FW",0(5),75,-,-,0.2,-,-,0.2,-,-,5.99,-,-,0.6,0.2,0.2,0.2,0.4,1,3.2,50,0.2,-,-
7,"718Thilo KehrerPSG, 25, D(CLR),M(R)","Thilo Kehrer PSG, 25, D(CLR),M(R)",0(3),64,-,-,0.3,0.3,1,-,-,-,5.99,-,-,-,-,-,-,0.7,0.3,9.3,89.3,-,-,-
8,"719Marvin SpielmannYoung Boys, 26, Midfielder","Marvin Spielmann Young Boys, 26, Midfielder",0(1),7,-,-,-,-,-,-,-,-,5.98,-,-,-,-,1,-,1,-,4,50,-,-,-
9,"720FelipeAtletico, 33, D(C)","Felipe Atletico, 33, D(C)",6(1),472,0.3,0.6,1,0.3,3.3,0.3,0.6,-,5.97,-,-,0.1,-,0.3,0.1,0.3,0.6,30.7,84.2,-,2.6,-
0,"701Péter GulácsiRBL, 32, GK","Péter Gulácsi RBL, 32, GK",5,450,-,0.2,-,-,0.2,-,-,-,6.01,-,-,-,-,0.4,-,-,-,32.2,75.2,-,6,-
