,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"631Ramzi AyaSalernitana, 32, Defender","Ramzi Aya Salernitana, 32, Defender",2,136,0.5,-,0.5,-,2,-,-,-,5.31,-,-,0.5,-,-,-,-,-,10.5,76.2,-,-,-
1,"632Gianluca PegoloSassuolo, 41, GK","Gianluca Pegolo Sassuolo, 41, GK",1,90,-,-,-,-,-,-,-,-,5.0,-,-,-,-,-,-,-,-,30.0,80.0,-,5,-
2,"633Ionut RaduInter, 24, GK","Ionut Radu Inter, 24, GK",1,90,-,-,-,-,-,-,-,-,4.9,-,-,-,-,-,-,-,1,21.0,81.0,-,5,-
0,"621Samuel Di CarmineVerona, 33, FW","Samuel Di Carmine Verona, 33, FW",0(1),35,-,-,1,-,-,-,-,-,5.92,-,-,1,-,2,-,-,2,5.0,100.0,-,-,-
1,"622Vladyslav SupryahaSampdoria, 22, Forward","Vladyslav Supryaha Sampdoria, 22, Forward",0(1),23,-,-,1,-,-,1,-,-,5.92,-,-,-,-,-,-,-,2,4.0,75.0,-,-,-
2,"623Luka BogdanSalernitana, 26, Defender","Luka Bogdan Salernitana, 26, Defender",4(2),396,1,1,0.3,-,3.2,0.7,0.3,-,5.92,-,-,0.3,-,0.2,-,-,0.3,20.8,71.2,-,0.5,-
3,"624Nicola RavagliaSampdoria, 33, GK","Nicola Ravaglia Sampdoria, 33, GK",0(1),4,-,-,-,-,-,-,-,-,5.91,-,-,-,-,-,-,-,-,4.0,50.0,-,2,-
4,"625Marley AkéJuventus, 21, Forward","Marley Aké Juventus, 21, Forward",0(4),73,-,0.3,1.5,-,-,0.5,-,-,5.9,-,-,-,-,0.5,-,0.3,0.8,3.8,73.3,0.3,0.3,-
5,"626Frederic VeseliSalernitana, 29, D(CLR)","Frederic Veseli Salernitana, 29, D(CLR)",8(1),599,0.8,0.4,0.8,0.1,2,0.1,0.6,-,5.88,-,-,0.1,-,0.1,-,0.3,0.2,20.3,82.5,0.1,1,-
6,"627Laurens SerpeGenoa, 21, Defender","Laurens Serpe Genoa, 21, Defender",0(1),45,1,-,-,-,1,1,-,-,5.87,-,-,-,-,-,-,-,-,30.0,86.7,-,-,-
7,"628Martin PalumboJuventus, 20, Midfielder","Martin Palumbo Juventus, 20, Midfielder",0(1),12,-,-,-,-,-,1,-,-,5.86,-,-,-,-,-,-,-,-,2.0,50.0,-,-,-
8,"629Luca VignaliSpezia, 26, D(R)","Luca Vignali Spezia, 26, D(R)",1(1),85,0.5,0.5,-,-,0.5,1.5,-,-,5.86,-,-,-,-,-,0.5,-,1,20.5,85.4,-,1,-
