,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"551Erik ExpósitoLas Palmas, 25, FW","Erik Expósito Las Palmas, 25, FW",2,167,-,-,3,-,0.5,1,-,-,5.78,-,-,0.5,0.5,-,0.5,2,4.5,12.0,79.2,-,-,-
1,"552Iván VillarCelta Vigo, 24, GK","Iván Villar Celta Vigo, 24, GK",1,90,-,-,-,-,-,-,-,-,5.75,-,-,-,-,-,-,-,1,21.0,38.1,-,4,-
2,"553Alberto BrignoliLeganes, 30, GK","Alberto Brignoli Leganes, 30, GK",0(1),61,-,-,-,-,-,-,-,-,5.74,-,-,-,-,-,-,-,-,20.0,55.0,-,8,-
3,"554Álvaro GonzálezEspanyol, 32, D(C)","Álvaro González Espanyol, 32, D(C)",2,180,-,1,0.5,1.5,6.5,0.5,0.5,-,5.73,-,-,1,-,1,0.5,-,0.5,24.5,69.4,-,2,-
4,"555Claudio BravoBarcelona, 39, GK","Claudio Bravo Barcelona, 39, GK",1,90,-,-,-,-,-,-,-,-,5.67,-,-,-,-,-,-,-,-,16.0,93.8,-,2,-
0,"541Lluis SastreLeganes, 36, DMC","Lluis Sastre Leganes, 36, DMC",1,90,4,1,4,-,-,1,-,-,5.94,-,-,-,-,-,-,-,1,34.0,91.2,-,2,-
1,"542HernánLas Palmas, 31, DMC","Hernán Las Palmas, 31, DMC",3(7),288,0.5,0.3,0.5,-,0.1,0.5,-,-,5.9,-,-,0.7,0.1,0.8,0.1,1.1,0.5,14.8,86.5,-,0.5,-
2,"543Rafa MirValencia, 24, FW","Rafa Mir Valencia, 24, FW",0(2),5,-,-,-,-,-,-,-,-,5.9,-,-,0.5,-,-,-,0.5,0.5,0.5,-,-,-,-
3,"544Iván MárquezOsasuna, 28, D(C)","Iván Márquez Osasuna, 28, D(C)",4,360,1,1.3,2,0.8,4.8,0.3,-,-,5.89,-,1,-,0.3,0.3,-,0.3,0.8,24.3,70.1,-,2,-
4,"545WeligtonMalaga, 42, D(C)","Weligton Malaga, 42, D(C)",1,90,4,3,1,-,4,2,-,-,5.89,-,-,-,-,1,-,-,-,36.0,66.7,-,4,-
5,"546SitoValencia, 25, Midfielder","Sito Valencia, 25, Midfielder",0(1),1,-,-,-,-,-,-,-,-,5.88,-,-,-,-,-,-,-,1,1.0,100,-,-,-
6,"547Nahuel LeivaReal Betis, 25, AM(LR)","Nahuel Leiva Real Betis, 25, AM(LR)",0(10),148,0.4,0.1,0.3,-,0.3,0.2,-,-,5.87,-,-,0.1,0.1,0.7,0.1,0.3,0.9,7.7,75.3,0.2,0.3,-
7,"548Kike BarjaOsasuna, 25, AM(LR)","Kike Barja Osasuna, 25, AM(LR)",0(1),16,-,-,-,-,-,2,-,-,5.87,-,-,-,-,-,-,1,2,5.0,40,-,-,-
8,"549Michael CianiEspanyol, 38, D(C)","Michael Ciani Espanyol, 38, D(C)",0(1),53,-,-,-,1,2,1,-,-,5.87,-,-,-,-,-,-,-,-,12.0,66.7,-,2,-
9,"550Denys BoykoMalaga, 34, GK","Denys Boyko Malaga, 34, GK",3,270,-,-,-,-,0.3,-,-,-,5.86,-,-,-,-,-,-,-,-,13.3,67.5,-,4.3,-
0,"531Rubén SánchezSporting Gijon, 27, Forward","Rubén Sánchez Sporting Gijon, 27, Forward",0(2),40,-,-,0.5,-,-,1,-,-,6.03,-,-,1,-,0.5,-,1,-,8.5,35.3,-,-,-
1,"532Álvaro TejeroReal Madrid, 25, D(R)","Álvaro Tejero Real Madrid, 25, D(R)",0(1),2,-,-,-,-,-,-,-,-,6.02,-,-,-,-,1,-,-,-,1,-,-,-,-
2,"533Antonio OteguiOsasuna, 24, Midfielder","Antonio Otegui Osasuna, 24, Midfielder",0(3),44,-,0.3,0.7,-,-,0.3,-,-,6.02,-,-,-,-,0.3,-,-,-,3.7,63.6,-,-,-
3,"534Jon GaztañagaReal Sociedad, 30, Midfielder","Jon Gaztañaga Real Sociedad, 30, Midfielder",0(2),24,-,-,0.5,-,-,0.5,0.5,-,6.02,-,-,0.5,-,1,-,-,-,13.5,81.5,-,0.5,-
4,"535Aitor CantalapiedraVillarreal, 26, AM(R)","Aitor Cantalapiedra Villarreal, 26, AM(R)",0(1),3,-,-,1,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
5,"536Nacho GilValencia, 26, AM(L)","Nacho Gil Valencia, 26, AM(L)",0(2),3,-,-,-,-,-,-,-,-,6.0,-,-,-,-,0.5,-,-,0.5,-,-,-,-,-
6,"537Óscar PinchiDeportivo, 25, Forward","Óscar Pinchi Deportivo, 25, Forward",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
7,"538Mario GonzálezVillarreal, 26, FW","Mario González Villarreal, 26, FW",0(2),23,-,-,1,-,-,-,-,-,5.99,-,-,-,-,0.5,-,-,1.5,1,50,-,-,-
8,"539Leonardo SuárezVillarreal, 26, FW","Leonardo Suárez Villarreal, 26, FW",0(3),16,-,-,-,-,-,-,-,-,5.99,-,-,0.3,-,0.3,-,-,0.3,5,86.7,-,0.7,-
9,"540Jon GuridiReal Sociedad, 27, M(C)","Jon Guridi Real Sociedad, 27, M(C)",1,75,1,2,1,-,-,-,-,-,5.97,-,-,-,-,1,-,4,1,35,88.6,-,2,-
0,"521Daniel NdiSporting Gijon, 26, AM(C)","Daniel Ndi Sporting Gijon, 26, AM(C)",1(5),149,1,0.2,0.8,-,-,-,0.2,-,6.1,-,-,0.5,0.3,1.2,-,1.2,1,8.3,76.0,-,0.3,-
1,"522Panagiotis KoneGranada, 34, M(CLR)","Panagiotis Kone Granada, 34, M(CLR)",0(2),42,1.5,0.5,1,-,-,-,-,-,6.08,-,-,-,-,-,0.5,1,-,5.0,80.0,-,0.5,-
2,"523AsdrúbalLas Palmas, 31, Forward","Asdrúbal Las Palmas, 31, Forward",0(3),31,-,-,0.3,-,-,-,-,-,6.07,-,-,-,0.3,0.3,-,1,0.7,2.7,100.0,-,0.3,-
3,"524Pablo FernándezSporting Gijon, 25, Midfielder","Pablo Fernández Sporting Gijon, 25, Midfielder",0(2),20,-,-,-,-,-,-,-,-,6.07,-,-,0.5,0.5,-,-,0.5,0.5,3.5,57.1,-,-,-
4,"525David CostasCelta Vigo, 27, D(C)","David Costas Celta Vigo, 27, D(C)",1,90,-,1,1,1,2,-,1,-,6.06,-,1,-,1,-,-,-,1,58.0,84.5,-,5,-
5,"526Jasper CillessenBarcelona, 33, GK","Jasper Cillessen Barcelona, 33, GK",1,90,-,-,-,-,1,-,-,-,6.06,-,-,-,-,-,-,-,-,16.0,100.0,-,2,-
6,"527Roman ZozulyaReal Betis, 32, AM(R),FW","Roman Zozulya Real Betis, 32, AM(R),FW",1(5),152,0.5,-,1.2,-,0.2,0.5,0.2,-,6.06,-,-,0.5,0.5,0.2,1,0.2,1,8.0,70.8,-,-,-
7,"528TyronneLas Palmas, 31, Midfielder","Tyronne Las Palmas, 31, Midfielder",0(3),42,0.3,0.3,0.7,-,-,0.3,-,-,6.05,-,-,-,0.3,0.3,-,1,0.3,10.0,86.7,-,0.3,-
