,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"571Paul ReuletCaen, 28, Goalkeeper","Paul Reulet Caen, 28, Goalkeeper",2(1),197,-,-,-,-,0.3,0.3,-,-,5.68,-,-,-,-,0.3,-,-,-,17,56.9,-,5.7,-
1,"572Moussa SeydiMetz, 25, Forward","Moussa Seydi Metz, 25, Forward",0(1),20,-,-,1,-,-,-,-,-,5.34,-,-,-,-,-,-,-,1,9,77.8,-,1.0,-
2,"573Morgan De SanctisMonaco, 45, GK","Morgan De Sanctis Monaco, 45, GK",1,90,-,-,-,-,3,-,-,-,5.26,-,-,-,-,-,-,-,-,21,66.7,-,1.0,-
3,"574Alexis ThébauxSC Bastia, 37, GK","Alexis Thébaux SC Bastia, 37, GK",1,90,-,-,-,-,-,-,-,-,5.25,-,-,-,-,-,-,-,-,32,28.1,-,3.0,-
0,"561Kenny Rocha SantosSaint-Etienne, 22, AM(C)","Kenny Rocha Santos Saint-Etienne, 22, AM(C)",1(2),60,0.3,0.3,0.7,-,-,-,-,-,6.02,-,-,0.7,-,1.3,-,0.3,1,10,56.7,-,0.7,-
1,"562Gabriel MagalhãesLille, 24, D(C)","Gabriel Magalhães Lille, 24, D(C)",0(1),8,-,-,-,-,-,-,-,-,6.02,-,-,-,-,-,-,-,-,3,100,-,-,-
2,"563Quentin DepehiToulouse, 25, Forward","Quentin Depehi Toulouse, 25, Forward",0(1),11,-,-,1,-,-,1,-,-,6.02,-,-,-,-,-,-,1,-,-,-,-,-,-
3,"564Alexis ManeGuingamp, 25, Midfielder","Alexis Mane Guingamp, 25, Midfielder",0(4),37,0.3,-,0.5,-,0.3,0.8,-,-,6.02,-,-,-,-,-,-,-,0.3,1.8,57.1,-,-,-
4,"565Dickson NwakaemeAngers, 36, Forward","Dickson Nwakaeme Angers, 36, Forward",0(6),86,-,-,0.5,-,-,-,-,1,5.98,-,-,-,0.3,-,-,0.7,0.7,3,66.7,0.2,0.2,-
5,"566Didier NdongLorient, 27, DMC","Didier Ndong Lorient, 27, DMC",2,120,1,2,1.5,-,1,1.5,0.5,-,5.97,-,-,0.5,0.5,0.5,-,2,1,33.5,95.5,-,1,-
6,"567Vincent ThillMetz, 22, AM(R)","Vincent Thill Metz, 22, AM(R)",0(1),8,-,-,3,-,-,-,-,-,5.96,-,-,1,-,-,-,-,-,4,100,-,-,-
7,"568Morgan PoatyMontpellier, 24, D(L),M(L)","Morgan Poaty Montpellier, 24, D(L),M(L)",1(2),49,0.3,0.7,0.7,-,1,0.3,-,-,5.89,-,-,-,-,0.3,-,0.7,0.3,3,77.8,-,-,-
8,"569Alexandre LetellierAngers, 31, GK","Alexandre Letellier Angers, 31, GK",6,540,-,-,-,-,0.7,0.2,-,-,5.86,-,-,-,-,-,-,-,-,20,53.3,-,8,-
9,"570Faïz SelemaniLorient, 28, AM(CLR),FW","Faïz Selemani Lorient, 28, AM(CLR),FW",0(3),63,-,0.3,1,-,1,-,-,-,5.83,-,-,0.7,-,0.3,-,0.3,1,7,81,0.3,-,-
