,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
6,"557Alejandro RodriguezEmpoli, 30, FW","Alejandro Rodriguez Empoli, 30, FW",0(1),24,-,-,2,-,1,-,-,-,5.96,-,-,1,-,-,-,-,2,3,33.3,-,-,-
7,"558Gianluca GaetanoNapoli, 22, Midfielder","Gianluca Gaetano Napoli, 22, Midfielder",0(2),7,-,-,0.5,-,-,-,-,-,5.96,-,-,0.5,0.5,0.5,-,-,0.5,4.5,77.8,-,-,-
8,"559Stephane OmeongaGenoa, 26, M(C)","Stephane Omeonga Genoa, 26, M(C)",0(3),54,0.3,-,1.3,-,0.7,0.3,-,-,5.95,-,-,-,0.7,0.3,-,0.7,-,8.7,76.9,-,-,-
9,"560Petar MicinUdinese, 23, Midfielder","Petar Micin Udinese, 23, Midfielder",0(1),2,-,-,1,-,-,-,-,-,5.95,-,-,-,-,-,-,-,1,-,-,-,-,-
0,"541Cyril ThéréauFiorentina, 39, AM(CL),FW","Cyril Théréau Fiorentina, 39, AM(CL),FW",0(2),28,-,-,0.5,-,0.5,-,-,-,6.0,-,-,0.5,-,-,-,-,-,5,100,-,-,-
1,"542Filippo PerucchiniEmpoli, 30, Goalkeeper","Filippo Perucchini Empoli, 30, Goalkeeper",1,1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2,"543Francesco RossiAtalanta, 31, Goalkeeper","Francesco Rossi Atalanta, 31, Goalkeeper",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,1,100,-,1,-
3,"544Giacomo RaspadoriSassuolo, 22, AM(CL),FW","Giacomo Raspadori Sassuolo, 22, AM(CL),FW",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
4,"545Jens OdgaardSassuolo, 23, AM(C),FW","Jens Odgaard Sassuolo, 23, AM(C),FW",0(1),16,-,-,-,-,1,-,-,-,6.0,-,-,-,-,-,-,-,1,2,100,-,-,-
5,"546Marcello TrottaSassuolo, 29, AM(R),FW","Marcello Trotta Sassuolo, 29, AM(R),FW",0(1),5,-,-,-,-,-,1,-,-,6.0,-,-,-,-,-,-,-,-,3,66.7,-,-,-
6,"547Vincenzo MillicoTorino, 21, Forward","Vincenzo Millico Torino, 21, Forward",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
7,"548Ibrahim KaramokoChievo, 20, Midfielder","Ibrahim Karamoko Chievo, 20, Midfielder",0(2),63,-,-,2,-,0.5,-,-,-,6.0,-,-,1,0.5,-,-,-,-,8.5,70.6,0.5,0.5,-
8,"549Sergej GrubacChievo, 22, Forward","Sergej Grubac Chievo, 22, Forward",2(1),157,0.7,-,0.3,-,0.3,-,-,-,5.99,-,-,0.7,0.3,1,-,1.3,1.7,8.3,60,-,-,-
9,"550Everton LuizSPAL 2013, 34, DMC","Everton Luiz SPAL 2013, 34, DMC",2(8),313,1.1,0.3,0.9,-,0.7,0.4,0.1,-,5.99,-,-,0.2,-,0.5,-,0.4,1.1,13,86.2,-,0.1,-
0,"531Dimitri OberlinEmpoli, 24, FW","Dimitri Oberlin Empoli, 24, FW",0(5),134,0.2,-,1,-,0.2,0.6,-,-,6.03,-,-,-,0.2,-,0.2,0.8,1.6,5,68,-,-,-
1,"532Andrija BalicUdinese, 24, AM(C)","Andrija Balic Udinese, 24, AM(C)",0(4),23,0.3,-,0.3,-,-,0.3,-,-,6.03,-,-,0.3,0.3,-,-,0.5,-,6.3,100,-,0.8,-
2,"533Manuel PucciarelliChievo, 30, FW","Manuel Pucciarelli Chievo, 30, FW",3(7),299,0.4,0.3,0.7,-,0.2,0.3,-,-,6.02,-,-,0.1,0.1,0.5,0.1,0.9,0.7,9.2,77.2,-,-,-
3,"534Hans Nicolussi CavigliaJuventus, 21, Midfielder","Hans Nicolussi Caviglia Juventus, 21, Midfielder",0(3),55,0.7,-,0.3,-,-,0.7,0.3,-,6.01,-,-,0.3,-,-,-,0.3,0.3,8.3,96,-,1.3,-
4,"535Felipe VizeuUdinese, 25, FW","Felipe Vizeu Udinese, 25, FW",0(5),28,-,-,0.2,-,-,-,-,-,6.01,-,-,0.2,0.4,-,-,0.2,0.4,1.4,71.4,-,-,-
5,"536Gabriele CorboBologna, 22, Defender","Gabriele Corbo Bologna, 22, Defender",0(1),4,-,-,-,-,-,-,-,-,6.01,-,-,-,-,-,-,-,-,5,100,-,-,-
6,"537Marco TumminelloAtalanta, 23, Forward","Marco Tumminello Atalanta, 23, Forward",0(2),7,-,-,1,-,-,-,-,-,6.01,-,-,0.5,-,-,-,-,1,2.5,40,-,-,-
7,"538Emil HallfredssonFrosinone, 37, AM(C)","Emil Hallfredsson Frosinone, 37, AM(C)",5(1),393,1.7,0.3,1.7,0.2,0.5,1.5,0.2,-,6.01,-,-,0.2,0.7,0.5,-,1,0.5,24.8,84.6,-,1.3,-
8,"539Andrea SeculinChievo, 31, GK","Andrea Seculin Chievo, 31, GK",1(1),91,-,-,-,-,0.5,-,-,-,6.01,-,-,-,-,-,-,-,-,10.5,61.9,-,4,-
9,"540Abdou DiakhateParma Calcio 1913, 23, Midfielder","Abdou Diakhate Parma Calcio 1913, 23, Midfielder",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
0,"521Marco AndreolliCagliari, 36, D(C)","Marco Andreolli Cagliari, 36, D(C)",1(2),104,0.3,0.3,1.3,-,1.7,-,0.3,-,6.07,-,-,0.3,-,-,-,-,-,24.0,90.3,-,1,-
1,"522Kiril DespodovCagliari, 25, AM(LR)","Kiril Despodov Cagliari, 25, AM(LR)",0(4),102,-,-,0.8,-,-,0.3,-,-,6.07,-,-,-,-,0.3,0.5,0.3,1,3.8,40.0,-,-,-
2,"523Gianni MunariParma Calcio 1913, 38, M(C)","Gianni Munari Parma Calcio 1913, 38, M(C)",0(1),2,-,-,1,-,-,-,-,-,6.07,-,-,-,-,-,-,-,-,2.0,100.0,-,-,-
3,"524Ben WilmotUdinese, 22, D(CR)","Ben Wilmot Udinese, 22, D(CR)",2(3),198,-,0.4,0.4,0.2,2.2,0.4,0.4,-,6.07,-,-,0.2,0.2,0.4,-,-,0.8,20.8,79.8,-,1.2,-
4,"525Lucas PiazónChievo, 28, AM(CLR),FW","Lucas Piazón Chievo, 28, AM(CLR),FW",0(4),81,0.5,0.3,0.3,-,-,0.5,-,-,6.07,-,-,0.3,0.3,-,-,0.5,0.8,7.3,75.9,-,0.3,-
5,"526Angelo NdreckaChievo, 20, Defender","Angelo Ndrecka Chievo, 20, Defender",1,90,1,-,1,-,1,1,2,-,6.06,-,-,1,1,1,-,1,-,43.0,83.7,-,1,-
6,"527Giacomo PoluzziSPAL 2013, 34, Goalkeeper","Giacomo Poluzzi SPAL 2013, 34, Goalkeeper",0(1),5,-,-,-,-,-,-,-,-,6.05,-,-,-,-,-,-,-,-,3.0,100.0,-,-,-
7,"528IbañezAtalanta, 23, D(C)","Ibañez Atalanta, 23, D(C)",0(1),1,-,-,-,-,1,-,-,-,6.05,-,-,-,-,-,-,-,-,3.0,100.0,-,-,-
8,"529Ante CoricRoma, 25, Midfielder","Ante Coric Roma, 25, Midfielder",0(2),22,-,-,0.5,-,-,-,-,-,6.04,-,-,0.5,-,-,-,-,-,5.0,80.0,0.5,0.5,-
9,"530Riccardo SottilFiorentina, 23, AM(LR)","Riccardo Sottil Fiorentina, 23, AM(LR)",0(2),18,0.5,-,-,-,-,-,-,-,6.04,-,-,0.5,-,-,-,-,0.5,4.0,87.5,-,-,-
0,"511Zan CelarRoma, 23, Forward","Zan Celar Roma, 23, Forward",0(1),4,-,-,-,-,-,-,-,-,6.12,-,-,-,-,-,-,-,-,2.0,-,-,-,-
1,"512Orji OkwonkwoBologna, 24, AM(LR)","Orji Okwonkwo Bologna, 24, AM(LR)",2(6),255,0.5,0.1,0.8,-,-,-,-,-,6.12,-,-,0.6,0.3,0.5,-,0.3,1.6,5.6,68.9,-,0.4,-
2,"513Musa JuwaraChievo, 20, Midfielder","Musa Juwara Chievo, 20, Midfielder",0(1),11,-,1,-,-,-,-,-,-,6.11,-,-,-,-,-,-,-,-,6.0,66.7,-,-,-
3,"514Yann KaramohInter, 23, AM(LR),FW","Yann Karamoh Inter, 23, AM(LR),FW",0(1),4,-,-,-,-,-,-,-,-,6.11,-,-,-,-,-,-,-,1,3.0,66.7,-,1,-
4,"515Alessio Da CruzParma Calcio 1913, 25, AM(CLR),FW","Alessio Da Cruz Parma Calcio 1913, 25, AM(CLR),FW",1(2),142,0.7,-,1,-,-,0.3,-,-,6.11,-,-,0.3,-,1.3,-,2,1.7,8.7,80.8,-,-,-
5,"516Alessandro DeiolaCagliari, 26, M(C)","Alessandro Deiola Cagliari, 26, M(C)",5(5),448,0.7,0.6,0.5,0.2,0.6,1,-,-,6.1,-,-,0.8,0.1,0.2,-,0.8,0.7,15.9,74.2,-,0.7,-
6,"517Marco SauCagliari, 34, AM(C),FW","Marco Sau Cagliari, 34, AM(C),FW",5(9),554,0.3,0.1,0.6,-,0.3,0.3,-,-,6.09,1,-,0.6,0.5,0.5,0.3,0.9,1.5,10.1,89.4,-,0.1,-
7,"518Levan MchedlidzeEmpoli, 32, FW","Levan Mchedlidze Empoli, 32, FW",0(11),199,0.1,-,0.5,-,0.4,0.1,-,-,6.09,-,1,0.4,0.3,0.2,-,0.4,0.6,4.5,76,-,0.2,-
8,"519Simone EderaTorino, 25, AM(C)","Simone Edera Torino, 25, AM(C)",1(2),77,-,0.3,0.7,-,-,0.3,-,-,6.09,-,-,0.3,0.7,0.3,-,0.7,1.3,10.3,87.1,0.3,-,-
9,"520Marco SauSampdoria, 34, AM(C),FW","Marco Sau Sampdoria, 34, AM(C),FW",0(5),50,-,-,0.2,-,-,-,-,-,6.09,-,-,-,-,0.6,-,0.6,0.6,4.6,100,-,-,-
0,"501Luan CapanniLazio, 22, Midfielder","Luan Capanni Lazio, 22, Midfielder",0(1),8,1,-,1,-,-,-,-,-,6.15,-,-,1,-,1,-,-,1,5.0,60.0,-,-,-
1,"502Marcello TrottaFrosinone, 29, AM(R),FW","Marcello Trotta Frosinone, 29, AM(R),FW",4(8),395,0.6,0.3,0.7,-,0.2,0.2,0.1,-,6.15,-,-,0.7,0.3,0.3,0.3,0.5,1.3,9.1,73.4,0.1,0.7,-
2,"503Alberto PaloschiSPAL 2013, 32, FW","Alberto Paloschi SPAL 2013, 32, FW",8(15),852,0.6,-,0.7,-,-,-,-,-,6.15,2,-,0.4,0.2,0.4,0.3,0.7,1.2,6.9,76.1,-,-,-
3,"504Jakub JanktoSampdoria, 26, M(CLR)","Jakub Jankto Sampdoria, 26, M(CLR)",7(18),949,0.3,0.4,0.3,-,0.5,0.4,0.1,-,6.15,-,-,0.9,0.2,0.2,-,0.2,0.3,20.2,82.8,0.3,0.5,-
4,"505Dejan KulusevskiAtalanta, 22, AM(CR),FW","Dejan Kulusevski Atalanta, 22, AM(CR),FW",0(3),103,1,-,1.3,-,-,0.7,-,-,6.14,-,-,0.7,-,0.3,-,0.7,2,19.7,72.9,-,-,-
5,"506Daniele DessenaCagliari, 35, D(R),M(C)","Daniele Dessena Cagliari, 35, D(R),M(C)",3(8),348,0.2,0.3,0.5,-,0.3,0.2,0.1,-,6.13,-,-,0.5,0.1,0.8,-,0.2,1.1,15.7,75.7,0.1,0.6,-
6,"507Manolo PortanovaJuventus, 22, AM(CL)","Manolo Portanova Juventus, 22, AM(CL)",0(1),32,1,1,1,-,1,1,-,-,6.13,-,-,-,-,-,-,1,1,11.0,63.6,-,-,-
7,"508Nicolò ArminiLazio, 21, Defender","Nicolò Armini Lazio, 21, Defender",0(1),37,1,-,1,-,-,1,-,-,6.13,-,-,-,-,-,-,1,-,22.0,77.3,-,1,-
8,"509Alessandro MurgiaLazio, 25, DMC","Alessandro Murgia Lazio, 25, DMC",0(1),8,-,-,-,-,-,-,-,-,6.12,-,-,-,-,1,-,-,1,9.0,88.9,-,-,-
9,"510Lorenzo DickmannSPAL 2013, 25, Defender","Lorenzo Dickmann SPAL 2013, 25, Defender",2(4),174,0.8,0.2,0.5,-,0.5,0.3,-,-,6.12,-,-,0.2,-,0.5,-,0.2,0.3,7.7,71.7,0.2,-,-
0,"491Federico DionisiFrosinone, 34, AM(L),FW","Federico Dionisi Frosinone, 34, AM(L),FW",1(8),197,0.3,-,1.0,-,-,0.2,-,-,6.18,1,-,1.2,0.7,0.9,0.7,0.9,0.7,5.8,71.2,0.2,-,-
1,"492Luca MazzitelliGenoa, 26, DMC","Luca Mazzitelli Genoa, 26, DMC",3(7),320,0.5,0.6,1.3,-,0.6,0.1,0.1,-,6.18,-,-,0.5,0.3,0.5,-,0.3,0.3,20.6,75.7,0.1,1.8,-
2,"493Lukasz TeodorczykUdinese, 31, FW","Lukasz Teodorczyk Udinese, 31, FW",2(14),391,0.3,0.1,1.3,-,0.3,0.4,0.1,-,6.18,1,-,0.8,0.2,0.5,0.3,0.8,1.1,5.0,63.7,0.1,0.2,0.1
3,"494Fabio CeravoloParma Calcio 1913, 35, FW","Fabio Ceravolo Parma Calcio 1913, 35, FW",12(13),1183,0.2,0.1,0.9,-,0.8,0.4,-,-,6.18,2,-,0.8,0.4,0.8,1.2,1.3,1.7,10.4,72.7,-,0.1,-
4,"495Riza DurmisiLazio, 28, D(L),M(L)","Riza Durmisi Lazio, 28, D(L),M(L)",2(8),319,0.4,0.1,0.7,-,0.6,0.1,-,-,6.17,-,1,0.4,1,0.4,-,-,0.6,12.5,77.6,0.2,0.3,-
5,"496Joaquín ArdáizFrosinone, 23, Forward","Joaquín Ardáiz Frosinone, 23, Forward",0(1),19,-,-,1.0,-,-,-,-,-,6.16,-,-,-,-,-,-,1,-,5.0,40.0,-,-,-
6,"497Riccardo DoratiottoCagliari, 23, Forward","Riccardo Doratiotto Cagliari, 23, Forward",1,79,1,-,2.0,-,-,-,-,-,6.16,-,-,-,-,-,-,2,3,10.0,60.0,-,-,-
7,"498Stipe PericaFrosinone, 26, FW","Stipe Perica Frosinone, 26, FW",6(1),467,0.7,-,1.9,-,0.6,0.3,0.1,-,6.16,-,-,1.7,-,1,0.1,1.1,1.9,13.4,67.0,-,0.3,-
8,"499Samuel MrázEmpoli, 25, Forward","Samuel Mráz Empoli, 25, Forward",2(4),168,-,-,0.2,-,0.3,-,-,-,6.15,1,-,0.3,0.3,-,-,0.5,0.7,7.0,81.0,-,0.2,-
9,"500Antonio Di GaudioParma Calcio 1913, 32, AM(L)","Antonio Di Gaudio Parma Calcio 1913, 32, AM(L)",9(3),704,0.2,0.3,0.3,-,0.3,0.3,0.1,-,6.15,-,1,1.1,0.3,1.2,0.4,0.7,2.4,9.3,60.4,-,-,-
0,"481Massimo GobbiParma Calcio 1913, 41, D(L),M(L)","Massimo Gobbi Parma Calcio 1913, 41, D(L),M(L)",13(3),1184,0.9,0.6,1.5,0.1,2.5,1.1,0.5,-,6.2,-,1,0.2,0.5,0.4,-,0.1,0.4,28.7,75.2,0.3,1.6,-
1,"482Dawid KownackiSampdoria, 25, AM(CLR),FW","Dawid Kownacki Sampdoria, 25, AM(CLR),FW",0(13),155,0.2,-,0.2,-,-,0.2,-,-,6.19,1,1,0.5,0.5,0.1,0.1,0.7,0.5,6.0,79.5,0.1,-,-
2,"483Antonin BarakUdinese, 27, AM(C)","Antonin Barak Udinese, 27, AM(C)",4(4),329,1.1,0.3,0.5,-,0.3,1.1,-,-,6.19,-,-,0.5,0.3,0.4,-,0.9,0.8,21.8,84.5,-,0.3,-
3,"484Francesco VerdeCagliari, 22, Forward","Francesco Verde Cagliari, 22, Forward",0(1),11,1.0,-,1.0,-,-,-,-,-,6.19,-,-,-,-,1,-,-,-,2.0,50.0,-,-,-
4,"485Joel UnterseeEmpoli, 28, Defender","Joel Untersee Empoli, 28, Defender",1(2),125,1.0,0.3,0.7,1,1.7,0.3,0.3,-,6.19,-,-,-,-,0.3,-,0.3,0.7,17.0,82.4,-,1.3,-
5,"486Nicola DalmonteGenoa, 24, Midfielder","Nicola Dalmonte Genoa, 24, Midfielder",0(3),41,0.7,-,0.3,-,-,-,-,-,6.19,-,-,1,0.3,0.3,-,0.7,0.3,6.3,84.2,0.3,-,-
6,"487Matteo PessinaAtalanta, 25, AM(C)","Matteo Pessina Atalanta, 25, AM(C)",1(11),229,0.3,-,0.3,0.1,0.3,0.1,0.1,-,6.19,-,1,0.3,0.2,0.5,-,0.1,0.3,15.9,86.4,0.2,0.4,-
7,"488Enrico BrignolaSassuolo, 22, AM(CR)","Enrico Brignola Sassuolo, 22, AM(CR)",2(5),172,0.3,0.1,0.9,-,0.1,0.3,-,-,6.18,1,-,0.9,0.1,0.1,0.1,0.1,0.4,9.9,82.6,-,0.7,-
8,"489Andrea RanocchiaInter, 34, D(C)","Andrea Ranocchia Inter, 34, D(C)",0(4),61,0.5,-,1.0,-,0.8,0.3,-,-,6.18,-,-,0.5,-,-,-,-,-,7.5,53.3,-,0.5,-
9,"490Vasco ReginiSPAL 2013, 31, D(CL)","Vasco Regini SPAL 2013, 31, D(CL)",1(3),81,0.3,-,0.8,-,1,0.5,0.3,-,6.18,-,-,-,-,0.8,-,0.3,0.3,10.5,73.8,-,0.5,-
0,"471Assane DiousséChievo, 24, DMC","Assane Dioussé Chievo, 24, DMC",9(5),891,1.7,1.3,1.1,0.1,0.9,0.9,0.3,-,6.25,-,-,0.5,0.4,0.6,0.1,0.3,0.9,34.6,81.4,0.2,2.2,-
1,"472Diego FalcinelliBologna, 30, FW","Diego Falcinelli Bologna, 30, FW",8(8),707,0.5,0.1,0.8,-,0.2,0.1,0.1,-,6.25,-,1,1,0.3,1.3,-,1.9,1.7,8.4,83.7,0.1,0.1,-
2,"473Vittorio PariginiTorino, 26, AM(CL)","Vittorio Parigini Torino, 26, AM(CL)",2(15),366,0.6,0.1,0.5,-,0.2,0.2,-,-,6.23,-,-,0.5,0.5,0.9,0.1,0.5,1.3,5.6,71.6,0.2,0.2,-
3,"474Alessandro MatriSassuolo, 37, FW","Alessandro Matri Sassuolo, 37, FW",6(13),596,0.1,0.2,0.3,0.1,0.4,0.2,0.1,-,6.23,2,-,0.8,0.4,0.3,0.5,0.7,1.3,7.9,76.7,-,0.1,-
4,"475Marco AndreolliChievo, 36, D(C)","Marco Andreolli Chievo, 36, D(C)",7(1),646,1.3,0.8,0.9,0.5,4.1,0.5,0.3,-,6.23,-,-,0.3,-,0.4,0.1,0.1,0.1,31.1,77.9,-,2.5,-
5,"476Godfred DonsahBologna, 26, DMC","Godfred Donsah Bologna, 26, DMC",1(5),148,0.5,-,-,-,1.2,0.3,0.3,-,6.23,-,-,0.3,0.2,0.2,-,-,0.3,9.7,84.5,-,0.3,-
6,"477Jordan LukakuLazio, 27, D(L),M(L)","Jordan Lukaku Lazio, 27, D(L),M(L)",1(6),170,0.6,0.7,0.6,0.1,0.1,0.3,-,-,6.22,-,-,-,0.1,0.1,0.3,0.1,0.3,12.3,82.6,0.1,0.1,-
7,"478Emmanuel BaduUdinese, 31, DMC","Emmanuel Badu Udinese, 31, DMC",2(2),161,1.0,0.3,0.5,-,0.5,-,-,-,6.22,-,-,0.5,0.3,1.0,-,0.5,1.0,8.0,84.4,-,0.8,-
8,"479Cyril ThéréauCagliari, 39, AM(CL),FW","Cyril Théréau Cagliari, 39, AM(CL),FW",1(4),123,0.2,-,0.4,-,0.4,-,-,-,6.21,-,-,0.4,-,0.4,-,1.2,0.2,13.2,72.7,-,-,-
9,"480Amato CicirettiParma Calcio 1913, 28, AM(R)","Amato Ciciretti Parma Calcio 1913, 28, AM(R)",1(5),136,0.2,0.5,0.2,-,-,-,-,-,6.2,-,-,0.2,0.3,0.7,-,0.3,0.5,10.3,72.6,0.2,0.8,-
0,"461Adem LjajicTorino, 30, AM(CLR),FW","Adem Ljajic Torino, 30, AM(CLR),FW",0(1),29,-,-,-,-,-,1,-,-,6.28,-,-,2,-,1,-,-,-,21.0,85.7,-,-,-
1,"462Tòfol MontielFiorentina, 22, Midfielder","Tòfol Montiel Fiorentina, 22, Midfielder",0(1),5,-,-,-,-,-,-,-,-,6.27,-,-,1,2,-,-,-,1,5.0,60.0,-,-,-
2,"463Valter BirsaCagliari, 35, M(CLR),FW","Valter Birsa Cagliari, 35, M(CLR),FW",4(8),349,0.4,0.3,0.3,-,0.3,0.3,-,-,6.27,-,-,0.9,0.8,0.3,-,0.4,0.4,17.3,86.1,0.8,1.2,-
3,"464Marko JankovicSPAL 2013, 26, AM(R)","Marko Jankovic SPAL 2013, 26, AM(R)",0(4),50,0.8,-,0.8,-,-,0.5,-,-,6.27,-,-,0.3,0.5,1,-,-,-,6.5,84.6,0.3,-,-
4,"465Rai VloetFrosinone, 27, AM(C),FW","Rai Vloet Frosinone, 27, AM(C),FW",1(4),120,0.8,-,0.4,-,0.2,0.6,-,-,6.26,-,-,1,0.8,0.6,-,0.4,0.2,7.4,86.5,0.2,0.4,-
5,"466Matteo BrighiEmpoli, 41, M(C)","Matteo Brighi Empoli, 41, M(C)",1(9),224,1.1,0.3,0.6,-,0.3,0.7,-,-,6.26,1,-,0.1,0.2,0.9,-,0.4,0.5,9.2,80.4,-,0.1,-
6,"467Filip DjordjevicChievo, 34, FW","Filip Djordjevic Chievo, 34, FW",6(7),632,0.8,0.2,1,-,0.6,0.7,0.1,-,6.26,1,1,1.1,0.4,0.9,0.5,0.4,1.6,13.5,63.6,0.2,0.3,-
7,"468Luca PellegriniRoma, 23, D(L),M(L)","Luca Pellegrini Roma, 23, D(L),M(L)",2(2),163,0.3,0.8,1,-,0.3,0.3,0.3,-,6.26,-,1,-,0.3,0.3,-,0.3,0.5,26.5,81.1,0.3,2.3,-
8,"469Dimitrios NikolaouEmpoli, 23, D(C)","Dimitrios Nikolaou Empoli, 23, D(C)",4,349,1.3,0.5,0.5,-,3.5,0.3,0.5,-,6.26,-,-,-,-,-,-,1,-,40.0,90.6,-,2,-
9,"470Federico MarchettiGenoa, 39, GK","Federico Marchetti Genoa, 39, GK",4,360,-,-,-,-,0.3,-,-,-,6.26,-,-,-,-,-,-,-,0.3,25.8,70.9,-,7.5,-
0,"451Martín CáceresJuventus, 35, D(CLR),M(R)","Martín Cáceres Juventus, 35, D(CLR),M(R)",7(2),627,0.8,0.4,0.7,0.2,1.3,-,0.3,-,6.3,-,-,0.4,0.1,-,-,-,0.7,50.3,92.5,-,1.6,-
1,"452Nicola RigoniChievo, 31, DMC","Nicola Rigoni Chievo, 31, DMC",23(1),1958,1.8,1,2,-,1.8,1.2,0.2,-,6.3,-,1,0.9,0.3,0.8,-,0.4,0.5,37.1,80.5,-,1.9,-
2,"453Mattia DestroBologna, 31, FW","Mattia Destro Bologna, 31, FW",5(12),490,0.2,-,0.8,-,0.4,-,-,-,6.29,4,1,0.7,0.2,0.6,-,0.5,0.9,4.4,54.7,-,0.2,-
3,"454Nicolás SpolliGenoa, 39, D(C)","Nicolás Spolli Genoa, 39, D(C)",7,540,1.0,1,1.1,0.4,5.6,0.3,0.9,1,6.29,-,-,0.4,0.1,0.6,-,-,0.3,25.6,87.7,-,1.1,-
4,"455Paolo GhiglioneFrosinone, 25, D(R),M(R)","Paolo Ghiglione Frosinone, 25, D(R),M(R)",6(3),514,0.9,0.4,1.3,-,2,0.9,-,-,6.29,1,-,0.9,0.7,0.1,-,0.6,0.6,19.1,67.4,0.8,0.6,-
