,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"701Antonio BarrecaMonaco, 27, D(L),M(L)","Antonio Barreca Monaco, 27, D(L),M(L)",1,90,-,-,1,-,-,-,-,-,4.89,-,-,-,1,-,-,2,1,62,87.1,2,-,-
1,"702Marko LivajaAEK Athens, 28, AM(C),FW","Marko Livaja AEK Athens, 28, AM(C),FW",1,67,3,-,6,-,-,-,-,-,4.57,-,-,1,-,2,-,1,1,16,68.8,-,3,-
0,"691Srdjan BabicFK Crvena Zvezda, 26, D(C)","Srdjan Babic FK Crvena Zvezda, 26, D(C)",2(1),225,0.3,1.7,0.3,0.3,3.7,0.7,-,-,5.74,-,-,0.3,-,-,-,-,-,34.3,79.6,-,1.3,-
1,"692Rick KarsdorpRoma, 27, D(R),M(R)","Rick Karsdorp Roma, 27, D(R),M(R)",1(1),76,1.5,0.5,0.5,-,1,0.5,0.5,-,5.74,-,-,-,0.5,0.5,-,0.5,0.5,16.0,71.9,-,-,-
2,"693Kasim AdamsHoffenheim, 26, D(C)","Kasim Adams Hoffenheim, 26, D(C)",2,141,1.5,1.5,1,0.5,2,3,1,-,5.73,-,-,-,-,-,-,-,-,26.0,78.8,-,2.5,-
3,"694Bastian OczipkaSchalke, 33, D(CL),M(L)","Bastian Oczipka Schalke, 33, D(CL),M(L)",2,180,1,0.5,-,1,2.5,0.5,-,-,5.68,-,-,-,-,0.5,-,0.5,1,26.5,64.2,-,-,-
4,"695Stefan PoschHoffenheim, 25, D(CR)","Stefan Posch Hoffenheim, 25, D(CR)",2,180,2.5,0.5,0.5,0.5,0.5,1,0.5,-,5.67,-,-,0.5,-,0.5,-,0.5,-,36.5,79.5,-,2,-
5,"696Luca PellegriniRoma, 23, D(L),M(L)","Luca Pellegrini Roma, 23, D(L),M(L)",0(2),26,1.5,-,2,-,0.5,-,-,-,5.55,-,-,-,-,-,-,-,0.5,7.0,78.6,-,0.5,-
6,"697Samuel UmtitiBarcelona, 28, D(CL)","Samuel Umtiti Barcelona, 28, D(CL)",1,79,1,-,5,-,-,-,1,-,5.48,-,-,-,-,-,-,-,-,68.0,91.2,-,4,-
7,"698Kyle Walker-PetersTottenham, 25, D(LR),M(R)","Kyle Walker-Peters Tottenham, 25, D(LR),M(R)",1,61,-,-,2,1,-,2,1,-,5.34,-,-,-,1,2,-,2,3,33.0,90.9,-,1,-
8,"699Jeffrey BrumaSchalke, 30, D(C)","Jeffrey Bruma Schalke, 30, D(C)",2,180,1,0.5,0.5,-,2.5,0.5,1,-,5.28,-,-,-,-,-,-,-,0.5,31.5,84.1,-,5,-
9,"700Stefan SavicAtletico, 31, D(C)","Stefan Savic Atletico, 31, D(C)",1,82,1,-,3,-,1,-,1,-,5.1,-,-,-,-,-,-,-,-,55.0,98.2,-,5,-
