,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"491Babacar GueyePaderborn, 27, FW","Babacar Gueye Paderborn, 27, FW",1(2),110,0.7,-,1.3,-,1,0.3,0.3,-,5.91,-,-,0.7,0.7,0.3,0.3,1,1.7,8.0,83.3,-,-,-
1,"492Ji Dong-WonMainz, 31, AM(CLR),FW","Ji Dong-Won Mainz, 31, AM(CLR),FW",1(3),100,-,-,0.8,-,-,0.3,-,-,5.89,-,-,-,-,0.5,0.3,1,1,5.5,59.1,0.3,-,-
2,"493Levent MercanSchalke, 21, Midfielder","Levent Mercan Schalke, 21, Midfielder",1(4),69,-,-,0.4,-,0.2,-,-,-,5.88,-,-,0.2,-,0.6,-,0.4,0.6,5.8,75.9,-,-,-
3,"494Yvon MvogoRBL, 28, GK","Yvon Mvogo RBL, 28, GK",2,180,-,-,-,-,-,-,-,-,5.86,-,-,-,-,-,-,-,-,35.5,85.9,-,3.5,-
4,"495Martin HarnikWerder Bremen, 35, M(LR),FW","Martin Harnik Werder Bremen, 35, M(LR),FW",0(2),7,-,-,1,-,-,-,-,-,5.84,-,-,-,-,-,0.5,-,0.5,2.0,50.0,-,-,-
5,"496Daishawn RedanHertha Berlin, 21, FW","Daishawn Redan Hertha Berlin, 21, FW",0(1),20,-,-,-,-,-,1,-,-,5.72,-,-,1,-,-,-,-,-,7.0,100.0,-,-,-
6,"497Moritz NicolasUnion Berlin, 24, Goalkeeper","Moritz Nicolas Union Berlin, 24, Goalkeeper",1,90,-,-,-,-,-,-,-,-,5.65,-,-,-,-,-,-,-,1,34.0,70.6,-,12,-
7,"498Jan-Luca RumpfPaderborn, 22, Defender","Jan-Luca Rumpf Paderborn, 22, Defender",1,90,-,-,1,-,2,-,-,-,5.29,-,-,1,-,1,-,-,1,47.0,83.0,-,1,-
0,"481Keanan BennettsBorussia M.Gladbach, 23, AM(R)","Keanan Bennetts Borussia M.Gladbach, 23, AM(R)",0(1),1,-,-,-,-,-,1,-,-,6.0,-,-,-,-,-,-,-,-,1,100,-,-,-
1,"482Mamadou DoucouréBorussia M.Gladbach, 24, Defender","Mamadou Doucouré Borussia M.Gladbach, 24, Defender",0(2),2,-,-,-,-,-,-,-,-,6.0,-,-,-,-,0.5,-,-,-,4.5,100,-,-,-
2,"483Torben MüselBorussia M.Gladbach, 22, Midfielder","Torben Müsel Borussia M.Gladbach, 22, Midfielder",0(1),1,-,1,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
3,"484Mamoudou KaramokoWolfsburg, 23, Forward","Mamoudou Karamoko Wolfsburg, 23, Forward",0(1),8,-,-,-,-,-,-,-,-,5.98,-,-,-,-,-,-,-,-,7,57.1,-,-,-
4,"485Malick ThiawSchalke, 20, D(C)","Malick Thiaw Schalke, 20, D(C)",0(4),74,0.5,0.5,0.3,-,1,0.3,0.5,-,5.98,-,-,0.3,-,-,-,-,-,9,75,-,0.5,-
5,"486Joel PohjanpaloLeverkusen, 27, FW","Joel Pohjanpalo Leverkusen, 27, FW",0(1),1,-,-,-,-,-,-,-,-,5.97,-,-,-,-,-,-,-,-,-,-,-,-,-
6,"487Luc IhorstWerder Bremen, 22, FW","Luc Ihorst Werder Bremen, 22, FW",0(1),10,1,-,-,-,-,-,-,-,5.97,-,-,-,-,-,-,1,-,4,25,-,-,-
7,"488Oliver Batista MeierBayern, 21, AM(CL)","Oliver Batista Meier Bayern, 21, AM(CL)",0(1),12,-,-,-,-,-,2,-,-,5.97,-,-,-,-,1,-,-,1,4,75,-,-,-
8,"489Tim LemperleFC Koln, 20, Midfielder","Tim Lemperle FC Koln, 20, Midfielder",0(1),16,-,-,-,-,-,-,-,-,5.95,-,-,1,-,-,-,1,1,2,100,-,-,-
9,"490Tobias RaschlBorussia Dortmund, 22, M(C)","Tobias Raschl Borussia Dortmund, 22, M(C)",0(1),25,-,-,1,-,-,1,-,-,5.95,-,-,-,-,-,-,-,1,16,87.5,-,1,-
0,"471Jamal MusialaBayern, 19, M(CL)","Jamal Musiala Bayern, 19, M(CL)",0(1),2,-,-,-,-,-,-,-,-,6.04,-,-,-,-,1,-,-,-,6.0,83.3,-,-,-
1,"472Dejan JoveljicEintracht Frankfurt, 22, FW","Dejan Joveljic Eintracht Frankfurt, 22, FW",2(2),149,0.5,-,1,-,0.3,0.3,-,-,6.04,-,-,-,-,0.3,0.5,1,0.3,6.8,81.5,-,-,-
2,"473Georg TeiglAugsburg, 31, D(R),M(R)","Georg Teigl Augsburg, 31, D(R),M(R)",1(2),109,1,1,0.7,-,0.3,0.7,-,-,6.03,-,-,0.3,-,0.3,0.3,0.3,1.3,7.7,78.3,-,0.3,-
3,"474Pascal KöpkeHertha Berlin, 26, AM(CR),FW","Pascal Köpke Hertha Berlin, 26, AM(CR),FW",1(3),119,-,-,0.8,-,-,-,-,-,6.03,-,-,1.5,-,0.8,0.5,0.8,1.5,8.3,69.7,-,0.3,-
4,"475Hannes WolfRBL, 23, M(CLR)","Hannes Wolf RBL, 23, M(CLR)",0(5),53,0.6,-,0.4,-,-,0.6,-,-,6.02,-,-,-,0.2,0.2,-,-,0.8,5.4,66.7,-,-,-
5,"476Luca HornWolfsburg, 23, Midfielder","Luca Horn Wolfsburg, 23, Midfielder",0(1),5,-,-,-,-,-,-,-,-,6.02,-,-,-,-,-,-,-,-,6.0,100.0,-,1,-
6,"477Vincenzo GrifoHoffenheim, 29, AM(CL)","Vincenzo Grifo Hoffenheim, 29, AM(CL)",0(1),14,-,-,-,-,-,-,-,-,6.02,-,-,-,-,-,-,-,-,12.0,91.7,-,2,-
7,"478Aymen BarkokFortuna Duesseldorf, 24, AM(CR)","Aymen Barkok Fortuna Duesseldorf, 24, AM(CR)",1(2),78,0.3,1,-,-,0.3,0.7,-,-,6.02,-,-,-,-,-,-,-,1,9.7,58.6,-,1,-
8,"479Julian SchieberAugsburg, 33, FW","Julian Schieber Augsburg, 33, FW",0(2),41,0.5,-,1,-,-,-,-,-,6.02,-,-,0.5,-,-,-,-,0.5,7.0,78.6,-,-,-
