,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"571Eliseo FalcónLevante, 25, Defender","Eliseo Falcón Levante, 25, Defender",1,74,-,-,2,-,2,-,-,-,4.71,-,-,-,-,-,-,-,-,23,87,-,1,-
0,"561Miguel MaríEibar, 24, Midfielder","Miguel Marí Eibar, 24, Midfielder",0(1),6,-,-,-,-,-,-,-,-,5.94,-,-,-,-,1,-,-,3,1.0,100.0,-,-,-
1,"562Samu PérezReal Valladolid, 25, Goalkeeper","Samu Pérez Real Valladolid, 25, Goalkeeper",0(1),25,-,-,-,-,-,-,-,-,5.94,-,-,-,-,-,-,-,-,7.0,14.3,-,1,-
2,"563Raúl GarcíaReal Betis, 21, Forward","Raúl García Real Betis, 21, Forward",0(3),16,-,-,-,-,-,0.7,-,-,5.91,-,-,-,-,-,-,-,0.3,2.3,57.1,-,-,-
3,"564Kévin SoniEspanyol, 24, Midfielder","Kévin Soni Espanyol, 24, Midfielder",0(1),3,-,-,2,-,-,-,-,-,5.9,-,-,-,-,-,-,-,1,2.0,50.0,-,-,-
4,"565Óscar ClementeAtletico, 23, Midfielder","Óscar Clemente Atletico, 23, Midfielder",0(1),3,-,-,-,-,-,-,-,-,5.87,-,-,-,-,-,-,-,1,2.0,100.0,-,-,-
5,"566Bruno GonzálezGetafe, 32, D(C)","Bruno González Getafe, 32, D(C)",2,180,1.5,-,3,1.5,1.5,-,-,-,5.85,-,-,-,-,1,0.5,-,-,32.5,84.6,-,2,-
6,"567Ki Sung-YuengMallorca, 33, DMC","Ki Sung-Yueng Mallorca, 33, DMC",0(1),8,-,-,1,-,-,1,-,-,5.82,-,-,-,-,-,-,-,-,3.0,33.3,-,-,-
7,"568Soufiane ChaklaVillarreal, 28, D(C)","Soufiane Chakla Villarreal, 28, D(C)",2,180,-,1.5,1.5,0.5,3.5,0.5,0.5,-,5.81,-,-,0.5,-,0.5,-,-,-,45.5,82.4,-,3,-
8,"569Javi MuñozDeportivo Alaves, 27, Midfielder","Javi Muñoz Deportivo Alaves, 27, Midfielder",1,53,-,-,1,-,-,-,1,-,5.8,-,-,-,-,-,-,1,-,14.0,71.4,-,-,-
9,"570FabriMallorca, 34, GK","Fabri Mallorca, 34, GK",2,91,-,-,0.5,-,-,-,-,-,5.47,-,-,-,-,-,-,-,-,13.5,70.4,-,4,-
0,"551Gonzalo PereiraLevante, 25, Defender","Gonzalo Pereira Levante, 25, Defender",0(1),13,1,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,6.0,100,-,-,-
