,Player,Player.1,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB,C_Player,C_Mins,C_Tackles,C_Inter,C_Goals,C_Assists,C_KeyP,C_AvgP,C_PS%,C_Rating,Name,Club,Age,uefa_club,Position,CurrentPts,Pts,posX,posY
0,"438Mario BalotelliMan City, 31, FW","Mario Balotelli Man City, 31, FW",589,0.6,0.4,1.3,0,0.4,0.1,0.1,6.35,1,0,2.4,0.6,1.4,0.2,1.3,1.2,13.0,80.2,0.1,0.4,0.1,"Mario Balotelli Man City, 31, FW",91.0,0.3,0.3,1,1,0.3,6.5,69.2,6.34,Mario Balotelli,Man City,21,MC  Manchester City FC  Man. City,FW,7.000,54.0,0.0,4.0
1,"385Ryan BertrandChelsea, 32, D(CL),M(L)","Ryan Bertrand Chelsea, 32, D(CL),M(L)",1280,1.2,0.5,0.7,0.2,1.3,0.2,0.1,6.48,0,0,0.4,0.6,0.7,0.1,0.6,0.7,24.9,84.4,0.3,0.9,0,"Ryan Bertrand Chelsea, 32, D(CL),M(L)",140.0,1.3,1.3,0,0,0,15.7,89.4,6.5,Ryan Bertrand,Chelsea,22,CHE  Chelsea FC  Chelsea,"D(CL),M(L)",27.000,121.0,1.5,1.0
2,"368Paul ScholesMan Utd, 47, M(C)","Paul Scholes Man Utd, 47, M(C)",769,1.7,0.4,1.3,0,0.3,0.5,0.1,6.51,1,1,0.8,0.5,0.7,0,0.6,0.1,53.5,92.4,0,7.9,0,"Paul Scholes Man Utd, 47, M(C)",125.0,1.5,0.5,0,0,1,63.5,89.0,6.54,Paul Scholes,Man Utd,37,MU  Manchester United  Man. United,M(C),18.000,114.0,0.0,2.0
3,"341Jack RodwellMan City, 31, D(C),M(C)","Jack Rodwell Man City, 31, D(C),M(C)",497,0.7,0.6,1,0,1.1,0.3,0.3,6.58,2,0,1.3,0.1,0.1,0,0.2,0.4,23.8,90.1,0,1.1,0,"Jack Rodwell Man City, 31, D(C),M(C)",56.0,0,0,0,0,0,44.0,79.5,5.57,Jack Rodwell,Man City,21,MC  Manchester City FC  Man. City,"D(C),M(C)",7.000,54.0,0.0,1.0
4,"350Victor MosesChelsea, 31, M(CLR)","Victor Moses Chelsea, 31, M(CLR)",1125,1.0,0.4,0.6,0,0.3,0.2,0,6.56,1,1,1.1,1.0,0.7,0.3,0.8,1,18.0,81.9,0.2,0.3,0,"Victor Moses Chelsea, 31, M(CLR)",196.0,0.3,0.8,1,0,0.3,19.3,88.3,6.67,Victor Moses,Chelsea,21,CHE  Chelsea FC  Chelsea,M(CLR),27.000,121.0,1.0,2.0
5,"286AndersonMan Utd, 34, M(CR)","Anderson Man Utd, 34, M(CR)",824,1.1,0.4,0.5,0,0.5,0.4,0.2,6.68,1,1,0.6,0.8,0.4,0.1,0.8,0.6,37.8,86.4,0.1,3.9,0,"Anderson Man Utd, 34, M(CR)",260.0,2.3,0.8,0,0,0,58.3,85.4,6.53,Anderson,Man Utd,24,MU  Manchester United  Man. United,M(CR),18.000,114.0,1.0,2.0
6,"272Danny WelbeckMan Utd, 31, AM(CLR),FW","Danny Welbeck Man Utd, 31, AM(CLR),FW",1288,1.3,0.6,0.5,0,0.4,0.1,0.1,6.71,1,4,1.4,0.8,0.6,0.1,1.4,1.1,18.8,86.8,0.1,0.4,0,"Danny Welbeck Man Utd, 31, AM(CLR),FW",406.0,1.7,0.7,1,0,1.1,19.0,81.2,6.63,Danny Welbeck,Man Utd,21,MU  Manchester United  Man. United,"AM(CLR),FW",18.000,114.0,1.0,3.0
7,"261Joleon LescottMan City, 39, D(CL)","Joleon Lescott Man City, 39, D(CL)",1544,0.8,1.0,0.3,0.3,4.8,0.3,0.8,6.73,1,0,0.1,0,0.3,0.1,0.1,0,31.7,89.6,0,1.1,0,"Joleon Lescott Man City, 39, D(CL)",153.0,1,0.5,0,0,0,58.0,92.2,6.24,Joleon Lescott,Man City,29,MC  Manchester City FC  Man. City,D(CL),7.000,54.0,1.0,0.0
8,"268NaniMan Utd, 35, M(CLR),FW","Nani Man Utd, 35, M(CLR),FW",631,0.9,0.9,0.6,0,0.4,0.2,0,6.71,1,2,1.7,1,0.9,0.2,1.7,0.8,24.3,79.4,0.7,0.3,0.1,"Nani Man Utd, 35, M(CLR),FW",265.0,1.3,1.3,0,0,2,35.0,78.6,6.52,Nani,Man Utd,25,MU  Manchester United  Man. United,"M(CLR),FW",18.000,114.0,1.0,3.0
9,"252Ryan GiggsMan Utd, 48, M(CL)","Ryan Giggs Man Utd, 48, M(CL)",1162,2,0.5,0.6,0,0.3,0.6,0.1,6.74,2,3,0.6,1.1,0.2,0.1,1.3,0.9,28.9,81.3,0.6,1.4,0.1,"Ryan Giggs Man Utd, 48, M(CL)",302.0,2,1.4,0,1,1.6,40.2,86.6,6.77,Ryan Giggs,Man Utd,38,MU  Manchester United  Man. United,M(CL),18.000,114.0,1.0,2.0
10,"243John Obi MikelChelsea, 35, M(C)","John Obi Mikel Chelsea, 35, M(C)",1628,2.3,1.5,1.6,0,1.5,0.8,0.2,6.75,0,0,0.5,0.3,0.5,0,0.7,0.6,53.0,88.9,0,3.3,0,"John Obi Mikel Chelsea, 35, M(C)",348.0,1.4,3,0,0,0.6,46.8,90.2,6.85,John Obi Mikel,Chelsea,25,CHE  Chelsea FC  Chelsea,M(C),27.000,121.0,0.0,2.0
11,"240Carl JenkinsonArsenal, 30, D(R)","Carl Jenkinson Arsenal, 30, D(R)",1188,2.4,0.6,0.9,0.4,2.4,0.2,0.3,6.76,0,0,0.3,0.6,0.4,0,0.8,0.6,56.9,85.1,0.5,2.8,0,"Carl Jenkinson Arsenal, 30, D(R)",443.0,1.6,0.8,0,1,0.4,51.0,85.1,6.69,Carl Jenkinson,Arsenal,20,ARS  Arsenal FC  Arsenal,D(R),18.000,97.0,2.0,0.0
12,"221Aleksandar KolarovMan City, 36, D(CL),M(L)","Aleksandar Kolarov Man City, 36, D(CL),M(L)",1051,1.7,1.1,1,0.1,2,0.6,0.1,6.8,1,2,1.2,0.8,0.6,0.2,0.5,0.3,22.8,78.5,1.1,0.9,0,"Aleksandar Kolarov Man City, 36, D(CL),M(L)",166.0,1.0,1,1,0,0.8,11.0,74.5,6.59,Aleksandar Kolarov,Man City,26,MC  Manchester City FC  Man. City,"D(CL),M(L)",7.000,54.0,1.5,1.0
13,"225Alex Oxlade ChamberlainArsenal, 28, M(CLR)","Alex Oxlade Chamberlain Arsenal, 28, M(CLR)",1063,1.1,0.6,0.2,0,0.4,0.3,0,6.78,1,3,1.3,0.8,0.6,0.1,1,0.7,21.0,81.1,0.3,0.8,0.1,"Alex Oxlade Chamberlain Arsenal, 28, M(CLR)",250.0,1.5,1.8,0,0,0.5,31.8,84.3,6.83,Alex Oxlade Chamberlain,Arsenal,18,ARS  Arsenal FC  Arsenal,M(CLR),18.000,97.0,1.0,2.0
14,"226GervinhoArsenal, 35, M(LR),FW","Gervinho Arsenal, 35, M(LR),FW",1019,0.5,0.6,0.2,0,0.1,0.2,0,6.78,5,3,1.9,0.8,0.6,0.4,1.2,1.2,19.7,84.8,0.1,0,0,"Gervinho Arsenal, 35, M(LR),FW",359.0,0.8,1,2,2,0.7,17.7,84.0,6.86,Gervinho,Arsenal,25,ARS  Arsenal FC  Arsenal,"M(LR),FW",18.000,97.0,2.0,3.0
15,"213ChicharitoMan Utd, 34, FW","Chicharito Man Utd, 34, FW",949,0.3,0.3,0.6,0,0.1,0.1,0,6.81,10,3,2,0.6,0.9,0.9,1,0.9,12.2,82.1,0.1,0.4,0,"Chicharito Man Utd, 34, FW",442.0,0.3,0,3,0,1,16.0,83.3,6.84,Chicharito,Man Utd,24,MU  Manchester United  Man. United,FW,18.000,114.0,0.0,4.0
16,"214Phil JonesMan Utd, 30, D(CR),DMC","Phil Jones Man Utd, 30, D(CR),DMC",1206,1.6,1.8,0.8,0.2,3.5,0.4,0.5,6.81,0,1,0.6,0.5,1.2,0,0.8,0.6,34.8,85.3,0.3,2,0,"Phil Jones Man Utd, 30, D(CR),DMC",270.0,1.3,1.0,0,0,2.0,48.3,84.1,7.28,Phil Jones,Man Utd,20,MU  Manchester United  Man. United,"D(CR),DMC",18.000,114.0,0.5,0.5
17,"218Javi GarcíaMan City, 35, D(C),DMC","Javi García Man City, 35, D(C),DMC",1496,1,1.4,1.4,0.2,2.4,0.8,0.6,6.8,2,0,0.7,0.2,0.8,0,0.4,0.2,38.1,89.1,0,3,0,"Javi García Man City, 35, D(C),DMC",306.0,1.4,1.2,0,0,0.2,42.2,90.0,6.36,Javi García,Man City,25,MC  Manchester City FC  Man. City,"D(C),DMC",7.000,54.0,0.0,0.5
