,Player,Player.1,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB,C_Player,C_Mins,C_Tackles,C_Inter,C_Goals,C_Assists,C_KeyP,C_AvgP,C_PS%,C_Rating,Name,Club,Age,uefa_club,Position,CurrentPts,Pts,posX,posY
10,"229Davinson SánchezTottenham, 25, D(C)","Davinson Sánchez Tottenham, 25, D(C)",2432,1.5,1.2,0.9,0.3,4.2,0.8,1,6.66,0,0,0.2,0,0.4,0,0.2,0.4,53.2,85.9,0,2.2,0,"Davinson Sánchez Tottenham, 25, D(C)",450.0,1.6,1.2,0,0,0.2,74.2,87.9,7.09,Davinson Sánchez,Tottenham,22,TOT  Tottenham Hotspur  Tottenham,D(C),16.000,85.0,0.0,0.0
11,"212Eric GarcíaMan City, 21, D(C)","Eric García Man City, 21, D(C)",791,0.5,1.4,0.7,0.8,2.4,0.3,0,6.69,0,0,0.2,0.2,0.2,0,0,0.1,56.0,93.1,0.1,2.0,0,"Eric García Man City, 21, D(C)",180.0,2,0.5,0,0,0.5,101.0,98.5,6.57,Eric García,Man City,18,MC  Manchester City FC  Man. City,D(C),25.000,116.0,0.0,0.0
12,"216John StonesMan City, 28, D(CR)","John Stones Man City, 28, D(CR)",1119,1,0.6,0.3,0.6,1.9,0.1,0.2,6.68,0,0,0.4,0.1,0.1,0.1,0,0.2,64.7,94.2,0,3.3,0,"John Stones Man City, 28, D(CR)",49.0,0,2.0,0,0,0,20.0,95.0,6.75,John Stones,Man City,25,MC  Manchester City FC  Man. City,D(CR),25.000,116.0,1.0,0.0
13,"202Ilkay GündoganMan City, 31, M(C)","Ilkay Gündogan Man City, 31, M(C)",2017,0.9,1,0.5,0,0.4,1,0.2,6.7,2,1,1.1,1.1,0.5,0.1,0.4,0.5,63.0,91.9,0.3,3.4,0,"Ilkay Gündogan Man City, 31, M(C)",810.0,1.2,1.2,2,1,1.3,78.3,93.6,7.25,Ilkay Gündogan,Man City,28,MC  Manchester City FC  Man. City,M(C),25.000,116.0,0.0,2.0
14,"203Oleksandr ZinchenkoMan City, 25, D(L),M(CLR)","Oleksandr Zinchenko Man City, 25, D(L),M(CLR)",1273,1.6,0.9,0.7,0.3,1.0,0.8,0,6.7,0,0,0.8,1.1,0.1,0.1,0.4,0.7,63.7,90.7,0.7,1.7,0,"Oleksandr Zinchenko Man City, 25, D(L),M(CLR)",114.0,1,1.5,0,0,0.5,52.5,94.3,6.67,Oleksandr Zinchenko,Man City,22,MC  Manchester City FC  Man. City,"D(L),M(CLR)",25.000,116.0,1.5,1.0
15,"196Eric DierTottenham, 28, D(CR),DMC","Eric Dier Tottenham, 28, D(CR),DMC",1342,1.1,1.1,1,0.2,3.2,0.5,0.5,6.71,0,2,0.4,0.4,0.2,0.1,0.2,0.3,48.1,80.7,0,2.5,0.1,"Eric Dier Tottenham, 28, D(CR),DMC",312.0,0.4,0.8,0,0,0,43.8,85.4,6.16,Eric Dier,Tottenham,25,TOT  Tottenham Hotspur  Tottenham,"D(CR),DMC",16.000,85.0,0.5,0.5
16,"198EmersonChelsea, 27, D(L),M(L)","Emerson Chelsea, 27, D(L),M(L)",1026,1.5,1.2,0.3,0.2,0.9,0.3,0.1,6.71,0,0,0.9,1.3,1.1,0.1,0.5,1.1,47.9,85.1,0.9,1.5,0,"Emerson Chelsea, 27, D(L),M(L)",198.0,0.7,0.7,0,1,0.7,39.0,81.2,6.47,Emerson,Chelsea,24,CHE  Chelsea FC  Chelsea,"D(L),M(L)",17.000,83.0,2.0,1.0
17,"200Tanguy NdombeleTottenham, 25, M(C)","Tanguy Ndombele Tottenham, 25, M(C)",1011,1.1,0.7,0.7,0,0.3,0.6,0.1,6.71,2,2,0.4,0.6,1.4,0,1.1,1.1,30.1,85.6,0.1,0.9,0,"Tanguy Ndombele Tottenham, 25, M(C)",339.0,1.7,1,0,2,1.3,38.8,87.6,7.34,Tanguy Ndombele,Tottenham,22,TOT  Tottenham Hotspur  Tottenham,M(C),16.000,85.0,0.0,2.0
18,"175Andreas ChristensenChelsea, 26, D(C),DMC","Andreas Christensen Chelsea, 26, D(C),DMC",1754,1.8,1.4,0.8,0.4,2.7,0.3,0.4,6.75,0,0,0.3,0.2,0.5,0,0,0.2,62.2,91.4,0,2.5,0.1,"Andreas Christensen Chelsea, 26, D(C),DMC",360.0,0.8,0.8,0,0,0,42.0,92.9,6.07,Andreas Christensen,Chelsea,23,CHE  Chelsea FC  Chelsea,"D(C),DMC",17.000,83.0,0.0,0.5
19,"180Moussa SissokoTottenham, 32, M(CR)","Moussa Sissoko Tottenham, 32, M(CR)",2455,1.3,0.9,1.5,0.1,1.2,1.0,0.1,6.73,2,1,0.5,0.6,0.6,0.1,0.7,1.3,43.0,87.5,0.1,1.2,0,"Moussa Sissoko Tottenham, 32, M(CR)",417.0,1.5,0.8,0,1,0.3,41.0,90.2,6.68,Moussa Sissoko,Tottenham,29,TOT  Tottenham Hotspur  Tottenham,M(CR),16.000,85.0,1.0,2.0
20,"161Ben DaviesTottenham, 29, D(CL),M(L)","Ben Davies Tottenham, 29, D(CL),M(L)",1432,1.6,1.2,1.5,0.4,2.3,0.8,0.7,6.77,0,0,0.4,0.5,0.4,0.1,0.5,0.4,44.2,76.6,0.6,1.4,0,"Ben Davies Tottenham, 29, D(CL),M(L)",270.0,1,0.7,0,1,1.3,55.7,85.6,6.56,Ben Davies,Tottenham,26,TOT  Tottenham Hotspur  Tottenham,"D(CL),M(L)",16.000,85.0,1.5,1.0
21,"152PedroChelsea, 34, M(CLR),FW","Pedro Chelsea, 34, M(CLR),FW",662,1.4,0.8,0.7,0,0.1,1.1,0,6.78,1,1,2,1.5,1.0,0,0.8,1.6,28.6,83.2,0.3,0.9,0.3,"Pedro Chelsea, 34, M(CLR),FW",96.0,0.3,0,0,0,0,16.7,90.0,6.04,Pedro,Chelsea,31,CHE  Chelsea FC  Chelsea,"M(CLR),FW",17.000,83.0,1.0,3.0
22,"154Joe GomezLiverpool, 25, D(CLR)","Joe Gomez Liverpool, 25, D(CLR)",2000,0.8,1.4,0.8,0.6,2.1,0.4,0.3,6.78,0,0,0,0.2,0.5,0,0.1,0.5,71.0,88.0,0.1,3.7,0,"Joe Gomez Liverpool, 25, D(CLR)",511.0,1.3,2.1,0,0,0.1,71.0,86.5,6.78,Joe Gomez,Liverpool,22,LIV  Liverpool FC  Liverpool,D(CLR),18.000,99.0,1.0,0.0
23,"155Antonio RüdigerChelsea, 29, D(CR)","Antonio Rüdiger Chelsea, 29, D(CR)",1711,1.4,0.8,1,0.3,2.8,0.5,0.5,6.77,2,0,0.6,0.3,0.4,0,0.2,0.3,74.6,86.8,0.1,5.7,0,"Antonio Rüdiger Chelsea, 29, D(CR)",180.0,1,1,0,0,0.5,59.0,83.9,6.29,Antonio Rüdiger,Chelsea,26,CHE  Chelsea FC  Chelsea,D(CR),17.000,83.0,1.0,0.0
24,"142Nicolás OtamendiMan City, 34, D(C)","Nicolás Otamendi Man City, 34, D(C)",1711,1.2,0.9,0.9,0.5,3.0,0.7,0.4,6.8,2,0,0.6,0.2,0.1,0,0.1,0.5,63.9,92.4,0,2.5,0,"Nicolás Otamendi Man City, 34, D(C)",556.0,2.3,0.6,0,0,0,54.8,92.7,6.67,Nicolás Otamendi,Man City,31,MC  Manchester City FC  Man. City,D(C),25.000,116.0,0.0,0.0
25,"147Jan VertonghenTottenham, 35, D(CL)","Jan Vertonghen Tottenham, 35, D(CL)",1647,1.7,1.4,0.3,0.3,2.9,0.5,0.4,6.79,1,1,0.2,0.1,0.7,0,0.3,0.4,47.9,82.8,0,1.7,0,"Jan Vertonghen Tottenham, 35, D(CL)",253.0,1.0,0.3,0,0,0,64.0,90.1,6.23,Jan Vertonghen,Tottenham,32,TOT  Tottenham Hotspur  Tottenham,D(CL),16.000,85.0,1.0,0.0
26,"136Georginio WijnaldumLiverpool, 31, M(CLR)","Georginio Wijnaldum Liverpool, 31, M(CLR)",2948,1.0,0.5,0.4,0.1,0.9,0.8,0.1,6.81,4,0,1.0,0.5,0.9,0,0.8,1.2,43.9,90.8,0,1.1,0,"Georginio Wijnaldum Liverpool, 31, M(CLR)",551.0,0.9,0.6,2,0,0.9,41.0,91.8,6.92,Georginio Wijnaldum,Liverpool,28,LIV  Liverpool FC  Liverpool,M(CLR),18.000,99.0,1.0,2.0
27,"123Benjamin MendyMan City, 27, D(L),DMC,M(L)","Benjamin Mendy Man City, 27, D(L),DMC,M(L)",1497,0.9,0.8,0.6,0.3,0.9,0.9,0.1,6.83,0,2,0.5,1.1,0.1,0.1,0.9,0.7,58.1,88.4,1.2,1.7,0,"Benjamin Mendy Man City, 27, D(L),DMC,M(L)",438.0,1,1.2,0,1,0.8,69.2,89.6,6.84,Benjamin Mendy,Man City,24,MC  Manchester City FC  Man. City,"D(L),DMC,M(L)",25.000,116.0,1.3333333333333333,1.0
28,"130Toby AlderweireldTottenham, 33, D(CR)","Toby Alderweireld Tottenham, 33, D(CR)",2958,1.2,0.9,0.5,0.2,5.2,0.4,1,6.82,2,2,0.5,0.3,0.1,0,0.2,0.3,59.9,81.7,0.1,4.3,0.1,"Toby Alderweireld Tottenham, 33, D(CR)",540.0,1.2,0.5,0,0,0.2,57.0,86.0,6.19,Toby Alderweireld,Tottenham,30,TOT  Tottenham Hotspur  Tottenham,D(CR),16.000,85.0,1.0,0.0
29,"114Phil FodenMan City, 22, AM(CLR),FW","Phil Foden Man City, 22, AM(CLR),FW",893,0.6,0.3,0.5,0,0.1,0.6,0,6.86,5,2,1.5,0.8,0.6,0,0.7,0.8,21.5,88.5,0.3,0.7,0,"Phil Foden Man City, 22, AM(CLR),FW",254.0,0.8,0.4,2,2,1.4,30.6,88.2,6.95,Phil Foden,Man City,19,MC  Manchester City FC  Man. City,"AM(CLR),FW",25.000,116.0,1.0,3.0
30,"116FernandinhoMan City, 37, D(CR),DMC","Fernandinho Man City, 37, D(CR),DMC",2399,1.7,0.8,0.9,0.6,2.7,0.6,0.5,6.86,0,1,0.6,0.3,0.6,0,0.2,0.5,74.1,89.8,0,4.4,0,"Fernandinho Man City, 37, D(CR),DMC",653.0,1.4,1.9,0,0,0.1,55.6,90.1,6.76,Fernandinho,Man City,34,MC  Manchester City FC  Man. City,"D(CR),DMC",25.000,116.0,0.5,0.5
31,"118JorginhoChelsea, 30, DMC","Jorginho Chelsea, 30, DMC",2384,2.1,2.1,0.9,0,0.8,1.8,0.2,6.85,4,2,0.4,0.7,1.0,0,0.7,0.6,72.8,88.4,0,4.3,0.2,"Jorginho Chelsea, 30, DMC",612.0,3,1.9,2,0,0.6,64.4,90.9,6.84,Jorginho,Chelsea,27,CHE  Chelsea FC  Chelsea,DMC,17.000,83.0,0.0,1.0
32,"119Ross BarkleyChelsea, 28, M(CLR)","Ross Barkley Chelsea, 28, M(CLR)",1104,0.8,0.3,0.4,0,0.3,0.6,0.1,6.84,1,4,1.9,1.1,0.7,0,1.6,1.2,29.4,89.0,0.1,1.9,0.2,"Ross Barkley Chelsea, 28, M(CLR)",161.0,0,0.3,0,0,0.7,12.7,76.3,5.99,Ross Barkley,Chelsea,25,CHE  Chelsea FC  Chelsea,M(CLR),17.000,83.0,1.0,2.0
33,"101FabinhoLiverpool, 28, D(CR),DMC","Fabinho Liverpool, 28, D(CR),DMC",2075,2.2,1.2,1.1,0,0.6,1.5,0.1,6.89,2,3,0.4,0.7,0.7,0,0.3,0.5,56.4,87.0,0.1,2.9,0,"Fabinho Liverpool, 28, D(CR),DMC",484.0,2.3,1.0,0,1,0.3,56.7,87.7,6.75,Fabinho,Liverpool,25,LIV  Liverpool FC  Liverpool,"D(CR),DMC",18.000,99.0,0.5,0.5
34,"105Fikayo TomoriChelsea, 24, D(CR)","Fikayo Tomori Chelsea, 24, D(CR)",1293,1.9,1.5,0.5,0.4,2.8,0.3,0.5,6.88,1,0,0.5,0.3,0.4,0.1,0.3,0.7,76.7,87.4,0.1,2.8,0.1,"Fikayo Tomori Chelsea, 24, D(CR)",360.0,3.3,1.5,0,1,0.5,64.5,86.0,7.15,Fikayo Tomori,Chelsea,21,CHE  Chelsea FC  Chelsea,D(CR),17.000,83.0,1.0,0.0
35,"109Dele AlliTottenham, 26, M(CL),FW","Dele Alli Tottenham, 26, M(CL),FW",1854,1.4,0.7,0.5,0,0.6,1.0,0.1,6.87,8,4,1.7,0.9,1.3,0.2,1.6,2,32.4,76.3,0,0.7,0.2,"Dele Alli Tottenham, 26, M(CL),FW",522.0,0.9,0.7,1,1,1,33.1,81.5,6.84,Dele Alli,Tottenham,23,TOT  Tottenham Hotspur  Tottenham,"M(CL),FW",16.000,85.0,1.0,3.0
36,"92N'Golo KantéChelsea, 31, DMC","N'Golo Kanté Chelsea, 31, DMC",1733,2.0,2.0,2.0,0,1.4,0.9,0.2,6.9,3,0,0.8,1.2,0.5,0,1.3,1.5,51.5,84.9,0.5,1.8,0,"N'Golo Kanté Chelsea, 31, DMC",360.0,2.5,2.3,0,0,1,48.8,89.7,6.83,N'Golo Kanté,Chelsea,28,CHE  Chelsea FC  Chelsea,DMC,17.000,83.0,0.0,1.0
37,"96Olivier GiroudChelsea, 35, FW","Olivier Giroud Chelsea, 35, FW",1000,0.4,0.1,0.9,0,0.7,0.6,0.1,6.89,8,0,2.2,0.4,0.5,0.5,0.4,0.8,16.6,68.2,0,0,0.1,"Olivier Giroud Chelsea, 35, FW",87.0,0.3,0,0,0,0.3,7.7,65.2,6.05,Olivier Giroud,Chelsea,32,CHE  Chelsea FC  Chelsea,FW,17.000,83.0,0.0,4.0
38,"85Mason MountChelsea, 23, M(CLR)","Mason Mount Chelsea, 23, M(CLR)",2875,1.0,0.4,1.0,0,0.5,0.9,0.1,6.91,7,5,2.1,1.4,1.0,0.1,1.4,2.2,33.5,85.7,0.9,0.7,0.1,"Mason Mount Chelsea, 23, M(CLR)",451.0,1,0.3,0,0,1.1,18.6,73.8,6.32,Mason Mount,Chelsea,20,CHE  Chelsea FC  Chelsea,M(CLR),17.000,83.0,1.0,2.0
39,"86Kurt ZoumaChelsea, 27, D(CR)","Kurt Zouma Chelsea, 27, D(CR)",2344,0.8,2.1,1.1,0.4,4.0,0.3,0.5,6.91,0,0,0.5,0,0.5,0,0.2,0.4,74.3,88.5,0,5.0,0,"Kurt Zouma Chelsea, 27, D(CR)",613.0,0.9,0.7,0,1,0.4,55.0,91.2,6.79,Kurt Zouma,Chelsea,24,CHE  Chelsea FC  Chelsea,D(CR),17.000,83.0,1.0,0.0
40,"88Tammy AbrahamChelsea, 24, FW","Tammy Abraham Chelsea, 24, FW",2221,0.2,0.2,0.5,0,0.8,0.3,0.1,6.91,15,3,2.6,0.6,0.7,0.7,1.2,2.2,12.0,66.8,0.1,0.2,0,"Tammy Abraham Chelsea, 24, FW",569.0,0.6,0.1,3,1,1,13.8,68.2,6.86,Tammy Abraham,Chelsea,21,CHE  Chelsea FC  Chelsea,FW,17.000,83.0,0.0,4.0
41,"89Kyle WalkerMan City, 32, D(CR),M(R)","Kyle Walker Man City, 32, D(CR),M(R)",2398,1.0,1.0,0.9,0.2,1.2,0.6,0.2,6.9,1,4,0.5,0.6,0.5,0.1,0.5,0.8,66.9,88.6,0.3,4.3,0,"Kyle Walker Man City, 32, D(CR),M(R)",443.0,1.3,1.3,0,0,0,52.3,86.0,6.78,Kyle Walker,Man City,29,MC  Manchester City FC  Man. City,"D(CR),M(R)",25.000,116.0,1.5,1.0
42,"90Reece JamesChelsea, 22, D(CR),DMC,M(R)","Reece James Chelsea, 22, D(CR),DMC,M(R)",1514,1.5,0.9,0.9,0.1,0.9,0.8,0.3,6.9,0,2,0.8,1,0.9,0,0.9,0.7,42.3,85.9,1.1,1.7,0,"Reece James Chelsea, 22, D(CR),DMC,M(R)",383.0,1.2,0.8,1,0,1.0,32.0,85.4,6.92,Reece James,Chelsea,19,CHE  Chelsea FC  Chelsea,"D(CR),DMC,M(R)",17.000,83.0,1.0,1.0
43,"75Mateo KovacicChelsea, 28, M(CL)","Mateo Kovacic Chelsea, 28, M(CL)",2073,2.0,0.7,0.6,0,0.5,1.3,0,6.94,1,3,0.7,0.9,1.2,0,0.9,1,60.3,89.7,0,3.0,0.1,"Mateo Kovacic Chelsea, 28, M(CL)",612.0,1.3,0.9,1,0,1.5,48.5,90.7,7.09,Mateo Kovacic,Chelsea,25,CHE  Chelsea FC  Chelsea,M(CL),17.000,83.0,1.0,2.0
44,"76Naby KeïtaLiverpool, 27, M(C)","Naby Keïta Liverpool, 27, M(C)",814,1.7,0.6,0.5,0,0.1,0.8,0,6.94,2,3,0.7,0.8,0.6,0.1,0.5,0.8,37.7,88.8,0,0.8,0.2,"Naby Keïta Liverpool, 27, M(C)",252.0,2.3,0.5,1,0,1,58.0,91.4,7.4,Naby Keïta,Liverpool,24,LIV  Liverpool FC  Liverpool,M(C),18.000,99.0,0.0,2.0
45,"62Aymeric LaporteMan City, 28, D(CL)","Aymeric Laporte Man City, 28, D(CL)",1104,0.9,1.3,0.6,0.7,1.7,0.3,0.3,7.0,1,0,0.3,0.2,0.6,0,0.1,0.1,76.5,92.5,0,3.9,0,"Aymeric Laporte Man City, 28, D(CL)",213.0,0.7,1.3,0,0,0,58.0,88.5,6.47,Aymeric Laporte,Man City,25,MC  Manchester City FC  Man. City,D(CL),25.000,116.0,1.0,0.0
46,"63Japhet TangangaTottenham, 23, D(CR)","Japhet Tanganga Tottenham, 23, D(CR)",526,2.8,1.8,1.3,0.3,4.8,1.2,1,7.0,0,0,0.5,0.2,0.7,0,0.8,2.2,33.5,81.1,0,1.0,0,"Japhet Tanganga Tottenham, 23, D(CR)",90.0,0,0,0,0,0,31.0,93.5,5.63,Japhet Tanganga,Tottenham,20,TOT  Tottenham Hotspur  Tottenham,D(CR),16.000,85.0,1.0,0.0
47,"70Lucas MouraTottenham, 29, AM(CLR),FW","Lucas Moura Tottenham, 29, AM(CLR),FW",2249,1.6,0.4,0.9,0,0.7,1.2,0.1,6.96,4,4,1.6,1,1.8,0.1,2.1,1.7,22.1,73.5,0.1,0.3,0.1,"Lucas Moura Tottenham, 29, AM(CLR),FW",401.0,1,0.5,1,1,0.3,15.8,81.1,6.58,Lucas Moura,Tottenham,26,TOT  Tottenham Hotspur  Tottenham,"AM(CLR),FW",16.000,85.0,1.0,3.0
48,"55Bernardo SilvaMan City, 27, M(CLR),FW","Bernardo Silva Man City, 27, M(CLR),FW",2031,1.1,0.7,0.7,0,0.4,0.9,0,7.03,6,7,1.5,1.5,0.6,0.1,0.6,0.7,40.4,90.2,0.5,1.1,0,"Bernardo Silva Man City, 27, M(CLR),FW",435.0,1,0.3,0,1,0.6,43.1,92.7,6.49,Bernardo Silva,Man City,24,MC  Manchester City FC  Man. City,"M(CLR),FW",25.000,116.0,1.0,3.0
49,"43Andrew RobertsonLiverpool, 28, D(L),M(L)","Andrew Robertson Liverpool, 28, D(L),M(L)",3114,1.5,1.1,0.5,0.5,1.6,0.9,0.2,7.11,2,12,0.6,1.7,0.4,0.1,0.3,1.4,69.2,83.7,1.1,2.3,0,"Andrew Robertson Liverpool, 28, D(L),M(L)",649.0,1.8,0.9,1,0,0.8,74.5,87.1,6.75,Andrew Robertson,Liverpool,25,LIV  Liverpool FC  Liverpool,"D(L),M(L)",18.000,99.0,2.0,1.0
50,"44Dejan LovrenLiverpool, 32, D(C)","Dejan Lovren Liverpool, 32, D(C)",777,1.3,1.0,0.4,1.7,4.1,0.5,0.6,7.09,0,1,0.5,0.1,0.8,0,0,0.1,68.0,83.2,0,2.8,0.1,"Dejan Lovren Liverpool, 32, D(C)",233.0,1.0,0.7,1,0,1.0,72.3,92.2,6.96,Dejan Lovren,Liverpool,29,LIV  Liverpool FC  Liverpool,D(C),18.000,99.0,0.0,0.0
51,"45RodriMan City, 25, DMC","Rodri Man City, 25, DMC",2488,1.4,0.7,1.2,0.1,0.9,1.1,0.1,7.09,3,2,0.7,1.0,0.9,0,0.8,0.6,73.7,92.9,0.1,4.9,0.1,"Rodri Man City, 25, DMC",626.0,2.6,1.1,0,0,0.3,84.8,93.2,7.05,Rodri,Man City,22,MC  Manchester City FC  Man. City,DMC,25.000,116.0,0.0,1.0
52,"50Serge AurierTottenham, 29, D(CLR),M(R)","Serge Aurier Tottenham, 29, D(CLR),M(R)",2706,2.8,1.4,1.2,0.2,2.5,0.9,0.2,7.06,1,5,0.4,1.0,0.7,0.2,0.8,1.6,38.8,79.1,0.6,1.0,0,"Serge Aurier Tottenham, 29, D(CLR),M(R)",450.0,1.6,0.4,1,2,1.8,42.0,79.0,7.08,Serge Aurier,Tottenham,26,TOT  Tottenham Hotspur  Tottenham,"D(CLR),M(R)",16.000,85.0,1.5,1.0
53,"33Christian PulisicChelsea, 23, M(CLR),FW","Christian Pulisic Chelsea, 23, M(CLR),FW",1727,0.9,0.2,0.6,0,0.3,0.7,0,7.18,9,4,2.5,1.2,1.2,0.1,2.5,2.1,26.7,79.9,0.2,0.8,0,"Christian Pulisic Chelsea, 23, M(CLR),FW",266.0,1.3,0,1,1,2,23.8,75.8,7.56,Christian Pulisic,Chelsea,20,CHE  Chelsea FC  Chelsea,"M(CLR),FW",17.000,83.0,1.0,3.0
54,"34Sergio AgüeroMan City, 34, AM(CL),FW","Sergio Agüero Man City, 34, AM(CL),FW",1460,0.3,0.1,0.4,0,0.1,0.3,0,7.16,16,3,3.2,0.8,0.4,0.3,1.3,1.4,14.8,80.5,0,0,0,"Sergio Agüero Man City, 34, AM(CL),FW",196.0,0,0,2,0,1,17.0,70.6,7.15,Sergio Agüero,Man City,31,MC  Manchester City FC  Man. City,"AM(CL),FW",25.000,116.0,1.0,3.0
55,"37Jordan HendersonLiverpool, 31, D(C),M(CLR)","Jordan Henderson Liverpool, 31, D(C),M(CLR)",2244,2.1,1.0,1.0,0.1,0.6,1.1,0.1,7.15,4,5,0.7,0.9,0.4,0,0.2,0.8,61.9,84.5,0.3,4.2,0.1,"Jordan Henderson Liverpool, 31, D(C),M(CLR)",515.0,1.8,1.3,0,0,1.2,66.5,84.2,6.68,Jordan Henderson,Liverpool,28,LIV  Liverpool FC  Liverpool,"D(C),M(CLR)",18.000,99.0,0.5,1.0
