,Player,Player.1,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB,C_Player,C_Mins,C_Tackles,C_Inter,C_Goals,C_Assists,C_KeyP,C_AvgP,C_PS%,C_Rating,Name,Club,Age,uefa_club,Position,CurrentPts,Pts,posX,posY
16,"264Mathieu FlaminiArsenal, 38, M(C)","Mathieu Flamini Arsenal, 38, M(C)",1089,1.9,2.2,1.1,0.1,1.6,0.8,0.8,6.73,0,0,0.4,0.2,0.2,0,0.3,0.3,39.3,86.8,0.1,1.1,0,"Mathieu Flamini Arsenal, 38, M(C)",233.0,1.5,2.5,0,0,0,30.3,90.1,6.66,Mathieu Flamini,Arsenal,31,ARS  Arsenal FC  Arsenal,M(C),15.000,90.0,0.0,2.0
17,"268Joel CampbellArsenal, 29, AM(LR),FW","Joel Campbell Arsenal, 29, AM(LR),FW",888,1.4,0.5,0.5,0.1,0.2,1.1,0.2,6.72,3,2,1,0.7,1.3,0.2,0.7,1.4,18.0,78.7,0.1,0.3,0.1,"Joel Campbell Arsenal, 29, AM(LR),FW",268.0,2.0,0.2,0,2,1.2,19.0,77.9,6.8,Joel Campbell,Arsenal,22,ARS  Arsenal FC  Arsenal,"AM(LR),FW",15.000,90.0,2.0,3.0
18,"252Fabian DelphMan City, 32, D(L),M(CL)","Fabian Delph Man City, 32, D(L),M(CL)",756,1.5,1.3,0.4,0,0.5,0.8,0.1,6.75,2,0,0.8,0.1,0.5,0,1,0.6,28.4,85.7,0.1,0.6,0.1,"Fabian Delph Man City, 32, D(L),M(CL)",116.0,0.4,0.4,0,0,0.2,13.0,87.7,6.16,Fabian Delph,Man City,25,MC  Manchester City FC  Man. City,"D(L),M(CL)",26.000,84.0,1.5,1.0
19,"257Abdul Rahman BabaChelsea, 27, D(L),M(L)","Abdul Rahman Baba Chelsea, 27, D(L),M(L)",1017,3.1,1.5,0.9,0.1,2.1,1.3,0.3,6.75,0,1,0.4,0.2,0.3,0.1,1,0.5,35.1,83.7,0.3,1.2,0,"Abdul Rahman Baba Chelsea, 27, D(L),M(L)",360.0,3.8,3.0,0,1,0.8,48.8,88.7,7.62,Abdul Rahman Baba,Chelsea,20,CHE  Chelsea FC  Chelsea,"D(L),M(L)",18.000,121.0,2.0,1.0
20,"249Mohamed ElnenyArsenal, 29, DMC","Mohamed Elneny Arsenal, 29, DMC",794,0.9,1.5,0.8,0.2,1.5,1.1,0.3,6.75,0,1,1.2,0.3,1,0,0.4,0.7,67.1,92.8,0.1,1.7,0,"Mohamed Elneny Arsenal, 29, DMC",90.0,3.0,2,1,0,2,43.0,93.0,8.28,Mohamed Elneny,Arsenal,22,ARS  Arsenal FC  Arsenal,DMC,15.000,90.0,0.0,1.0
21,"232Raheem SterlingMan City, 27, M(CLR),FW","Raheem Sterling Man City, 27, M(CLR),FW",1928,1.1,0.5,0.8,0,0.1,0.7,0,6.78,6,2,1.7,1.1,1.7,0.2,2.1,1.2,27.3,85.3,0.2,0.3,0.1,"Raheem Sterling Man City, 27, M(CLR),FW",578.0,1.1,0.6,3,2,1.5,22.4,82.1,7.19,Raheem Sterling,Man City,20,MC  Manchester City FC  Man. City,"M(CLR),FW",26.000,84.0,1.0,3.0
22,"234Ander HerreraMan Utd, 32, M(C)","Ander Herrera Man Utd, 32, M(C)",1538,2.1,0.9,1,0,0.6,1.3,0.2,6.77,3,2,0.9,0.8,0.8,0,1.2,1.5,40.6,84.0,0.2,1.7,0.1,"Ander Herrera Man Utd, 32, M(C)",166.0,2.7,0.7,0,0,0.3,60.7,94.5,6.75,Ander Herrera,Man Utd,25,MU  Manchester United  Man. United,M(C),13.000,67.0,0.0,2.0
23,"225Marouane FellainiMan Utd, 34, M(C)","Marouane Fellaini Man Utd, 34, M(C)",1070,1.4,0.6,1.8,0,1.2,0.6,0.1,6.78,1,0,1.3,0.6,0.7,0.2,1.7,1.2,32.8,83.6,0,0.8,0,"Marouane Fellaini Man Utd, 34, M(C)",207.0,0.4,0.2,0,0,0.6,27.2,78.7,6.25,Marouane Fellaini,Man Utd,27,MU  Manchester United  Man. United,M(C),13.000,67.0,0.0,2.0
24,"227Alexander IwobiArsenal, 26, M(CLR)","Alexander Iwobi Arsenal, 26, M(CLR)",632,0.6,0.2,0.2,0,0.1,0.2,0,6.78,2,2,1.2,0.9,0.4,0,1.3,1.5,28.3,85.6,0,0.5,0.2,"Alexander Iwobi Arsenal, 26, M(CLR)",77.0,0,1,0,0,1,17.0,79.4,6.29,Alexander Iwobi,Arsenal,19,ARS  Arsenal FC  Arsenal,M(CLR),15.000,90.0,1.0,2.0
25,"229Bastian SchweinsteigerMan Utd, 37, D(C),M(C)","Bastian Schweinsteiger Man Utd, 37, D(C),M(C)",1205,2,1.3,1.1,0,0.9,0.9,0.2,6.78,1,0,0.7,0.4,0.9,0,1.6,1.1,59.3,85.7,0.1,3.6,0,"Bastian Schweinsteiger Man Utd, 37, D(C),M(C)",424.0,0.8,0.5,0,0,0.2,67.0,86.8,6.57,Bastian Schweinsteiger,Man Utd,30,MU  Manchester United  Man. United,"D(C),M(C)",13.000,67.0,0.0,1.0
26,"212Juan MataMan Utd, 34, AM(CLR)","Juan Mata Man Utd, 34, AM(CLR)",2902,0.8,0.6,0.6,0,0.5,1.2,0,6.8,6,5,1.5,1.4,0.8,0.2,1.4,0.8,47.4,89.2,0.5,2.6,0.1,"Juan Mata Man Utd, 34, AM(CLR)",328.0,0.2,0.2,1,2,2.8,39.8,89.9,6.88,Juan Mata,Man Utd,27,MU  Manchester United  Man. United,AM(CLR),13.000,67.0,1.0,2.5
27,"210Gary CahillChelsea, 36, D(C)","Gary Cahill Chelsea, 36, D(C)",1955,1,1.6,0.7,0.8,4.9,0.3,1.5,6.81,2,1,0.6,0.1,0.9,0,0.2,0.3,33.6,83.6,0,1.3,0,"Gary Cahill Chelsea, 36, D(C)",541.0,0.9,1.6,1,0,0,28.1,88.3,6.95,Gary Cahill,Chelsea,29,CHE  Chelsea FC  Chelsea,D(C),18.000,121.0,0.0,0.0
28,"183OscarChelsea, 30, M(CLR)","Oscar Chelsea, 30, M(CLR)",1775,2.3,0.5,0.7,0,0.8,1.3,0.1,6.86,3,3,1.9,1.1,1.3,0.1,1.1,1.3,38.5,81.1,0.4,2.3,0,"Oscar Chelsea, 30, M(CLR)",363.0,1.6,0.6,2,1,1.6,30.3,77.4,7.11,Oscar,Chelsea,23,CHE  Chelsea FC  Chelsea,M(CLR),18.000,121.0,1.0,2.0
29,"184Jesús NavasMan City, 36, D(R),M(R)","Jesús Navas Man City, 36, D(R),M(R)",2282,0.9,0.6,0.5,0,0.3,0.6,0,6.86,0,7,0.9,1.6,0.7,0.1,1.3,1.0,37.3,83.4,1,1.2,0.1,"Jesús Navas Man City, 36, D(R),M(R)",736.0,1.3,0.8,0,1,1.5,36.1,84.5,6.86,Jesús Navas,Man City,29,MC  Manchester City FC  Man. City,"D(R),M(R)",26.000,84.0,2.0,1.0
30,"185Per MertesackerArsenal, 37, D(C)","Per Mertesacker Arsenal, 37, D(C)",2049,1.1,1.5,0.3,1.1,4.5,0.2,0.4,6.86,0,0,0.3,0.1,0.3,0,0.2,0.3,52.0,89.3,0,1.9,0,"Per Mertesacker Arsenal, 37, D(C)",483.0,1,2.3,0,0,0,32.7,87.8,6.97,Per Mertesacker,Arsenal,30,ARS  Arsenal FC  Arsenal,D(C),15.000,90.0,0.0,0.0
31,"178Kurt ZoumaChelsea, 27, D(CR)","Kurt Zouma Chelsea, 27, D(CR)",1918,1.3,1.6,0.4,0.5,5.3,0.3,0.4,6.87,1,1,0.7,0,0.3,0.1,0.1,0.3,32.0,80.4,0,1.6,0,"Kurt Zouma Chelsea, 27, D(CR)",468.0,1.2,2.2,1,0,0,27.5,78.8,7.16,Kurt Zouma,Chelsea,20,CHE  Chelsea FC  Chelsea,D(CR),18.000,121.0,1.0,0.0
32,"170Branislav IvanovicChelsea, 38, D(CR)","Branislav Ivanovic Chelsea, 38, D(CR)",2918,2.0,1.8,1.0,0.4,2.6,0.9,0.5,6.88,2,2,0.8,0.4,0.7,0,0.3,0.4,39.4,82.9,0.3,2.2,0,"Branislav Ivanovic Chelsea, 38, D(CR)",360.0,3,0.8,0,0,0,30.0,77.5,6.81,Branislav Ivanovic,Chelsea,31,CHE  Chelsea FC  Chelsea,D(CR),18.000,121.0,1.0,0.0
33,"154Matteo DarmianMan Utd, 32, D(CLR),M(LR)","Matteo Darmian Man Utd, 32, D(CLR),M(LR)",1932,3,1.5,1,0.3,1.9,1.0,0.1,6.91,1,0,0.2,0.4,0.8,0.1,0.6,0.4,33.4,79.3,0.3,1.4,0,"Matteo Darmian Man Utd, 32, D(CLR),M(LR)",308.0,2,1.5,0,0,0.3,34.8,81.3,6.64,Matteo Darmian,Man Utd,25,MU  Manchester United  Man. United,"D(CLR),M(LR)",13.000,67.0,1.5,1.0
34,"158Eliaquim MangalaMan City, 31, D(C)","Eliaquim Mangala Man City, 31, D(C)",2011,1.4,2.9,1.6,0.6,5.2,0.7,0.3,6.9,0,0,0.3,0,0.3,0,0.3,0.3,43.6,87.4,0,1.8,0,"Eliaquim Mangala Man City, 31, D(C)",613.0,1.1,2,0,0,0,35.9,86.5,6.61,Eliaquim Mangala,Man City,24,MC  Manchester City FC  Man. City,D(C),26.000,84.0,0.0,0.0
35,"142Marcos RojoMan Utd, 32, D(CL)","Marcos Rojo Man Utd, 32, D(CL)",1254,2.7,1.7,1.3,0,2.0,0.9,0.3,6.93,0,1,0.5,0.6,0.8,0.1,0.5,0.4,43.8,73.1,0.7,1.6,0,"Marcos Rojo Man Utd, 32, D(CL)",309.0,1,2.3,0,0,0.8,62.0,81.9,6.99,Marcos Rojo,Man Utd,25,MU  Manchester United  Man. United,D(CL),13.000,67.0,1.0,0.0
36,"150Morgan SchneiderlinMan Utd, 32, DMC","Morgan Schneiderlin Man Utd, 32, DMC",2205,2.4,2.5,1.8,0,1.7,0.8,0.2,6.92,1,0,0.4,0.3,0.5,0,0.4,0.7,50.3,89.5,0,3.4,0,"Morgan Schneiderlin Man Utd, 32, DMC",270.0,2.7,2.3,0,0,0.3,90.7,87.1,6.76,Morgan Schneiderlin,Man Utd,25,MU  Manchester United  Man. United,DMC,13.000,67.0,0.0,1.0
37,"135FernandoMan City, 34, DMC","Fernando Man City, 34, DMC",1713,2.5,1.8,1.1,0.1,1.5,1.6,0.2,6.95,2,0,0.6,0.3,0.4,0,0.4,0.4,38.1,89.0,0,2.0,0,"Fernando Man City, 34, DMC",779.0,2.7,2.3,0,2,0.3,37.3,90.1,6.9,Fernando,Man City,27,MC  Manchester City FC  Man. City,DMC,26.000,84.0,0.0,1.0
38,"128Nemanja MaticChelsea, 33, DMC","Nemanja Matic Chelsea, 33, DMC",2421,2.5,2,1.2,0,1.4,1.0,0.3,6.98,2,2,1,0.6,0.5,0.1,1.1,0.8,48.7,88.1,0.1,2.2,0,"Nemanja Matic Chelsea, 33, DMC",377.0,3.8,1.4,0,0,0.2,47.6,84.5,7.31,Nemanja Matic,Chelsea,26,CHE  Chelsea FC  Chelsea,DMC,18.000,121.0,0.0,1.0
39,"129Pablo ZabaletaMan City, 37, D(R),DMC,M(R)","Pablo Zabaleta Man City, 37, D(R),DMC,M(R)",1062,3.3,1.9,1.2,0.1,2.7,1.3,0.2,6.97,0,1,0.2,0.2,0.7,0.2,0.7,0.4,44.2,85.0,0,1.0,0,"Pablo Zabaleta Man City, 37, D(R),DMC,M(R)",151.0,1.3,1.3,0,0,0,22.0,77.3,6.5,Pablo Zabaleta,Man City,30,MC  Manchester City FC  Man. City,"D(R),DMC,M(R)",26.000,84.0,1.3333333333333333,1.0
40,"112César AzpilicuetaChelsea, 32, D(CLR),M(R)","César Azpilicueta Chelsea, 32, D(CLR),M(R)",3202,3.1,2.3,1.1,0.1,2.8,0.8,0.4,7.03,2,3,0.3,0.6,0.5,0,0.1,0.6,48.6,81.7,0.3,2.8,0,"César Azpilicueta Chelsea, 32, D(CLR),M(R)",720.0,3.9,3.6,0,0,0.8,43.6,77.9,7.4,César Azpilicueta,Chelsea,25,CHE  Chelsea FC  Chelsea,"D(CLR),M(R)",18.000,121.0,1.5,1.0
41,"108PedroChelsea, 34, M(CLR),FW","Pedro Chelsea, 34, M(CLR),FW",2044,1.3,0.8,0.8,0,0.2,1.0,0,7.03,7,2,2,1.4,1.6,0.2,1.5,1.6,33.4,83.8,0.6,1.4,0,"Pedro Chelsea, 34, M(CLR),FW",294.0,0.8,0.2,0,0,1,19.5,79.5,6.3,Pedro,Chelsea,27,CHE  Chelsea FC  Chelsea,"M(CLR),FW",18.000,121.0,1.0,3.0
42,"91Olivier GiroudArsenal, 35, FW","Olivier Giroud Arsenal, 35, FW",2431,0.9,0.3,1.1,0,0.7,0.6,0.1,7.07,16,6,2.7,0.9,0.9,0.7,1.2,2.2,22.1,68.1,0.1,0.2,0.1,"Olivier Giroud Arsenal, 35, FW",388.0,0.7,0.3,5,0,0.7,17.7,67.7,7.0,Olivier Giroud,Arsenal,28,ARS  Arsenal FC  Arsenal,FW,15.000,90.0,0.0,4.0
43,"92Wayne RooneyMan Utd, 36, M(CLR),FW","Wayne Rooney Man Utd, 36, M(CLR),FW",2410,1.0,0.3,1.0,0,0.5,0.6,0.3,7.06,8,6,2.6,1.5,0.5,0.5,1.9,1.8,40.9,83.1,0.2,3.7,0.1,"Wayne Rooney Man Utd, 36, M(CLR),FW",360.0,0,0,1,0,1,34.5,84.1,6.63,Wayne Rooney,Man Utd,29,MU  Manchester United  Man. United,"M(CLR),FW",13.000,67.0,1.0,3.0
44,"95Danny WelbeckArsenal, 31, AM(CLR),FW","Danny Welbeck Arsenal, 31, AM(CLR),FW",578,1.0,0.2,0.5,0.1,0.5,0,0,7.06,4,2,1.8,0.6,0.8,0,1.6,1.4,13.5,76.5,0,0.1,0,"Danny Welbeck Arsenal, 31, AM(CLR),FW",91.0,0,0.5,0,0,0.5,8.5,82.4,6.5,Danny Welbeck,Arsenal,24,ARS  Arsenal FC  Arsenal,"AM(CLR),FW",15.000,90.0,1.0,3.0
45,"97Antonio ValenciaMan Utd, 36, D(R),M(R)","Antonio Valencia Man Utd, 36, D(R),M(R)",855,1.9,1.1,1.1,0.1,1.3,0.6,0.4,7.05,0,3,0.4,0.5,0.4,0.1,0.3,1.1,41.7,88.2,0.6,1.6,0.1,"Antonio Valencia Man Utd, 36, D(R),M(R)",140.0,2.3,1.3,0,1,0.7,42.7,88.3,6.86,Antonio Valencia,Man Utd,29,MU  Manchester United  Man. United,"D(R),M(R)",13.000,67.0,2.0,1.0
46,"83Diego CostaChelsea, 33, FW","Diego Costa Chelsea, 33, FW",2379,0.8,0.2,1.5,0,0.9,0.5,0.1,7.08,12,6,2.4,1.1,1.8,1.2,2.5,2.9,29.4,77.8,0,0.6,0,"Diego Costa Chelsea, 33, FW",663.0,0.8,0.5,2,1,1.1,25.0,80.5,7.41,Diego Costa,Chelsea,26,CHE  Chelsea FC  Chelsea,FW,18.000,121.0,0.0,4.0
47,"73Bacary SagnaMan City, 39, D(CR)","Bacary Sagna Man City, 39, D(CR)",2448,1.8,1.8,0.6,0.4,3.5,0.7,0.3,7.12,0,3,0.2,1,0.5,0,0.4,0.5,56.7,82.7,0.7,1.9,0,"Bacary Sagna Man City, 39, D(CR)",910.0,2.2,1.2,0,0,0.5,47.2,84.6,6.92,Bacary Sagna,Man City,32,MC  Manchester City FC  Man. City,D(CR),26.000,84.0,1.0,0.0
48,"77Eden HazardChelsea, 31, M(CLR),FW","Eden Hazard Chelsea, 31, M(CLR),FW",2192,0.7,0.4,0.5,0,0.1,0.5,0,7.11,4,3,1.2,2.1,2.3,0.3,1.5,1.7,45.7,86.0,0.3,2.4,0.1,"Eden Hazard Chelsea, 31, M(CLR),FW",526.0,0.3,0.8,0,1,1.1,35.8,84.6,7.1,Eden Hazard,Chelsea,24,CHE  Chelsea FC  Chelsea,"M(CLR),FW",18.000,121.0,1.0,3.0
49,"78Francis CoquelinArsenal, 31, M(CLR)","Francis Coquelin Arsenal, 31, M(CLR)",1647,2.8,3,0.9,0,0.8,0.8,0.3,7.1,0,0,0.3,0.2,0.9,0,0.7,0.5,42.9,89.1,0.1,2.2,0,"Francis Coquelin Arsenal, 31, M(CLR)",394.0,1.8,2.2,0,0,0.2,28.8,85.0,6.62,Francis Coquelin,Arsenal,24,ARS  Arsenal FC  Arsenal,M(CLR),15.000,90.0,1.0,2.0
50,"66Daley BlindMan Utd, 32, D(CL),DMC,M(L)","Daley Blind Man Utd, 32, D(CL),DMC,M(L)",3117,2.7,2.3,0.8,0.5,3.4,0.8,0.6,7.14,1,1,0.1,0.7,0.4,0,0.3,0.5,58.0,83.7,0.9,4.9,0,"Daley Blind Man Utd, 32, D(CL),DMC,M(L)",477.0,1,1.7,0,1,2.0,60.5,84.0,6.93,Daley Blind,Man Utd,25,MU  Manchester United  Man. United,"D(CL),DMC,M(L)",13.000,67.0,1.0,1.0
51,"68Cesc FàbregasChelsea, 35, M(CL),FW","Cesc Fàbregas Chelsea, 35, M(CL),FW",2899,2.8,0.6,1.0,0,0.5,2.0,0.2,7.14,5,7,1.2,1.8,1.1,0.1,0.8,0.7,76.5,84.0,0.6,5.0,0.4,"Cesc Fàbregas Chelsea, 35, M(CL),FW",604.0,2.9,0.7,1,1,1.9,76.0,86.7,7.17,Cesc Fàbregas,Chelsea,28,CHE  Chelsea FC  Chelsea,"M(CL),FW",18.000,121.0,1.0,3.0
52,"69Aleksandar KolarovMan City, 36, D(CL),M(L)","Aleksandar Kolarov Man City, 36, D(CL),M(L)",2282,1.2,1.6,0.7,0.2,2.4,0.7,0.3,7.14,3,3,1.3,1.3,1.1,0.1,0.5,0.8,46.9,78.7,1.4,2.2,0,"Aleksandar Kolarov Man City, 36, D(CL),M(L)",392.0,0.8,2.2,0,0,1.3,37.0,82.4,6.84,Aleksandar Kolarov,Man City,29,MC  Manchester City FC  Man. City,"D(CL),M(L)",26.000,84.0,1.5,1.0
53,"51Héctor BellerínArsenal, 27, D(R),M(R)","Héctor Bellerín Arsenal, 27, D(R),M(R)",3240,1.6,1.8,0.5,0,2.4,0.6,0.2,7.19,1,5,0.4,0.7,0.2,0,1.0,0.9,46.9,85.7,0.5,0.9,0.1,"Héctor Bellerín Arsenal, 27, D(R),M(R)",528.0,2.3,2.5,0,1,0.5,39.0,81.2,7.36,Héctor Bellerín,Arsenal,20,ARS  Arsenal FC  Arsenal,"D(R),M(R)",15.000,90.0,2.0,1.0
54,"55Chris SmallingMan Utd, 32, D(CR)","Chris Smalling Man Utd, 32, D(CR)",3150,1.6,2.8,1.3,0.5,5.1,0.4,0.5,7.17,0,1,0.5,0.2,0.4,0,0.3,0.3,43.8,82.4,0,3.0,0,"Chris Smalling Man Utd, 32, D(CR)",540.0,1.5,2.7,1,0,0.2,65.3,88.0,7.42,Chris Smalling,Man Utd,25,MU  Manchester United  Man. United,D(CR),13.000,67.0,1.0,0.0
55,"56FernandinhoMan City, 37, D(CR),DMC","Fernandinho Man City, 37, D(CR),DMC",2732,3.2,1.7,1.7,0.2,1.3,1.8,0.2,7.17,2,2,0.9,0.9,1.0,0,1.0,0.8,56.7,87.4,0.1,2.5,0,"Fernandinho Man City, 37, D(CR),DMC",1050.0,2.9,1.8,2,3,0.9,47.3,86.3,7.24,Fernandinho,Man City,30,MC  Manchester City FC  Man. City,"D(CR),DMC",26.000,84.0,0.5,0.5
