,Player,Player.1,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB,C_Player,C_Mins,C_Tackles,C_Inter,C_Goals,C_Assists,C_KeyP,C_AvgP,C_PS%,C_Rating,Name,Club,Age,uefa_club,Position,CurrentPts,Pts,posX,posY
10,"348Mohamed ElnenyArsenal, 29, DMC","Mohamed Elneny Arsenal, 29, DMC",694,1.6,0.5,0.7,0,0.4,0.5,0,6.53,0,1,1.1,0.3,0.4,0,0.4,0,44.0,92.9,0.1,1.5,0,"Mohamed Elneny Arsenal, 29, DMC",81.0,0.2,0.4,0,1,0.2,14.6,97.3,6.28,Mohamed Elneny,Arsenal,23,ARS  Arsenal FC  Arsenal,DMC,19.000,90.0,0.0,1.0
11,"307NolitoMan City, 35, AM(CL)","Nolito Man City, 35, AM(CL)",779,0.8,0.3,0.9,0,0.2,0.7,0,6.59,4,2,1.7,0.7,0.5,0.2,0.7,0.7,20.5,82.1,0.2,0.5,0.1,"Nolito Man City, 35, AM(CL)",224.0,1.5,0,1,1,0.8,20.8,74.7,6.76,Nolito,Man City,29,MC  Manchester City FC  Man. City,AM(CL),18.000,85.0,1.0,2.5
12,"294Andy KingLeicester, 33, M(C)","Andy King Leicester, 33, M(C)",1445,1.7,1.2,0.8,0,1.4,0.9,0.5,6.61,1,0,0.6,0.3,0.7,0,0.4,0.7,28.0,79.2,0.1,1.4,0,"Andy King Leicester, 33, M(C)",233.0,1.3,1.3,0,0,0.5,27.5,77.3,6.73,Andy King,Leicester,27,LEI  Leicester City FC  Leicester,M(C),22.000,22.0,0.0,2.0
13,"270Wes MorganLeicester, 38, D(C)","Wes Morgan Leicester, 38, D(C)",2430,1,2,0.7,0.7,5.2,0.3,0.9,6.66,1,0,0.5,0.1,0.3,0,0.1,0.3,24.2,67.7,0,1.2,0,"Wes Morgan Leicester, 38, D(C)",804.0,0.9,0.8,1,0,0.1,25.4,78.2,6.79,Wes Morgan,Leicester,32,LEI  Leicester City FC  Leicester,D(C),22.000,22.0,0.0,0.0
14,"241Aaron RamseyArsenal, 31, M(CLR)","Aaron Ramsey Arsenal, 31, M(CLR)",1231,0.9,0.5,0.7,0,0.6,1.0,0.1,6.72,1,4,1.8,1,0.9,0.1,1,1,40.0,88.4,0.1,1.1,0.1,"Aaron Ramsey Arsenal, 31, M(CLR)",307.0,3,1,0,1,0.8,56.3,85.8,6.99,Aaron Ramsey,Arsenal,25,ARS  Arsenal FC  Arsenal,M(CLR),19.000,90.0,1.0,2.0
15,"247Ben ChilwellLeicester, 25, D(L),M(L)","Ben Chilwell Leicester, 25, D(L),M(L)",696,1.9,1.9,0.6,0.1,1.3,1.1,0.3,6.69,1,0,0.6,0.2,1.3,0.1,0.3,0.7,25.1,68.8,0.1,1.2,0.2,"Ben Chilwell Leicester, 25, D(L),M(L)",135.0,2.5,2.5,0,0,0.5,21.5,79.1,6.4,Ben Chilwell,Leicester,19,LEI  Leicester City FC  Leicester,"D(L),M(L)",22.000,22.0,2.0,1.0
16,"250Islam SlimaniLeicester, 33, FW","Islam Slimani Leicester, 33, FW",1280,0.5,0.1,1.2,0,0.1,0.7,0.1,6.69,7,4,1.5,0.7,0.6,0.5,0.9,1.6,18.4,70.7,0,0.4,0,"Islam Slimani Leicester, 33, FW",271.0,1.2,0.2,1,1,0.6,16.2,67.9,6.75,Islam Slimani,Leicester,27,LEI  Leicester City FC  Leicester,FW,22.000,22.0,0.0,4.0
17,"231Pablo ZabaletaMan City, 37, D(R),DMC,M(R)","Pablo Zabaleta Man City, 37, D(R),DMC,M(R)",1060,2.1,1.2,0.7,0.2,2.1,0.7,0,6.74,1,1,0.4,0.6,0.8,0.3,0.3,0.4,28.7,82.9,0.1,0.8,0,"Pablo Zabaleta Man City, 37, D(R),DMC,M(R)",445.0,2.5,2,0,0,0.2,38.3,81.3,6.78,Pablo Zabaleta,Man City,31,MC  Manchester City FC  Man. City,"D(R),DMC,M(R)",18.000,85.0,1.3333333333333333,1.0
18,"234Alexander IwobiArsenal, 26, M(CLR)","Alexander Iwobi Arsenal, 26, M(CLR)",1463,0.7,0.3,0.3,0,0.2,0.4,0.2,6.72,3,3,1.5,1,0.5,0.1,1,0.9,34.5,87.5,0.2,0.7,0.1,"Alexander Iwobi Arsenal, 26, M(CLR)",411.0,0.9,0.3,1,0,0.1,32.3,86.7,6.41,Alexander Iwobi,Arsenal,20,ARS  Arsenal FC  Arsenal,M(CLR),19.000,90.0,1.0,2.0
19,"238Danny SimpsonLeicester, 35, D(R)","Danny Simpson Leicester, 35, D(R)",2990,1.4,1.9,1,0.3,4.1,0.4,0.3,6.72,0,2,0.1,0.3,0.3,0.1,0.1,0.4,31.2,69.0,0.3,1.8,0,"Danny Simpson Leicester, 35, D(R)",540.0,1.3,2.3,0,0,0.2,36.8,65.6,6.8,Danny Simpson,Leicester,29,LEI  Leicester City FC  Leicester,D(R),22.000,22.0,2.0,0.0
20,"221Yohan BenalouaneLeicester, 35, D(CR)","Yohan Benalouane Leicester, 35, D(CR)",921,1.5,2.4,1.4,0.5,5.1,0.6,0.5,6.75,0,0,0.4,0.2,0.3,0,0.1,0.2,17.1,68.1,0,1.5,0,"Yohan Benalouane Leicester, 35, D(CR)",136.0,1,2,0,0,0,23.5,85.1,6.31,Yohan Benalouane,Leicester,29,LEI  Leicester City FC  Leicester,D(CR),22.000,22.0,1.0,0.0
21,"211John StonesMan City, 28, D(CR)","John Stones Man City, 28, D(CR)",2013,1,1.4,0.3,0.6,4.2,0.3,0.5,6.78,0,0,0.5,0.1,0.3,0,0.1,0.3,54.4,91.7,0,2.3,0,"John Stones Man City, 28, D(CR)",557.0,0.6,0.9,1,0,0,62.7,93.6,6.66,John Stones,Man City,22,MC  Manchester City FC  Man. City,D(CR),18.000,85.0,1.0,0.0
22,"201Francis CoquelinArsenal, 31, M(CLR)","Francis Coquelin Arsenal, 31, M(CLR)",1786,2.5,1.8,1.1,0,1.1,1.2,0.3,6.8,0,0,0.5,0.5,1.4,0,1,1.1,40.7,87.8,0,1.1,0,"Francis Coquelin Arsenal, 31, M(CLR)",426.0,3,3,0,0,0.5,35.3,90.1,6.95,Francis Coquelin,Arsenal,25,ARS  Arsenal FC  Arsenal,M(CLR),19.000,90.0,1.0,2.0
23,"207Danny DrinkwaterLeicester, 32, DMC","Danny Drinkwater Leicester, 32, DMC",2467,2.9,1.3,1.6,0,1.8,1.6,0.4,6.78,1,1,1.1,0.5,0.3,0,1.2,1.2,60.2,77.4,0.1,3.7,0,"Danny Drinkwater Leicester, 32, DMC",886.0,2.3,2.6,0,1,0.3,57.7,78.7,6.88,Danny Drinkwater,Leicester,26,LEI  Leicester City FC  Leicester,DMC,22.000,22.0,0.0,1.0
24,"192Robert HuthLeicester, 37, D(C)","Robert Huth Leicester, 37, D(C)",2929,0.8,1.3,1.4,0.6,6.7,0.2,1.1,6.81,2,2,0.8,0.2,0.5,0,0.1,0.2,21.3,71.4,0,1.0,0,"Robert Huth Leicester, 37, D(C)",720.0,0.1,1.6,0,0,0,22.1,77.4,7.25,Robert Huth,Leicester,31,LEI  Leicester City FC  Leicester,D(C),22.000,22.0,0.0,0.0
25,"193Olivier GiroudArsenal, 35, FW","Olivier Giroud Arsenal, 35, FW",1198,0.5,0.2,0.7,0,0.6,0.4,0.1,6.81,12,3,1.3,0.6,0.4,0.4,0.7,1.3,12.7,71.5,0,0.1,0,"Olivier Giroud Arsenal, 35, FW",312.0,1,0,2,1,0.2,13.7,62.2,6.35,Olivier Giroud,Arsenal,29,ARS  Arsenal FC  Arsenal,FW,19.000,90.0,0.0,4.0
26,"194Héctor BellerínArsenal, 27, D(R),M(R)","Héctor Bellerín Arsenal, 27, D(R),M(R)",2500,0.7,1.1,0.6,0.2,1.4,0.5,0.2,6.81,1,4,0.7,0.8,0.4,0,1.3,1.2,42.2,84.6,0.3,0.6,0.1,"Héctor Bellerín Arsenal, 27, D(R),M(R)",450.0,1.8,2,0,0,0.2,40.6,83.7,6.87,Héctor Bellerín,Arsenal,21,ARS  Arsenal FC  Arsenal,"D(R),M(R)",19.000,90.0,2.0,1.0
27,"185Jamie VardyLeicester, 35, AM(L),FW","Jamie Vardy Leicester, 35, AM(L),FW",2810,0.4,0.2,0.7,0,0.3,0.3,0,6.83,13,5,1.5,0.9,0.8,0.7,0.7,1.7,15.1,62.5,0.2,0.3,0,"Jamie Vardy Leicester, 35, AM(L),FW",772.0,1.0,0.3,2,0,0.7,15.1,61.0,6.87,Jamie Vardy,Leicester,29,LEI  Leicester City FC  Leicester,"AM(L),FW",22.000,22.0,2.0,3.0
28,"171Marc AlbrightonLeicester, 32, D(R),M(LR)","Marc Albrighton Leicester, 32, D(R),M(LR)",2425,1.5,1.1,0.6,0,0.9,1.5,0.1,6.85,2,6,0.6,1.4,0.6,0.1,0.8,1.2,26.5,63.7,1.3,1.7,0.1,"Marc Albrighton Leicester, 32, D(R),M(LR)",751.0,1.4,0.6,2,0,1.3,28.4,67.6,6.95,Marc Albrighton,Leicester,26,LEI  Leicester City FC  Leicester,"D(R),M(LR)",22.000,22.0,2.0,1.0
29,"166Kieran TrippierTottenham, 31, D(LR),M(R)","Kieran Trippier Tottenham, 31, D(LR),M(R)",566,1.4,0.6,0.7,0.4,1.1,0.5,0.3,6.86,0,5,0.3,1.2,0.4,0.1,0.3,0.2,28.8,76.3,0.6,1.0,0,"Kieran Trippier Tottenham, 31, D(LR),M(R)",270.0,2.3,3,0,0,1.3,67.0,82.1,7.35,Kieran Trippier,Tottenham,25,TOT  Tottenham Hotspur  Tottenham,"D(LR),M(R)",10.000,62.0,2.0,1.0
30,"142Riyad MahrezLeicester, 31, AM(CLR),FW","Riyad Mahrez Leicester, 31, AM(CLR),FW",2837,1.0,0.8,0.7,0,0.4,1.5,0.1,6.91,6,3,2.1,1.4,1.8,0.2,1.7,1.8,29.6,77.6,0.7,1.4,0.1,"Riyad Mahrez Leicester, 31, AM(CLR),FW",776.0,1.4,0.4,4,2,1.6,30.8,73.3,7.41,Riyad Mahrez,Leicester,25,LEI  Leicester City FC  Leicester,"AM(CLR),FW",22.000,22.0,1.0,3.0
31,"149Gabriel PaulistaArsenal, 31, D(CR)","Gabriel Paulista Arsenal, 31, D(CR)",1516,1.3,1.6,1.1,0.5,4.5,0.5,0.5,6.9,0,0,0.5,0.2,0.6,0,0.3,0.5,45.9,87.0,0.1,1.3,0,"Gabriel Paulista Arsenal, 31, D(CR)",131.0,3,0.5,0,0,0,37.0,85.1,6.66,Gabriel Paulista,Arsenal,25,ARS  Arsenal FC  Arsenal,D(CR),19.000,90.0,1.0,0.0
32,"135Eric DierTottenham, 28, D(CR),DMC","Eric Dier Tottenham, 28, D(CR),DMC",3045,1.3,1,0.7,0.5,4.1,0.5,0.5,6.93,2,0,0.6,0.4,0.5,0.1,0.4,0.3,55.0,86.7,0.1,5.2,0,"Eric Dier Tottenham, 28, D(CR),DMC",441.0,0.6,2.0,0,0,0.2,68.0,85.9,6.63,Eric Dier,Tottenham,22,TOT  Tottenham Hotspur  Tottenham,"D(CR),DMC",10.000,62.0,0.5,0.5
33,"137Bacary SagnaMan City, 39, D(CR)","Bacary Sagna Man City, 39, D(CR)",1345,1.4,1.2,0.2,0.2,2.8,0.4,0.2,6.93,0,1,0.2,0.5,0.5,0.1,0.2,0.5,48.9,88.7,0.2,1.3,0,"Bacary Sagna Man City, 39, D(CR)",292.0,2,1.3,0,0,0.3,53.3,89.7,6.59,Bacary Sagna,Man City,33,MC  Manchester City FC  Man. City,D(CR),18.000,85.0,1.0,0.0
34,"121Granit XhakaArsenal, 29, D(L),M(C)","Granit Xhaka Arsenal, 29, D(L),M(C)",2486,2.4,1.3,1.2,0,1.0,1.3,0.2,6.96,2,2,1.1,1.1,0.6,0,0.7,0.6,71.8,89.5,0.2,5.7,0.2,"Granit Xhaka Arsenal, 29, D(L),M(C)",479.0,1.4,1.0,1,0,0.3,52.7,88.6,6.57,Granit Xhaka,Arsenal,23,ARS  Arsenal FC  Arsenal,"D(L),M(C)",19.000,90.0,1.0,1.0
35,"111Kieran GibbsArsenal, 32, D(L),M(L)","Kieran Gibbs Arsenal, 32, D(L),M(L)",702,1.0,0.9,1.0,0.4,3.0,0.7,0,6.98,0,1,0.5,0.9,0.1,0,0.4,0.7,33.8,82.3,0.7,0.7,0,"Kieran Gibbs Arsenal, 32, D(L),M(L)",466.0,2.8,1.3,0,1,0.3,39.8,87.4,7.11,Kieran Gibbs,Arsenal,26,ARS  Arsenal FC  Arsenal,"D(L),M(L)",19.000,90.0,2.0,1.0
36,"115Gaël ClichyMan City, 36, D(L)","Gaël Clichy Man City, 36, D(L)",2125,1.8,2.1,0.5,0.5,3.4,1.0,0.1,6.98,1,0,0.1,0.6,0.3,0,0.3,0.3,58.2,85.2,0.3,1.8,0,"Gaël Clichy Man City, 36, D(L)",289.0,1.2,1,0,0,0,37.0,84.9,6.41,Gaël Clichy,Man City,30,MC  Manchester City FC  Man. City,D(L),18.000,85.0,2.0,0.0
37,"116Nacho MonrealArsenal, 36, D(CL),M(L)","Nacho Monreal Arsenal, 36, D(CL),M(L)",3153,2.5,2.5,0.9,0.2,2.8,1.4,0.3,6.98,0,2,0.3,0.3,1.0,0.2,0.5,0.4,48.7,85.6,0.2,1.1,0,"Nacho Monreal Arsenal, 36, D(CL),M(L)",255.0,3,2,0,0,0.7,44.7,92.5,6.86,Nacho Monreal,Arsenal,30,ARS  Arsenal FC  Arsenal,"D(CL),M(L)",19.000,90.0,1.5,1.0
38,"117Rob HoldingArsenal, 26, D(CR)","Rob Holding Arsenal, 26, D(CR)",810,1.3,1.1,1.1,0.9,5.1,0.9,0.7,6.97,0,0,0.6,0.3,0.2,0,0.2,0.7,51.8,82.4,0.2,2.8,0,"Rob Holding Arsenal, 26, D(CR)",90.0,3.0,3.0,0,0,1,70.0,91.4,7.62,Rob Holding,Arsenal,20,ARS  Arsenal FC  Arsenal,D(CR),19.000,90.0,1.0,0.0
39,"103Toby AlderweireldTottenham, 33, D(CR)","Toby Alderweireld Tottenham, 33, D(CR)",2604,1.4,0.9,0.3,0.9,5.4,0.5,0.7,7.0,1,0,0.9,0.2,0.2,0,0,0.2,50.7,83.2,0,7.1,0,"Toby Alderweireld Tottenham, 33, D(CR)",202.0,1.3,1,1,0,0.3,60.7,89.0,7.07,Toby Alderweireld,Tottenham,27,TOT  Tottenham Hotspur  Tottenham,D(CR),10.000,62.0,1.0,0.0
40,"104Alex Oxlade ChamberlainArsenal, 28, M(CLR)","Alex Oxlade Chamberlain Arsenal, 28, M(CLR)",1563,1.3,0.4,1.0,0,0.8,0.6,0.1,6.99,2,7,1,1.1,0.6,0,1,0.9,26.7,82.2,0.5,1.3,0.1,"Alex Oxlade Chamberlain Arsenal, 28, M(CLR)",378.0,1.0,0.7,1,1,1.1,20.4,77.6,6.91,Alex Oxlade Chamberlain,Arsenal,22,ARS  Arsenal FC  Arsenal,M(CLR),19.000,90.0,1.0,2.0
41,"106Erik LamelaTottenham, 30, AM(CLR)","Erik Lamela Tottenham, 30, AM(CLR)",593,1.4,0.6,1.4,0,0.1,1.4,0,6.99,1,1,2,2.0,1.2,0.1,2.3,1.4,33.9,80.0,1.1,1.2,0,"Erik Lamela Tottenham, 30, AM(CLR)",232.0,2.7,1.3,0,2,2.3,39.3,80.5,7.37,Erik Lamela,Tottenham,24,TOT  Tottenham Hotspur  Tottenham,AM(CLR),10.000,62.0,1.0,2.5
42,"109Theo WalcottArsenal, 33, M(CLR),FW","Theo Walcott Arsenal, 33, M(CLR),FW",1925,1.3,0.5,0.5,0,0.5,0.6,0,6.99,10,2,2.2,0.5,1.0,0.6,1.4,2,19.3,75.3,0.3,0.2,0.1,"Theo Walcott Arsenal, 33, M(CLR),FW",272.0,0.8,0.7,4,0,0.3,16.2,76.3,7.22,Theo Walcott,Arsenal,27,ARS  Arsenal FC  Arsenal,"M(CLR),FW",19.000,90.0,1.0,3.0
43,"92Santi CazorlaArsenal, 37, M(CLR)","Santi Cazorla Arsenal, 37, M(CLR)",619,1.3,0.9,0.5,0,0.4,1,0.3,7.04,2,2,1,1.3,0.3,0.1,1.1,1.6,70.0,91.3,1.1,2.5,0,"Santi Cazorla Arsenal, 37, M(CLR)",237.0,2.7,1.3,0,1,2.7,71.3,90.2,7.81,Santi Cazorla,Arsenal,31,ARS  Arsenal FC  Arsenal,M(CLR),19.000,90.0,1.0,2.0
44,"84Leroy SanéMan City, 26, M(CLR),FW","Leroy Sané Man City, 26, M(CLR),FW",1788,1.3,0.6,0.5,0,0.2,0.7,0,7.06,5,3,1.3,1.3,0.7,0.5,1.7,2.0,26.6,81.3,0.3,0.3,0,"Leroy Sané Man City, 26, M(CLR),FW",281.0,0.8,0.5,2,2,1,24.8,84.8,7.31,Leroy Sané,Man City,20,MC  Manchester City FC  Man. City,"M(CLR),FW",18.000,85.0,1.0,3.0
45,"88Raheem SterlingMan City, 27, M(CLR),FW","Raheem Sterling Man City, 27, M(CLR),FW",2517,0.7,0.5,1.1,0,0.1,1,0,7.05,7,6,1.9,1.4,1.6,0.5,2.6,1.8,31.4,80.4,0.2,0.3,0,"Raheem Sterling Man City, 27, M(CLR),FW",577.0,1.9,1.3,2,3,2,31.3,84.0,7.25,Raheem Sterling,Man City,21,MC  Manchester City FC  Man. City,"M(CLR),FW",18.000,85.0,1.0,3.0
46,"89Christian FuchsLeicester, 36, D(CL),M(L)","Christian Fuchs Leicester, 36, D(CL),M(L)",3104,2.7,2.0,0.8,0.3,4.0,1.4,0.4,7.05,2,4,0.6,1.1,0.2,0,0.3,0.6,35.9,72.3,0.7,2.7,0,"Christian Fuchs Leicester, 36, D(CL),M(L)",810.0,2.4,1.3,0,1,1.2,41.9,68.2,7.23,Christian Fuchs,Leicester,30,LEI  Leicester City FC  Leicester,"D(CL),M(L)",22.000,22.0,1.5,1.0
47,"80Ilkay GündoganMan City, 31, M(C)","Ilkay Gündogan Man City, 31, M(C)",710,1.0,0.9,0.2,0,0.4,1.1,0,7.07,3,1,1.6,1.2,1.0,0,0.8,1.4,50.5,91.9,0.1,1.0,0.2,"Ilkay Gündogan Man City, 31, M(C)",520.0,1.8,1.8,2,0,2.0,53.8,90.7,7.4,Ilkay Gündogan,Man City,25,MC  Manchester City FC  Man. City,M(C),18.000,85.0,0.0,2.0
48,"63Son Heung-MinTottenham, 29, M(CLR),FW","Son Heung-Min Tottenham, 29, M(CLR),FW",2070,0.6,0.2,0.3,0,0.2,0.6,0,7.14,14,6,2.4,1.3,0.9,0.6,1.8,1.6,22.8,81.2,0.4,0.6,0,"Son Heung-Min Tottenham, 29, M(CLR),FW",425.0,0.7,0.2,1,0,0.8,28.0,79.2,6.43,Son Heung-Min,Tottenham,23,TOT  Tottenham Hotspur  Tottenham,"M(CLR),FW",10.000,62.0,1.0,3.0
49,"70Ben DaviesTottenham, 29, D(CL),M(L)","Ben Davies Tottenham, 29, D(CL),M(L)",1735,1.7,0.5,0.6,0.3,3.4,0.6,0.3,7.12,1,3,0.6,1.3,1.1,0.1,0.4,0.4,45.7,79.3,0.8,2.0,0,"Ben Davies Tottenham, 29, D(CL),M(L)",270.0,0.7,2.3,0,0,0.3,68.3,80.0,6.95,Ben Davies,Tottenham,23,TOT  Tottenham Hotspur  Tottenham,"D(CL),M(L)",10.000,62.0,1.5,1.0
50,"54Mousa DembéléTottenham, 34, M(CR)","Mousa Dembélé Tottenham, 34, M(CR)",2066,2.1,0.8,1.5,0,0.7,0.7,0.2,7.18,1,1,0.5,0.8,0.7,0,1.7,0.7,49.3,92.0,0.1,1.9,0.1,"Mousa Dembélé Tottenham, 34, M(CR)",165.0,1.3,1.5,0,0,0,25.8,83.5,6.78,Mousa Dembélé,Tottenham,28,TOT  Tottenham Hotspur  Tottenham,M(CR),10.000,62.0,1.0,2.0
51,"56Yaya TouréMan City, 39, M(C)","Yaya Touré Man City, 39, M(C)",1947,1.7,0.6,1,0,1.6,1.1,0.2,7.17,5,0,1.3,0.8,0.4,0,1,0.8,71.9,89.8,0,3.9,0.1,"Yaya Touré Man City, 39, M(C)",90.0,2,0,0,1,1,60.0,90.0,7.07,Yaya Touré,Man City,33,MC  Manchester City FC  Man. City,M(C),18.000,85.0,0.0,2.0
52,"58FernandinhoMan City, 37, D(CR),DMC","Fernandinho Man City, 37, D(CR),DMC",2755,2.5,2.0,1.5,0.2,1.9,1.8,0.2,7.16,2,1,1.1,1,1.1,0,1,0.8,68.1,86.6,0.2,3.3,0.1,"Fernandinho Man City, 37, D(CR),DMC",545.0,3,2.1,1,0,0.3,49.3,85.5,6.68,Fernandinho,Man City,31,MC  Manchester City FC  Man. City,"D(CR),DMC",18.000,85.0,0.5,0.5
53,"46Victor WanyamaTottenham, 30, DMC","Victor Wanyama Tottenham, 30, DMC",3016,2.5,1.1,1.8,0,1.9,1.1,0.3,7.21,4,1,1.1,0.9,1.0,0,0.9,0.9,54.8,87.5,0.1,3.3,0,"Victor Wanyama Tottenham, 30, DMC",428.0,2.0,1.8,0,0,0,61.8,87.7,6.91,Victor Wanyama,Tottenham,24,TOT  Tottenham Hotspur  Tottenham,DMC,10.000,62.0,0.0,1.0
54,"50Kyle WalkerTottenham, 32, D(CR),M(R)","Kyle Walker Tottenham, 32, D(CR),M(R)",2704,2.2,1.2,1.1,0.5,2.8,0.5,0.2,7.2,0,5,0.6,1.2,1.0,0.1,0.8,0.8,44.4,79.8,0.4,3.4,0,"Kyle Walker Tottenham, 32, D(CR),M(R)",270.0,1.7,2.3,0,0,1.3,57.7,79.2,7.29,Kyle Walker,Tottenham,26,TOT  Tottenham Hotspur  Tottenham,"D(CR),M(R)",10.000,62.0,1.5,1.0
55,"31Mesut ÖzilArsenal, 33, M(CLR)","Mesut Özil Arsenal, 33, M(CLR)",2848,0.8,0.5,0.4,0,0.3,0.8,0,7.3,8,9,1.2,3.0,1.0,0.6,1.2,1.9,63.9,86.6,1.8,1.7,0.1,"Mesut Özil Arsenal, 33, M(CLR)",627.0,1.0,0.6,4,3,1.8,49.6,84.6,7.37,Mesut Özil,Arsenal,27,ARS  Arsenal FC  Arsenal,M(CLR),19.000,90.0,1.0,2.0
