,Player,Player.1,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB,C_Player,C_Mins,C_Tackles,C_Inter,C_Goals,C_Assists,C_KeyP,C_AvgP,C_PS%,C_Rating,Name,Club,Age,uefa_club,Position,CurrentPts,Pts,posX,posY
16,"213Tammy AbrahamChelsea, 24, FW","Tammy Abraham Chelsea, 24, FW",1036,0.3,0.2,1.0,0,0.8,0.3,0,6.7,6,1,1.5,0.4,0.5,0.2,0.3,1.5,9.3,72.7,0,0.1,0,"Tammy Abraham Chelsea, 24, FW",233.0,0,0.2,1,1,0.2,9.6,79.2,6.67,Tammy Abraham,Chelsea,22,CHE  Chelsea FC  Chelsea,FW,33.000,98.0,0.0,4.0
17,"215Victor LindelöfMan Utd, 27, D(CR)","Victor Lindelöf Man Utd, 27, D(CR)",2586,0.8,1.1,0.8,0.6,3.3,0.4,0.5,6.69,1,1,0.1,0.2,0.3,0,0.1,0.3,64.3,89.8,0,2.1,0,"Victor Lindelöf Man Utd, 27, D(CR)",393.0,0.8,0.6,0,0,0,41.2,87.4,6.38,Victor Lindelöf,Man Utd,25,MU  Manchester United  Man. United,D(CR),26.000,113.0,1.0,0.0
18,"201Ozan KabakLiverpool, 22, D(C)","Ozan Kabak Liverpool, 22, D(C)",803,2.1,1.3,1.3,0.9,3,0.3,0.2,6.72,0,0,0.1,0.1,0.3,0,0.3,0.4,64.9,88.7,0,1.7,0,"Ozan Kabak Liverpool, 22, D(C)",321.0,1.5,1.5,0,0,0,50.0,84.0,6.78,Ozan Kabak,Liverpool,20,LIV  Liverpool FC  Liverpool,D(C),24.000,101.0,0.0,0.0
19,"207Rhys WilliamsLiverpool, 21, D(C)","Rhys Williams Liverpool, 21, D(C)",661,0.7,0.7,0.4,0.4,2.9,0,0.3,6.71,0,0,0.8,0.2,0.2,0,0,0,56.0,87.3,0,2.1,0.1,"Rhys Williams Liverpool, 21, D(C)",333.0,0.7,0.8,0,0,0,38.3,87.0,6.55,Rhys Williams,Liverpool,19,LIV  Liverpool FC  Liverpool,D(C),24.000,101.0,0.0,0.0
20,"208Hakim ZiyechChelsea, 29, M(CLR)","Hakim Ziyech Chelsea, 29, M(CLR)",1180,0.6,0.4,0.8,0,0,0.6,0,6.71,2,3,1.5,1.5,0.7,0.2,0.7,1.3,29.0,79.1,0.5,1.1,0,"Hakim Ziyech Chelsea, 29, M(CLR)",345.0,0.9,0.4,2,0,0.9,19.6,78.1,6.73,Hakim Ziyech,Chelsea,27,CHE  Chelsea FC  Chelsea,M(CLR),33.000,98.0,1.0,2.0
21,"194Callum Hudson-OdoiChelsea, 21, M(CLR)","Callum Hudson-Odoi Chelsea, 21, M(CLR)",1060,1.0,0.3,0.5,0,0.2,0.6,0,6.73,2,3,1.0,1.4,0.3,0.2,0.7,0.6,25.0,86.1,0.7,1.2,0,"Callum Hudson-Odoi Chelsea, 21, M(CLR)",340.0,0.7,0.6,2,0,0.4,19.4,84.6,6.88,Callum Hudson-Odoi,Chelsea,19,CHE  Chelsea FC  Chelsea,M(CLR),33.000,98.0,1.0,2.0
22,"197Mason GreenwoodMan Utd, 20, AM(R),FW","Mason Greenwood Man Utd, 20, AM(R),FW",1826,0.4,0.2,0.5,0,0,0.5,0,6.72,7,2,2.2,0.5,0.6,0.1,0.9,1.1,23.0,85.0,0.2,0.8,0.1,"Mason Greenwood Man Utd, 20, AM(R),FW",209.0,0,0.2,1,1,0.2,14.8,85.1,6.77,Mason Greenwood,Man Utd,18,MU  Manchester United  Man. United,"AM(R),FW",26.000,113.0,2.0,3.0
23,"183Christian PulisicChelsea, 23, M(CLR),FW","Christian Pulisic Chelsea, 23, M(CLR),FW",1738,0.7,0.4,0.5,0,0.3,0.5,0.1,6.74,4,2,1.6,0.9,1.2,0.1,1.1,2.5,24.5,82.9,0.2,0.4,0,"Christian Pulisic Chelsea, 23, M(CLR),FW",420.0,0.6,0.3,2,2,1,16.0,79.4,6.89,Christian Pulisic,Chelsea,21,CHE  Chelsea FC  Chelsea,"M(CLR),FW",33.000,98.0,1.0,3.0
24,"171Ferran TorresMan City, 22, AM(LR),FW","Ferran Torres Man City, 22, AM(LR),FW",1306,0.5,0.1,0.7,0,0.3,0.5,0,6.76,7,2,1.5,0.8,0.7,0.2,0.9,1,16.9,85.2,0.1,0.4,0,"Ferran Torres Man City, 22, AM(LR),FW",360.0,0.7,0.5,4,0,1.2,11.3,80.9,7.36,Ferran Torres,Man City,20,MC  Manchester City FC  Man. City,"AM(LR),FW",35.000,125.0,2.0,3.0
25,"168Kyle WalkerMan City, 32, D(CR),M(R)","Kyle Walker Man City, 32, D(CR),M(R)",1947,1.2,0.6,1.0,0.3,0.9,0.3,0.3,6.77,1,1,0.4,0.3,0.5,0,0.7,0.7,72.2,90.2,0.1,3.7,0,"Kyle Walker Man City, 32, D(CR),M(R)",982.0,2.1,1.3,0,0,0.3,70.1,88.5,7.05,Kyle Walker,Man City,30,MC  Manchester City FC  Man. City,"D(CR),M(R)",35.000,125.0,1.5,1.0
26,"170Aymeric LaporteMan City, 28, D(CL)","Aymeric Laporte Man City, 28, D(CL)",1343,0.8,0.7,0.6,0.6,1.8,0.3,0.4,6.76,0,0,0.4,0.3,0.6,0.1,0.1,0.5,79.6,91.1,0,2.9,0,"Aymeric Laporte Man City, 28, D(CL)",277.0,0.5,1,0,0,0,76.8,94.1,6.87,Aymeric Laporte,Man City,26,MC  Manchester City FC  Man. City,D(CL),35.000,125.0,1.0,0.0
27,"151Andreas ChristensenChelsea, 26, D(C),DMC","Andreas Christensen Chelsea, 26, D(C),DMC",1375,0.6,1.2,0.5,0.4,2.9,0.5,0.8,6.8,0,0,0.2,0.4,0.4,0,0.1,0.5,67.1,91.3,0,3.1,0.1,"Andreas Christensen Chelsea, 26, D(C),DMC",591.0,0.4,1.4,0,0,0,57.4,88.6,6.83,Andreas Christensen,Chelsea,24,CHE  Chelsea FC  Chelsea,"D(C),DMC",33.000,98.0,0.0,0.5
28,"145FernandinhoMan City, 37, D(CR),DMC","Fernandinho Man City, 37, D(CR),DMC",1185,1.5,1.1,1.0,0.1,0.8,1.1,0.1,6.81,0,2,0.7,0.7,0.5,0,0.2,0.3,48.3,87.2,0,2.2,0,"Fernandinho Man City, 37, D(CR),DMC",342.0,1.3,1,0,0,0.7,37.9,89.1,6.59,Fernandinho,Man City,35,MC  Manchester City FC  Man. City,"D(CR),DMC",35.000,125.0,0.5,0.5
29,"146Timo WernerChelsea, 26, AM(CLR),FW","Timo Werner Chelsea, 26, AM(CLR),FW",2608,0.6,0.2,0.8,0,0.2,1.0,0,6.81,6,8,2.3,1.0,0.9,0.8,0.8,2.5,22.3,78.8,0.3,0.2,0,"Timo Werner Chelsea, 26, AM(CLR),FW",816.0,0.5,0.5,4,2,0.5,19.3,78.0,6.86,Timo Werner,Chelsea,24,CHE  Chelsea FC  Chelsea,"AM(CLR),FW",33.000,98.0,1.0,3.0
30,"138FabinhoLiverpool, 28, D(CR),DMC","Fabinho Liverpool, 28, D(CR),DMC",2565,1.9,1.5,1.0,0.5,2.2,0.9,0.3,6.82,0,0,0.3,0.1,0.9,0,0.2,0.6,70.3,90.3,0,3.3,0,"Fabinho Liverpool, 28, D(CR),DMC",555.0,2.4,1.6,0,0,0.1,50.4,87.8,7.07,Fabinho,Liverpool,26,LIV  Liverpool FC  Liverpool,"D(CR),DMC",24.000,101.0,0.5,0.5
31,"140Jordan HendersonLiverpool, 31, D(C),M(CLR)","Jordan Henderson Liverpool, 31, D(C),M(CLR)",1708,1.1,1.6,0.4,0.6,1.2,0.8,0,6.82,1,1,0.7,0.7,0.5,0,0.2,0.3,86.4,87.3,0.2,4.0,0.1,"Jordan Henderson Liverpool, 31, D(C),M(CLR)",365.0,0.2,1.2,0,0,1.0,48.8,87.0,6.66,Jordan Henderson,Liverpool,29,LIV  Liverpool FC  Liverpool,"D(C),M(CLR)",24.000,101.0,0.5,1.0
32,"124Oleksandr ZinchenkoMan City, 25, D(L),M(CLR)","Oleksandr Zinchenko Man City, 25, D(L),M(CLR)",1474,1.3,1.2,0.5,0.2,1.3,0.5,0.2,6.84,0,0,0.8,0.8,0.2,0.1,0.3,0.8,68.4,89.8,0.3,1.5,0,"Oleksandr Zinchenko Man City, 25, D(L),M(CLR)",585.0,1.3,0.4,0,1,0.2,65.7,89.7,6.82,Oleksandr Zinchenko,Man City,23,MC  Manchester City FC  Man. City,"D(L),M(CLR)",35.000,125.0,1.5,1.0
33,"129Anthony MartialMan Utd, 26, AM(LR),FW","Anthony Martial Man Utd, 26, AM(LR),FW",1488,0.1,0,0.7,0,0.4,0.5,0.1,6.84,4,3,2,0.8,1.2,0.7,1.7,2.3,21.9,84.4,0,0.2,0,"Anthony Martial Man Utd, 26, AM(LR),FW",429.0,0,0.6,2,1,0.6,31.4,79.0,7.34,Anthony Martial,Man Utd,24,MU  Manchester United  Man. United,"AM(LR),FW",26.000,113.0,2.0,3.0
34,"114N'Golo KantéChelsea, 31, DMC","N'Golo Kanté Chelsea, 31, DMC",2146,2.6,2.0,1.2,0,0.9,1,0.1,6.86,0,2,0.3,0.7,0.2,0,0.5,1.6,51.0,86.5,0,2.3,0,"N'Golo Kanté Chelsea, 31, DMC",708.0,0.8,1.1,0,1,0.7,32.0,86.3,6.86,N'Golo Kanté,Chelsea,29,CHE  Chelsea FC  Chelsea,DMC,33.000,98.0,0.0,1.0
35,"120Mateo KovacicChelsea, 28, M(CL)","Mateo Kovacic Chelsea, 28, M(CL)",1820,1.7,0.6,0.6,0,0.3,0.6,0,6.84,0,1,0.9,0.8,1.1,0,0.9,1,65.3,90.8,0,3.5,0.1,"Mateo Kovacic Chelsea, 28, M(CL)",605.0,1.3,0.7,0,1,0.7,46.1,89.2,6.87,Mateo Kovacic,Chelsea,26,CHE  Chelsea FC  Chelsea,M(CL),33.000,98.0,1.0,2.0
36,"104Andrew RobertsonLiverpool, 28, D(L),M(L)","Andrew Robertson Liverpool, 28, D(L),M(L)",3386,1.2,0.6,0.6,0.3,1.8,0.8,0.2,6.88,1,7,0.5,1.7,0.3,0.2,0.3,1.1,70.5,84.4,1.6,2.1,0,"Andrew Robertson Liverpool, 28, D(L),M(L)",754.0,0.6,0.6,0,0,1.3,54.3,80.3,6.74,Andrew Robertson,Liverpool,26,LIV  Liverpool FC  Liverpool,"D(L),M(L)",24.000,101.0,2.0,1.0
37,"106JorginhoChelsea, 30, DMC","Jorginho Chelsea, 30, DMC",2014,2.0,1.4,1.1,0,0.7,1.6,0.2,6.88,7,1,0.5,0.9,1.0,0,0.5,0.7,63.7,89.2,0.1,2.7,0.1,"Jorginho Chelsea, 30, DMC",1031.0,2.2,2.2,1,1,0.8,62.3,88.5,7.04,Jorginho,Chelsea,28,CHE  Chelsea FC  Chelsea,DMC,33.000,98.0,0.0,1.0
38,"95Marcos AlonsoChelsea, 31, D(CL),M(L)","Marcos Alonso Chelsea, 31, D(CL),M(L)",960,1,0.9,1,0,2.2,0.5,0.1,6.9,2,0,1.7,1.2,0.9,0.2,0.7,1.0,39.1,82.5,0.2,1.2,0,"Marcos Alonso Chelsea, 31, D(CL),M(L)",180.0,0.5,0,0,0,0.5,41.0,84.1,6.94,Marcos Alonso,Chelsea,29,CHE  Chelsea FC  Chelsea,"D(CL),M(L)",33.000,98.0,1.5,1.0
39,"97Diogo JotaLiverpool, 25, AM(CLR),FW","Diogo Jota Liverpool, 25, AM(CLR),FW",1113,0.6,0.3,1.3,0,0.2,1.4,0,6.89,9,0,2.4,0.6,1.1,0.1,1.1,2.1,22.4,74.9,0.1,0.4,0.1,"Diogo Jota Liverpool, 25, AM(CLR),FW",544.0,0.7,0.2,4,1,0.6,21.7,75.4,7.02,Diogo Jota,Liverpool,23,LIV  Liverpool FC  Liverpool,"AM(CLR),FW",24.000,101.0,1.0,3.0
40,"84FredMan Utd, 29, M(C)","Fred Man Utd, 29, M(C)",2397,2.7,1.5,1.5,0,0.7,2,0.3,6.92,1,0,0.8,0.8,1,0,1,1,60.2,87.7,0,3.3,0.1,"Fred Man Utd, 29, M(C)",340.0,3,1.8,0,0,0.5,51.3,87.8,6.56,Fred,Man Utd,27,MU  Manchester United  Man. United,M(C),26.000,113.0,0.0,2.0
41,"86César AzpilicuetaChelsea, 32, D(CLR),M(R)","César Azpilicueta Chelsea, 32, D(CLR),M(R)",2191,2,1.1,1.2,0.1,2.3,0.7,0.2,6.92,1,2,0.4,1,0.5,0.2,0.2,0.7,72.6,86.9,0.3,1.5,0.1,"César Azpilicueta Chelsea, 32, D(CLR),M(R)",964.0,2.4,1.0,0,0,0.5,60.9,82.7,7.08,César Azpilicueta,Chelsea,30,CHE  Chelsea FC  Chelsea,"D(CLR),M(R)",33.000,98.0,1.5,1.0
42,"89Rúben DiasMan City, 25, D(C)","Rúben Dias Man City, 25, D(C)",2845,0.8,1.1,0.7,0.3,2.8,0.4,0.7,6.91,1,0,0.4,0.1,0.6,0,0.1,0.3,84.8,93.2,0,3.4,0,"Rúben Dias Man City, 25, D(C)",970.0,1.3,1.5,0,0,0.3,82.1,94.4,6.99,Rúben Dias,Man City,23,MC  Manchester City FC  Man. City,D(C),35.000,125.0,0.0,0.0
43,"90Thiago SilvaChelsea, 37, D(C)","Thiago Silva Chelsea, 37, D(C)",1938,0.9,1.4,0.6,0.6,3.6,0.3,0.6,6.91,2,0,0.6,0.2,0.7,0,0.1,0.3,84.3,93.0,0,5.0,0,"Thiago Silva Chelsea, 37, D(C)",567.0,0.8,1,0,0,0,44.0,91.5,6.76,Thiago Silva,Chelsea,35,CHE  Chelsea FC  Chelsea,D(C),33.000,98.0,0.0,0.0
44,"72Joel MatipLiverpool, 30, D(C)","Joel Matip Liverpool, 30, D(C)",693,1.4,0.7,1.1,1.2,2.2,0.1,0,6.96,1,2,0.5,0.3,0.4,0,0.1,0.3,54.6,87.7,0,1.4,0.1,"Joel Matip Liverpool, 30, D(C)",174.0,2,0,0,0,0,64.0,84.4,6.56,Joel Matip,Liverpool,28,LIV  Liverpool FC  Liverpool,D(C),24.000,101.0,0.0,0.0
45,"77Reece JamesChelsea, 22, D(CR),DMC,M(R)","Reece James Chelsea, 22, D(CR),DMC,M(R)",2367,1.7,0.5,1,0.1,1.3,0.7,0.2,6.94,1,2,1.1,1.3,0.5,0,0.7,0.8,53.0,88.4,1.1,2.3,0,"Reece James Chelsea, 22, D(CR),DMC,M(R)",567.0,2.2,0.4,0,1,0.7,29.0,85.5,6.87,Reece James,Chelsea,20,CHE  Chelsea FC  Chelsea,"D(CR),DMC,M(R)",33.000,98.0,1.0,1.0
46,"80Scott McTominayMan Utd, 25, D(C),DMC","Scott McTominay Man Utd, 25, D(C),DMC",2128,1.6,0.9,1.5,0,1.3,0.4,0.3,6.93,4,1,0.8,0.5,1.3,0,0.5,1.3,40.6,87.0,0.1,2.1,0,"Scott McTominay Man Utd, 25, D(C),DMC",342.0,2.2,1,0,0,1,34.8,83.9,6.91,Scott McTominay,Man Utd,23,MU  Manchester United  Man. United,"D(C),DMC",26.000,113.0,0.0,0.5
47,"62Ben ChilwellChelsea, 25, D(L),M(L)","Ben Chilwell Chelsea, 25, D(L),M(L)",2290,1.6,0.9,0.9,0.1,1.7,0.7,0.1,7.0,3,5,1,1.1,1.5,0.3,0.7,1.3,54.4,82.0,1,1.9,0,"Ben Chilwell Chelsea, 25, D(L),M(L)",775.0,1.1,1.5,1,0,0.9,41.2,74.3,6.87,Ben Chilwell,Chelsea,23,CHE  Chelsea FC  Chelsea,"D(L),M(L)",33.000,98.0,2.0,1.0
48,"68Alex TellesMan Utd, 29, D(L),M(L)","Alex Telles Man Utd, 29, D(L),M(L)",692,1.6,1.8,0.4,0.1,2.0,1,0.2,6.97,0,2,0.6,1.3,0.4,0.1,0.6,0.6,50.9,84.7,1.3,1.6,0.1,"Alex Telles Man Utd, 29, D(L),M(L)",293.0,1.8,0.3,0,0,2.5,27.0,74.1,6.58,Alex Telles,Man Utd,27,MU  Manchester United  Man. United,"D(L),M(L)",26.000,113.0,2.0,1.0
49,"52Luke ShawMan Utd, 26, D(CL),M(L)","Luke Shaw Man Utd, 26, D(CL),M(L)",2657,1.4,0.6,1.3,0.1,1.2,0.5,0.3,7.03,1,5,0.3,2.3,0.9,0.1,0.7,0.8,50.3,85.0,1.8,0.9,0,"Luke Shaw Man Utd, 26, D(CL),M(L)",331.0,1.8,2,0,1,1.5,57.8,81.8,7.16,Luke Shaw,Man Utd,24,MU  Manchester United  Man. United,"D(CL),M(L)",26.000,113.0,1.5,1.0
50,"56Antonio RüdigerChelsea, 29, D(CR)","Antonio Rüdiger Chelsea, 29, D(CR)",1710,1.6,0.9,0.8,0.5,2.7,0.2,0.5,7.02,1,0,0.7,0.2,0.6,0.1,0.1,0.5,80.2,89.4,0.1,4.0,0,"Antonio Rüdiger Chelsea, 29, D(CR)",922.0,0.5,0.5,0,1,0.2,56.8,87.0,6.95,Antonio Rüdiger,Chelsea,27,CHE  Chelsea FC  Chelsea,D(CR),33.000,98.0,1.0,0.0
51,"57Trent Alexander-ArnoldLiverpool, 23, D(R),M(R)","Trent Alexander-Arnold Liverpool, 23, D(R),M(R)",3033,1.6,1.4,0.6,0.4,1.2,0.6,0.1,7.02,2,7,1.5,2.1,0.3,0.1,0.6,0.9,66.1,79.4,1.9,4.2,0.1,"Trent Alexander-Arnold Liverpool, 23, D(R),M(R)",712.0,1.3,1.5,0,2,2.3,63.8,72.5,6.9,Trent Alexander-Arnold,Liverpool,21,LIV  Liverpool FC  Liverpool,"D(R),M(R)",24.000,101.0,2.0,1.0
52,"41Kurt ZoumaChelsea, 27, D(CR)","Kurt Zouma Chelsea, 27, D(CR)",2025,0.7,1.2,0.7,0.5,3.8,0.2,0.4,7.07,5,0,1.1,0.2,0.3,0,0.2,0.3,74.0,90.9,0,3.8,0,"Kurt Zouma Chelsea, 27, D(CR)",450.0,0.6,0.4,0,0,0,75.4,87.3,7.14,Kurt Zouma,Chelsea,25,CHE  Chelsea FC  Chelsea,D(CR),33.000,98.0,1.0,0.0
53,"44Mohamed SalahLiverpool, 29, AM(CLR),FW","Mohamed Salah Liverpool, 29, AM(CLR),FW",3082,0.5,0,0.6,0,0.3,0.2,0,7.07,22,5,3.4,1.5,0.6,0.4,2.2,3.1,34.1,83.7,0.2,0.6,0.1,"Mohamed Salah Liverpool, 29, AM(CLR),FW",780.0,0.6,0.5,6,1,0.8,24.7,75.7,7.1,Mohamed Salah,Liverpool,27,LIV  Liverpool FC  Liverpool,"AM(CLR),FW",24.000,101.0,1.0,3.0
54,"48Paul PogbaMan Utd, 29, M(CL)","Paul Pogba Man Utd, 29, M(CL)",1896,1.4,1,1.6,0,1.4,0.8,0.1,7.06,3,3,1.2,1,1.5,0.2,1.9,2.1,51.3,83.0,0.1,3.7,0.1,"Paul Pogba Man Utd, 29, M(CL)",178.0,0.6,0.6,0,2,1,21.4,82.2,6.72,Paul Pogba,Man Utd,27,MU  Manchester United  Man. United,M(CL),26.000,113.0,1.0,2.0
55,"49Harry MaguireMan Utd, 29, D(C)","Harry Maguire Man Utd, 29, D(C)",3048,0.9,1.8,1.2,0.6,3.6,0.3,0.7,7.04,2,1,1.1,0.2,0.9,0,0.2,0.3,65.5,87.3,0,4.5,0,"Harry Maguire Man Utd, 29, D(C)",450.0,0.8,1,0,0,0.4,67.4,87.5,6.67,Harry Maguire,Man Utd,27,MU  Manchester United  Man. United,D(C),26.000,113.0,0.0,0.0
