,Player,Player.1,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB,C_Player,C_Mins,C_Tackles,C_Inter,C_Goals,C_Assists,C_KeyP,C_AvgP,C_PS%,C_Rating,Name,Club,Age,uefa_club,Position,CurrentPts,Pts,posX,posY
10,"271PedroChelsea, 34, M(CLR),FW","Pedro Chelsea, 34, M(CLR),FW",1524,0.6,0.4,0.3,0,0.2,0.4,0,6.66,4,2,1.8,0.8,0.6,0.5,0.8,1.3,21.1,83.0,0.3,0.9,0,"Pedro Chelsea, 34, M(CLR),FW",388.0,1,1.3,1,2,1.6,23.3,85.9,6.97,Pedro,Chelsea,29,CHE  Chelsea FC  Chelsea,"M(CLR),FW",18.000,82.0,1.0,3.0
11,"272Victor LindelöfMan Utd, 27, D(CR)","Victor Lindelöf Man Utd, 27, D(CR)",1284,1,0.8,0.6,0.5,3.8,0.3,0.6,6.66,0,0,0.1,0.1,0.5,0,0.1,0.2,44.2,90.8,0,1.8,0,"Victor Lindelöf Man Utd, 27, D(CR)",450.0,1,1.4,0,0,0.2,66.2,90.3,6.98,Victor Lindelöf,Man Utd,22,MU  Manchester United  Man. United,D(CR),20.000,82.0,1.0,0.0
12,"277Marcos RojoMan Utd, 32, D(CL)","Marcos Rojo Man Utd, 32, D(CL)",642,0.8,0.8,0.9,0.2,6.0,0.8,0.7,6.65,0,0,0.6,0.2,0.4,0,0.1,0.1,39.8,81.6,0,2.1,0,"Marcos Rojo Man Utd, 32, D(CL)",90.0,1.0,3,0,0,0,91.0,89.0,6.55,Marcos Rojo,Man Utd,27,MU  Manchester United  Man. United,D(CL),20.000,82.0,1.0,0.0
13,"262Toby AlderweireldTottenham, 33, D(CR)","Toby Alderweireld Tottenham, 33, D(CR)",1177,1.4,0.3,0.6,0.5,3.6,0.5,0.4,6.68,0,0,0.7,0.2,0.1,0,0,0.3,65.4,85.8,0.1,7.9,0.1,"Toby Alderweireld Tottenham, 33, D(CR)",294.0,1.5,0.5,0,1,0.5,41.5,81.3,7.0,Toby Alderweireld,Tottenham,28,TOT  Tottenham Hotspur  Tottenham,D(CR),21.000,67.0,1.0,0.0
14,"241Ilkay GündoganMan City, 31, M(C)","Ilkay Gündogan Man City, 31, M(C)",1510,0.9,0.5,0.5,0,0.3,0.9,0,6.73,4,1,1.2,0.7,0.6,0,0.7,1.1,46.7,91.7,0.1,1.1,0.1,"Ilkay Gündogan Man City, 31, M(C)",503.0,1.8,0.9,2,2,0.8,46.3,90.9,7.07,Ilkay Gündogan,Man City,26,MC  Manchester City FC  Man. City,M(C),22.000,100.0,0.0,2.0
15,"227Danny RoseTottenham, 31, D(L),M(L)","Danny Rose Tottenham, 31, D(L),M(L)",802,1.5,0.9,1.2,0.2,1.0,0.7,0.6,6.74,0,1,0.7,1,2.4,0,0.8,1.4,37.8,81.5,1.1,2.0,0,"Danny Rose Tottenham, 31, D(L),M(L)",170.0,3,1.0,0,0,1,28.7,76.7,7.12,Danny Rose,Tottenham,26,TOT  Tottenham Hotspur  Tottenham,"D(L),M(L)",21.000,67.0,2.0,1.0
16,"218Marcus RashfordMan Utd, 24, AM(CLR),FW","Marcus Rashford Man Utd, 24, AM(CLR),FW",1810,0.4,0.2,0.6,0,0.4,0.3,0,6.76,7,5,1.7,0.6,0.5,0.3,0.9,1.3,16.5,78.3,0.3,0.5,0.1,"Marcus Rashford Man Utd, 24, AM(CLR),FW",345.0,0.5,0.1,3,1,0.6,15.3,75.4,6.94,Marcus Rashford,Man Utd,19,MU  Manchester United  Man. United,"AM(CLR),FW",20.000,82.0,1.0,3.0
17,"202Olivier GiroudChelsea, 35, FW","Olivier Giroud Chelsea, 35, FW",610,0.3,0.1,0.5,0,0.4,0.2,0,6.78,3,1,2.3,1,0.5,0.2,0.7,1.8,18.4,64.4,0,0.3,0.1,"Olivier Giroud Chelsea, 35, FW",67.0,0,0,0,0,0,20,70,5.63,Olivier Giroud,Chelsea,30,CHE  Chelsea FC  Chelsea,FW,18.000,82.0,0.0,4.0
18,"197Georginio WijnaldumLiverpool, 31, M(CLR)","Georginio Wijnaldum Liverpool, 31, M(CLR)",2387,1.0,0.8,0.4,0.1,0.6,0.4,0.1,6.79,1,2,1.2,0.7,0.5,0.1,1.1,1.0,38.4,89.9,0,1.4,0,"Georginio Wijnaldum Liverpool, 31, M(CLR)",850.0,1.2,0.8,1,2,0.8,31.0,84.4,6.91,Georginio Wijnaldum,Liverpool,26,LIV  Liverpool FC  Liverpool,M(CLR),30.000,62.0,1.0,2.0
19,"199Bernardo SilvaMan City, 27, M(CLR),FW","Bernardo Silva Man City, 27, M(CLR),FW",1520,0.8,0.3,0.3,0,0.3,0.7,0,6.79,6,4,0.7,0.9,0.8,0,0.7,0.8,26.7,87.0,0.3,0.6,0,"Bernardo Silva Man City, 27, M(CLR),FW",563.0,1.1,0.6,1,2,1.9,37.2,85.7,7.2,Bernardo Silva,Man City,22,MC  Manchester City FC  Man. City,"M(CLR),FW",22.000,100.0,1.0,3.0
20,"200James MilnerLiverpool, 36, D(LR),M(CLR)","James Milner Liverpool, 36, D(LR),M(CLR)",1764,1.8,0.7,0.9,0.1,0.7,0.8,0.2,6.78,0,3,0.7,1.1,0.7,0,0.7,0.7,46.3,86.4,0.9,2.7,0.1,"James Milner Liverpool, 36, D(LR),M(CLR)",875.0,2.3,1,0,8,2,51.6,84.5,7.35,James Milner,Liverpool,31,LIV  Liverpool FC  Liverpool,"D(LR),M(CLR)",30.000,62.0,1.5,1.0
21,"182Ragnar KlavanLiverpool, 36, D(C)","Ragnar Klavan Liverpool, 36, D(C)",1449,0.7,0.8,0.4,0.5,4.3,0.3,0.3,6.81,1,0,0.1,0.2,0.6,0,0.1,0.4,63.1,90.7,0,2.7,0.1,"Ragnar Klavan Liverpool, 36, D(C)",297.0,0.1,0.6,0,0,0,30.7,91.2,6.6,Ragnar Klavan,Liverpool,31,LIV  Liverpool FC  Liverpool,D(C),30.000,62.0,0.0,0.0
22,"188Andreas ChristensenChelsea, 26, D(C),DMC","Andreas Christensen Chelsea, 26, D(C),DMC",2071,1.0,1.4,0.3,0.4,3.9,0.2,0.6,6.8,0,0,0.4,0.1,0.5,0,0,0.3,50.0,93.4,0,2.3,0,"Andreas Christensen Chelsea, 26, D(C),DMC",454.0,0.8,1.3,0,0,0.3,44.0,94.7,6.45,Andreas Christensen,Chelsea,21,CHE  Chelsea FC  Chelsea,"D(C),DMC",18.000,82.0,0.0,0.5
23,"189Alberto MorenoLiverpool, 29, D(L),M(L)","Alberto Moreno Liverpool, 29, D(L),M(L)",1264,2.2,0.8,0.5,0.3,2.4,1.0,0.1,6.8,0,0,0.8,0.9,1.2,0,0.3,0.4,48.9,84.3,0.6,2.2,0.1,"Alberto Moreno Liverpool, 29, D(L),M(L)",564.0,2.1,1.1,0,3,1.3,53.1,88.2,7.24,Alberto Moreno,Liverpool,24,LIV  Liverpool FC  Liverpool,"D(L),M(L)",30.000,62.0,2.0,1.0
24,"174Jesse LingardMan Utd, 29, AM(CLR),FW","Jesse Lingard Man Utd, 29, AM(CLR),FW",1823,0.9,0.3,1,0,0.3,0.7,0.1,6.82,8,5,1.7,0.8,1.1,0.1,0.6,1.5,28.2,87.8,0.2,0.6,0,"Jesse Lingard Man Utd, 29, AM(CLR),FW",246.0,1.5,0,0,0,0.5,21.8,91.6,6.23,Jesse Lingard,Man Utd,24,MU  Manchester United  Man. United,"AM(CLR),FW",20.000,82.0,1.0,3.0
25,"161David LuizChelsea, 35, D(C),DMC","David Luiz Chelsea, 35, D(C),DMC",839,1.8,2.4,1.2,0.1,4.1,1,0.5,6.85,1,0,1.1,0.1,1.5,0,0.4,0.7,49.2,85.4,0,4.0,0,"David Luiz Chelsea, 35, D(C),DMC",327.0,1.8,1.8,1,0,0.3,47.5,91.1,6.65,David Luiz,Chelsea,30,CHE  Chelsea FC  Chelsea,"D(C),DMC",18.000,82.0,0.0,0.5
26,"151Tiemoué BakayokoChelsea, 27, DMC","Tiemoué Bakayoko Chelsea, 27, DMC",2126,2.2,1.3,1.7,0,1.2,1.1,0.2,6.87,2,2,1.4,0.6,0.8,0.1,0.9,1.4,38.2,86.2,0,1.5,0,"Tiemoué Bakayoko Chelsea, 27, DMC",361.0,2.4,1.4,1,1,0.8,33.2,86.7,6.84,Tiemoué Bakayoko,Chelsea,22,CHE  Chelsea FC  Chelsea,DMC,18.000,82.0,0.0,1.0
27,"153Gary CahillChelsea, 36, D(C)","Gary Cahill Chelsea, 36, D(C)",2084,1.1,1,0.6,0.4,4.6,0.4,0.5,6.87,0,0,0.4,0.1,0.6,0,0.1,0.3,49.3,89.0,0,1.7,0,"Gary Cahill Chelsea, 36, D(C)",448.0,0.8,1,0,0,0.2,47.0,92.2,6.54,Gary Cahill,Chelsea,31,CHE  Chelsea FC  Chelsea,D(C),18.000,82.0,0.0,0.0
28,"157Luke ShawMan Utd, 26, D(CL),M(L)","Luke Shaw Man Utd, 26, D(CL),M(L)",789,1.6,0.4,0.4,0,1.7,0.6,0.2,6.86,0,0,1.1,0.8,0.7,0,0.4,0.9,43.4,84.9,0,0.7,0,"Luke Shaw Man Utd, 26, D(CL),M(L)",90.0,0,2,0,0,0,49.0,79.6,7.67,Luke Shaw,Man Utd,21,MU  Manchester United  Man. United,"D(CL),M(L)",20.000,82.0,1.5,1.0
29,"141Alex Oxlade ChamberlainLiverpool, 28, M(CLR)","Alex Oxlade Chamberlain Liverpool, 28, M(CLR)",1485,1.0,0.6,0.5,0,0.2,0.5,0,6.88,3,7,1.2,1.1,0.3,0.1,0.8,1.2,22.3,81.9,0.5,1.6,0.2,"Alex Oxlade Chamberlain Liverpool, 28, M(CLR)",320.0,1.0,0.4,2,0,0.6,15.6,82.6,6.96,Alex Oxlade Chamberlain,Liverpool,23,LIV  Liverpool FC  Liverpool,M(CLR),30.000,62.0,1.0,2.0
30,"142Anthony MartialMan Utd, 26, AM(LR),FW","Anthony Martial Man Utd, 26, AM(LR),FW",1584,0.5,0.1,0.6,0,0.2,0.3,0,6.87,9,5,1.6,1.1,0.9,0.3,1.8,1.8,24.4,81.9,0.2,0.4,0,"Anthony Martial Man Utd, 26, AM(LR),FW",343.0,0.1,0.1,1,2,1.1,18.1,79.3,6.91,Anthony Martial,Man Utd,21,MU  Manchester United  Man. United,"AM(LR),FW",20.000,82.0,2.0,3.0
31,"149Juan MataMan Utd, 34, AM(CLR)","Juan Mata Man Utd, 34, AM(CLR)",1933,0.6,0.5,0.4,0,0.3,0.8,0,6.87,3,5,1.0,1.8,0.7,0.6,0.7,0.9,43.4,86.7,1.1,1.9,0,"Juan Mata Man Utd, 34, AM(CLR)",411.0,1.2,1,0,1,1.5,40.0,88.3,6.68,Juan Mata,Man Utd,29,MU  Manchester United  Man. United,AM(CLR),20.000,82.0,1.0,2.5
32,"135John StonesMan City, 28, D(CR)","John Stones Man City, 28, D(CR)",1306,0.8,1.1,0.3,0.8,2.3,0.4,0.3,6.89,0,0,0.6,0,0.1,0,0.3,0.3,69.2,95.8,0,3.4,0,"John Stones Man City, 28, D(CR)",450.0,0.6,1.2,3,0,0.2,111.6,95.5,7.87,John Stones,Man City,23,MC  Manchester City FC  Man. City,D(CR),22.000,100.0,1.0,0.0
33,"122Joel MatipLiverpool, 30, D(C)","Joel Matip Liverpool, 30, D(C)",1995,1.4,1.4,0.8,0.8,3.8,0.5,0.6,6.92,1,0,0.4,0.2,0.4,0,0.2,0.4,66.2,88.7,0,3.6,0,"Joel Matip Liverpool, 30, D(C)",466.0,0.7,1.3,0,0,0,79.2,91.2,6.78,Joel Matip,Liverpool,25,LIV  Liverpool FC  Liverpool,D(C),30.000,62.0,0.0,0.0
34,"124DaniloMan City, 30, D(CLR),DMC","Danilo Man City, 30, D(CLR),DMC",1342,1.9,0.8,0.5,0.2,1.2,0.7,0.3,6.91,3,2,0.8,0.2,0.4,0,0.2,0.6,48.3,89.9,0.1,1.4,0,"Danilo Man City, 30, D(CLR),DMC",368.0,2,1.2,0,0,0.2,63.5,91.1,6.76,Danilo,Man City,25,MC  Manchester City FC  Man. City,"D(CLR),DMC",22.000,100.0,0.5,0.5
35,"127Victor MosesChelsea, 31, M(CLR)","Victor Moses Chelsea, 31, M(CLR)",2119,1.3,0.5,0.8,0,1.1,0.4,0.1,6.9,3,3,1.3,0.7,1,0.3,0.7,0.7,29.8,76.6,0.7,0.9,0,"Victor Moses Chelsea, 31, M(CLR)",337.0,2.3,0.5,0,0,0.8,26.8,75.7,6.65,Victor Moses,Chelsea,26,CHE  Chelsea FC  Chelsea,M(CLR),18.000,82.0,1.0,2.0
36,"128Mousa DembéléTottenham, 34, M(CR)","Mousa Dembélé Tottenham, 34, M(CR)",1886,1.3,1.2,1.7,0,0.4,1,0,6.9,0,0,0.4,0.6,1,0,1.2,0.9,50.8,92.2,0,1.3,0,"Mousa Dembélé Tottenham, 34, M(CR)",328.0,1.7,1,0,0,0.5,41.3,92.7,6.66,Mousa Dembélé,Tottenham,29,TOT  Tottenham Hotspur  Tottenham,M(CR),21.000,67.0,1.0,2.0
37,"112Álvaro MorataChelsea, 29, AM(L),FW","Álvaro Morata Chelsea, 29, AM(L),FW",2067,0.4,0.2,1.3,0,0.6,0.6,0.1,6.94,11,6,2.5,1.1,1.4,0.9,1.9,2.5,18.6,73.3,0,0.8,0,"Álvaro Morata Chelsea, 29, AM(L),FW",383.0,0.1,0.1,1,0,0.4,11.7,75.6,6.44,Álvaro Morata,Chelsea,24,CHE  Chelsea FC  Chelsea,"AM(L),FW",18.000,82.0,2.0,3.0
38,"120Antonio RüdigerChelsea, 29, D(CR)","Antonio Rüdiger Chelsea, 29, D(CR)",2336,1.1,0.9,1,0.4,3.7,0.6,0.6,6.92,2,1,0.6,0.1,0.5,0.1,0.6,0.5,63.3,89.5,0,3.8,0,"Antonio Rüdiger Chelsea, 29, D(CR)",389.0,1.2,1,0,0,0.3,40.8,89.4,6.32,Antonio Rüdiger,Chelsea,24,CHE  Chelsea FC  Chelsea,D(CR),18.000,82.0,1.0,0.0
39,"101Henrikh MkhitaryanMan Utd, 33, M(CLR),FW","Henrikh Mkhitaryan Man Utd, 33, M(CLR),FW",931,1,0.5,0.7,0,0.1,1.3,0,6.96,1,5,1,1.9,0.8,0.1,1.5,1.6,35.4,82.5,0.7,0.9,0.3,"Henrikh Mkhitaryan Man Utd, 33, M(CLR),FW",285.0,2.5,0.8,1,0,1.3,48.0,83.3,7.33,Henrikh Mkhitaryan,Man Utd,28,MU  Manchester United  Man. United,"M(CLR),FW",20.000,82.0,1.0,3.0
40,"103Eric DierTottenham, 28, D(CR),DMC","Eric Dier Tottenham, 28, D(CR),DMC",2827,1.8,1.4,0.7,0.5,2.4,0.7,0.3,6.96,0,2,0.9,0.4,0.2,0,0.5,0.3,66.1,86.3,0.1,4.8,0,"Eric Dier Tottenham, 28, D(CR),DMC",614.0,2,0.7,0,1,0.3,51.6,80.9,6.86,Eric Dier,Tottenham,23,TOT  Tottenham Hotspur  Tottenham,"D(CR),DMC",21.000,67.0,0.5,0.5
41,"107Jordan HendersonLiverpool, 31, D(C),M(CLR)","Jordan Henderson Liverpool, 31, D(C),M(CLR)",2173,1.9,1.1,1,0,0.7,1.3,0.1,6.95,1,1,0.6,0.9,0.5,0,0.4,0.6,77.2,84.4,0.2,5.6,0.1,"Jordan Henderson Liverpool, 31, D(C),M(CLR)",868.0,2.4,1.6,0,0,0.7,59.0,82.7,6.86,Jordan Henderson,Liverpool,26,LIV  Liverpool FC  Liverpool,"D(C),M(CLR)",30.000,62.0,0.5,1.0
42,"108Marouane FellainiMan Utd, 34, M(C)","Marouane Fellaini Man Utd, 34, M(C)",613,0.9,0.9,0.8,0,1.1,0.6,0.2,6.94,4,0,0.6,0.3,0.8,0.2,0.8,0.8,24.6,85.2,0,0.7,0,"Marouane Fellaini Man Utd, 34, M(C)",221.0,1,0.7,1,0,0.3,41.7,82.4,7.21,Marouane Fellaini,Man Utd,29,MU  Manchester United  Man. United,M(C),20.000,82.0,0.0,2.0
43,"109Davinson SánchezTottenham, 25, D(C)","Davinson Sánchez Tottenham, 25, D(C)",2535,1.2,1.2,0.8,1.1,5.1,0.7,0.3,6.94,0,0,0.3,0.1,0.6,0,0.1,0.3,60.2,89.4,0,3.9,0,"Davinson Sánchez Tottenham, 25, D(C)",720.0,0.9,2.0,0,0,0,54.8,89.7,6.74,Davinson Sánchez,Tottenham,20,TOT  Tottenham Hotspur  Tottenham,D(C),21.000,67.0,0.0,0.0
44,"91WillianChelsea, 33, AM(CLR)","Willian Chelsea, 33, AM(CLR)",1883,0.6,0.3,0.3,0,0.3,0.4,0,7.01,6,7,1.5,1.7,1.0,0.1,0.9,1.6,25.7,80.2,0.6,1.1,0.1,"Willian Chelsea, 33, AM(CLR)",429.0,0.6,0.1,3,1,1,25.5,72.5,7.39,Willian,Chelsea,28,CHE  Chelsea FC  Chelsea,AM(CLR),18.000,82.0,1.0,2.5
45,"93Dejan LovrenLiverpool, 32, D(C)","Dejan Lovren Liverpool, 32, D(C)",2125,0.9,1.3,0.5,0.9,4.9,0.3,0.5,6.99,2,1,0.5,0.2,0.2,0,0,0.2,62.2,88.5,0.1,3.1,0,"Dejan Lovren Liverpool, 32, D(C)",1050.0,1.3,1.4,0,1,0.3,55.2,84.1,7.0,Dejan Lovren,Liverpool,27,LIV  Liverpool FC  Liverpool,D(C),30.000,62.0,0.0,0.0
46,"94Son Heung-MinTottenham, 29, M(CLR),FW","Son Heung-Min Tottenham, 29, M(CLR),FW",2312,0.5,0.3,0.4,0,0.2,0.7,0,6.99,12,6,2,1.1,0.7,0.7,1.5,1.8,24.8,85.2,0.1,0.4,0.1,"Son Heung-Min Tottenham, 29, M(CLR),FW",426.0,1.0,0,4,0,0.6,17.3,86.0,7.09,Son Heung-Min,Tottenham,24,TOT  Tottenham Hotspur  Tottenham,"M(CLR),FW",21.000,67.0,1.0,3.0
47,"84Andrew RobertsonLiverpool, 28, D(L),M(L)","Andrew Robertson Liverpool, 28, D(L),M(L)",1943,1.4,1.2,0.7,0.1,2.2,0.6,0.1,7.02,1,5,0.5,1.1,0.2,0.2,0.5,1.0,64.6,87.1,0.5,1.9,0,"Andrew Robertson Liverpool, 28, D(L),M(L)",540.0,1.8,0.8,0,0,1.2,40.8,82.0,6.99,Andrew Robertson,Liverpool,23,LIV  Liverpool FC  Liverpool,"D(L),M(L)",30.000,62.0,2.0,1.0
48,"89Trent Alexander-ArnoldLiverpool, 23, D(R),M(R)","Trent Alexander-Arnold Liverpool, 23, D(R),M(R)",1576,1.9,1.5,0.6,0.4,2.1,0.7,0.3,7.02,1,1,0.6,1.3,0.1,0.2,0.7,0.9,53.0,77.3,0.9,3.9,0.1,"Trent Alexander-Arnold Liverpool, 23, D(R),M(R)",821.0,2.5,2.2,1,1,0.5,47.8,77.0,7.07,Trent Alexander-Arnold,Liverpool,18,LIV  Liverpool FC  Liverpool,"D(R),M(R)",30.000,62.0,2.0,1.0
49,"71Antonio ValenciaMan Utd, 36, D(R),M(R)","Antonio Valencia Man Utd, 36, D(R),M(R)",2743,1.8,1.5,1.2,0.1,1.9,0.6,0.2,7.07,3,1,0.5,0.7,0.6,0.1,0.6,0.6,51.7,85.3,0.5,2.4,0,"Antonio Valencia Man Utd, 36, D(R),M(R)",329.0,1.8,1.5,0,0,0.3,43.8,80.0,7.13,Antonio Valencia,Man Utd,31,MU  Manchester United  Man. United,"D(R),M(R)",20.000,82.0,2.0,1.0
50,"74Kyle WalkerMan City, 32, D(CR),M(R)","Kyle Walker Man City, 32, D(CR),M(R)",2787,1.5,0.9,0.5,0.5,2.1,0.4,0.1,7.05,0,6,0.4,0.9,0.6,0.1,0.6,1,73.8,87.8,0.2,2.7,0,"Kyle Walker Man City, 32, D(CR),M(R)",630.0,1.1,1.6,0,1,0.4,74.1,87.7,7.1,Kyle Walker,Man City,27,MC  Manchester City FC  Man. City,"D(CR),M(R)",22.000,100.0,1.5,1.0
51,"75Gabriel JesusMan City, 25, AM(LR),FW","Gabriel Jesus Man City, 25, AM(LR),FW",1673,0.8,0.3,1.0,0,0.2,0.7,0,7.05,13,3,1.9,0.7,0.6,0.5,0.9,1.5,20.4,79.7,0,0.4,0.1,"Gabriel Jesus Man City, 25, AM(LR),FW",618.0,1.0,0.8,4,0,0.9,18.7,78.0,6.81,Gabriel Jesus,Man City,20,MC  Manchester City FC  Man. City,"AM(LR),FW",22.000,100.0,2.0,3.0
52,"78Vincent KompanyMan City, 36, D(C)","Vincent Kompany Man City, 36, D(C)",1397,1.2,0.9,1.1,0.5,4.2,0.4,0.5,7.04,1,1,0.5,0.2,0.1,0,0.1,0.4,84.1,92.6,0,4.9,0.1,"Vincent Kompany Man City, 36, D(C)",180.0,1,1.5,0,0,0,111.0,93.7,6.88,Vincent Kompany,Man City,31,MC  Manchester City FC  Man. City,D(C),22.000,100.0,0.0,0.0
53,"79Kieran TrippierTottenham, 31, D(LR),M(R)","Kieran Trippier Tottenham, 31, D(LR),M(R)",1914,2.2,0.8,0.8,0.5,1.9,1.0,0.3,7.04,0,5,0.3,1.7,0.8,0.1,0.3,0.8,52.8,81.4,1,3.1,0.1,"Kieran Trippier Tottenham, 31, D(LR),M(R)",270.0,1.3,0.7,0,3,2.3,58.0,81.0,7.68,Kieran Trippier,Tottenham,26,TOT  Tottenham Hotspur  Tottenham,"D(LR),M(R)",21.000,67.0,2.0,1.0
54,"80Eric BaillyMan Utd, 28, D(CR)","Eric Bailly Man Utd, 28, D(CR)",1000,1.3,1.9,0.8,0.6,4.3,0.5,0.5,7.03,1,0,0.2,0.2,0.7,0,0.4,0.1,32.8,86.2,0,1.4,0.1,"Eric Bailly Man Utd, 28, D(CR)",270.0,2.7,0.7,0,0,0,54.7,82.9,6.6,Eric Bailly,Man Utd,23,MU  Manchester United  Man. United,D(CR),20.000,82.0,1.0,0.0
55,"63Aymeric LaporteMan City, 28, D(CL)","Aymeric Laporte Man City, 28, D(CL)",807,0.9,1.2,1.1,0.9,2.9,0.6,0.1,7.09,0,0,0.3,0.2,0.4,0,0,0.2,90.1,92.5,0.1,4.7,0,"Aymeric Laporte Man City, 28, D(CL)",270.0,4.3,0.7,0,0,0.7,106.7,92.2,6.9,Aymeric Laporte,Man City,23,MC  Manchester City FC  Man. City,D(CL),22.000,100.0,1.0,0.0
