,Player,Player.1,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB,C_Player,C_Mins,C_Tackles,C_Inter,C_Goals,C_Assists,C_KeyP,C_AvgP,C_PS%,C_Rating,Name,Club,Age,uefa_club,Position,CurrentPts,Pts,posX,posY
56,"26Nacho MonrealArsenal, 36, D(CL),M(L)","Nacho Monreal Arsenal, 36, D(CL),M(L)",2311,2.3,3.1,0.9,0.3,4.4,0.7,0.4,7.33,0,1,0.1,0.4,0.7,0,0.1,0.4,44.5,85.6,0.2,1.1,0,"Nacho Monreal Arsenal, 36, D(CL),M(L)",353.0,2,2.3,0,0,0.3,56.3,96.9,6.93,Nacho Monreal,Arsenal,28,ARS  Arsenal FC  Arsenal,"D(CL),M(L)",20.000,94.0,1.5,1.0
57,"29Aleksandar KolarovMan City, 36, D(CL),M(L)","Aleksandar Kolarov Man City, 36, D(CL),M(L)",1486,1.9,2,1.1,0,1.5,0.7,0.2,7.32,2,3,1.3,1.1,0.9,0.1,0.6,0.5,38.7,80.6,1.6,2.0,0,"Aleksandar Kolarov Man City, 36, D(CL),M(L)",183.0,1.3,2,0,0,1,24.0,84.4,6.62,Aleksandar Kolarov,Man City,28,MC  Manchester City FC  Man. City,"D(CL),M(L)",15.000,71.0,1.5,1.0
58,"11Nemanja MaticChelsea, 33, DMC","Nemanja Matic Chelsea, 33, DMC",3124,3.6,2.0,1.3,0.1,3.3,2.2,0.2,7.5,1,3,0.8,0.7,0.6,0.2,1.2,0.5,63.8,86.4,0.1,3.3,0,"Nemanja Matic Chelsea, 33, DMC",714.0,5.8,1.8,2,1,0.5,66.1,90.2,8.0,Nemanja Matic,Chelsea,25,CHE  Chelsea FC  Chelsea,DMC,21.000,126.0,0.0,1.0
59,"12Francis CoquelinArsenal, 31, M(CLR)","Francis Coquelin Arsenal, 31, M(CLR)",1663,3.2,3.7,1.4,0,3.0,1.2,0.4,7.47,0,0,0.2,0.2,0.8,0,1.1,0.6,45.5,85.8,0,1.5,0,"Francis Coquelin Arsenal, 31, M(CLR)",131.0,3,1.5,0,0,0.5,57.0,91.2,7.23,Francis Coquelin,Arsenal,23,ARS  Arsenal FC  Arsenal,M(CLR),20.000,94.0,1.0,2.0
60,"14Diego CostaChelsea, 33, FW","Diego Costa Chelsea, 33, FW",2085,0.5,0.2,1.3,0,0.8,0.3,0,7.43,20,3,2.9,1.6,1.0,1,2.7,2.2,27.3,77.4,0.2,0.4,0,"Diego Costa Chelsea, 33, FW",508.0,0.4,0.6,0,1,0.7,24.0,75.0,6.76,Diego Costa,Chelsea,25,CHE  Chelsea FC  Chelsea,FW,21.000,126.0,0.0,4.0
61,"16Yaya TouréMan City, 39, M(C)","Yaya Touré Man City, 39, M(C)",2357,1.0,0.5,1.1,0.1,0.8,1.0,0.2,7.4,10,1,3.1,1.1,0.6,0,1.3,0.8,83.1,88.9,0.1,3.9,0.2,"Yaya Touré Man City, 39, M(C)",423.0,0.4,0.8,1,0,0.8,69.4,88.5,6.43,Yaya Touré,Man City,31,MC  Manchester City FC  Man. City,M(C),15.000,71.0,0.0,2.0
62,"18Laurent KoscielnyArsenal, 36, D(C)","Laurent Koscielny Arsenal, 36, D(C)",2288,1.3,3.5,0.7,1.1,5.9,0.5,0.7,7.4,3,0,0.3,0.1,0.6,0.1,0.2,0.3,42.9,88.9,0,2.4,0,"Laurent Koscielny Arsenal, 36, D(C)",360.0,2.0,4,0,0,0,57.3,92.6,7.39,Laurent Koscielny,Arsenal,28,ARS  Arsenal FC  Arsenal,D(C),20.000,94.0,0.0,0.0
63,"20Gaël ClichyMan City, 36, D(L)","Gaël Clichy Man City, 36, D(L)",2058,2.6,3.4,0.5,0.6,3.4,1.0,0.3,7.38,1,3,0.3,1.1,0.4,0.1,0.7,0.7,59.0,81.5,0.3,2.7,0,"Gaël Clichy Man City, 36, D(L)",524.0,2.2,3,0,1,0.7,48.8,83.6,6.5,Gaël Clichy,Man City,28,MC  Manchester City FC  Man. City,D(L),15.000,71.0,2.0,0.0
64,"1Eden HazardChelsea, 31, M(CLR),FW","Eden Hazard Chelsea, 31, M(CLR),FW",3379,0.7,0.6,0.3,0,0.2,0.6,0,7.96,14,9,2.1,2.6,3.0,0.1,2.7,2.1,58.4,86.8,0.3,2.3,0.2,"Eden Hazard Chelsea, 31, M(CLR),FW",654.0,0.3,1.1,3,2,2.1,51.7,82.0,8.4,Eden Hazard,Chelsea,23,CHE  Chelsea FC  Chelsea,"M(CLR),FW",21.000,126.0,1.0,3.0
65,"2Alexis SánchezArsenal, 33, M(CLR),FW","Alexis Sánchez Arsenal, 33, M(CLR),FW",2953,2.0,1.2,1.3,0,0.2,1.5,0,7.81,16,8,3.5,2.3,2.1,0.2,3.3,2.1,42.0,76.8,0.6,1.3,0.4,"Alexis Sánchez Arsenal, 33, M(CLR),FW",602.0,1.0,0.1,3,1,1.6,45.6,74.9,7.82,Alexis Sánchez,Arsenal,25,ARS  Arsenal FC  Arsenal,"M(CLR),FW",20.000,94.0,1.0,3.0
66,"3Sergio AgüeroMan City, 34, AM(CL),FW","Sergio Agüero Man City, 34, AM(CL),FW",2540,0.7,0.4,0.5,0,0.1,0.5,0,7.67,26,8,4.5,1.0,0.8,1,2.7,1.9,25.2,85.6,0.1,0.5,0.1,"Sergio Agüero Man City, 34, AM(CL),FW",550.0,0.4,0.1,6,1,0.6,19.0,82.7,7.09,Sergio Agüero,Man City,26,MC  Manchester City FC  Man. City,"AM(CL),FW",15.000,71.0,1.0,3.0
67,"4Cesc FàbregasChelsea, 35, M(CL),FW","Cesc Fàbregas Chelsea, 35, M(CL),FW",2890,2.6,0.7,0.9,0,0.9,2.1,0.1,7.62,3,18,1.3,2.8,1.1,0,1.4,1.0,80.6,85.2,1.7,5.4,0.5,"Cesc Fàbregas Chelsea, 35, M(CL),FW",694.0,3,1.3,2,3,2.5,76.1,87.4,7.71,Cesc Fàbregas,Chelsea,27,CHE  Chelsea FC  Chelsea,"M(CL),FW",21.000,126.0,1.0,3.0
68,"5Santi CazorlaArsenal, 37, M(CLR)","Santi Cazorla Arsenal, 37, M(CLR)",2992,1.6,1.1,0.5,0,0.6,1.5,0.1,7.6,7,11,2.5,2.1,1.6,0.1,1.5,1.0,64.0,89.0,1.1,2.2,0.2,"Santi Cazorla Arsenal, 37, M(CLR)",559.0,2.6,1.6,0,2,1.3,64.9,86.1,7.57,Santi Cazorla,Arsenal,29,ARS  Arsenal FC  Arsenal,M(CLR),20.000,94.0,1.0,2.0
69,"6Mesut ÖzilArsenal, 33, M(CLR)","Mesut Özil Arsenal, 33, M(CLR)",1860,1.3,0.5,0.5,0,0.3,0.7,0,7.57,4,5,1.3,3.1,1.2,0.4,1.7,1.5,63.6,88.3,1.8,0.9,0.2,"Mesut Özil Arsenal, 33, M(CLR)",319.0,1.0,0.3,0,1,2.3,64.0,86.7,6.8,Mesut Özil,Arsenal,25,ARS  Arsenal FC  Arsenal,M(CLR),20.000,94.0,1.0,2.0
70,"8David SilvaMan City, 36, M(CLR),FW","David Silva Man City, 36, M(CLR),FW",2661,1.4,0.7,1.2,0,0.3,1.7,0.1,7.53,12,7,2.1,2.9,1.4,0.1,2.3,1.3,67.1,85.7,0.4,1.4,0.6,"David Silva Man City, 36, M(CLR),FW",449.0,1.3,1.2,0,1,2.5,54.0,88.3,7.04,David Silva,Man City,28,MC  Manchester City FC  Man. City,"M(CLR),FW",15.000,71.0,1.0,3.0
71,"474Unai LópezAthletic Bilbao, 26, M(CR)","Unai López Athletic Bilbao, 26, M(CR)",833,0.9,0.7,0.8,0,0.1,0.7,0.1,6.14,0,0,0.5,0.4,0.7,0.1,1.5,0.7,19.1,73.8,0.1,0.6,0.2,"Unai López Athletic Bilbao, 26, M(CR)",16.0,0,0,0,0,0,9.0,72.2,6.1,Unai López,Athletic Bilbao,18,ATH  Athletic Club  Athletic Club,M(CR),10.000,37.0,1.0,2.0
72,"475Guillermo FernándezAthletic Bilbao, 29, FW","Guillermo Fernández Athletic Bilbao, 29, FW",554,0.3,0,0.9,0.1,0.3,0.3,0,6.14,0,0,1.1,0,0.7,0.3,0.8,0.7,8.1,56.1,0,0.1,0,"Guillermo Fernández Athletic Bilbao, 29, FW",271.0,0.8,0,1,0,0.8,17.3,65.2,6.85,Guillermo Fernández,Athletic Bilbao,21,ATH  Athletic Club  Athletic Club,FW,10.000,37.0,0.0,4.0
73,"435Borja VigueraAthletic Bilbao, 35, AM(L),FW","Borja Viguera Athletic Bilbao, 35, AM(L),FW",961,0.6,0.4,1.0,0,0.1,0.4,0,6.3,1,0,1.2,0.5,1.0,0.2,1.3,1.6,15.4,68.1,0.2,0.5,0.1,"Borja Viguera Athletic Bilbao, 35, AM(L),FW",110.0,0,0,0,1,0.7,13.7,58.5,6.34,Borja Viguera,Athletic Bilbao,27,ATH  Athletic Club  Athletic Club,"AM(L),FW",10.000,37.0,2.0,3.0
74,"397Raúl JiménezAtletico, 31, FW","Raúl Jiménez Atletico, 31, FW",574,0.6,0.2,0.6,0,0.2,0.2,0,6.39,1,2,0.8,0.4,0.8,0.2,0.3,0.9,9.0,70.4,0,0.1,0,"Raúl Jiménez Atletico, 31, FW",24.0,1,1,0,0,1,9,66.7,6.03,Raúl Jiménez,Atletico,23,ATL  Club Atlético de Madrid  Atlético,FW,22.000,101.0,0.0,4.0
75,"362Munir El-HaddadiBarcelona, 26, AM(LR),FW","Munir El-Haddadi Barcelona, 26, AM(LR),FW",463,0.5,0.5,0.5,0,0.3,0.7,0,6.49,1,1,1.8,0.4,0.6,0.6,0.7,1.6,14.3,79.7,0.2,0.3,0,"Munir El-Haddadi Barcelona, 26, AM(LR),FW",120.0,0.7,0,0,0,0.7,14.0,85.7,6.48,Munir El-Haddadi,Barcelona,18,BAR  FC Barcelona  Barcelona,"AM(LR),FW",34.000,145.0,2.0,3.0
76,"339Ibai GómezAthletic Bilbao, 32, AM(LR)","Ibai Gómez Athletic Bilbao, 32, AM(LR)",1007,0.5,0.5,0.5,0,0.2,0.2,0,6.55,1,2,1.5,1.1,0.5,0.2,1.3,0.7,13.3,76.8,1.2,0.2,0.1,"Ibai Gómez Athletic Bilbao, 32, AM(LR)",296.0,1.3,1,0,0,1,19.8,69.6,6.63,Ibai Gómez,Athletic Bilbao,24,ATH  Athletic Club  Athletic Club,AM(LR),10.000,37.0,2.0,2.5
77,"303JeséReal Madrid, 29, AM(LR),FW","Jesé Real Madrid, 29, AM(LR),FW",533,0.6,0.3,0.3,0,0,0.4,0,6.6,3,2,0.6,0.6,0.4,0,0.5,0.6,13.9,80.2,0.3,0.3,0,"Jesé Real Madrid, 29, AM(LR),FW",36.0,0,0.3,0,1,0.7,5.7,88.2,6.27,Jesé,Real Madrid,21,RM  Real Madrid CF  Real Madrid,"AM(LR),FW",29.000,152.0,2.0,3.0
78,"284Asier IllarramendiReal Madrid, 32, M(C)","Asier Illarramendi Real Madrid, 32, M(C)",1218,1.2,1.4,0.7,0,0.9,0.6,0.2,6.63,0,0,0.2,0.2,0.9,0,0.5,0.4,33.6,91.4,0,2.4,0,"Asier Illarramendi Real Madrid, 32, M(C)",229.0,1.1,1.3,0,0,0.6,30.6,95.3,6.66,Asier Illarramendi,Real Madrid,24,RM  Real Madrid CF  Real Madrid,M(C),29.000,152.0,0.0,2.0
79,"285Fernando TorresAtletico, 38, FW","Fernando Torres Atletico, 38, FW",886,0.9,0.2,1.1,0,0.5,0.3,0.1,6.63,3,1,1.2,0.3,1.1,0.4,1.7,1.2,10.2,65.3,0.1,0.1,0,"Fernando Torres Atletico, 38, FW",71.0,0,0,0,0,0,2.3,85.7,6.09,Fernando Torres,Atletico,30,ATL  Club Atlético de Madrid  Atlético,FW,22.000,101.0,0.0,4.0
80,"246Sergi RobertoBarcelona, 30, D(R),M(CR)","Sergi Roberto Barcelona, 30, D(R),M(CR)",507,1.2,1.0,0.4,0,0.2,0.6,0.1,6.7,0,0,0.3,0.3,0.5,0,0.2,0.3,39.3,94.7,0.1,0.9,0,"Sergi Roberto Barcelona, 30, D(R),M(CR)",114.0,3.0,0,0,0,0,54.5,91.7,6.74,Sergi Roberto,Barcelona,22,BAR  FC Barcelona  Barcelona,"D(R),M(CR)",34.000,145.0,1.5,1.0
81,"248GurpegiAthletic Bilbao, 41, D(C),M(C)","Gurpegi Athletic Bilbao, 41, D(C),M(C)",1431,1.7,2.5,0.7,0.8,3.3,0.6,0.3,6.7,1,0,0.2,0,0.4,0,0,0.2,30.5,79.2,0,1.3,0,"Gurpegi Athletic Bilbao, 41, D(C),M(C)",255.0,1.5,1.5,0,0,0.3,27.0,75.0,6.42,Gurpegi,Athletic Bilbao,33,ATH  Athletic Club  Athletic Club,"D(C),M(C)",10.000,37.0,0.0,1.0
82,"233Mario SuárezAtletico, 35, D(C),M(C)","Mario Suárez Atletico, 35, D(C),M(C)",1128,1.4,1.5,1,0,1.4,1.1,0.1,6.72,1,0,0.7,0.4,0.5,0.2,0.7,0.5,30.4,82.4,0,2.0,0.1,"Mario Suárez Atletico, 35, D(C),M(C)",607.0,1.3,1.3,1,0,0.4,35.8,84.6,6.83,Mario Suárez,Atletico,27,ATL  Club Atlético de Madrid  Atlético,"D(C),M(C)",22.000,101.0,0.0,1.0
83,"237Mikel RicoAthletic Bilbao, 37, M(C)","Mikel Rico Athletic Bilbao, 37, M(C)",2796,1.9,1.4,1.2,0.1,1.0,1.0,0.1,6.72,3,2,0.9,0.5,1.1,0,0.9,0.8,38.7,76.8,0.1,1.5,0.1,"Mikel Rico Athletic Bilbao, 37, M(C)",479.0,2.2,1.8,0,0,0.5,35.2,75.4,6.71,Mikel Rico,Athletic Bilbao,29,ATH  Athletic Club  Athletic Club,M(C),10.000,37.0,0.0,2.0
84,"215PedroBarcelona, 34, M(CLR),FW","Pedro Barcelona, 34, M(CLR),FW",1531,0.5,0.3,0.7,0,0.1,0.3,0.1,6.76,6,6,1.1,0.7,0.6,0.2,0.7,0.5,21.4,86.9,0.4,0.2,0,"Pedro Barcelona, 34, M(CLR),FW",398.0,0.3,0.4,0,3,0.8,21.8,89.3,6.48,Pedro,Barcelona,26,BAR  FC Barcelona  Barcelona,"M(CLR),FW",34.000,145.0,1.0,3.0
85,"191Beñat EtxebarriaAthletic Bilbao, 35, M(C)","Beñat Etxebarria Athletic Bilbao, 35, M(C)",1712,1.4,0.9,1.1,0,0.5,0.7,0.1,6.79,2,2,0.9,1.2,1.3,0,0.9,0.5,38.3,79.9,1.3,3.1,0.1,"Beñat Etxebarria Athletic Bilbao, 35, M(C)",335.0,1.6,0.4,0,2,2.4,35.6,82.0,6.93,Beñat Etxebarria,Athletic Bilbao,27,ATH  Athletic Club  Athletic Club,M(C),10.000,37.0,0.0,2.0
86,"194Guilherme SiqueiraAtletico, 36, D(L)","Guilherme Siqueira Atletico, 36, D(L)",2083,2.0,1.6,1.4,0.1,1.6,0.6,0,6.78,1,1,0.4,0.5,1.2,0.1,0.6,0.9,23.8,75.2,0.8,1.2,0,"Guilherme Siqueira Atletico, 36, D(L)",399.0,1.5,0.8,0,0,0.5,19.0,72.8,6.9,Guilherme Siqueira,Atletico,28,ATL  Club Atlético de Madrid  Atlético,D(L),22.000,101.0,2.0,0.0
87,"183RafinhaBarcelona, 29, M(CLR)","Rafinha Barcelona, 29, M(CLR)",1152,1.5,0.4,0.5,0,0.5,0.4,0.2,6.8,1,1,0.5,0.3,1.4,0,0.5,1.0,35.0,91.8,0.2,0.9,0,"Rafinha Barcelona, 29, M(CLR)",114.0,0.5,0.3,0,2,0.7,18.7,91.1,6.42,Rafinha,Barcelona,21,BAR  FC Barcelona  Barcelona,M(CLR),34.000,145.0,1.0,2.0
88,"184Álvaro ArbeloaReal Madrid, 39, D(LR)","Álvaro Arbeloa Real Madrid, 39, D(LR)",1107,1.1,0.9,1.3,0.1,1.3,0.5,0.2,6.8,1,5,0.1,0.9,0.9,0,0.1,0.1,27.8,89.4,0.4,0.7,0,"Álvaro Arbeloa Real Madrid, 39, D(LR)",540.0,2.4,1.1,1,0,0.2,29.1,89.3,6.94,Álvaro Arbeloa,Real Madrid,31,RM  Real Madrid CF  Real Madrid,D(LR),29.000,152.0,2.0,0.0
89,"186ChicharitoReal Madrid, 34, FW","Chicharito Real Madrid, 34, FW",859,0.2,0,0.4,0,0.3,0.1,0,6.79,7,4,1.3,0.5,0.5,0.5,0.7,1.0,10.0,82.2,0.1,0.2,0.1,"Chicharito Real Madrid, 34, FW",320.0,0.4,0,1,0,0.4,8.8,80.0,6.51,Chicharito,Real Madrid,26,RM  Real Madrid CF  Real Madrid,FW,29.000,152.0,0.0,4.0
90,"174Markel SusaetaAthletic Bilbao, 34, M(LR)","Markel Susaeta Athletic Bilbao, 34, M(LR)",1803,1.5,0.9,0.6,0,0.1,0.7,0,6.81,1,7,1,1.7,1.1,0.3,1.4,1.3,22.4,75.8,2,0.4,0.1,"Markel Susaeta Athletic Bilbao, 34, M(LR)",362.0,1.2,0.8,1,1,2.3,23.8,71.3,7.04,Markel Susaeta,Athletic Bilbao,26,ATH  Athletic Club  Athletic Club,M(LR),10.000,37.0,2.0,2.0
91,"164Andoni IraolaAthletic Bilbao, 39, D(R),M(CR)","Andoni Iraola Athletic Bilbao, 39, D(R),M(CR)",1536,1.4,1.5,1,0.3,1.5,0.5,0,6.84,1,1,0.6,1,0.5,0.2,0.7,0.7,34.0,79.4,0.5,1.4,0.1,"Andoni Iraola Athletic Bilbao, 39, D(R),M(CR)",198.0,2.3,1.7,0,0,1.3,36.0,79.6,6.67,Andoni Iraola,Athletic Bilbao,31,ATH  Athletic Club  Athletic Club,"D(R),M(CR)",10.000,37.0,1.5,1.0
92,"166JuanfranAtletico, 37, D(R)","Juanfran Atletico, 37, D(R)",3102,2.1,1.2,0.9,0,1.2,0.8,0.2,6.83,0,4,0.2,0.9,0.7,0.2,0.5,0.8,34.0,76.6,1.1,1.6,0,"Juanfran Atletico, 37, D(R)",930.0,2.0,0.9,0,3,1.6,38.9,81.7,7.26,Juanfran,Atletico,29,ATL  Club Atlético de Madrid  Atlético,D(R),22.000,101.0,2.0,0.0
93,"167NachoReal Madrid, 32, D(CLR)","Nacho Real Madrid, 32, D(CLR)",636,1.5,1.6,0.9,0.1,2.3,0,0.6,6.83,1,0,0.1,0.1,0.1,0,0.2,0,22.2,91.6,0.1,0.9,0,"Nacho Real Madrid, 32, D(CLR)",200.0,1,1,0,0,0.2,16.0,91.7,6.51,Nacho,Real Madrid,24,RM  Real Madrid CF  Real Madrid,D(CLR),29.000,152.0,1.0,0.0
94,"157Óscar De MarcosAthletic Bilbao, 33, D(LR),M(CR)","Óscar De Marcos Athletic Bilbao, 33, D(LR),M(CR)",2945,2.5,1.7,1.4,0.5,2.1,0.9,0.1,6.85,1,3,0.7,0.7,0.9,0.1,0.7,0.9,35.3,67.7,1.1,1.8,0.1,"Óscar De Marcos Athletic Bilbao, 33, D(LR),M(CR)",495.0,2.7,0.8,0,0,0.3,31.7,69.5,6.63,Óscar De Marcos,Athletic Bilbao,25,ATH  Athletic Club  Athletic Club,"D(LR),M(CR)",10.000,37.0,1.5,1.0
95,"149Saúl ÑíguezAtletico, 27, D(CL),M(CLR)","Saúl Ñíguez Atletico, 27, D(CL),M(CLR)",1056,1.6,1.0,1.3,0,0.7,0.5,0.1,6.87,4,2,0.7,0.4,0.5,0.2,0.8,1.2,19.0,71.3,0.1,0.6,0,"Saúl Ñíguez Atletico, 27, D(CL),M(CLR)",247.0,1.6,0.8,0,0,0.4,16.8,77.4,6.74,Saúl Ñíguez,Atletico,19,ATL  Club Atlético de Madrid  Atlético,"D(CL),M(CLR)",22.000,101.0,1.0,1.0
96,"130Ander IturraspeAthletic Bilbao, 33, M(C)","Ander Iturraspe Athletic Bilbao, 33, M(C)",1811,1.7,2.5,1.2,0.2,1.9,0.9,0.3,6.91,2,0,0.4,0.4,1.5,0,0.7,0.8,44.6,77.6,0.1,3.3,0,"Ander Iturraspe Athletic Bilbao, 33, M(C)",450.0,2.4,2.8,0,0,1,53.4,77.2,7.09,Ander Iturraspe,Athletic Bilbao,25,ATH  Athletic Club  Athletic Club,M(C),10.000,37.0,0.0,2.0
97,"116Iker MuniainAthletic Bilbao, 29, AM(CLR)","Iker Muniain Athletic Bilbao, 29, AM(CLR)",2034,1.4,1.1,0.9,0,0.2,0.7,0.1,6.94,1,1,1.2,1.1,2.7,0.1,1.4,1.2,33.8,79.4,0.2,0.6,0.2,"Iker Muniain Athletic Bilbao, 29, AM(CLR)",343.0,1.8,0.8,0,1,0.6,30.0,78.0,6.56,Iker Muniain,Athletic Bilbao,21,ATH  Athletic Club  Athletic Club,AM(CLR),10.000,37.0,1.0,2.5
98,"105Raúl GarcíaAtletico, 35, M(CLR),FW","Raúl García Atletico, 35, M(CLR),FW",1690,1.7,0.7,1.5,0,0.9,0.6,0,6.96,5,3,1.7,0.4,1.4,0.3,0.9,0.9,21.8,61.8,0.2,0.4,0,"Raúl García Atletico, 35, M(CLR),FW",610.0,1.7,0.7,2,0,0.3,21.1,58.3,6.82,Raúl García,Atletico,27,ATL  Club Atlético de Madrid  Atlético,"M(CLR),FW",22.000,101.0,1.0,3.0
99,"106Andrés IniestaBarcelona, 38, M(CL)","Andrés Iniesta Barcelona, 38, M(CL)",1590,1.6,0.4,0.5,0,0.4,0.3,0,6.96,0,1,1.0,0.8,1.5,0,1,0.6,59.4,89.9,0.2,2.3,0.3,"Andrés Iniesta Barcelona, 38, M(CL)",787.0,1.9,0.7,0,5,1.2,57.2,90.0,7.34,Andrés Iniesta,Barcelona,30,BAR  FC Barcelona  Barcelona,M(CL),34.000,145.0,1.0,2.0
100,"98Mikel BalenziagaAthletic Bilbao, 34, D(L)","Mikel Balenziaga Athletic Bilbao, 34, D(L)",2921,3.1,2.5,1.4,0.5,3.2,0.9,0.1,6.99,0,0,0.3,0.5,1.1,0,0.6,0.6,34.5,71.7,0.5,1.4,0,"Mikel Balenziaga Athletic Bilbao, 34, D(L)",540.0,4.5,3.2,0,0,0.5,37.5,68.9,7.16,Mikel Balenziaga,Athletic Bilbao,26,ATH  Athletic Club  Athletic Club,D(L),10.000,37.0,2.0,0.0
101,"81Arda TuranAtletico, 35, AM(CLR)","Arda Turan Atletico, 35, AM(CLR)",2347,2.0,0.9,1.3,0,0.4,1.3,0,7.04,2,4,0.8,1.1,1.6,0.3,2.8,1.5,38.3,85.2,0.8,0.6,0.1,"Arda Turan Atletico, 35, AM(CLR)",829.0,2.0,0.7,1,2,1.6,45.2,85.2,7.25,Arda Turan,Atletico,27,ATL  Club Atlético de Madrid  Atlético,AM(CLR),22.000,101.0,1.0,2.5
102,"85Martín MontoyaBarcelona, 31, D(LR),M(R)","Martín Montoya Barcelona, 31, D(LR),M(R)",588,2.4,1.6,1.0,0.3,0.8,0.8,0,7.02,0,0,0.4,0.4,1.0,0,0.4,1.0,56.4,88.2,0.3,0.8,0,"Martín Montoya Barcelona, 31, D(LR),M(R)",80.0,1.0,1.0,0,1,1,58.0,87.9,7.11,Martín Montoya,Barcelona,23,BAR  FC Barcelona  Barcelona,"D(LR),M(R)",34.000,145.0,2.0,1.0
103,"87MirandaAtletico, 37, D(C)","Miranda Atletico, 37, D(C)",2028,1.9,1.6,1.0,0.2,5.4,0.4,0.4,7.02,3,1,0.3,0.3,0.4,0,0.1,0.3,31.3,77.0,0,4.0,0,"Miranda Atletico, 37, D(C)",750.0,2.5,1.5,0,0,0,23.1,63.8,7.07,Miranda,Atletico,29,ATL  Club Atlético de Madrid  Atlético,D(C),22.000,101.0,0.0,0.0
104,"61Javier MascheranoBarcelona, 38, D(C),M(C)","Javier Mascherano Barcelona, 38, D(C),M(C)",2208,2.9,1.6,0.8,0.3,1.5,0.6,0.4,7.12,0,0,0.1,0.2,0.8,0,0.3,0.1,66.3,91.2,0,6.9,0,"Javier Mascherano Barcelona, 38, D(C),M(C)",1079.0,2.9,2.2,0,1,0.1,65.3,92.5,7.14,Javier Mascherano,Barcelona,30,BAR  FC Barcelona  Barcelona,"D(C),M(C)",34.000,145.0,0.0,1.0
105,"62Ivan RakiticBarcelona, 34, M(C)","Ivan Rakitic Barcelona, 34, M(C)",2037,1.2,0.9,0.6,0.1,0.4,0.4,0.1,7.11,5,7,1.1,1.1,0.9,0.1,0.6,0.6,54.0,90.6,0.9,2.4,0.2,"Ivan Rakitic Barcelona, 34, M(C)",886.0,1.4,1,2,1,1.1,53.8,89.1,6.99,Ivan Rakitic,Barcelona,26,BAR  FC Barcelona  Barcelona,M(C),34.000,145.0,0.0,2.0
106,"64AdrianoBarcelona, 37, D(CLR),M(L)","Adriano Barcelona, 37, D(CLR),M(L)",953,2.3,1.6,1.5,0.1,1.1,0.4,0.1,7.11,0,1,0.5,0.6,0.4,0.1,0.3,0.4,45.0,89.6,0.7,1.8,0,"Adriano Barcelona, 37, D(CLR),M(L)",153.0,0.3,0.7,0,0,0,20.4,92.3,6.33,Adriano,Barcelona,29,BAR  FC Barcelona  Barcelona,"D(CLR),M(L)",34.000,145.0,1.5,1.0
107,"66XaviBarcelona, 42, DMC","Xavi Barcelona, 42, DMC",1779,0.7,0.5,0.2,0,0.2,0.4,0,7.11,2,8,0.9,1.7,0.6,0,0.4,0.4,57.5,92.7,1,3.3,0.3,"Xavi Barcelona, 42, DMC",335.0,0.6,0.6,0,0,0.4,38.4,91.1,6.48,Xavi,Barcelona,34,BAR  FC Barcelona  Barcelona,DMC,34.000,145.0,0.0,1.0
108,"68Cristian AnsaldiAtletico, 35, D(CLR),M(CLR)","Cristian Ansaldi Atletico, 35, D(CLR),M(CLR)",576,2.6,1.1,1.4,0.1,1.6,1.1,0,7.1,0,0,0.4,0.7,1.6,0,0.3,0.6,21.6,66.2,1.9,0.9,0.1,"Cristian Ansaldi Atletico, 35, D(CLR),M(CLR)",270.0,3,1.7,0,2,2.3,38.0,77.2,7.43,Cristian Ansaldi,Atletico,27,ATL  Club Atlético de Madrid  Atlético,"D(CLR),M(CLR)",22.000,101.0,1.0,1.0
109,"51Raphaël VaraneReal Madrid, 29, D(C)","Raphaël Varane Real Madrid, 29, D(C)",2033,1.2,2.0,0.4,0.5,5.0,0.3,0.7,7.16,0,0,0.6,0,0.3,0,0.2,0.1,40.2,89.0,0,2.8,0,"Raphaël Varane Real Madrid, 29, D(C)",1014.0,1.9,2.4,0,0,0.1,42.8,92.8,7.45,Raphaël Varane,Real Madrid,21,RM  Real Madrid CF  Real Madrid,D(C),29.000,152.0,0.0,0.0
110,"53Antoine GriezmannAtletico, 31, AM(CLR),FW","Antoine Griezmann Atletico, 31, AM(CLR),FW",2473,0.8,0.4,1.1,0,0.2,0.5,0,7.15,22,1,2.1,0.6,0.8,0.7,1.2,1.0,23.9,79.2,0.4,0.7,0.1,"Antoine Griezmann Atletico, 31, AM(CLR),FW",538.0,1.4,0.3,2,0,0.4,21.2,73.8,6.93,Antoine Griezmann,Atletico,23,ATL  Club Atlético de Madrid  Atlético,"AM(CLR),FW",22.000,101.0,1.0,3.0
111,"56Daniel CarvajalReal Madrid, 30, D(R)","Daniel Carvajal Real Madrid, 30, D(R)",2277,2.9,1.8,1.3,0.2,1.6,0.9,0.4,7.14,0,3,0.1,1,0.7,0.1,0.2,1.0,40.1,86.7,0.4,0.9,0.1,"Daniel Carvajal Real Madrid, 30, D(R)",437.0,2.0,2.0,0,1,1.8,57.6,91.3,7.3,Daniel Carvajal,Real Madrid,22,RM  Real Madrid CF  Real Madrid,D(R),29.000,152.0,2.0,0.0
