,Player,Player.1,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB,C_Player,C_Mins,C_Tackles,C_Inter,C_Goals,C_Assists,C_KeyP,C_AvgP,C_PS%,C_Rating,Name,Club,Age,uefa_club,Position,CurrentPts,Pts,posX,posY
10,"250Nemanja MaticMan Utd, 33, DMC","Nemanja Matic Man Utd, 33, DMC",1384,1.3,1.3,1.1,0.1,0.8,0.7,0.3,6.63,0,4,0.3,0.6,0.1,0,0.9,0.8,45.2,87.1,0.1,2.2,0.2,"Nemanja Matic Man Utd, 33, DMC",195.0,0.4,0.5,0,0,0,19.6,85.4,6.12,Nemanja Matic,Man Utd,32,MU  Manchester United  Man. United,DMC,18.000,105.0,0.0,1.0
11,"234Jadon SanchoMan Utd, 22, AM(CLR)","Jadon Sancho Man Utd, 22, AM(CLR)",1904,0.5,0.5,0.1,0,0.2,0.5,0,6.66,3,3,0.9,1.4,0.2,0.2,0.9,1.5,32.2,83.5,0.3,0.4,0.1,"Jadon Sancho Man Utd, 22, AM(CLR)",394.0,1.1,0.4,1,0,0.3,27.9,88.2,6.55,Jadon Sancho,Man Utd,21,MU  Manchester United  Man. United,AM(CLR),18.000,105.0,1.0,2.5
12,"223Christian PulisicChelsea, 23, M(CLR),FW","Christian Pulisic Chelsea, 23, M(CLR),FW",1286,0.5,0.2,0.7,0,0.4,0.6,0,6.67,6,2,1.3,0.7,1.4,0.2,1.1,2.3,19.9,80.3,0.1,0.3,0,"Christian Pulisic Chelsea, 23, M(CLR),FW",368.0,0.4,0.1,2,1,1,18.6,83.1,6.73,Christian Pulisic,Chelsea,22,CHE  Chelsea FC  Chelsea,"M(CLR),FW",25.000,123.0,1.0,3.0
13,"209FernandinhoMan City, 37, D(CR),DMC","Fernandinho Man City, 37, D(CR),DMC",960,1.1,0.4,0.7,0.2,0.7,0.9,0.1,6.7,2,1,0.9,0.5,0.5,0,0.4,0.3,44.1,88.8,0.1,1.8,0.1,"Fernandinho Man City, 37, D(CR),DMC",347.0,1.1,1.1,0,2,0.5,36.3,86.2,6.5,Fernandinho,Man City,36,MC  Manchester City FC  Man. City,"D(CR),DMC",27.000,134.0,0.5,0.5
14,"161Callum Hudson-OdoiChelsea, 21, M(CLR)","Callum Hudson-Odoi Chelsea, 21, M(CLR)",966,0.9,0.1,0.7,0,0.3,1,0,6.77,1,2,1.2,1.7,1.1,0.3,1.3,1.5,23.6,85.3,0.3,0.6,0,"Callum Hudson-Odoi Chelsea, 21, M(CLR)",289.0,1.2,0.2,1,2,1.4,28.2,90.8,7.0,Callum Hudson-Odoi,Chelsea,20,CHE  Chelsea FC  Chelsea,M(CLR),25.000,123.0,1.0,2.0
15,"169Malang SarrChelsea, 23, D(CL)","Malang Sarr Chelsea, 23, D(CL)",546,1.8,1.4,1,0.8,2.4,0.6,0.4,6.76,0,0,0.1,0.4,0.1,0,0.3,0.8,58.4,88.2,0.1,1.8,0.1,"Malang Sarr Chelsea, 23, D(CL)",100.0,2,0.5,0,0,0,37.0,91.9,6.59,Malang Sarr,Chelsea,22,CHE  Chelsea FC  Chelsea,D(CL),25.000,123.0,1.0,0.0
16,"151Naby KeïtaLiverpool, 27, M(C)","Naby Keïta Liverpool, 27, M(C)",1175,2,0.6,0.9,0,0.1,0.7,0.1,6.79,3,1,1.1,0.7,0.4,0,0.4,1.3,32.3,86.0,0,0.6,0,"Naby Keïta Liverpool, 27, M(C)",488.0,1.5,0.3,1,1,0.5,34.7,88.2,6.65,Naby Keïta,Liverpool,26,LIV  Liverpool FC  Liverpool,M(C),33.000,134.0,0.0,2.0
17,"153Raphaël VaraneMan Utd, 29, D(C)","Raphaël Varane Man Utd, 29, D(C)",1829,1.3,0.8,0.2,0.7,3.5,0.5,0.4,6.78,1,1,0.4,0.2,0.3,0,0,0.3,52.3,87.8,0,3.6,0,"Raphaël Varane Man Utd, 29, D(C)",353.0,0.6,1,0,0,0,50.6,89.7,6.53,Raphaël Varane,Man Utd,28,MU  Manchester United  Man. United,D(C),18.000,105.0,0.0,0.0
18,"134Romelu LukakuChelsea, 29, AM(R),FW","Romelu Lukaku Chelsea, 29, AM(R),FW",1586,0.1,0,0.3,0,0.8,0.2,0,6.83,8,0,1.7,0.9,0.5,0.5,1,1.4,12.2,72.9,0,0.2,0,"Romelu Lukaku Chelsea, 29, AM(R),FW",320.0,0,0,2,0,1.2,10.2,78.7,6.64,Romelu Lukaku,Chelsea,28,CHE  Chelsea FC  Chelsea,"AM(R),FW",25.000,123.0,2.0,3.0
19,"139César AzpilicuetaChelsea, 32, D(CLR),M(R)","César Azpilicueta Chelsea, 32, D(CLR),M(R)",2075,1.9,0.9,0.9,0.1,2.3,0.7,0.3,6.81,1,2,0.4,0.6,0.2,0.1,0.4,0.8,59.4,85.7,0.2,1.7,0,"César Azpilicueta Chelsea, 32, D(CLR),M(R)",681.0,1.2,0.9,1,1,0.2,49.8,85.3,6.71,César Azpilicueta,Chelsea,31,CHE  Chelsea FC  Chelsea,"D(CLR),M(R)",25.000,123.0,1.5,1.0
20,"122Diogo DalotMan Utd, 23, D(LR),M(R)","Diogo Dalot Man Utd, 23, D(LR),M(R)",1799,2.3,1.2,0.8,0.2,2.3,1.1,0.5,6.86,0,0,0.5,0.7,0.2,0,0.3,1.0,40.0,80.2,0.6,3.0,0,"Diogo Dalot Man Utd, 23, D(LR),M(R)",233.0,3.3,0.7,0,0,0.7,46.3,80.6,6.93,Diogo Dalot,Man Utd,22,MU  Manchester United  Man. United,"D(LR),M(R)",18.000,105.0,2.0,1.0
21,"124Antonio RüdigerChelsea, 29, D(CR)","Antonio Rüdiger Chelsea, 29, D(CR)",3035,1.4,0.8,1.0,0.4,2.6,0.4,0.3,6.85,3,0,1.4,0.4,0.4,0,0.2,0.6,73.4,88.1,0.1,4.7,0.1,"Antonio Rüdiger Chelsea, 29, D(CR)",840.0,1.4,0.7,1,1,0.6,85.4,88.3,6.83,Antonio Rüdiger,Chelsea,28,CHE  Chelsea FC  Chelsea,D(CR),25.000,123.0,1.0,0.0
22,"125Kai HavertzChelsea, 22, M(CR),FW","Kai Havertz Chelsea, 22, M(CR),FW",1816,0.6,0.1,1.4,0,1.0,0.3,0,6.85,8,3,1.9,0.7,0.9,0.4,1.1,2.3,22.6,81.3,0.1,0.3,0.1,"Kai Havertz Chelsea, 22, M(CR),FW",673.0,0.6,0.3,3,0,0.9,28.6,82.1,6.88,Kai Havertz,Chelsea,21,CHE  Chelsea FC  Chelsea,"M(CR),FW",25.000,123.0,1.0,3.0
23,"126Roberto FirminoLiverpool, 30, M(CLR),FW","Roberto Firmino Liverpool, 30, M(CLR),FW",987,1.2,0.2,0.4,0,0.2,0.7,0,6.85,5,4,1.5,0.8,0.3,0.2,1.3,1.7,24.3,78.8,0.1,0.5,0.1,"Roberto Firmino Liverpool, 30, M(CLR),FW",323.0,1.9,0.3,5,0,0.4,24.9,82.8,7.1,Roberto Firmino,Liverpool,29,LIV  Liverpool FC  Liverpool,"M(CLR),FW",33.000,134.0,1.0,3.0
24,"114FredMan Utd, 29, M(C)","Fred Man Utd, 29, M(C)",2036,2.3,1.1,1.1,0,0.7,2.0,0.4,6.87,4,4,0.5,1.0,1.1,0,0.9,1.5,48.0,84.1,0,2.2,0.2,"Fred Man Utd, 29, M(C)",433.0,2.2,1.2,0,0,0.3,44.0,83.7,6.66,Fred,Man Utd,28,MU  Manchester United  Man. United,M(C),18.000,105.0,0.0,2.0
25,"117Jordan HendersonLiverpool, 31, D(C),M(CLR)","Jordan Henderson Liverpool, 31, D(C),M(CLR)",2604,1.0,0.7,0.7,0.1,0.3,0.8,0,6.86,2,5,0.9,1.1,0.2,0.1,0.3,0.8,61.6,85.5,0.5,2.8,0.1,"Jordan Henderson Liverpool, 31, D(C),M(CLR)",667.0,1,1.1,1,1,1.1,49.9,88.1,6.78,Jordan Henderson,Liverpool,30,LIV  Liverpool FC  Liverpool,"D(C),M(CLR)",33.000,134.0,0.5,1.0
26,"120Curtis JonesLiverpool, 21, AM(C)","Curtis Jones Liverpool, 21, AM(C)",856,0.7,0.4,0.7,0,0.2,0.6,0,6.86,1,1,1.3,0.7,1.3,0.1,1.2,1.1,39.1,90.5,0.1,1.0,0,"Curtis Jones Liverpool, 21, AM(C)",184.0,0.5,0,0,2,1,34.5,89.9,6.9,Curtis Jones,Liverpool,20,LIV  Liverpool FC  Liverpool,AM(C),33.000,134.0,0.0,2.5
27,"101Scott McTominayMan Utd, 25, D(C),DMC","Scott McTominay Man Utd, 25, D(C),DMC",2393,2.2,1,1.8,0.1,2.0,1.0,0.3,6.89,1,1,0.9,0.8,1.1,0,1.1,1.5,41.1,85.6,0.1,1.9,0,"Scott McTominay Man Utd, 25, D(C),DMC",400.0,0.8,1.8,0,0,0,43.2,86.6,6.66,Scott McTominay,Man Utd,24,MU  Manchester United  Man. United,"D(C),DMC",18.000,105.0,0.0,0.5
28,"102Alex TellesMan Utd, 29, D(L),M(L)","Alex Telles Man Utd, 29, D(L),M(L)",1660,2.3,1.2,1.1,0.1,2.0,0.8,0.2,6.89,0,4,0.5,1.2,0.4,0,0.5,0.7,44.5,80.3,1.4,1.1,0,"Alex Telles Man Utd, 29, D(L),M(L)",292.0,1.3,1.3,1,0,1,44.5,87.1,7.02,Alex Telles,Man Utd,28,MU  Manchester United  Man. United,"D(L),M(L)",18.000,105.0,2.0,1.0
29,"103Andreas ChristensenChelsea, 26, D(C),DMC","Andreas Christensen Chelsea, 26, D(C),DMC",1496,0.7,1.5,0.6,0.7,2.7,0.2,0.3,6.89,0,0,0.3,0.3,0.4,0,0.1,0.2,69.5,90.0,0.1,3.2,0.1,"Andreas Christensen Chelsea, 26, D(C),DMC",604.0,1.0,0.9,1,1,0.3,71.8,91.8,6.93,Andreas Christensen,Chelsea,25,CHE  Chelsea FC  Chelsea,"D(C),DMC",25.000,123.0,0.0,0.5
30,"109Ruben Loftus-CheekChelsea, 26, M(CLR)","Ruben Loftus-Cheek Chelsea, 26, M(CLR)",1388,1.2,0.5,0.8,0,0.7,0.4,0.3,6.87,0,2,0.8,0.8,1.7,0.1,1.4,1.1,40.0,89.7,0.1,0.6,0,"Ruben Loftus-Cheek Chelsea, 26, M(CLR)",359.0,1.1,0.1,0,1,1.1,31.4,90.0,6.89,Ruben Loftus-Cheek,Chelsea,25,CHE  Chelsea FC  Chelsea,M(CLR),25.000,123.0,1.0,2.0
31,"93Aaron Wan-BissakaMan Utd, 24, D(R),M(R)","Aaron Wan-Bissaka Man Utd, 24, D(R),M(R)",1794,2.5,1.7,0.8,0.3,1.6,0.3,0.7,6.91,0,0,0.3,0.7,0.7,0.1,0.7,1.2,46.9,81.0,0.4,0.9,0,"Aaron Wan-Bissaka Man Utd, 24, D(R),M(R)",419.0,2,1.8,0,0,0.2,42.7,85.2,6.65,Aaron Wan-Bissaka,Man Utd,23,MU  Manchester United  Man. United,"D(R),M(R)",18.000,105.0,2.0,1.0
32,"87Hakim ZiyechChelsea, 29, M(CLR)","Hakim Ziyech Chelsea, 29, M(CLR)",1317,0.8,0.4,1,0,0.3,1.1,0,6.92,4,3,2.3,1.3,1.3,0.2,1,2,27.5,81.2,0.8,1.0,0,"Hakim Ziyech Chelsea, 29, M(CLR)",447.0,0.8,0.4,1,2,1.1,24.1,78.3,6.78,Hakim Ziyech,Chelsea,28,CHE  Chelsea FC  Chelsea,M(CLR),25.000,123.0,1.0,2.0
33,"89Nathan AkéMan City, 27, D(CL),DMC","Nathan Aké Man City, 27, D(CL),DMC",921,1.1,0.6,0.6,0.2,1.5,0.1,0.4,6.92,2,0,0.4,0.1,0.1,0,0.2,0.3,60.7,90.8,0,1.0,0,"Nathan Aké Man City, 27, D(CL),DMC",322.0,0.7,2.0,1,0,0.2,44.3,91.0,6.78,Nathan Aké,Man City,26,MC  Manchester City FC  Man. City,"D(CL),DMC",27.000,134.0,0.5,0.5
34,"74JorginhoChelsea, 30, DMC","Jorginho Chelsea, 30, DMC",2279,2.2,1.2,1.0,0,0.7,1.9,0.1,6.96,6,2,0.6,0.9,1.3,0,0.7,0.8,64.9,89.3,0,2.1,0.1,"Jorginho Chelsea, 30, DMC",561.0,2.8,1.6,2,2,1,65.8,91.1,7.03,Jorginho,Chelsea,29,CHE  Chelsea FC  Chelsea,DMC,25.000,123.0,0.0,1.0
35,"76Rúben DiasMan City, 25, D(C)","Rúben Dias Man City, 25, D(C)",2404,0.9,0.8,0.9,0.9,2.2,0.2,0.4,6.96,2,4,0.6,0.5,0.3,0.1,0.1,0.3,78.2,93.4,0,3.4,0,"Rúben Dias Man City, 25, D(C)",663.0,1.4,1,0,1,0.3,59.0,90.7,6.49,Rúben Dias,Man City,24,MC  Manchester City FC  Man. City,D(C),27.000,134.0,0.0,0.0
36,"61Paul PogbaMan Utd, 29, M(CL)","Paul Pogba Man Utd, 29, M(CL)",1355,0.7,0.7,2.0,0.1,0.8,1.1,0,7.0,1,9,1.6,1.2,1.5,0,1.4,2.1,43.9,83.5,0.2,3.7,0.2,"Paul Pogba Man Utd, 29, M(CL)",347.0,1.2,0.2,0,0,0.8,32.3,82.0,6.29,Paul Pogba,Man Utd,28,MU  Manchester United  Man. United,M(CL),18.000,105.0,1.0,2.0
37,"65Mason GreenwoodMan Utd, 20, AM(R),FW","Mason Greenwood Man Utd, 20, AM(R),FW",1281,0.8,0.1,0.8,0,0.3,0.3,0,6.98,5,1,2.7,0.9,0.9,0.2,0.9,1.4,25.8,83.8,0.3,1.3,0.2,"Mason Greenwood Man Utd, 20, AM(R),FW",304.0,1.3,0.5,1,1,1,34.8,84.9,6.88,Mason Greenwood,Man Utd,19,MU  Manchester United  Man. United,"AM(R),FW",18.000,105.0,2.0,3.0
38,"51Trevoh ChalobahChelsea, 22, D(CR),DMC","Trevoh Chalobah Chelsea, 22, D(CR),DMC",1451,2,1,1,0.3,2.1,0.4,0.3,7.03,3,1,0.5,0.2,0.7,0,0.4,0.5,63.5,90.6,0,2.2,0.1,"Trevoh Chalobah Chelsea, 22, D(CR),DMC",175.0,0,1,1,0,0.3,36.7,82.7,6.83,Trevoh Chalobah,Chelsea,21,CHE  Chelsea FC  Chelsea,"D(CR),DMC",25.000,123.0,0.5,0.5
39,"52Konstantinos TsimikasLiverpool, 26, D(L)","Konstantinos Tsimikas Liverpool, 26, D(L)",874,2.1,0.8,1.5,0.4,1.5,0.3,0.2,7.03,0,2,0.6,1.9,0.5,0,0.4,0.6,39.4,81.3,2,0.8,0,"Konstantinos Tsimikas Liverpool, 26, D(L)",344.0,1.4,1.2,0,2,1.8,37.0,80.0,7.24,Konstantinos Tsimikas,Liverpool,25,LIV  Liverpool FC  Liverpool,D(L),33.000,134.0,2.0,0.0
40,"58N'Golo KantéChelsea, 31, DMC","N'Golo Kanté Chelsea, 31, DMC",1778,2.3,1.2,0.8,0,0.3,0.6,0.1,7.0,2,4,0.7,0.9,0.4,0,1.1,1.3,49.7,86.7,0,1.3,0.2,"N'Golo Kanté Chelsea, 31, DMC",427.0,1.7,0.8,0,1,1.7,46.0,87.7,6.95,N'Golo Kanté,Chelsea,30,CHE  Chelsea FC  Chelsea,DMC,25.000,123.0,0.0,1.0
41,"59FabinhoLiverpool, 28, D(CR),DMC","Fabinho Liverpool, 28, D(CR),DMC",2316,1.6,1.4,1.4,0.1,0.8,1.6,0.3,7.0,5,1,0.7,0.6,1.0,0,0.4,0.8,53.2,87.5,0,2.1,0.1,"Fabinho Liverpool, 28, D(CR),DMC",849.0,2.3,1.4,1,0,0.6,47.2,90.5,6.85,Fabinho,Liverpool,27,LIV  Liverpool FC  Liverpool,"D(CR),DMC",33.000,134.0,0.5,0.5
42,"60Riyad MahrezMan City, 31, AM(CLR),FW","Riyad Mahrez Man City, 31, AM(CLR),FW",1493,0.4,0.2,0.4,0,0.1,0.5,0,7.0,11,5,2.2,1.4,0.5,0.1,0.8,1.5,29.5,90.0,0.6,1.0,0.2,"Riyad Mahrez Man City, 31, AM(CLR),FW",987.0,1.6,0.7,7,2,1.5,37.8,86.3,7.69,Riyad Mahrez,Man City,30,MC  Manchester City FC  Man. City,"AM(CLR),FW",27.000,134.0,1.0,3.0
43,"41Diogo JotaLiverpool, 25, AM(CLR),FW","Diogo Jota Liverpool, 25, AM(CLR),FW",2373,1.1,0.2,1.2,0,0.2,1.2,0.1,7.08,15,4,2.6,1.1,1.1,0.1,0.9,1.8,21.3,74.9,0.1,0.3,0.1,"Diogo Jota Liverpool, 25, AM(CLR),FW",580.0,0.7,0.5,1,1,0.7,20.7,78.5,6.58,Diogo Jota,Liverpool,24,LIV  Liverpool FC  Liverpool,"AM(CLR),FW",33.000,134.0,1.0,3.0
44,"45Thiago SilvaChelsea, 37, D(C)","Thiago Silva Chelsea, 37, D(C)",2651,1.0,1.4,0.4,0.6,3.0,0.3,1,7.06,3,0,0.6,0.2,0.4,0,0.1,0.2,81.9,92.8,0,5.3,0,"Thiago Silva Chelsea, 37, D(C)",757.0,0.8,1.3,0,1,0.7,68.2,93.0,6.95,Thiago Silva,Chelsea,36,CHE  Chelsea FC  Chelsea,D(C),25.000,123.0,0.0,0.0
45,"47Oleksandr ZinchenkoMan City, 25, D(L),M(CLR)","Oleksandr Zinchenko Man City, 25, D(L),M(CLR)",1045,1.3,0.9,0.7,0.3,0.7,0.6,0.2,7.05,0,4,0.8,1.1,0.1,0.1,0.4,0.7,64.7,90.7,0.3,1.6,0.1,"Oleksandr Zinchenko Man City, 25, D(L),M(CLR)",501.0,1.6,1.4,0,2,1,45.3,85.9,6.68,Oleksandr Zinchenko,Man City,24,MC  Manchester City FC  Man. City,"D(L),M(CLR)",27.000,134.0,1.5,1.0
46,"48Mateo KovacicChelsea, 28, M(CL)","Mateo Kovacic Chelsea, 28, M(CL)",1557,2.0,0.3,1.0,0,0.4,0.7,0.2,7.04,2,5,0.9,1.1,0.8,0,0.9,0.7,47.7,88.8,0,2.2,0.2,"Mateo Kovacic Chelsea, 28, M(CL)",428.0,2.2,0,0,1,0.8,74.2,93.7,6.85,Mateo Kovacic,Chelsea,27,CHE  Chelsea FC  Chelsea,M(CL),25.000,123.0,1.0,2.0
47,"50Bruno FernandesMan Utd, 27, M(CLR)","Bruno Fernandes Man Utd, 27, M(CLR)",3120,1.5,0.5,0.9,0.1,1.1,1.8,0,7.03,10,6,2.5,2.5,1.3,0.1,1.1,1.3,52.8,78.3,1.1,3.3,0.3,"Bruno Fernandes Man Utd, 27, M(CLR)",520.0,1.7,0.3,0,6,3.1,45.6,77.4,7.25,Bruno Fernandes,Man Utd,26,MU  Manchester United  Man. United,M(CLR),18.000,105.0,1.0,2.0
48,"35Cristiano RonaldoMan Utd, 37, M(L),FW","Cristiano Ronaldo Man Utd, 37, M(L),FW",2459,0.3,0.1,0.5,0,1.0,0.1,0,7.11,18,3,3.7,0.9,0.6,1.1,1,1.7,29.3,81.9,0,0.5,0,"Cristiano Ronaldo Man Utd, 37, M(L),FW",612.0,0.4,0,6,0,1.3,29.1,85.8,7.52,Cristiano Ronaldo,Man Utd,36,MU  Manchester United  Man. United,"M(L),FW",18.000,105.0,2.0,3.0
49,"39ThiagoLiverpool, 31, M(C)","Thiago Liverpool, 31, M(C)",1538,1.9,1,0.8,0,0.5,1.3,0.1,7.1,1,4,1,1.2,0.5,0,0.5,0.6,59.9,89.1,0,4.0,0,"Thiago Liverpool, 31, M(C)",604.0,1.3,1.6,1,0,0.4,54.8,91.1,6.88,Thiago,Liverpool,30,LIV  Liverpool FC  Liverpool,M(C),33.000,134.0,0.0,2.0
50,"40Marcos AlonsoChelsea, 31, D(CL),M(L)","Marcos Alonso Chelsea, 31, D(CL),M(L)",2173,1.5,1.5,0.9,0.1,1.8,0.7,0.2,7.09,4,4,1.5,1.5,1,0.1,0.9,1.5,40.5,81.1,1.1,1.5,0,"Marcos Alonso Chelsea, 31, D(CL),M(L)",547.0,1.3,1,0,0,1.3,36.0,85.4,6.88,Marcos Alonso,Chelsea,30,CHE  Chelsea FC  Chelsea,"D(CL),M(L)",25.000,123.0,1.5,1.0
51,"21Reece JamesChelsea, 22, D(CR),DMC,M(R)","Reece James Chelsea, 22, D(CR),DMC,M(R)",1868,1.3,0.7,0.8,0.1,0.7,0.5,0.1,7.24,5,9,1.4,1.8,1.2,0.2,0.8,1.0,53.0,89.6,0.9,1.7,0,"Reece James Chelsea, 22, D(CR),DMC,M(R)",504.0,2.3,1.2,1,0,1.5,59.3,90.2,7.36,Reece James,Chelsea,21,CHE  Chelsea FC  Chelsea,"D(CR),DMC,M(R)",25.000,123.0,1.0,1.0
52,"22Ilkay GündoganMan City, 31, M(C)","Ilkay Gündogan Man City, 31, M(C)",1856,0.9,0.6,0.5,0,0.4,0.7,0,7.24,8,4,2.0,1.4,0.4,0.1,0.7,0.9,47.0,91.2,0.6,2.3,0.2,"Ilkay Gündogan Man City, 31, M(C)",659.0,0.7,0.7,0,2,1.5,39.6,90.2,6.69,Ilkay Gündogan,Man City,30,MC  Manchester City FC  Man. City,M(C),27.000,134.0,0.0,2.0
53,"24Andrew RobertsonLiverpool, 28, D(L),M(L)","Andrew Robertson Liverpool, 28, D(L),M(L)",2541,1.2,0.8,0.7,0.5,1.8,0.5,0.1,7.23,3,10,0.6,1.9,0.3,0.1,0.5,0.8,66.5,85.2,1.6,2,0,"Andrew Robertson Liverpool, 28, D(L),M(L)",826.0,0.9,1.2,0,3,2.5,59.0,83.9,7.16,Andrew Robertson,Liverpool,27,LIV  Liverpool FC  Liverpool,"D(L),M(L)",33.000,134.0,2.0,1.0
54,"25Gabriel JesusMan City, 25, AM(LR),FW","Gabriel Jesus Man City, 25, AM(LR),FW",1880,0.6,0.5,0.9,0,0.2,0.7,0,7.2,8,8,2.3,1.4,0.9,0.4,1.0,2.4,26.4,84.8,0.1,0.4,0.1,"Gabriel Jesus Man City, 25, AM(LR),FW",352.0,0.6,0.3,4,1,0.4,15.8,87.3,6.98,Gabriel Jesus,Man City,24,MC  Manchester City FC  Man. City,"AM(LR),FW",27.000,134.0,2.0,3.0
