,Player,Player.1,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB,C_Player,C_Mins,C_Tackles,C_Inter,C_Goals,C_Assists,C_KeyP,C_AvgP,C_PS%,C_Rating,Name,Club,Age,uefa_club,Position,CurrentPts,Pts,posX,posY
153,"334Juan JesusRoma, 31, D(CL)","Juan Jesus Roma, 31, D(CL)",1400,1.9,0.8,0.9,1.1,1.9,0.7,0.6,6.53,1,0,0.1,0.1,0.4,0,0.2,0.1,41.1,92.0,0.1,3.0,0,"Juan Jesus Roma, 31, D(CL)",212.0,1,0.7,0,0,0,46.3,92.8,6.62,Juan Jesus,Roma,27,ASR  AS Roma  Roma,D(CL),17.000,81.0,1.0,0.0
154,"336Adam OunasNapoli, 25, AM(CLR),FW","Adam Ounas Napoli, 25, AM(CLR),FW",534,0.3,0.1,0.2,0,0,0.5,0,6.53,3,0,1.2,1,0.6,0,0.6,1.0,15.1,83.4,0.1,0.6,0.2,"Adam Ounas Napoli, 25, AM(CLR),FW",23.0,0,0,0,0,0,5.0,80.0,6.17,Adam Ounas,Napoli,21,NAP  SSC Napoli  Napoli,"AM(CLR),FW",18.000,80.0,1.0,3.0
155,"329MirandaInter, 37, D(C)","Miranda Inter, 37, D(C)",1161,0.8,1,1.4,0.4,3.3,0.3,0.5,6.54,0,0,0.3,0.1,0.6,0.1,0.1,0.5,58.8,89.6,0,3.9,0,"Miranda Inter, 37, D(C)",188.0,1,1,0,0,0.3,33.3,84.0,6.4,Miranda,Inter,33,INT  FC Internazionale Milano  Inter,D(C),15.000,31.0,0.0,0.0
156,"301Keita BaldéInter, 27, AM(LR),FW","Keita Baldé Inter, 27, AM(LR),FW",884,0.4,0.1,0.8,0,0,0.3,0,6.58,5,2,1.3,0.9,1,0.3,0.7,1,11.8,85.2,0.5,0.2,0,"Keita Baldé Inter, 27, AM(LR),FW",72.0,0.3,0,0,0,0,5.3,85.7,6.36,Keita Baldé,Inter,23,INT  FC Internazionale Milano  Inter,"AM(LR),FW",15.000,31.0,2.0,3.0
157,"306Davide SantonRoma, 31, D(LR)","Davide Santon Roma, 31, D(LR)",1005,0.8,0.9,0.9,0.1,0.9,0.2,0.4,6.57,0,1,0.2,0.8,0.6,0,0.2,0.8,33.0,87.3,0.4,0.9,0.1,"Davide Santon Roma, 31, D(LR)",258.0,1.5,1.8,0,1,0.3,27.8,88.3,6.83,Davide Santon,Roma,27,ASR  AS Roma  Roma,D(LR),17.000,81.0,2.0,0.0
158,"299Patrik SchickRoma, 26, AM(R),FW","Patrik Schick Roma, 26, AM(R),FW",1315,0.5,0.1,1.1,0,0.5,0.8,0.1,6.58,3,0,1.4,0.8,0.8,0.4,0.9,2.2,11.0,74.7,0,0.1,0,"Patrik Schick Roma, 26, AM(R),FW",250.0,0.3,0.2,0,0,0.3,8.8,84.9,6.17,Patrik Schick,Roma,22,ASR  AS Roma  Roma,"AM(R),FW",17.000,81.0,2.0,3.0
159,"265Douglas CostaJuventus, 31, M(CLR)","Douglas Costa Juventus, 31, M(CLR)",620,0.6,0.2,0.8,0,0.1,0.3,0,6.63,1,0,1.2,1.2,0.5,0.1,0.8,1,17.5,86.2,0.4,0.9,0,"Douglas Costa Juventus, 31, M(CLR)",157.0,0.2,0.2,0,0,0.4,13.8,91.3,6.58,Douglas Costa,Juventus,27,JUV  Juventus  Juventus,M(CLR),21.000,124.0,1.0,2.0
160,"256Lautaro MartínezInter, 24, FW","Lautaro Martínez Inter, 24, FW",1337,0.2,0.1,1,0,0.3,0.1,0,6.64,6,2,2.4,0.8,1.6,0.1,1.1,2.1,8.9,70.8,0.1,0.4,0.1,"Lautaro Martínez Inter, 24, FW",53.0,0.3,0,0,0,0,3.7,63.6,6.1,Lautaro Martínez,Inter,20,INT  FC Internazionale Milano  Inter,FW,15.000,31.0,0.0,4.0
161,"241Marek HamsikNapoli, 34, M(C),FW","Marek Hamsik Napoli, 34, M(C),FW",922,0.5,0.9,0.4,0.1,1.0,0.8,0.1,6.66,0,0,1.2,1.2,0.2,0,0.5,0.4,65.2,88.4,0,5.0,0,"Marek Hamsik Napoli, 34, M(C),FW",457.0,2,0.7,1,1,1.2,73.7,88.9,6.87,Marek Hamsik,Napoli,30,NAP  SSC Napoli  Napoli,"M(C),FW",18.000,80.0,0.0,3.0
162,"238Justin KluivertRoma, 23, AM(LR)","Justin Kluivert Roma, 23, AM(LR)",1341,1.0,0.2,0.9,0,0.3,0.4,0,6.66,1,6,0.7,1.2,0.8,0.1,0.8,1.5,13.3,83.4,0.6,0.3,0,"Justin Kluivert Roma, 23, AM(LR)",319.0,1.6,0.4,1,0,1.4,17.6,79.5,7.05,Justin Kluivert,Roma,19,ASR  AS Roma  Roma,AM(LR),17.000,81.0,2.0,2.5
163,"222Moise KeanJuventus, 22, AM(L),FW","Moise Kean Juventus, 22, AM(L),FW",536,0,0.2,0.7,0,0.1,0.1,0,6.69,6,0,1.5,0.4,0.5,0.2,0.8,1.7,6.5,79.8,0,0,0,"Moise Kean Juventus, 22, AM(L),FW",67.0,0,0,0,0,0,2.7,75.0,6.08,Moise Kean,Juventus,18,JUV  Juventus  Juventus,"AM(L),FW",21.000,124.0,2.0,3.0
164,"224Mário RuiNapoli, 31, D(L),M(L)","Mário Rui Napoli, 31, D(L),M(L)",1419,1.2,1.1,0.9,0.2,1.5,0.6,0.2,6.69,1,1,1.1,1.3,0.9,0.2,0.7,0.9,54.2,84.5,0.7,2.1,0.1,"Mário Rui Napoli, 31, D(L),M(L)",520.0,1.3,1.2,0,0,1.3,61.5,81.0,6.7,Mário Rui,Napoli,27,NAP  SSC Napoli  Napoli,"D(L),M(L)",18.000,80.0,2.0,1.0
165,"226Cengiz ÜnderRoma, 24, AM(CLR)","Cengiz Ünder Roma, 24, AM(CLR)",1378,0.2,0.5,0.3,0,0.1,0.3,0,6.69,3,7,1.5,1.2,1.1,0.2,0.8,1.5,19.3,77.9,0.6,0.8,0,"Cengiz Ünder Roma, 24, AM(CLR)",437.0,0.3,0.5,3,1,1.3,26.8,71.4,7.24,Cengiz Ünder,Roma,20,ASR  AS Roma  Roma,AM(CLR),17.000,81.0,1.0,2.5
166,"228Federico BernardeschiJuventus, 28, M(CLR),FW","Federico Bernardeschi Juventus, 28, M(CLR),FW",1476,0.5,0.2,0.7,0,0.3,0.4,0,6.68,2,3,1.9,1.2,1.1,0.3,0.6,1.0,22.1,83.1,0.9,1.5,0.1,"Federico Bernardeschi Juventus, 28, M(CLR),FW",552.0,0.5,0.6,0,1,1.4,22.9,82.5,6.95,Federico Bernardeschi,Juventus,24,JUV  Juventus  Juventus,"M(CLR),FW",21.000,124.0,1.0,3.0
167,"212Nicolò ZanioloRoma, 22, AM(CR),FW","Nicolò Zaniolo Roma, 22, AM(CR),FW",1772,1.3,0.5,1.7,0,0.2,1.1,0,6.7,4,2,1.8,0.7,1.2,0.1,2.5,2.6,20.1,81.3,0.2,0.9,0,"Nicolò Zaniolo Roma, 22, AM(CR),FW",385.0,0.7,0.1,2,0,0.4,15.7,76.4,6.52,Nicolò Zaniolo,Roma,18,ASR  AS Roma  Roma,"AM(CR),FW",17.000,81.0,1.0,3.0
168,"209Javier PastoreRoma, 32, AM(CLR)","Javier Pastore Roma, 32, AM(CLR)",596,0.7,0.2,0.6,0,0.4,0.9,0,6.7,3,0,1.4,1.3,0.2,0,0.4,1,26.4,85.7,0.5,1.1,0.1,"Javier Pastore Roma, 32, AM(CLR)",59.0,1,0,0,0,1,51.0,84.3,6.77,Javier Pastore,Roma,28,ASR  AS Roma  Roma,AM(CLR),17.000,81.0,1.0,2.5
169,"191Elseid HysajNapoli, 28, D(LR),M(R)","Elseid Hysaj Napoli, 28, D(LR),M(R)",2109,1.5,0.9,0.9,0.3,1.6,0.9,0.1,6.72,0,2,0.5,0.6,0.7,0,0.8,1,57.8,86.0,0.2,2.2,0,"Elseid Hysaj Napoli, 28, D(LR),M(R)",149.0,1.3,0.3,0,0,0,40.7,91.0,6.68,Elseid Hysaj,Napoli,24,NAP  SSC Napoli  Napoli,"D(LR),M(R)",18.000,80.0,2.0,1.0
170,"178Matías VecinoInter, 30, M(C)","Matías Vecino Inter, 30, M(C)",2017,1.7,0.6,1.4,0,0.7,0.9,0.3,6.75,3,1,1.5,0.7,1.0,0.1,0.5,0.9,36.8,82.4,0.1,1.1,0,"Matías Vecino Inter, 30, M(C)",450.0,3,0.8,1,1,1,43.6,77.5,6.92,Matías Vecino,Inter,26,INT  FC Internazionale Milano  Inter,M(C),15.000,31.0,0.0,2.0
171,"179Sami KhediraJuventus, 35, M(C)","Sami Khedira Juventus, 35, M(C)",711,1,0.5,0.5,0,0.6,0.4,0.3,6.75,2,1,1.7,0.6,0.5,0,0.4,0.8,35.1,85.8,0.1,0.4,0,"Sami Khedira Juventus, 35, M(C)",105.0,0,0,0,0,0,17.8,87.3,6.16,Sami Khedira,Juventus,31,JUV  Juventus  Juventus,M(C),21.000,124.0,0.0,2.0
172,"162Daniele De RossiRoma, 38, D(C),M(C)","Daniele De Rossi Roma, 38, D(C),M(C)",1273,0.9,1.4,0.7,0,1.8,0.6,0.7,6.8,1,2,0.3,0.9,0.5,0.1,0.1,0.2,51.4,87.5,0.1,4.2,0.2,"Daniele De Rossi Roma, 38, D(C),M(C)",310.0,0.8,1.8,1,0,0.3,46.3,85.9,6.8,Daniele De Rossi,Roma,34,ASR  AS Roma  Roma,"D(C),M(C)",17.000,81.0,0.0,1.0
173,"152Raúl AlbiolNapoli, 36, D(C)","Raúl Albiol Napoli, 36, D(C)",1712,0.8,1.0,0.5,0.6,4.5,0.4,0.8,6.81,1,0,0.2,0.3,0.4,0,0.1,0.3,56.4,89.4,0.1,6.6,0.1,"Raúl Albiol Napoli, 36, D(C)",496.0,0.3,1.3,0,0,0,69.0,90.1,6.87,Raúl Albiol,Napoli,32,NAP  SSC Napoli  Napoli,D(C),18.000,80.0,0.0,0.0
174,"155Bryan CristanteRoma, 27, D(C),M(C)","Bryan Cristante Roma, 27, D(C),M(C)",2421,1.8,0.8,1.8,0,1.3,0.9,0.1,6.81,4,3,1.2,0.8,0.4,0,1,0.8,36.9,82.2,0.1,2.1,0.1,"Bryan Cristante Roma, 27, D(C),M(C)",516.0,2.3,1,0,0,1.4,48.0,85.1,6.8,Bryan Cristante,Roma,23,ASR  AS Roma  Roma,"D(C),M(C)",17.000,81.0,0.0,1.0
175,"160Leonardo BonucciJuventus, 35, D(C)","Leonardo Bonucci Juventus, 35, D(C)",2471,0.6,1.3,0.5,0.2,2.8,0.1,0.7,6.8,3,0,0.5,0.3,0.8,0.1,0.1,0.3,55.7,86.6,0.1,5.7,0,"Leonardo Bonucci Juventus, 35, D(C)",900.0,0.7,1.2,0,2,0.5,69.2,87.6,6.87,Leonardo Bonucci,Juventus,31,JUV  Juventus  Juventus,D(C),21.000,124.0,0.0,0.0
176,"143Daniele RuganiJuventus, 27, D(C)","Daniele Rugani Juventus, 27, D(C)",1350,0.5,1.1,1.9,0.5,3.4,0.2,0.9,6.84,2,0,0.6,0,0.3,0,0.3,0.2,51.5,90.0,0,2.1,0,"Daniele Rugani Juventus, 27, D(C)",271.0,0.5,1.5,0,0,0,33.0,82.6,6.29,Daniele Rugani,Juventus,23,JUV  Juventus  Juventus,D(C),21.000,124.0,0.0,0.0
177,"136Mauro IcardiInter, 29, FW","Mauro Icardi Inter, 29, FW",2270,0.3,0.1,0.7,0,0.7,0.2,0,6.84,11,4,2.5,1.2,0.6,0.7,0.7,1.5,14.1,71.1,0.2,0.4,0,"Mauro Icardi Inter, 29, FW",540.0,0.3,0.3,4,0,1.3,15.0,73.3,7.16,Mauro Icardi,Inter,25,INT  FC Internazionale Milano  Inter,FW,15.000,31.0,0.0,4.0
178,"137Rodrigo BentancurJuventus, 24, M(C)","Rodrigo Bentancur Juventus, 24, M(C)",1996,1.7,1.4,1.3,0,1.2,0.7,0.3,6.84,2,3,0.6,0.8,0.5,0.1,0.7,0.9,39.0,87.2,0.3,2.1,0,"Rodrigo Bentancur Juventus, 24, M(C)",550.0,2.1,1.3,0,0,1.1,48.6,84.7,6.82,Rodrigo Bentancur,Juventus,20,JUV  Juventus  Juventus,M(C),21.000,124.0,0.0,2.0
179,"125Juan CuadradoJuventus, 34, D(R),M(CLR),FW","Juan Cuadrado Juventus, 34, D(R),M(CLR),FW",1224,1.1,1,0.8,0.1,0.6,1,0.2,6.85,1,2,0.9,1.7,2.2,0.1,0.8,1.2,41.2,88.1,0.7,2.9,0,"Juan Cuadrado Juventus, 34, D(R),M(CLR),FW",329.0,2,0.6,0,2,2.6,39.6,90.4,7.04,Juan Cuadrado,Juventus,30,JUV  Juventus  Juventus,"D(R),M(CLR),FW",21.000,124.0,1.5,2.0
180,"128Blaise MatuidiJuventus, 35, M(CL)","Blaise Matuidi Juventus, 35, M(CL)",2428,1.9,0.8,1.1,0,0.5,0.5,0.3,6.85,3,2,0.6,0.7,0.8,0.2,0.6,1.3,39.6,87.6,0.1,1.6,0,"Blaise Matuidi Juventus, 35, M(CL)",684.0,1.7,1.2,0,0,0.6,33.3,84.3,6.78,Blaise Matuidi,Juventus,31,JUV  Juventus  Juventus,M(CL),21.000,124.0,1.0,2.0
181,"130Stefan de VrijInter, 30, D(C)","Stefan de Vrij Inter, 30, D(C)",2520,0.9,0.9,0.5,0.6,3.4,0.3,0.8,6.85,2,0,0.6,0.2,0.4,0,0.1,0.2,59.6,91.6,0,3.5,0,"Stefan de Vrij Inter, 30, D(C)",442.0,1.2,1.4,0,1,0.2,52.4,89.3,6.77,Stefan de Vrij,Inter,26,INT  FC Internazionale Milano  Inter,D(C),15.000,31.0,0.0,0.0
182,"116Nikola MaksimovicNapoli, 30, D(CR),M(R)","Nikola Maksimovic Napoli, 30, D(CR),M(R)",1375,1.2,1.6,0.6,0.4,3.1,0.4,0.5,6.87,0,0,0.1,0.2,1.0,0.1,0.1,0.4,50.4,92.9,0,2.7,0,"Nikola Maksimovic Napoli, 30, D(CR),M(R)",436.0,0.4,0.8,0,1,1,58.4,87.3,7.0,Nikola Maksimovic,Napoli,26,NAP  SSC Napoli  Napoli,"D(CR),M(R)",18.000,80.0,1.5,1.0
183,"101Danilo D'AmbrosioInter, 33, D(CLR),M(LR)","Danilo D'Ambrosio Inter, 33, D(CLR),M(LR)",2581,2.3,0.9,1.6,0.3,1,1.1,0.3,6.89,2,5,0.5,1.1,1.2,0.3,0.6,0.9,54.5,84.6,0.7,3.0,0.1,"Danilo D'Ambrosio Inter, 33, D(CLR),M(LR)",360.0,2.8,1.5,0,0,1,51.5,80.1,6.61,Danilo D'Ambrosio,Inter,29,INT  FC Internazionale Milano  Inter,"D(CLR),M(LR)",15.000,31.0,1.5,1.0
184,"102Diego PerottiRoma, 33, M(CLR),FW","Diego Perotti Roma, 33, M(CLR),FW",665,1.1,0.3,0.4,0,0.1,1,0,6.89,5,0,1.2,1.4,1.2,0.1,0.7,0.9,22.9,81.5,0.6,0.5,0,"Diego Perotti Roma, 33, M(CLR),FW",148.0,1.5,1.5,0,0,1.5,28.0,75.0,6.74,Diego Perotti,Roma,29,ASR  AS Roma  Roma,"M(CLR),FW",17.000,81.0,1.0,3.0
185,"103Radja NainggolanInter, 34, M(C)","Radja Nainggolan Inter, 34, M(C)",1972,1.2,0.3,1.1,0,0.2,0.5,0.1,6.89,6,3,2.4,1.4,0.9,0.1,1.6,1.9,33.1,84.3,0.3,1.8,0.1,"Radja Nainggolan Inter, 34, M(C)",282.0,0.8,0.3,1,0,1.5,26.8,79.4,6.73,Radja Nainggolan,Inter,30,INT  FC Internazionale Milano  Inter,M(C),15.000,31.0,0.0,2.0
186,"104Kostas ManolasRoma, 30, D(C)","Kostas Manolas Roma, 30, D(C)",2328,1.2,1.9,1.1,1.2,4.3,0.3,0.9,6.89,1,1,0.5,0.1,0.7,0,0,0.3,38.4,87.9,0,2.7,0,"Kostas Manolas Roma, 30, D(C)",660.0,1.3,1.4,1,0,0.1,42.6,86.9,6.74,Kostas Manolas,Roma,26,ASR  AS Roma  Roma,D(C),17.000,81.0,0.0,0.0
187,"105Mattia De SciglioJuventus, 29, D(CLR),M(LR)","Mattia De Sciglio Juventus, 29, D(CLR),M(LR)",1742,1.8,1.2,0.7,0,2,0.5,0.3,6.89,0,1,0.3,0.6,0.6,0.1,0.5,0.6,45.9,82.8,0.5,3.0,0,"Mattia De Sciglio Juventus, 29, D(CLR),M(LR)",309.0,1,1.5,0,0,0.8,42.0,85.1,6.46,Mattia De Sciglio,Juventus,25,JUV  Juventus  Juventus,"D(CLR),M(LR)",21.000,124.0,1.5,1.0
188,"92Matteo PolitanoInter, 28, AM(CLR),FW","Matteo Politano Inter, 28, AM(CLR),FW",2568,0.5,0.4,0.4,0,0.2,0.6,0,6.92,5,6,2.2,1.8,1.2,0.1,0.9,1.4,33.8,80.1,1.6,1.6,0,"Matteo Politano Inter, 28, AM(CLR),FW",454.0,0.8,0.5,0,1,2,25.8,71.0,6.65,Matteo Politano,Inter,24,INT  FC Internazionale Milano  Inter,"AM(CLR),FW",15.000,31.0,1.0,3.0
189,"98Faouzi GhoulamNapoli, 31, D(L)","Faouzi Ghoulam Napoli, 31, D(L)",1153,0.6,0.5,0.8,0.1,0.8,0.1,0.1,6.9,1,3,0.6,1.6,1.1,0.2,0.2,0.6,49.6,89.3,1.4,1.4,0.1,"Faouzi Ghoulam Napoli, 31, D(L)",20.0,1,0,0,0,0,21.0,76.2,6.21,Faouzi Ghoulam,Napoli,27,NAP  SSC Napoli  Napoli,D(L),18.000,80.0,2.0,0.0
190,"99Milan SkriniarInter, 27, D(C)","Milan Skriniar Inter, 27, D(C)",3150,1.8,0.8,1.2,0.5,3.8,0.6,0.8,6.89,0,1,0.4,0.2,0.8,0,0.2,0.5,68.6,92.6,0,3.6,0,"Milan Skriniar Inter, 27, D(C)",540.0,4,0.3,0,0,0.3,56.3,90.5,6.72,Milan Skriniar,Inter,23,INT  FC Internazionale Milano  Inter,D(C),15.000,31.0,0.0,0.0
191,"100Alessandro FlorenziRoma, 31, D(R),M(CLR)","Alessandro Florenzi Roma, 31, D(R),M(CLR)",2185,1.3,1.6,0.5,0.5,1.8,0.7,0.2,6.89,3,2,1.2,1.4,0.8,0.1,0.3,0.6,39.5,78.2,1.4,2.7,0.1,"Alessandro Florenzi Roma, 31, D(R),M(CLR)",619.0,1.9,1.1,0,1,1.1,33.1,75.5,6.76,Alessandro Florenzi,Roma,27,ASR  AS Roma  Roma,"D(R),M(CLR)",17.000,81.0,1.5,1.0
192,"86Kwadwo AsamoahInter, 33, D(L),M(CL)","Kwadwo Asamoah Inter, 33, D(L),M(CL)",2672,1.4,1.3,0.8,0.3,1.2,0.7,0.1,6.93,0,1,0.3,1.0,2.2,0,0.7,1.1,60.5,89.0,0.6,3.5,0,"Kwadwo Asamoah Inter, 33, D(L),M(CL)",519.0,1.3,1.3,0,1,0.8,43.2,85.3,6.72,Kwadwo Asamoah,Inter,29,INT  FC Internazionale Milano  Inter,"D(L),M(CL)",15.000,31.0,1.5,1.0
193,"75Iván MarcanoRoma, 34, D(CL)","Iván Marcano Roma, 34, D(CL)",811,0.8,2.4,1,0.6,4.1,0.3,0.6,6.96,0,0,0.3,0.6,0.4,0,0.2,0,52.1,87.1,0.3,3.9,0,"Iván Marcano Roma, 34, D(CL)",166.0,1,1.5,0,0,0.5,46.5,92.5,6.24,Iván Marcano,Roma,30,ASR  AS Roma  Roma,D(CL),17.000,81.0,1.0,0.0
194,"61Lorenzo PellegriniRoma, 25, M(C)","Lorenzo Pellegrini Roma, 25, M(C)",1828,1.6,0.5,1.3,0,0.8,0.8,0.1,7.0,2,3,1.8,2.4,1.3,0.2,1.3,2.0,33.9,80.0,1.6,1.4,0.1,"Lorenzo Pellegrini Roma, 25, M(C)",391.0,1.2,0.8,1,3,3.2,26.3,79.1,7.51,Lorenzo Pellegrini,Roma,21,ASR  AS Roma  Roma,M(C),17.000,81.0,0.0,2.0
195,"64Piotr ZielinskiNapoli, 28, M(CL)","Piotr Zielinski Napoli, 28, M(CL)",2883,1.1,0.6,0.8,0,0.4,0.6,0.1,6.99,6,2,2.2,1.6,0.8,0.1,1.1,1.4,54.8,90.0,0.1,2.4,0.1,"Piotr Zielinski Napoli, 28, M(CL)",181.0,0,0,0,0,0.7,21.7,84.6,6.29,Piotr Zielinski,Napoli,24,NAP  SSC Napoli  Napoli,M(CL),18.000,80.0,1.0,2.0
196,"69Giorgio ChielliniJuventus, 37, D(C)","Giorgio Chiellini Juventus, 37, D(C)",1990,1.0,1.2,0.6,0.2,3.7,0.1,0.6,6.98,1,1,0.5,0.3,0.8,0,0.4,0.4,53.4,84.9,0.2,4.4,0,"Giorgio Chiellini Juventus, 37, D(C)",540.0,1.3,1.7,0,0,0.5,64.8,89.5,7.22,Giorgio Chiellini,Juventus,33,JUV  Juventus  Juventus,D(C),21.000,124.0,0.0,0.0
197,"70Emre CanJuventus, 28, D(CLR),DMC","Emre Can Juventus, 28, D(CLR),DMC",1807,2.2,1.0,1.5,0,1.0,0.6,0.4,6.98,4,1,1.1,0.7,0.8,0.1,0.4,0.9,34.7,87.1,0.2,2.0,0.1,"Emre Can Juventus, 28, D(CLR),DMC",334.0,0.7,1.3,0,0,0,34.5,88.4,6.6,Emre Can,Juventus,24,JUV  Juventus  Juventus,"D(CLR),DMC",21.000,124.0,0.5,0.5
198,"51José CallejónNapoli, 35, M(LR),FW","José Callejón Napoli, 35, M(LR),FW",2652,1,0.6,0.4,0,0.2,1.1,0.1,7.03,3,10,1.8,2.1,1.4,0.5,0.6,0.8,43.8,86.6,1.2,1.9,0,"José Callejón Napoli, 35, M(LR),FW",519.0,1.0,1.0,0,2,2.8,42.7,86.3,7.07,José Callejón,Napoli,31,NAP  SSC Napoli  Napoli,"M(LR),FW",18.000,80.0,2.0,3.0
199,"53Miralem PjanicJuventus, 32, M(C)","Miralem Pjanic Juventus, 32, M(C)",2288,1.3,1.2,1.2,0,0.6,1.4,0.2,7.03,2,6,0.9,2.3,0.7,0,0.5,0.8,62.5,92.1,1.2,5.8,0.1,"Miralem Pjanic Juventus, 32, M(C)",815.0,1.8,1.6,2,1,2.2,64.0,87.8,7.16,Miralem Pjanic,Juventus,28,JUV  Juventus  Juventus,M(C),21.000,124.0,0.0,2.0
200,"41Sime VrsaljkoInter, 30, D(LR),M(R)","Sime Vrsaljko Inter, 30, D(LR),M(R)",726,2,1.1,0.9,0.1,2.1,0.5,0.1,7.08,0,2,0.2,1.6,1.0,0.1,0.4,0.8,49.6,85.9,2.1,1.8,0,"Sime Vrsaljko Inter, 30, D(LR),M(R)",97.0,0.5,1.5,0,0,0,27.0,81.5,6.42,Sime Vrsaljko,Inter,26,INT  FC Internazionale Milano  Inter,"D(LR),M(R)",15.000,31.0,2.0,1.0
201,"43Federico FazioRoma, 35, D(C)","Federico Fazio Roma, 35, D(C)",2805,0.8,1.6,0.8,0.9,4.9,0.4,1,7.07,5,0,0.9,0.2,0.4,0,0.2,0.5,41.4,85.1,0,2.6,0,"Federico Fazio Roma, 35, D(C)",540.0,1.5,1.3,0,0,0.3,60.7,86.3,7.1,Federico Fazio,Roma,31,ASR  AS Roma  Roma,D(C),17.000,81.0,0.0,0.0
202,"45Kalidou KoulibalyNapoli, 30, D(C)","Kalidou Koulibaly Napoli, 30, D(C)",3134,1.7,1.1,1.4,0.5,3.9,0.5,0.9,7.06,2,2,0.5,0.2,0.5,0,0.3,0.5,71.9,88.7,0,4.5,0,"Kalidou Koulibaly Napoli, 30, D(C)",540.0,2.5,2,0,0,0.2,76.2,87.7,7.1,Kalidou Koulibaly,Napoli,26,NAP  SSC Napoli  Napoli,D(C),18.000,80.0,0.0,0.0
203,"46Ivan PerisicInter, 33, M(CLR),FW","Ivan Perisic Inter, 33, M(CLR),FW",2707,1,0.7,0.8,0,1.4,1,0.1,7.06,8,3,2.9,1.8,0.3,0.3,0.5,1.5,33.1,74.6,1.4,1.0,0.1,"Ivan Perisic Inter, 33, M(CLR),FW",501.0,1.7,1.8,0,0,1.8,25.8,66.5,7.04,Ivan Perisic,Inter,29,INT  FC Internazionale Milano  Inter,"M(CLR),FW",15.000,31.0,1.0,3.0
204,"47Steven NzonziRoma, 33, M(C)","Steven Nzonzi Roma, 33, M(C)",2619,2.2,0.9,1.1,0,1.7,0.4,0.8,7.06,1,2,0.7,0.8,0.5,0,0.4,0.5,56.3,87.7,0,3.2,0,"Steven Nzonzi Roma, 33, M(C)",610.0,1.9,0.6,0,0,1,52.5,88.8,6.74,Steven Nzonzi,Roma,29,ASR  AS Roma  Roma,M(C),17.000,81.0,0.0,2.0
205,"39Marcelo BrozovicInter, 29, M(CR)","Marcelo Brozovic Inter, 29, M(CR)",2657,3.2,1.4,1.5,0,0.8,1.7,0.3,7.08,2,1,0.8,1.6,0.9,0,0.8,1.4,78.8,90.1,0.8,7.2,0.1,"Marcelo Brozovic Inter, 29, M(CR)",535.0,2.8,1.5,0,0,1.2,73.2,88.4,6.65,Marcelo Brozovic,Inter,25,INT  FC Internazionale Milano  Inter,M(CR),15.000,31.0,1.0,2.0
206,"40Paulo DybalaJuventus, 28, AM(CR),FW","Paulo Dybala Juventus, 28, AM(CR),FW",2137,0.6,0.5,0.6,0,0,0.5,0.1,7.08,5,4,2.2,1.7,2.2,0.2,1.4,2.4,39.1,89.3,0.9,3.7,0.1,"Paulo Dybala Juventus, 28, AM(CR),FW",520.0,0.7,0.2,5,0,0.8,32.1,89.3,7.1,Paulo Dybala,Juventus,24,JUV  Juventus  Juventus,"AM(CR),FW",21.000,124.0,1.0,3.0
207,"22Alex SandroJuventus, 31, D(CL),M(L)","Alex Sandro Juventus, 31, D(CL),M(L)",2392,2.2,1.2,1.6,0.2,1.9,0.5,0.3,7.15,1,2,0.7,1.2,1.6,0.1,0.8,1.1,51.0,84.6,0.6,2.5,0,"Alex Sandro Juventus, 31, D(CL),M(L)",743.0,1.8,1.2,0,0,1,47.2,88.2,6.88,Alex Sandro,Juventus,27,JUV  Juventus  Juventus,"D(CL),M(L)",21.000,124.0,1.5,1.0
208,"25AllanNapoli, 31, DMC","Allan Napoli, 31, DMC",2614,3.2,1.1,1.5,0,0.8,2.2,0.4,7.13,1,3,0.8,1,1.9,0,1.3,1,66.2,89.6,0.1,3.2,0.1,"Allan Napoli, 31, DMC",511.0,6.3,0.7,0,0,0.8,63.5,90.0,7.1,Allan,Napoli,27,NAP  SSC Napoli  Napoli,DMC,18.000,80.0,0.0,1.0
209,"26Medhi BenatiaJuventus, 35, D(C)","Medhi Benatia Juventus, 35, D(C)",450,1.4,3.2,2.6,0.4,3.4,0.4,1,7.13,0,0,0.6,0,0.6,0,0.4,0,63.4,90.5,0,4.8,0,"Medhi Benatia Juventus, 35, D(C)",90.0,2,2,0,0,0,73.0,94.5,7.31,Medhi Benatia,Juventus,31,JUV  Juventus  Juventus,D(C),21.000,124.0,0.0,0.0
210,"27Arkadiusz MilikNapoli, 28, AM(C),FW","Arkadiusz Milik Napoli, 28, AM(C),FW",2398,0.5,0.1,1.2,0,0.4,0.5,0.1,7.13,17,3,3.2,1.1,0.8,0.5,0.7,1.3,16.8,82.7,0.1,0.5,0,"Arkadiusz Milik Napoli, 28, AM(C),FW",187.0,0.3,0.3,0,0,0.3,9.5,71.1,6.19,Arkadiusz Milik,Napoli,24,NAP  SSC Napoli  Napoli,"AM(C),FW",18.000,80.0,0.0,3.0
