,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"541Mohamed SalahChelsea, 29, AM(CLR),FW","Mohamed Salah Chelsea, 29, AM(CLR),FW",0(3),30,-,-,0.3,-,-,-,-,-,5.97,-,-,0.7,0.3,-,-,1,0.7,7.7,78.3,-,0.3,-
1,"542Jerome SinclairLiverpool, 25, AM(LR),FW","Jerome Sinclair Liverpool, 25, AM(LR),FW",0(2),25,-,-,-,-,-,0.5,-,-,5.96,-,-,-,0.5,0.5,-,-,0.5,3.0,83.3,-,-,-
2,"543Ravel MorrisonWest Ham, 29, M(C),FW","Ravel Morrison West Ham, 29, M(C),FW",0(1),33,-,-,-,-,-,-,1,-,5.93,-,-,-,-,-,1,-,-,25.0,92.0,-,1,-
3,"544Nathaniel ChalobahBurnley, 27, DMC","Nathaniel Chalobah Burnley, 27, DMC",0(4),66,-,0.5,1,-,0.3,0.3,-,-,5.89,-,-,0.3,-,0.3,-,0.8,0.5,14.5,87.9,-,0.5,-
4,"545Brandon ComleyQPR, 26, DMC","Brandon Comley QPR, 26, DMC",0(1),10,-,-,-,-,-,-,-,-,5.89,-,-,1,-,-,-,-,1,11.0,90.9,-,1,-
5,"546Valentin RobergeSunderland, 35, D(C)","Valentin Roberge Sunderland, 35, D(C)",1,90,4,1,2,-,4,-,-,-,5.87,-,-,1,-,-,-,-,-,33.0,81.8,-,3,-
6,"547Gary Taylor-FletcherLeicester, 41, M(CL),FW","Gary Taylor-Fletcher Leicester, 41, M(CL),FW",0(1),17,-,-,1,-,-,3,-,-,5.79,-,-,-,-,-,-,-,-,7.0,85.7,-,-,-
7,"548Lee Chung-YongCrystal Palace, 33, M(CLR)","Lee Chung-Yong Crystal Palace, 33, M(CLR)",1(2),91,0.7,-,0.7,-,0.3,0.7,-,-,5.74,-,-,0.7,-,-,-,0.3,0.7,13.0,69.2,0.3,0.7,-
8,"549Cole KpekawaQPR, 26, D(L)","Cole Kpekawa QPR, 26, D(L)",0(1),5,-,1,-,-,2,-,-,-,5.24,-,-,-,-,-,-,-,-,3.0,33.3,-,-,-
0,"531Darren BentAston Villa, 38, FW","Darren Bent Aston Villa, 38, FW",0(7),78,-,-,-,0.1,0.1,0.1,-,-,6.0,-,-,0.1,0.1,0.1,0.3,-,-,2.6,77.8,-,-,-
1,"532Reece Grego-CoxQPR, 25, AM(CR),FW","Reece Grego-Cox QPR, 25, AM(CR),FW",1(3),142,-,-,0.5,-,-,0.3,-,-,6.0,-,-,0.3,-,0.3,0.3,0.8,0.8,7.5,63.3,0.3,-,-
2,"533Ainsley Maitland-NilesArsenal, 24, D(LR),M(CLR)","Ainsley Maitland-Niles Arsenal, 24, D(LR),M(CLR)",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,1,-,-,-,-,-
3,"534Oliver ShentonStoke, 24, Midfielder","Oliver Shenton Stoke, 24, Midfielder",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
4,"535Ryan SeagerSouthampton, 26, Forward","Ryan Seager Southampton, 26, Forward",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,1,-,-,-,-,-,-,-,-,-
5,"536Scott SinclairMan City, 33, M(LR),FW","Scott Sinclair Man City, 33, M(LR),FW",0(2),3,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,0.5,-,-,1,100,-,-,-
6,"537Tom ThorpeMan Utd, 29, D(C)","Tom Thorpe Man Utd, 29, D(C)",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
7,"538George BoydHull, 36, M(CLR)","George Boyd Hull, 36, M(CLR)",0(1),9,-,-,-,-,-,-,-,-,5.98,-,-,-,-,-,-,-,-,6,66.7,-,-,-
8,"539Ezekiel FryersCrystal Palace, 29, D(CL)","Ezekiel Fryers Crystal Palace, 29, D(CL)",0(1),3,-,-,-,-,-,-,-,-,5.97,-,-,-,-,-,-,-,1,2,100,-,-,-
9,"540Rushian Marcus Amari Hepburn-MurphyAston Villa, 23, FW","Rushian Marcus Amari Hepburn-Murphy Aston Villa, 23, FW",0(1),7,-,-,1,-,-,-,-,-,5.97,-,-,-,-,1,-,-,3,-,-,-,-,-
0,"521Jake HeskethSouthampton, 26, AM(CL)","Jake Hesketh Southampton, 26, AM(CL)",1(1),52,1,-,0.5,-,-,0.5,-,-,6.08,-,-,1,-,-,-,0.5,-,9.0,88.9,-,-,-
1,"522Yaya SanogoCrystal Palace, 29, FW","Yaya Sanogo Crystal Palace, 29, FW",3(7),317,0.2,0.3,1.7,-,0.4,0.7,-,-,6.08,-,-,0.9,0.5,0.4,0.3,1.1,1.9,8.9,60.7,-,0.1,-
2,"523Danny SimpsonQPR, 35, D(R)","Danny Simpson QPR, 35, D(R)",1,68,-,2,-,-,-,-,-,-,6.05,-,-,-,1,-,-,1,-,28.0,64.3,-,1,-
3,"524Emmanuel MayukaSouthampton, 31, FW","Emmanuel Mayuka Southampton, 31, FW",0(5),49,0.2,0.4,0.4,-,0.2,-,-,-,6.04,-,-,-,0.2,-,0.2,0.4,0.2,2.8,64.3,-,-,-
4,"525Marvin SordellBurnley, 31, AM(R),FW","Marvin Sordell Burnley, 31, AM(R),FW",2(12),281,-,0.1,0.3,-,0.2,-,0.1,-,6.04,-,-,0.2,0.1,0.4,0.2,0.7,0.7,5.0,61.4,0.1,0.1,-
5,"526Tom LawrenceLeicester, 28, AM(CLR),FW","Tom Lawrence Leicester, 28, AM(CLR),FW",0(3),51,0.3,0.3,0.3,-,-,-,-,-,6.03,-,-,1,-,-,-,0.3,1.3,8.3,80.0,-,-,-
6,"527Jerome ThomasCrystal Palace, 39, M(L)","Jerome Thomas Crystal Palace, 39, M(L)",0(1),6,-,-,-,-,-,-,-,-,6.03,-,-,-,-,1,-,-,-,4.0,100.0,-,-,-
7,"528Nick PowellLeicester, 28, AM(CLR),FW","Nick Powell Leicester, 28, AM(CLR),FW",0(3),40,-,-,-,-,0.3,0.3,-,-,6.03,-,-,0.7,-,0.3,-,-,0.7,5.3,81.3,-,0.3,-
8,"529Sebastián BlancoWest Brom, 34, AM(CLR)","Sebastián Blanco West Brom, 34, AM(CLR)",0(3),36,-,0.3,0.3,-,-,0.7,-,-,6.02,-,-,0.7,-,-,-,0.3,0.3,6.0,66.7,0.3,0.7,-
9,"530Kenji GorréSwansea, 27, AM(L)","Kenji Gorré Swansea, 27, AM(L)",0(1),6,-,-,-,-,-,-,-,-,6.01,-,-,-,-,-,-,-,-,5.0,100.0,-,-,-
0,"511José PozoMan City, 26, AM(C)","José Pozo Man City, 26, AM(C)",1(2),137,-,-,0.7,-,-,0.7,-,-,6.11,-,-,1,0.7,0.7,1.3,1.3,1.3,7.0,95.2,-,-,-
1,"512DeAndre YedlinTottenham, 28, D(R),M(R)","DeAndre Yedlin Tottenham, 28, D(R),M(R)",0(1),11,1,-,-,-,-,1,-,-,6.11,-,-,-,-,-,-,-,-,3.0,100.0,-,-,-
2,"513Kevin DoyleCrystal Palace, 38, M(C),FW","Kevin Doyle Crystal Palace, 38, M(C),FW",0(3),34,0.3,-,0.7,-,0.3,-,-,-,6.1,-,-,-,-,0.3,-,0.7,1.3,3.3,80.0,-,-,-
3,"514Matt GrimesSwansea, 26, D(L),M(CL)","Matt Grimes Swansea, 26, D(L),M(CL)",0(3),42,0.3,0.3,0.3,-,-,0.7,-,-,6.1,-,-,-,0.3,-,-,0.7,0.3,9.0,88.9,-,0.7,0.3
4,"515Shola AmeobiCrystal Palace, 40, FW","Shola Ameobi Crystal Palace, 40, FW",0(4),38,0.3,-,0.3,-,0.5,0.3,-,-,6.1,-,-,0.3,-,-,-,0.3,0.5,4.8,63.2,-,0.3,-
5,"516Robert SnodgrassHull, 34, M(CLR)","Robert Snodgrass Hull, 34, M(CLR)",1,40,-,-,-,-,2,-,-,-,6.1,-,-,-,-,-,-,1,-,17.0,82.4,-,-,-
6,"517Jason DavidsonWest Brom, 30, D(L)","Jason Davidson West Brom, 30, D(L)",1(1),103,1.5,1.5,0.5,-,-,1,-,-,6.1,-,-,-,0.5,1,-,1.5,0.5,20.0,80.0,-,1,-
7,"518Isaiah BrownChelsea, 25, AM(CL),FW","Isaiah Brown Chelsea, 25, AM(CL),FW",0(1),11,-,-,-,-,-,-,-,-,6.09,-,-,-,-,-,-,-,-,11.0,72.7,-,-,-
8,"519Adam ArmstrongNewcastle, 25, AM(CLR),FW","Adam Armstrong Newcastle, 25, AM(CLR),FW",1(10),204,0.5,-,0.6,-,0.1,0.3,-,-,6.09,-,1,0.6,0.5,0.2,0.1,0.4,0.3,4.6,70.6,0.3,0.1,-
