,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"681Dmitri LikhtarovichBATE, 44, DMC","Dmitri Likhtarovich BATE, 44, DMC",2(1),105,0.7,0.3,1,-,-,0.3,-,-,5.47,-,-,-,-,-,-,-,1,19,75.4,-,0.7,-
1,"682Ricardo EsgaioSporting, 29, D(R),M(R)","Ricardo Esgaio Sporting, 29, D(R),M(R)",1,90,2.0,-,2,-,4,2.0,2,-,5.02,-,-,-,-,-,-,-,1,34,82.4,-,3.0,-
0,"671Ales MejacMaribor, 39, D(L)","Ales Mejac Maribor, 39, D(L)",3,270,0.7,3.3,0.7,-,1,1.7,0.3,-,5.88,-,-,-,-,2.7,-,0.7,0.7,38,74.6,-,2,-
1,"672Kingsley ComanJuventus, 25, M(LR),FW","Kingsley Coman Juventus, 25, M(LR),FW",0(2),2,-,-,-,-,-,1,-,-,5.88,-,-,-,-,-,-,0.5,0.5,-,-,-,-,-
2,"673Edgar OlekhnovichBATE, 35, DMC","Edgar Olekhnovich BATE, 35, DMC",3(2),288,1.6,1.6,1.2,-,0.8,1.4,0.4,-,5.85,-,-,0.2,0.4,0.2,-,0.2,0.4,19.8,61.6,-,1.6,0.2
3,"674Vitali RodionovBATE, 38, FW","Vitali Rodionov BATE, 38, FW",3(2),254,1,0.6,1,-,0.6,0.2,-,-,5.84,-,-,0.4,0.2,1.8,1.2,1.2,1.4,10.8,63,-,0.2,-
4,"675Filip MladenovicBATE, 30, D(L),M(L)","Filip Mladenovic BATE, 30, D(L),M(L)",5,432,1.4,1.8,0.8,0.2,0.8,0.8,-,-,5.76,-,-,0.6,1,1,0.2,0.6,1.6,27.4,76.6,1,2.2,-
5,"676Agon MehmetiMalmoe FF, 32, FW","Agon Mehmeti Malmoe FF, 32, FW",0(1),37,-,-,1,-,-,1,-,-,5.74,-,-,-,-,1,-,-,-,3,66.7,-,-,-
6,"677Walter SamuelFC Basel 1893, 44, D(C)","Walter Samuel FC Basel 1893, 44, D(C)",3(1),246,0.5,2,2.3,1,1.5,-,0.3,-,5.7,-,-,-,-,-,-,0.3,0.3,32.8,78.6,-,2.8,-
7,"678Sinan BolatGalatasaray, 33, GK","Sinan Bolat Galatasaray, 33, GK",1,90,-,-,-,-,1,-,-,-,5.64,-,-,-,-,-,-,-,-,18,61.1,-,1,-
8,"679Nemanja TubicBATE, 38, D(C)","Nemanja Tubic BATE, 38, D(C)",3,226,-,2.3,0.3,-,5,-,0.7,-,5.58,-,-,-,-,-,0.3,-,0.3,30.3,69.2,-,4.7,0.3
9,"680Sergey ChernikBATE, 33, GK","Sergey Chernik BATE, 33, GK",5,450,-,-,0.2,-,1,0.2,-,-,5.54,-,-,-,-,0.2,-,-,0.2,32.8,48.8,-,11.2,-
0,"661Konstantinos CharalambidisAPOEL Nicosia, 40, M(R)","Konstantinos Charalambidis APOEL Nicosia, 40, M(R)",0(1),11,-,-,-,-,-,-,-,-,5.98,-,-,-,-,-,1,-,-,5,80,-,-,-
1,"662Mikhail GordeychukBATE, 32, AM(R)","Mikhail Gordeychuk BATE, 32, AM(R)",6,540,1.2,1,0.5,-,0.5,1.2,0.3,-,5.97,-,-,0.8,1.5,0.2,0.3,1.7,2.5,18.3,74.5,0.2,0.2,0.2
2,"663Erdal RakipMalmoe FF, 26, M(CR)","Erdal Rakip Malmoe FF, 26, M(CR)",0(3),15,-,-,-,-,0.3,0.3,0.3,-,5.96,-,-,-,-,-,-,-,-,3.7,72.7,-,-,-
3,"664Andreas BouchalakisOlympiacos, 29, DMC","Andreas Bouchalakis Olympiacos, 29, DMC",0(1),18,-,-,1,-,-,1,-,-,5.96,-,-,-,-,-,-,1,-,17,100,-,1,-
4,"665Dmitri BagaBATE, 32, M(C)","Dmitri Baga BATE, 32, M(C)",0(3),52,0.3,-,0.7,-,-,0.3,-,-,5.94,-,-,-,0.7,-,-,0.3,0.7,7.3,81.8,-,0.3,-
5,"666Sebastian GiovincoJuventus, 35, AM(C),FW","Sebastian Giovinco Juventus, 35, AM(C),FW",0(3),5,0.3,-,0.7,-,-,-,-,-,5.92,-,-,-,-,-,0.3,-,1,1,66.7,-,-,-
6,"667Dimitrios DiamantakosOlympiacos, 29, FW","Dimitrios Diamantakos Olympiacos, 29, FW",0(2),18,-,-,-,-,-,-,-,-,5.92,-,-,-,-,-,-,-,0.5,2,50,-,-,-
