,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"541Alain Sibiri TraoréMonaco, 33, M(C),FW","Alain Sibiri Traoré Monaco, 33, M(C),FW",0(1),23,1,-,1,-,1,1,-,-,5.94,-,-,-,-,-,-,-,-,11.0,72.7,-,-,-
1,"542David DjiglaBordeaux, 26, Forward","David Djigla Bordeaux, 26, Forward",0(1),3,-,-,-,-,-,-,-,-,5.89,-,-,-,-,-,-,-,-,1.0,100.0,-,-,-
2,"543Sébastien WüthrichMontpellier, 32, Midfielder","Sébastien Wüthrich Montpellier, 32, Midfielder",1,57,-,-,2,-,-,-,-,-,5.87,-,-,-,-,-,-,2,1,19.0,73.7,-,1,-
3,"544Lyes Hafid HouriSC Bastia, 26, Midfielder","Lyes Hafid Houri SC Bastia, 26, Midfielder",0(1),6,-,-,-,-,-,-,-,-,5.84,-,-,-,-,-,-,1,1,3.0,100.0,-,-,-
4,"545Jordan SiebatcheuReims, 26, FW","Jordan Siebatcheu Reims, 26, FW",0(1),23,-,-,2,-,-,-,-,-,5.83,-,-,1,-,-,-,1,-,5.0,80.0,-,-,-
5,"546Jean DezaMontpellier, 29, Forward","Jean Deza Montpellier, 29, Forward",0(2),13,-,-,-,-,-,0.5,-,-,5.82,-,-,-,-,-,-,-,-,1.5,66.7,-,-,-
6,"547Azbe JugBordeaux, 30, Goalkeeper","Azbe Jug Bordeaux, 30, Goalkeeper",1(1),168,-,-,-,-,-,-,-,1,5.37,-,-,-,-,-,-,-,-,23.5,59.6,-,8,-
0,"531Sada ThioubNice, 27, M(LR)","Sada Thioub Nice, 27, M(LR)",0(2),34,0.5,-,0.5,-,-,-,-,-,5.99,-,-,-,-,0.5,-,2,1,5.5,63.6,-,-,-
1,"532Fabien AudardLorient, 44, GK","Fabien Audard Lorient, 44, GK",0(1),3,-,-,-,-,-,-,-,-,5.98,-,-,-,-,-,-,-,-,2.0,-,-,-,-
2,"533Gaël GivetEvian, 40, D(C),DMC","Gaël Givet Evian, 40, D(C),DMC",1,90,-,2,2,2,2,-,-,-,5.98,-,-,-,-,-,-,-,-,21.0,90.5,-,-,-
3,"534Julien CardyGuingamp, 40, Midfielder","Julien Cardy Guingamp, 40, Midfielder",0(2),8,-,-,0.5,-,-,0.5,-,-,5.98,-,-,-,-,-,-,0.5,-,2.5,40,-,0.5,-
4,"535Rachid AliouiGuingamp, 29, FW","Rachid Alioui Guingamp, 29, FW",2(5),209,0.3,-,0.7,-,0.1,0.4,-,-,5.97,-,-,0.6,0.4,0.1,0.4,0.6,0.9,7.0,67.3,0.3,0.1,-
5,"536Fernando AristeguietaNantes, 30, FW","Fernando Aristeguieta Nantes, 30, FW",2(4),172,0.3,-,0.7,-,-,0.3,-,-,5.97,-,-,1.2,0.2,0.5,0.2,0.7,0.7,7.0,69,-,-,-
6,"537Jonathan BambaSaint-Etienne, 26, AM(CLR),FW","Jonathan Bamba Saint-Etienne, 26, AM(CLR),FW",0(3),15,-,-,-,-,-,-,-,-,5.97,-,-,0.3,0.3,-,-,0.3,-,2.7,75,-,-,-
7,"538Marvin GakpaLorient, 28, Midfielder","Marvin Gakpa Lorient, 28, Midfielder",0(2),36,-,-,0.5,-,-,-,-,-,5.96,-,-,-,-,-,-,0.5,0.5,7.0,78.6,-,-,-
8,"539Dylan GissiMontpellier, 31, D(C)","Dylan Gissi Montpellier, 31, D(C)",1,46,1,1,3,-,-,-,-,-,5.95,-,-,-,-,1,-,-,-,12.0,75,-,2,-
9,"540Eliran AtarReims, 35, AM(L)","Eliran Atar Reims, 35, AM(L)",0(1),10,-,-,1,-,-,-,-,-,5.95,-,-,-,1,-,-,1,-,5.0,100,-,-,-
0,"521Bilal BoutobbaMarseille, 23, Midfielder","Bilal Boutobba Marseille, 23, Midfielder",0(3),26,-,-,0.3,-,-,-,-,-,6.02,-,-,-,-,0.7,0.3,-,0.3,2.0,66.7,-,-,-
1,"522Boubacar SyllaLens, 31, D(R)","Boubacar Sylla Lens, 31, D(R)",5(2),340,1.9,0.4,1.9,0.1,1.4,0.9,-,-,6.02,-,-,-,-,0.1,-,0.1,0.4,18.6,66.2,-,1.7,-
2,"523Sami LarabiToulouse, 26, Defender","Sami Larabi Toulouse, 26, Defender",0(1),3,-,-,-,-,-,-,-,-,6.01,-,-,-,-,-,-,-,-,2.0,100.0,-,1,-
3,"524Benjamin Mokulu TembeSC Bastia, 32, Forward","Benjamin Mokulu Tembe SC Bastia, 32, Forward",0(4),72,-,-,0.8,-,-,-,-,-,6.01,-,-,-,-,0.3,0.3,0.5,1,4.0,68.8,-,0.3,-
4,"525Youssef Ben AliToulouse, 27, Forward","Youssef Ben Ali Toulouse, 27, Forward",0(3),30,-,0.3,-,-,-,0.3,-,-,6.0,-,-,-,-,0.3,-,0.3,1.3,3.0,88.9,0.3,-,-
5,"526Patrick FradjLens, 30, Defender","Patrick Fradj Lens, 30, Defender",0(1),8,-,-,-,-,-,-,-,-,6.0,-,-,1,-,-,-,1,-,1.0,100.0,-,-,-
6,"527Paulin PuelNice, 25, Midfielder","Paulin Puel Nice, 25, Midfielder",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,1.0,100.0,-,-,-
7,"528Kwame NsorMetz, 29, Forward","Kwame Nsor Metz, 29, Forward",2(5),253,0.1,0.1,0.9,-,-,0.6,-,-,6.0,-,-,0.3,0.4,0.6,-,1.1,2,10.9,71.1,-,0.4,0.1
8,"529Djibril CisséSC Bastia, 40, FW","Djibril Cissé SC Bastia, 40, FW",0(8),68,-,-,-,-,0.1,-,-,-,5.99,-,-,0.3,0.1,-,-,0.1,0.1,2.3,72.2,-,-,-
9,"530Julien RomainSC Bastia, 26, Forward","Julien Romain SC Bastia, 26, Forward",0(1),28,-,-,-,-,-,-,-,-,5.99,-,-,-,-,1,-,-,-,5.0,80.0,-,-,-
