,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"521Lass BangouraRayo Vallecano, 30, M(LR)","Lass Bangoura Rayo Vallecano, 30, M(LR)",0(1),16,-,1,-,-,-,1,-,-,5.88,-,-,-,-,-,-,2,-,2.0,100.0,-,-,-
1,"522Fran SolVillarreal, 30, FW","Fran Sol Villarreal, 30, FW",0(2),17,-,-,-,-,-,-,-,-,5.88,-,-,1,-,-,0.5,-,0.5,2.5,60.0,-,-,-
2,"523Iker Hernández EzquerroReal Sociedad, 28, Forward","Iker Hernández Ezquerro Real Sociedad, 28, Forward",0(1),9,-,-,1,-,-,-,-,-,5.86,-,-,-,-,-,1,-,-,2.0,50.0,-,-,-
3,"524LuismiSevilla, 30, Midfielder","Luismi Sevilla, 30, Midfielder",0(1),10,-,-,1,-,-,-,-,-,5.81,-,-,-,-,-,-,-,-,11.0,90.9,-,1,-
4,"525Germán LuxDeportivo, 40, GK","Germán Lux Deportivo, 40, GK",7,630,0.1,-,0.1,-,1.1,0.3,-,-,5.8,-,-,-,-,-,-,-,-,30.0,58.6,-,9.3,-
5,"526Yoel RodríguezValencia, 33, GK","Yoel Rodríguez Valencia, 33, GK",1(1),108,-,-,-,-,0.5,-,-,-,5.78,-,-,-,-,-,-,-,-,11.5,60.9,-,4,-
6,"527Jordi MasipBarcelona, 33, GK","Jordi Masip Barcelona, 33, GK",1,90,-,-,-,-,-,-,-,-,5.75,-,-,-,-,-,-,-,-,23.0,91.3,-,4,-
7,"528Modibo DiakitéDeportivo, 35, D(CR)","Modibo Diakité Deportivo, 35, D(CR)",2,180,1,1.5,1,0.5,4,0.5,0.5,-,5.32,-,-,-,-,-,-,0.5,-,25.5,90.2,-,0.5,-
8,"529Stole DimitrievskiGranada, 28, GK","Stole Dimitrievski Granada, 28, GK",1,90,-,1,-,-,1,-,-,-,5.32,-,-,-,-,-,-,-,-,13.0,61.5,-,4,-
0,"511Felipe MattioniEspanyol, 33, D(R)","Felipe Mattioni Espanyol, 33, D(R)",0(4),29,0.3,0.3,0.5,-,0.3,-,-,-,6.0,-,-,0.3,-,0.5,-,0.3,0.3,3.0,75.0,-,-,-
1,"512Teerasil DangdaAlmeria, 34, Forward","Teerasil Dangda Almeria, 34, Forward",0(6),132,-,0.2,-,-,0.2,-,-,-,6.0,-,-,0.3,-,-,0.2,0.2,0.3,5.8,82.9,-,-,-
2,"513Dani RomeraAlmeria, 26, Forward","Dani Romera Almeria, 26, Forward",0(5),54,-,0.2,0.8,-,0.2,-,0.2,-,5.99,-,-,0.2,-,0.2,-,0.6,0.6,1.8,55.6,-,-,-
3,"514Juan MuñozSevilla, 26, Forward","Juan Muñoz Sevilla, 26, Forward",0(1),34,-,-,-,-,1,-,-,-,5.99,-,-,-,-,-,-,-,-,7.0,57.1,-,-,-
4,"515Uche AgboGranada, 26, D(C),DMC","Uche Agbo Granada, 26, D(C),DMC",0(1),6,-,-,-,-,-,-,-,-,5.97,-,-,-,-,-,-,-,-,1.0,100.0,-,-,-
